Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Julio 2010;2.583 €/m2;- 1,7 %;- 3,9 %;n.d.
Junio 2010;2.629 €/m2;- 3,2 %;- 2,2 %;n.d.
Mayo 2010;2.715 €/m2;+ 0,9 %;+ 4,0 %;n.d.
Abril 2010;2.689 €/m2;+ 0,1 %;+ 3,0 %;n.d.
Marzo 2010;2.687 €/m2;+ 2,9 %;+ 3,3 %;n.d.
Febrero 2010;2.610 €/m2;0,0 %;+ 0,8 %;n.d.
Enero 2010;2.610 €/m2;+ 0,4 %;+ 4,4 %;n.d.
Diciembre 2009;2.600 €/m2;+ 0,4 %;- 4,3 %;n.d.
Noviembre 2009;2.589 €/m2;+ 3,6 %;n.d.;n.d.
Octubre 2009;2.500 €/m2;- 8,0 %;n.d.;n.d.
Septiembre 2009;2.718 €/m2;n.d.;n.d.;n.d.
