Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Noviembre 2018;1.839 €/m2;+ 1,2 %;+ 1,9 %;+ 20,9 %
Octubre 2018;1.818 €/m2;+ 1,0 %;+ 1,7 %;+ 19,5 %
Septiembre 2018;1.800 €/m2;- 0,3 %;+ 3,6 %;+ 21,6 %
Agosto 2018;1.805 €/m2;+ 1,0 %;+ 5,8 %;+ 23,5 %
Julio 2018;1.787 €/m2;+ 2,9 %;+ 6,7 %;+ 22,4 %
Junio 2018;1.737 €/m2;+ 1,8 %;+ 6,2 %;+ 20,6 %
Mayo 2018;1.707 €/m2;+ 1,9 %;+ 7,5 %;+ 19,8 %
Abril 2018;1.675 €/m2;+ 2,4 %;+ 9,2 %;+ 20,2 %
Marzo 2018;1.635 €/m2;+ 3,0 %;+ 8,0 %;+ 17,8 %
Febrero 2018;1.588 €/m2;+ 3,5 %;+ 4,4 %;+ 14,4 %
Enero 2018;1.534 €/m2;+ 1,4 %;+ 0,9 %;+ 17,3 %
Diciembre 2017;1.513 €/m2;- 0,5 %;+ 2,3 %;+ 17,3 %
Noviembre 2017;1.521 €/m2;0,0 %;+ 4,0 %;+ 14,5 %
Octubre 2017;1.520 €/m2;+ 2,7 %;+ 4,1 %;+ 11,7 %
Septiembre 2017;1.480 €/m2;+ 1,2 %;+ 2,7 %;+ 9,4 %
Agosto 2017;1.462 €/m2;+ 0,1 %;+ 2,7 %;+ 8,7 %
Julio 2017;1.460 €/m2;+ 1,3 %;+ 4,7 %;+ 8,5 %
Junio 2017;1.441 €/m2;+ 1,2 %;+ 3,8 %;+ 6,0 %
Mayo 2017;1.424 €/m2;+ 2,2 %;+ 2,6 %;+ 5,3 %
Abril 2017;1.394 €/m2;+ 0,4 %;+ 6,6 %;+ 3,7 %
Marzo 2017;1.388 €/m2;0,0 %;+ 7,6 %;+ 2,4 %
Febrero 2017;1.388 €/m2;+ 6,1 %;+ 4,5 %;+ 1,5 %
Enero 2017;1.308 €/m2;+ 1,4 %;- 3,9 %;- 2,6 %
Diciembre 2016;1.290 €/m2;- 2,9 %;- 4,6 %;- 2,9 %
Noviembre 2016;1.329 €/m2;- 2,3 %;- 1,2 %;- 0,4 %
Octubre 2016;1.361 €/m2;+ 0,6 %;+ 1,1 %;+ 0,4 %
Septiembre 2016;1.352 €/m2;+ 0,6 %;- 0,5 %;+ 0,6 %
Agosto 2016;1.344 €/m2;- 0,1 %;- 0,6 %;- 0,2 %
Julio 2016;1.346 €/m2;- 1,0 %;+ 0,1 %;+ 1,2 %
Junio 2016;1.360 €/m2;+ 0,5 %;+ 0,3 %;+ 2,6 %
Mayo 2016;1.352 €/m2;+ 0,6 %;- 1,1 %;+ 1,7 %
Abril 2016;1.344 €/m2;- 0,8 %;+ 0,1 %;+ 1,2 %
Marzo 2016;1.355 €/m2;- 0,9 %;+ 2,1 %;+ 7,5 %
Febrero 2016;1.368 €/m2;+ 1,9 %;+ 2,6 %;+ 8,8 %
Enero 2016;1.343 €/m2;+ 1,1 %;- 0,9 %;+ 4,9 %
Diciembre 2015;1.328 €/m2;- 0,4 %;- 1,2 %;+ 3,6 %
Noviembre 2015;1.333 €/m2;- 1,6 %;- 1,0 %;+ 2,5 %
Octubre 2015;1.355 €/m2;+ 0,9 %;+ 2,0 %;+ 2,1 %
Septiembre 2015;1.344 €/m2;- 0,3 %;+ 1,4 %;+ 1,9 %
Agosto 2015;1.347 €/m2;+ 1,4 %;+ 1,3 %;+ 3,3 %
Julio 2015;1.329 €/m2;+ 0,3 %;0,0 %;+ 2,2 %
Junio 2015;1.326 €/m2;- 0,3 %;+ 5,2 %;+ 1,1 %
Mayo 2015;1.330 €/m2;+ 0,1 %;+ 5,8 %;- 0,7 %
Abril 2015;1.329 €/m2;+ 5,4 %;+ 3,8 %;- 1,6 %
Marzo 2015;1.261 €/m2;+ 0,3 %;- 1,6 %;- 10,3 %
Febrero 2015;1.257 €/m2;- 1,8 %;- 3,3 %;- 12,4 %
Enero 2015;1.280 €/m2;- 0,1 %;- 3,6 %;- 10,0 %
Diciembre 2014;1.281 €/m2;- 1,5 %;- 2,9 %;- 9,0 %
Noviembre 2014;1.300 €/m2;- 2,1 %;- 0,3 %;- 7,1 %
Octubre 2014;1.328 €/m2;+ 0,7 %;+ 2,1 %;- 8,5 %
Septiembre 2014;1.319 €/m2;+ 1,1 %;+ 0,6 %;- 10,9 %
Agosto 2014;1.304 €/m2;+ 0,3 %;- 2,6 %;- 8,9 %
Julio 2014;1.300 €/m2;- 0,8 %;- 3,7 %;- 9,4 %
Junio 2014;1.311 €/m2;- 2,1 %;- 6,7 %;- 8,6 %
Mayo 2014;1.339 €/m2;- 0,8 %;- 6,7 %;- 8,6 %
Abril 2014;1.350 €/m2;- 3,9 %;- 5,1 %;- 9,1 %
Marzo 2014;1.405 €/m2;- 2,1 %;- 0,3 %;- 5,9 %
Febrero 2014;1.435 €/m2;+ 0,9 %;+ 2,5 %;- 3,8 %
Enero 2014;1.423 €/m2;+ 1,0 %;- 1,9 %;- 6,8 %
Diciembre 2013;1.408 €/m2;+ 0,6 %;- 4,8 %;- 8,9 %
Noviembre 2013;1.400 €/m2;- 3,5 %;- 2,2 %;- 12,6 %
Octubre 2013;1.450 €/m2;- 2,0 %;+ 1,1 %;- 11,3 %
Septiembre 2013;1.480 €/m2;+ 3,4 %;+ 3,2 %;- 11,8 %
Agosto 2013;1.431 €/m2;- 0,2 %;- 2,3 %;- 15,0 %
Julio 2013;1.434 €/m2;0,0 %;- 3,5 %;- 16,9 %
Junio 2013;1.434 €/m2;- 2,1 %;- 3,9 %;- 18,8 %
Mayo 2013;1.465 €/m2;- 1,4 %;- 1,9 %;- 19,6 %
Abril 2013;1.486 €/m2;- 0,4 %;- 2,6 %;- 19,5 %
Marzo 2013;1.492 €/m2;0,0 %;- 3,4 %;- 20,6 %
Febrero 2013;1.493 €/m2;- 2,2 %;- 6,8 %;- 20,9 %
Enero 2013;1.526 €/m2;- 1,2 %;- 6,7 %;- 19,5 %
Diciembre 2012;1.545 €/m2;- 3,5 %;- 7,9 %;- 19,1 %
Noviembre 2012;1.602 €/m2;- 2,1 %;- 4,9 %;- 19,4 %
Octubre 2012;1.636 €/m2;- 2,5 %;- 5,2 %;- 19,8 %
Septiembre 2012;1.678 €/m2;- 0,4 %;- 5,0 %;- 17,8 %
Agosto 2012;1.685 €/m2;- 2,3 %;- 7,6 %;- 19,0 %
Julio 2012;1.725 €/m2;- 2,3 %;- 6,5 %;- 19,0 %
Junio 2012;1.767 €/m2;- 3,1 %;- 6,0 %;- 18,4 %
Mayo 2012;1.823 €/m2;- 1,2 %;- 3,4 %;- 16,8 %
Abril 2012;1.845 €/m2;- 1,9 %;- 2,7 %;- 16,8 %
Marzo 2012;1.880 €/m2;- 0,3 %;- 1,6 %;- 17,8 %
Febrero 2012;1.887 €/m2;- 0,5 %;- 5,0 %;- 17,5 %
Enero 2012;1.897 €/m2;- 0,7 %;- 7,0 %;- 18,3 %
Diciembre 2011;1.910 €/m2;- 3,9 %;- 6,4 %;- 19,5 %
Noviembre 2011;1.986 €/m2;- 2,6 %;- 4,5 %;- 17,0 %
Octubre 2011;2.039 €/m2;0,0 %;- 4,3 %;- 15,8 %
Septiembre 2011;2.040 €/m2;- 1,9 %;- 5,8 %;- 15,5 %
Agosto 2011;2.079 €/m2;- 2,4 %;- 5,2 %;- 13,9 %
Julio 2011;2.130 €/m2;- 1,7 %;- 3,9 %;- 12,5 %
Junio 2011;2.166 €/m2;- 1,2 %;- 5,3 %;- 12,3 %
Mayo 2011;2.192 €/m2;- 1,1 %;- 4,1 %;- 12,4 %
Abril 2011;2.218 €/m2;- 3,1 %;- 4,5 %;- 11,6 %
Marzo 2011;2.288 €/m2;+ 0,1 %;- 3,6 %;- 7,8 %
Febrero 2011;2.286 €/m2;- 1,6 %;- 4,5 %;- 6,9 %
Enero 2011;2.322 €/m2;- 2,2 %;- 4,1 %;- 7,1 %
Diciembre 2010;2.374 €/m2;- 0,8 %;- 1,7 %;- 5,3 %
Noviembre 2010;2.394 €/m2;- 1,1 %;- 0,8 %;- 5,4 %
Octubre 2010;2.422 €/m2;+ 0,2 %;- 0,5 %;- 3,0 %
Septiembre 2010;2.416 €/m2;+ 0,1 %;- 2,2 %;- 4,3 %
Agosto 2010;2.414 €/m2;- 0,8 %;- 3,5 %;- 3,7 %
Julio 2010;2.434 €/m2;- 1,5 %;- 3,0 %;- 3,8 %
Junio 2010;2.471 €/m2;- 1,2 %;- 0,4 %;- 5,2 %
Mayo 2010;2.501 €/m2;- 0,3 %;+ 1,8 %;- 5,4 %
Abril 2010;2.510 €/m2;+ 1,1 %;+ 0,4 %;- 6,7 %
Marzo 2010;2.482 €/m2;+ 1,0 %;- 1,0 %;- 9,1 %
Febrero 2010;2.456 €/m2;- 1,8 %;- 3,0 %;- 10,5 %
Enero 2010;2.500 €/m2;- 0,3 %;+ 0,1 %;- 6,0 %
Diciembre 2009;2.507 €/m2;- 1,0 %;- 0,7 %;- 5,7 %
Noviembre 2009;2.531 €/m2;+ 1,4 %;+ 1,0 %;- 5,9 %
Octubre 2009;2.497 €/m2;- 1,1 %;- 1,4 %;- 7,9 %
Septiembre 2009;2.524 €/m2;+ 0,7 %;- 3,2 %;- 5,9 %
Agosto 2009;2.507 €/m2;- 1,0 %;- 5,2 %;- 7,0 %
Julio 2009;2.532 €/m2;- 2,9 %;- 5,9 %;- 6,0 %
Junio 2009;2.608 €/m2;- 1,4 %;- 4,5 %;- 8,0 %
Mayo 2009;2.644 €/m2;- 1,7 %;- 3,7 %;- 8,2 %
Abril 2009;2.691 €/m2;- 1,4 %;+ 1,1 %;- 8,5 %
Marzo 2009;2.730 €/m2;- 0,6 %;+ 2,7 %;- 3,5 %
Febrero 2009;2.746 €/m2;+ 3,2 %;+ 2,1 %;- 1,7 %
Enero 2009;2.661 €/m2;+ 0,1 %;- 1,8 %;- 2,9 %
Diciembre 2008;2.657 €/m2;- 1,2 %;- 0,9 %;- 4,6 %
Noviembre 2008;2.689 €/m2;- 0,8 %;- 0,3 %;- 1,0 %
Octubre 2008;2.711 €/m2;+ 1,1 %;+ 0,6 %;- 0,1 %
Septiembre 2008;2.682 €/m2;- 0,6 %;- 5,4 %;+ 9,5 %
Agosto 2008;2.697 €/m2;+ 0,1 %;- 6,3 %;+ 3,1 %
Julio 2008;2.694 €/m2;- 4,9 %;- 8,4 %;- 3,7 %
Junio 2008;2.834 €/m2;- 1,5 %;+ 0,2 %;n.d.
Mayo 2008;2.879 €/m2;- 2,2 %;+ 3,1 %;n.d.
Abril 2008;2.942 €/m2;+ 4,0 %;+ 7,3 %;n.d.
Marzo 2008;2.828 €/m2;+ 1,3 %;+ 1,5 %;n.d.
Febrero 2008;2.792 €/m2;+ 1,9 %;+ 2,8 %;n.d.
Enero 2008;2.741 €/m2;- 1,6 %;+ 1,0 %;n.d.
Diciembre 2007;2.786 €/m2;+ 2,5 %;+ 13,8 %;n.d.
Noviembre 2007;2.717 €/m2;+ 0,1 %;+ 3,8 %;n.d.
Octubre 2007;2.714 €/m2;+ 10,8 %;- 3,0 %;n.d.
Septiembre 2007;2.449 €/m2;- 6,4 %;n.d.;n.d.
Agosto 2007;2.617 €/m2;- 6,5 %;n.d.;n.d.
Julio 2007;2.797 €/m2;n.d.;n.d.;n.d.
