Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Enero 2019;2.004 €/m2;+ 1,7 %;+ 0,9 %;+ 17,6 %
Diciembre 2018;1.971 €/m2;0,0 %;- 0,3 %;+ 16,3 %
Noviembre 2018;1.970 €/m2;- 0,8 %;+ 2,3 %;+ 16,7 %
Octubre 2018;1.986 €/m2;+ 0,5 %;+ 5,7 %;+ 16,5 %
Septiembre 2018;1.977 €/m2;+ 2,7 %;+ 6,4 %;+ 18,3 %
Agosto 2018;1.925 €/m2;+ 2,5 %;+ 5,2 %;+ 17,6 %
Julio 2018;1.879 €/m2;+ 1,1 %;+ 6,0 %;+ 15,3 %
Junio 2018;1.858 €/m2;+ 1,5 %;+ 7,1 %;+ 16,9 %
Mayo 2018;1.831 €/m2;+ 3,3 %;+ 5,9 %;+ 15,6 %
Abril 2018;1.772 €/m2;+ 2,1 %;+ 4,0 %;+ 15,3 %
Marzo 2018;1.735 €/m2;+ 0,4 %;+ 2,4 %;+ 14,6 %
Febrero 2018;1.728 €/m2;+ 1,4 %;+ 2,3 %;+ 14,0 %
Enero 2018;1.704 €/m2;+ 0,5 %;0,0 %;+ 11,9 %
Diciembre 2017;1.695 €/m2;+ 0,4 %;+ 1,4 %;+ 11,7 %
Noviembre 2017;1.689 €/m2;- 0,9 %;+ 3,1 %;+ 12,7 %
Octubre 2017;1.705 €/m2;+ 2,0 %;+ 4,6 %;+ 11,5 %
Septiembre 2017;1.671 €/m2;+ 2,0 %;+ 5,1 %;+ 10,3 %
Agosto 2017;1.638 €/m2;+ 0,5 %;+ 3,4 %;+ 7,5 %
Julio 2017;1.630 €/m2;+ 2,5 %;+ 6,1 %;+ 7,5 %
Junio 2017;1.590 €/m2;+ 0,4 %;+ 5,0 %;+ 4,4 %
Mayo 2017;1.583 €/m2;+ 3,0 %;+ 4,5 %;+ 4,8 %
Abril 2017;1.537 €/m2;+ 1,5 %;+ 1,0 %;+ 2,6 %
Marzo 2017;1.514 €/m2;- 0,1 %;- 0,2 %;+ 1,2 %
Febrero 2017;1.515 €/m2;- 0,5 %;+ 1,1 %;+ 2,1 %
Enero 2017;1.522 €/m2;+ 0,3 %;- 0,4 %;+ 3,0 %
Diciembre 2016;1.517 €/m2;+ 1,2 %;+ 0,1 %;+ 1,2 %
Noviembre 2016;1.499 €/m2;- 1,9 %;- 1,6 %;- 2,0 %
Octubre 2016;1.528 €/m2;+ 0,8 %;+ 0,8 %;- 0,9 %
Septiembre 2016;1.516 €/m2;- 0,5 %;- 0,5 %;- 0,4 %
Agosto 2016;1.523 €/m2;+ 0,4 %;+ 0,8 %;+ 1,6 %
Julio 2016;1.516 €/m2;- 0,4 %;+ 1,3 %;- 0,2 %
Junio 2016;1.523 €/m2;+ 0,8 %;+ 1,7 %;- 1,8 %
Mayo 2016;1.511 €/m2;+ 0,9 %;+ 1,8 %;- 1,4 %
Abril 2016;1.498 €/m2;0,0 %;+ 1,3 %;0,0 %
Marzo 2016;1.497 €/m2;+ 0,8 %;- 0,1 %;+ 0,6 %
Febrero 2016;1.485 €/m2;+ 0,4 %;- 3,0 %;+ 0,6 %
Enero 2016;1.478 €/m2;- 1,4 %;- 4,2 %;+ 2,3 %
Diciembre 2015;1.499 €/m2;- 2,0 %;- 1,5 %;+ 4,0 %
Noviembre 2015;1.530 €/m2;- 0,8 %;+ 2,0 %;+ 7,6 %
Octubre 2015;1.543 €/m2;+ 1,3 %;+ 1,5 %;+ 6,4 %
Septiembre 2015;1.522 €/m2;+ 1,5 %;- 1,8 %;+ 5,6 %
Agosto 2015;1.499 €/m2;- 1,4 %;- 2,2 %;+ 4,4 %
Julio 2015;1.520 €/m2;- 2,0 %;+ 1,4 %;+ 4,1 %
Junio 2015;1.550 €/m2;+ 1,1 %;+ 4,2 %;+ 2,9 %
Mayo 2015;1.533 €/m2;+ 2,3 %;+ 3,9 %;- 0,7 %
Abril 2015;1.498 €/m2;+ 0,7 %;+ 3,7 %;- 2,7 %
Marzo 2015;1.488 €/m2;+ 0,8 %;+ 3,3 %;- 5,1 %
Febrero 2015;1.476 €/m2;+ 2,1 %;+ 3,8 %;- 8,0 %
Enero 2015;1.446 €/m2;+ 0,3 %;- 0,3 %;- 9,6 %
Diciembre 2014;1.441 €/m2;+ 1,4 %;0,0 %;- 9,2 %
Noviembre 2014;1.421 €/m2;- 1,9 %;- 1,0 %;- 10,2 %
Octubre 2014;1.449 €/m2;+ 0,5 %;- 0,7 %;- 7,9 %
Septiembre 2014;1.441 €/m2;+ 0,4 %;- 4,3 %;- 10,6 %
Agosto 2014;1.436 €/m2;- 1,6 %;- 6,9 %;- 12,6 %
Julio 2014;1.459 €/m2;- 3,1 %;- 5,2 %;- 13,8 %
Junio 2014;1.506 €/m2;- 2,4 %;- 3,9 %;- 11,3 %
Mayo 2014;1.543 €/m2;+ 0,3 %;- 3,8 %;- 10,1 %
Abril 2014;1.539 €/m2;- 1,8 %;- 3,7 %;- 11,7 %
Marzo 2014;1.568 €/m2;- 2,3 %;- 1,3 %;- 9,3 %
Febrero 2014;1.604 €/m2;+ 0,3 %;+ 1,3 %;- 7,2 %
Enero 2014;1.599 €/m2;+ 0,7 %;+ 1,6 %;- 9,5 %
Diciembre 2013;1.587 €/m2;+ 0,2 %;- 1,5 %;- 12,0 %
Noviembre 2013;1.583 €/m2;+ 0,7 %;- 3,7 %;- 13,0 %
Octubre 2013;1.573 €/m2;- 2,4 %;- 7,1 %;- 13,5 %
Septiembre 2013;1.612 €/m2;- 2,0 %;- 5,1 %;- 11,4 %
Agosto 2013;1.644 €/m2;- 2,9 %;- 4,2 %;- 10,5 %
Julio 2013;1.694 €/m2;- 0,3 %;- 2,8 %;- 9,4 %
Junio 2013;1.699 €/m2;- 1,0 %;- 1,7 %;- 12,7 %
Mayo 2013;1.717 €/m2;- 1,5 %;- 0,6 %;- 13,4 %
Abril 2013;1.742 €/m2;+ 0,9 %;- 1,3 %;- 12,8 %
Marzo 2013;1.728 €/m2;0,0 %;- 4,2 %;- 15,3 %
Febrero 2013;1.728 €/m2;- 2,2 %;- 5,1 %;- 15,3 %
Enero 2013;1.766 €/m2;- 2,1 %;- 2,8 %;- 15,1 %
Diciembre 2012;1.803 €/m2;- 1,0 %;- 0,9 %;- 14,4 %
Noviembre 2012;1.821 €/m2;+ 0,2 %;- 0,9 %;- 15,0 %
Octubre 2012;1.818 €/m2;0,0 %;- 2,7 %;- 17,9 %
Septiembre 2012;1.819 €/m2;- 1,0 %;- 6,6 %;- 20,0 %
Agosto 2012;1.837 €/m2;- 1,7 %;- 7,4 %;- 15,9 %
Julio 2012;1.869 €/m2;- 4,0 %;- 6,5 %;- 16,3 %
Junio 2012;1.947 €/m2;- 1,8 %;- 4,6 %;- 13,6 %
Mayo 2012;1.983 €/m2;- 0,8 %;- 2,7 %;- 13,6 %
Abril 2012;1.999 €/m2;- 2,0 %;- 3,9 %;- 13,4 %
Marzo 2012;2.040 €/m2;0,0 %;- 3,1 %;- 12,5 %
Febrero 2012;2.039 €/m2;- 2,0 %;- 4,8 %;- 12,5 %
Enero 2012;2.080 €/m2;- 1,2 %;- 6,1 %;- 12,3 %
Diciembre 2011;2.106 €/m2;- 1,7 %;- 7,4 %;- 12,4 %
Noviembre 2011;2.142 €/m2;- 3,3 %;- 2,0 %;- 11,3 %
Octubre 2011;2.214 €/m2;- 2,6 %;- 0,8 %;- 7,2 %
Septiembre 2011;2.274 €/m2;+ 4,1 %;+ 0,9 %;- 4,1 %
Agosto 2011;2.185 €/m2;- 2,2 %;- 4,8 %;- 8,2 %
Julio 2011;2.233 €/m2;- 0,9 %;- 3,2 %;- 9,1 %
Junio 2011;2.253 €/m2;- 1,9 %;- 3,3 %;- 7,7 %
Mayo 2011;2.296 €/m2;- 0,5 %;- 1,5 %;- 5,1 %
Abril 2011;2.307 €/m2;- 1,0 %;- 2,7 %;- 4,1 %
Marzo 2011;2.331 €/m2;0,0 %;- 3,0 %;- 4,0 %
Febrero 2011;2.331 €/m2;- 1,7 %;- 3,5 %;- 6,9 %
Enero 2011;2.372 €/m2;- 1,3 %;- 0,6 %;- 4,4 %
Diciembre 2010;2.403 €/m2;- 0,5 %;+ 1,3 %;- 4,3 %
Noviembre 2010;2.416 €/m2;+ 1,3 %;+ 1,5 %;- 4,0 %
Octubre 2010;2.386 €/m2;+ 0,6 %;- 2,9 %;- 5,2 %
Septiembre 2010;2.372 €/m2;- 0,3 %;- 2,8 %;- 5,7 %
Agosto 2010;2.381 €/m2;- 3,1 %;- 1,6 %;- 5,2 %
Julio 2010;2.456 €/m2;+ 0,6 %;+ 2,1 %;- 3,7 %
Junio 2010;2.441 €/m2;+ 0,9 %;+ 0,5 %;- 5,5 %
Mayo 2010;2.419 €/m2;+ 0,6 %;- 3,4 %;- 8,3 %
Abril 2010;2.406 €/m2;- 1,0 %;- 3,0 %;- 10,0 %
Marzo 2010;2.430 €/m2;- 3,0 %;- 3,2 %;- 7,8 %
Febrero 2010;2.504 €/m2;+ 1,0 %;- 0,5 %;- 4,7 %
Enero 2010;2.480 €/m2;- 1,2 %;- 1,4 %;- 8,1 %
Diciembre 2009;2.511 €/m2;- 0,2 %;- 0,3 %;- 7,6 %
Noviembre 2009;2.516 €/m2;0,0 %;+ 0,2 %;- 10,1 %
Octubre 2009;2.515 €/m2;- 0,1 %;- 1,3 %;- 9,8 %
Septiembre 2009;2.517 €/m2;+ 0,3 %;- 2,6 %;- 7,2 %
Agosto 2009;2.510 €/m2;- 1,5 %;- 4,9 %;- 10,8 %
Julio 2009;2.549 €/m2;- 1,3 %;- 4,6 %;- 9,5 %
Junio 2009;2.583 €/m2;- 2,1 %;- 2,0 %;- 7,1 %
Mayo 2009;2.639 €/m2;- 1,2 %;+ 0,4 %;- 5,3 %
Abril 2009;2.672 €/m2;+ 1,4 %;- 1,0 %;- 5,7 %
Marzo 2009;2.636 €/m2;+ 0,3 %;- 3,0 %;- 8,6 %
Febrero 2009;2.628 €/m2;- 2,7 %;- 6,1 %;- 5,9 %
Enero 2009;2.699 €/m2;- 0,7 %;- 3,2 %;- 8,0 %
Diciembre 2008;2.718 €/m2;- 2,8 %;+ 0,2 %;- 4,7 %
Noviembre 2008;2.797 €/m2;+ 0,3 %;- 0,6 %;- 10,1 %
Octubre 2008;2.789 €/m2;+ 2,9 %;- 1,0 %;- 10,0 %
Septiembre 2008;2.712 €/m2;- 3,6 %;- 2,5 %;n.d.
Agosto 2008;2.813 €/m2;- 0,2 %;+ 0,9 %;n.d.
Julio 2008;2.818 €/m2;+ 1,3 %;- 0,5 %;n.d.
Junio 2008;2.781 €/m2;- 0,2 %;- 3,5 %;n.d.
Mayo 2008;2.787 €/m2;- 1,6 %;- 0,2 %;n.d.
Abril 2008;2.833 €/m2;- 1,7 %;- 3,4 %;n.d.
Marzo 2008;2.883 €/m2;+ 3,2 %;+ 1,1 %;n.d.
Febrero 2008;2.793 €/m2;- 4,8 %;- 10,2 %;n.d.
Enero 2008;2.933 €/m2;+ 2,9 %;- 5,4 %;n.d.
Diciembre 2007;2.851 €/m2;- 8,3 %;n.d.;n.d.
Noviembre 2007;3.110 €/m2;+ 0,4 %;n.d.;n.d.
Octubre 2007;3.099 €/m2;n.d.;n.d.;n.d.
