Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2021;4.537 €/m2;+ 0,9 %;+ 0,4 %;- 0,3 %
Enero 2021;4.496 €/m2;- 0,1 %;- 0,5 %;- 1,7 %
Diciembre 2020;4.502 €/m2;- 0,4 %;- 1,0 %;- 0,8 %
Noviembre 2020;4.520 €/m2;+ 0,1 %;+ 0,1 %;- 1,7 %
Octubre 2020;4.517 €/m2;- 0,7 %;+ 0,1 %;- 1,9 %
Septiembre 2020;4.548 €/m2;+ 0,7 %;- 0,4 %;- 0,5 %
Agosto 2020;4.514 €/m2;0,0 %;- 1,6 %;- 1,3 %
Julio 2020;4.513 €/m2;- 1,1 %;- 1,0 %;- 1,9 %
Junio 2020;4.564 €/m2;- 0,5 %;+ 0,2 %;- 2,1 %
Mayo 2020;4.586 €/m2;+ 0,6 %;+ 0,8 %;- 1,8 %
Abril 2020;4.560 €/m2;+ 0,1 %;- 0,3 %;- 1,7 %
Marzo 2020;4.555 €/m2;+ 0,1 %;+ 0,4 %;- 1,7 %
Febrero 2020;4.549 €/m2;- 0,5 %;- 1,1 %;- 1,4 %
Enero 2020;4.572 €/m2;+ 0,7 %;- 0,7 %;+ 0,9 %
Diciembre 2019;4.539 €/m2;- 1,3 %;- 0,7 %;+ 1,3 %
Noviembre 2019;4.600 €/m2;- 0,1 %;+ 0,6 %;+ 3,1 %
Octubre 2019;4.603 €/m2;+ 0,7 %;+ 0,1 %;+ 2,7 %
Septiembre 2019;4.572 €/m2;- 0,1 %;- 1,9 %;+ 2,9 %
Agosto 2019;4.575 €/m2;- 0,5 %;- 2,0 %;+ 2,9 %
Julio 2019;4.598 €/m2;- 1,3 %;- 0,8 %;+ 2,0 %
Junio 2019;4.660 €/m2;- 0,2 %;+ 0,6 %;+ 2,4 %
Mayo 2019;4.669 €/m2;+ 0,7 %;+ 1,2 %;+ 2,9 %
Abril 2019;4.637 €/m2;+ 0,1 %;+ 2,4 %;+ 6,0 %
Marzo 2019;4.631 €/m2;+ 0,4 %;+ 3,4 %;+ 8,7 %
Febrero 2019;4.614 €/m2;+ 1,9 %;+ 3,5 %;+ 9,2 %
Enero 2019;4.529 €/m2;+ 1,1 %;+ 1,1 %;+ 10,4 %
Diciembre 2018;4.478 €/m2;+ 0,4 %;+ 0,8 %;+ 11,7 %
Noviembre 2018;4.460 €/m2;- 0,5 %;+ 0,3 %;+ 13,8 %
Octubre 2018;4.482 €/m2;+ 0,9 %;- 0,6 %;+ 16,1 %
Septiembre 2018;4.442 €/m2;- 0,1 %;- 2,4 %;+ 16,2 %
Agosto 2018;4.446 €/m2;- 1,4 %;- 2,0 %;+ 17,9 %
Julio 2018;4.508 €/m2;- 1,0 %;+ 3,1 %;+ 21,4 %
Junio 2018;4.552 €/m2;+ 0,3 %;+ 6,8 %;+ 23,2 %
Mayo 2018;4.538 €/m2;+ 3,8 %;+ 7,4 %;+ 26,8 %
Abril 2018;4.372 €/m2;+ 2,6 %;+ 6,6 %;+ 24,3 %
Marzo 2018;4.262 €/m2;+ 0,8 %;+ 6,3 %;+ 22,0 %
Febrero 2018;4.227 €/m2;+ 3,0 %;+ 7,9 %;+ 22,4 %
Enero 2018;4.103 €/m2;+ 2,3 %;+ 6,3 %;+ 19,4 %
Diciembre 2017;4.011 €/m2;+ 2,4 %;+ 4,9 %;+ 15,9 %
Noviembre 2017;3.918 €/m2;+ 1,5 %;+ 3,9 %;+ 14,6 %
Octubre 2017;3.859 €/m2;+ 0,9 %;+ 3,9 %;+ 12,3 %
Septiembre 2017;3.824 €/m2;+ 1,4 %;+ 3,5 %;+ 10,7 %
Agosto 2017;3.771 €/m2;+ 1,5 %;+ 5,4 %;+ 9,8 %
Julio 2017;3.715 €/m2;+ 0,6 %;+ 5,6 %;+ 9,0 %
Junio 2017;3.695 €/m2;+ 3,2 %;+ 5,8 %;+ 8,9 %
Mayo 2017;3.579 €/m2;+ 1,7 %;+ 3,7 %;+ 6,1 %
Abril 2017;3.518 €/m2;+ 0,7 %;+ 2,3 %;+ 5,2 %
Marzo 2017;3.493 €/m2;+ 1,1 %;+ 1,0 %;+ 4,4 %
Febrero 2017;3.453 €/m2;+ 0,5 %;+ 1,0 %;+ 3,1 %
Enero 2017;3.438 €/m2;- 0,6 %;+ 0,1 %;+ 2,9 %
Diciembre 2016;3.459 €/m2;+ 1,2 %;+ 0,2 %;+ 2,7 %
Noviembre 2016;3.419 €/m2;- 0,5 %;- 0,4 %;+ 1,3 %
Octubre 2016;3.435 €/m2;- 0,5 %;+ 0,8 %;+ 2,8 %
Septiembre 2016;3.453 €/m2;+ 0,6 %;+ 1,8 %;+ 2,5 %
Agosto 2016;3.433 €/m2;+ 0,8 %;+ 1,8 %;+ 0,4 %
Julio 2016;3.408 €/m2;+ 0,4 %;+ 1,9 %;- 0,3 %
Junio 2016;3.393 €/m2;+ 0,6 %;+ 1,5 %;0,0 %
Mayo 2016;3.372 €/m2;+ 0,9 %;+ 0,7 %;+ 0,9 %
Abril 2016;3.343 €/m2;0,0 %;+ 0,1 %;+ 0,9 %
Marzo 2016;3.344 €/m2;- 0,2 %;- 0,7 %;+ 4,8 %
Febrero 2016;3.350 €/m2;+ 0,3 %;- 0,7 %;+ 7,8 %
Enero 2016;3.340 €/m2;- 0,8 %;- 0,1 %;+ 7,5 %
Diciembre 2015;3.368 €/m2;- 0,2 %;0,0 %;+ 9,7 %
Noviembre 2015;3.375 €/m2;+ 1,0 %;- 1,3 %;+ 9,7 %
Octubre 2015;3.343 €/m2;- 0,7 %;- 2,1 %;+ 7,6 %
Septiembre 2015;3.368 €/m2;- 1,5 %;- 0,8 %;+ 8,2 %
Agosto 2015;3.420 €/m2;+ 0,1 %;+ 2,3 %;+ 9,4 %
Julio 2015;3.416 €/m2;+ 0,7 %;+ 3,1 %;+ 5,5 %
Junio 2015;3.394 €/m2;+ 1,5 %;+ 6,4 %;+ 4,7 %
Mayo 2015;3.343 €/m2;+ 0,9 %;+ 7,6 %;+ 4,5 %
Abril 2015;3.313 €/m2;+ 3,9 %;+ 6,6 %;+ 3,5 %
Marzo 2015;3.190 €/m2;+ 2,7 %;+ 3,9 %;+ 0,1 %
Febrero 2015;3.107 €/m2;0,0 %;+ 0,9 %;- 2,5 %
Enero 2015;3.108 €/m2;+ 1,3 %;0,0 %;- 2,4 %
Diciembre 2014;3.069 €/m2;- 0,3 %;- 1,4 %;- 3,7 %
Noviembre 2014;3.078 €/m2;- 0,9 %;- 1,6 %;- 4,1 %
Octubre 2014;3.107 €/m2;- 0,2 %;- 4,1 %;- 3,1 %
Septiembre 2014;3.113 €/m2;- 0,4 %;- 4,0 %;- 3,9 %
Agosto 2014;3.127 €/m2;- 3,5 %;- 2,3 %;- 3,5 %
Julio 2014;3.239 €/m2;- 0,1 %;+ 1,2 %;- 0,4 %
Junio 2014;3.241 €/m2;+ 1,3 %;+ 1,7 %;- 1,6 %
Mayo 2014;3.200 €/m2;0,0 %;+ 0,5 %;- 3,2 %
Abril 2014;3.201 €/m2;+ 0,4 %;+ 0,5 %;- 3,5 %
Marzo 2014;3.188 €/m2;+ 0,1 %;+ 0,1 %;- 4,3 %
Febrero 2014;3.186 €/m2;+ 0,1 %;- 0,7 %;- 4,8 %
Enero 2014;3.184 €/m2;0,0 %;- 0,7 %;- 5,5 %
Diciembre 2013;3.186 €/m2;- 0,7 %;- 1,7 %;- 5,5 %
Noviembre 2013;3.208 €/m2;0,0 %;- 0,9 %;- 6,3 %
Octubre 2013;3.207 €/m2;- 1,1 %;- 1,4 %;- 6,6 %
Septiembre 2013;3.241 €/m2;+ 0,1 %;- 1,6 %;- 5,6 %
Agosto 2013;3.239 €/m2;- 0,4 %;- 2,1 %;- 5,7 %
Julio 2013;3.252 €/m2;- 1,3 %;- 1,9 %;- 5,7 %
Junio 2013;3.295 €/m2;- 0,4 %;- 1,1 %;- 4,7 %
Mayo 2013;3.307 €/m2;- 0,3 %;- 1,2 %;- 5,3 %
Abril 2013;3.316 €/m2;- 0,4 %;- 1,6 %;- 6,6 %
Marzo 2013;3.331 €/m2;- 0,5 %;- 1,2 %;- 7,5 %
Febrero 2013;3.347 €/m2;- 0,7 %;- 2,2 %;- 6,6 %
Enero 2013;3.371 €/m2;0,0 %;- 1,8 %;- 6,5 %
Diciembre 2012;3.370 €/m2;- 1,5 %;- 1,9 %;- 6,9 %
Noviembre 2012;3.423 €/m2;- 0,3 %;- 0,3 %;- 6,0 %
Octubre 2012;3.432 €/m2;- 0,1 %;- 0,5 %;- 7,3 %
Septiembre 2012;3.434 €/m2;0,0 %;- 0,7 %;- 7,3 %
Agosto 2012;3.433 €/m2;- 0,5 %;- 1,7 %;- 8,6 %
Julio 2012;3.448 €/m2;- 0,2 %;- 2,9 %;- 8,7 %
Junio 2012;3.456 €/m2;- 1,0 %;- 4,0 %;- 9,8 %
Mayo 2012;3.493 €/m2;- 1,7 %;- 2,5 %;- 9,4 %
Abril 2012;3.552 €/m2;- 1,4 %;- 1,5 %;- 8,0 %
Marzo 2012;3.601 €/m2;+ 0,5 %;- 0,5 %;- 7,2 %
Febrero 2012;3.582 €/m2;- 0,7 %;- 1,6 %;- 7,8 %
Enero 2012;3.607 €/m2;- 0,3 %;- 2,5 %;- 7,1 %
Diciembre 2011;3.618 €/m2;- 0,6 %;- 2,3 %;- 6,5 %
Noviembre 2011;3.640 €/m2;- 1,6 %;- 3,1 %;- 7,1 %
Octubre 2011;3.700 €/m2;- 0,1 %;- 2,0 %;- 7,1 %
Septiembre 2011;3.702 €/m2;- 1,4 %;- 3,4 %;- 5,9 %
Agosto 2011;3.756 €/m2;- 0,5 %;- 2,5 %;- 5,1 %
Julio 2011;3.776 €/m2;- 1,5 %;- 2,2 %;- 6,0 %
Junio 2011;3.832 €/m2;- 0,6 %;- 1,3 %;- 4,9 %
Mayo 2011;3.854 €/m2;- 0,2 %;- 0,8 %;- 4,5 %
Abril 2011;3.862 €/m2;- 0,5 %;- 0,5 %;- 4,8 %
Marzo 2011;3.881 €/m2;- 0,1 %;+ 0,3 %;- 3,1 %
Febrero 2011;3.884 €/m2;+ 0,1 %;- 0,9 %;- 2,1 %
Enero 2011;3.882 €/m2;+ 0,4 %;- 2,5 %;- 1,2 %
Diciembre 2010;3.868 €/m2;- 1,3 %;- 1,7 %;- 1,8 %
Noviembre 2010;3.920 €/m2;- 1,6 %;- 0,9 %;- 2,2 %
Octubre 2010;3.982 €/m2;+ 1,2 %;- 0,9 %;- 0,7 %
Septiembre 2010;3.934 €/m2;- 0,6 %;- 2,4 %;- 1,3 %
Agosto 2010;3.957 €/m2;- 1,6 %;- 1,9 %;+ 0,5 %
Julio 2010;4.019 €/m2;- 0,3 %;- 0,9 %;+ 1,5 %
Junio 2010;4.030 €/m2;- 0,1 %;+ 0,7 %;+ 1,9 %
Mayo 2010;4.035 €/m2;- 0,5 %;+ 1,7 %;+ 1,9 %
Abril 2010;4.055 €/m2;+ 1,3 %;+ 3,2 %;- 1,9 %
Marzo 2010;4.003 €/m2;+ 0,9 %;+ 1,7 %;- 3,2 %
Febrero 2010;3.968 €/m2;+ 1,0 %;- 1,0 %;- 0,5 %
Enero 2010;3.928 €/m2;- 0,3 %;- 2,0 %;- 0,9 %
Diciembre 2009;3.938 €/m2;- 1,7 %;- 1,2 %;- 5,1 %
Noviembre 2009;4.008 €/m2;0,0 %;+ 1,8 %;- 3,5 %
Octubre 2009;4.008 €/m2;+ 0,6 %;+ 1,3 %;- 4,7 %
Septiembre 2009;3.985 €/m2;+ 1,3 %;+ 0,8 %;- 7,9 %
Agosto 2009;3.936 €/m2;- 0,6 %;- 0,6 %;- 8,7 %
Julio 2009;3.958 €/m2;+ 0,1 %;- 4,2 %;- 7,0 %
Junio 2009;3.956 €/m2;- 0,1 %;- 4,3 %;- 7,5 %
Mayo 2009;3.960 €/m2;- 4,2 %;- 0,7 %;- 7,4 %
Abril 2009;4.134 €/m2;0,0 %;+ 4,3 %;- 4,7 %
Marzo 2009;4.135 €/m2;+ 3,7 %;- 0,4 %;- 6,6 %
Febrero 2009;3.987 €/m2;+ 0,6 %;- 4,0 %;n.d.
Enero 2009;3.964 €/m2;- 4,5 %;- 5,7 %;n.d.
Diciembre 2008;4.151 €/m2;- 0,1 %;- 4,0 %;n.d.
Noviembre 2008;4.154 €/m2;- 1,2 %;- 3,7 %;n.d.
Octubre 2008;4.205 €/m2;- 2,8 %;- 1,2 %;n.d.
Septiembre 2008;4.325 €/m2;+ 0,3 %;+ 1,2 %;n.d.
Agosto 2008;4.313 €/m2;+ 1,3 %;+ 0,9 %;n.d.
Julio 2008;4.256 €/m2;- 0,4 %;- 1,9 %;n.d.
Junio 2008;4.275 €/m2;0,0 %;- 3,4 %;n.d.
Mayo 2008;4.275 €/m2;- 1,4 %;n.d.;n.d.
Abril 2008;4.337 €/m2;- 2,0 %;n.d.;n.d.
Marzo 2008;4.427 €/m2;n.d.;n.d.;n.d.
