Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2020;2.311 €/m2;+ 0,5 %;+ 0,3 %;+ 0,2 %
Enero 2020;2.299 €/m2;- 0,3 %;- 0,7 %;- 0,2 %
Diciembre 2019;2.306 €/m2;+ 0,1 %;+ 0,6 %;+ 1,4 %
Noviembre 2019;2.303 €/m2;- 0,5 %;+ 0,5 %;+ 1,7 %
Octubre 2019;2.315 €/m2;+ 1,0 %;+ 1,7 %;+ 1,6 %
Septiembre 2019;2.292 €/m2;0,0 %;0,0 %;+ 2,1 %
Agosto 2019;2.293 €/m2;+ 0,7 %;+ 0,1 %;+ 4,0 %
Julio 2019;2.276 €/m2;- 0,7 %;- 0,6 %;+ 4,3 %
Junio 2019;2.292 €/m2;+ 0,1 %;+ 0,5 %;+ 5,8 %
Mayo 2019;2.290 €/m2;0,0 %;- 0,7 %;+ 8,0 %
Abril 2019;2.291 €/m2;+ 0,5 %;- 0,5 %;+ 9,9 %
Marzo 2019;2.280 €/m2;- 1,1 %;+ 0,3 %;+ 11,7 %
Febrero 2019;2.305 €/m2;+ 0,1 %;+ 1,8 %;+ 13,8 %
Enero 2019;2.303 €/m2;+ 1,3 %;+ 1,1 %;+ 14,7 %
Diciembre 2018;2.274 €/m2;+ 0,4 %;+ 1,2 %;+ 13,9 %
Noviembre 2018;2.264 €/m2;- 0,6 %;+ 2,7 %;+ 16,0 %
Octubre 2018;2.278 €/m2;+ 1,4 %;+ 4,4 %;+ 18,3 %
Septiembre 2018;2.246 €/m2;+ 1,8 %;+ 3,7 %;+ 19,1 %
Agosto 2018;2.206 €/m2;+ 1,1 %;+ 4,0 %;+ 19,3 %
Julio 2018;2.183 €/m2;+ 0,8 %;+ 4,7 %;+ 16,9 %
Junio 2018;2.166 €/m2;+ 2,1 %;+ 6,2 %;+ 16,9 %
Mayo 2018;2.121 €/m2;+ 1,8 %;+ 4,7 %;+ 15,5 %
Abril 2018;2.084 €/m2;+ 2,1 %;+ 3,8 %;+ 16,5 %
Marzo 2018;2.040 €/m2;+ 0,7 %;+ 2,2 %;+ 13,9 %
Febrero 2018;2.026 €/m2;+ 0,9 %;+ 3,8 %;+ 12,4 %
Enero 2018;2.007 €/m2;+ 0,5 %;+ 4,3 %;+ 12,8 %
Diciembre 2017;1.997 €/m2;+ 2,3 %;+ 5,8 %;+ 12,4 %
Noviembre 2017;1.951 €/m2;+ 1,4 %;+ 5,5 %;+ 9,6 %
Octubre 2017;1.925 €/m2;+ 2,0 %;+ 3,1 %;+ 7,0 %
Septiembre 2017;1.887 €/m2;+ 2,0 %;+ 1,9 %;+ 6,6 %
Agosto 2017;1.849 €/m2;- 1,0 %;+ 0,7 %;+ 5,8 %
Julio 2017;1.867 €/m2;+ 0,8 %;+ 4,4 %;+ 6,8 %
Junio 2017;1.852 €/m2;+ 0,9 %;+ 3,4 %;+ 7,1 %
Mayo 2017;1.836 €/m2;+ 2,7 %;+ 1,9 %;+ 5,3 %
Abril 2017;1.788 €/m2;- 0,2 %;+ 0,5 %;+ 4,0 %
Marzo 2017;1.792 €/m2;- 0,5 %;+ 0,9 %;+ 6,4 %
Febrero 2017;1.801 €/m2;+ 1,2 %;+ 1,2 %;+ 6,3 %
Enero 2017;1.780 €/m2;+ 0,2 %;- 1,1 %;+ 4,7 %
Diciembre 2016;1.776 €/m2;- 0,2 %;+ 0,4 %;+ 6,6 %
Noviembre 2016;1.780 €/m2;- 1,1 %;+ 1,8 %;+ 7,9 %
Octubre 2016;1.800 €/m2;+ 1,7 %;+ 3,0 %;+ 10,4 %
Septiembre 2016;1.770 €/m2;+ 1,3 %;+ 2,3 %;+ 6,9 %
Agosto 2016;1.748 €/m2;0,0 %;+ 0,2 %;+ 6,7 %
Julio 2016;1.748 €/m2;+ 1,0 %;+ 1,6 %;+ 6,5 %
Junio 2016;1.730 €/m2;- 0,8 %;+ 2,7 %;+ 4,9 %
Mayo 2016;1.744 €/m2;+ 1,4 %;+ 2,9 %;+ 5,2 %
Abril 2016;1.720 €/m2;+ 2,1 %;+ 1,2 %;+ 5,1 %
Marzo 2016;1.684 €/m2;- 0,6 %;+ 1,1 %;+ 3,7 %
Febrero 2016;1.694 €/m2;- 0,3 %;+ 2,7 %;+ 4,3 %
Enero 2016;1.700 €/m2;+ 2,0 %;+ 4,3 %;+ 4,1 %
Diciembre 2015;1.666 €/m2;+ 1,0 %;+ 0,6 %;+ 4,2 %
Noviembre 2015;1.650 €/m2;+ 1,2 %;+ 0,7 %;+ 4,8 %
Octubre 2015;1.630 €/m2;- 1,6 %;- 0,7 %;+ 3,1 %
Septiembre 2015;1.656 €/m2;+ 1,1 %;+ 0,4 %;+ 3,4 %
Agosto 2015;1.638 €/m2;- 0,2 %;- 1,2 %;+ 2,2 %
Julio 2015;1.641 €/m2;- 0,5 %;+ 0,3 %;+ 2,6 %
Junio 2015;1.650 €/m2;- 0,5 %;+ 1,6 %;+ 1,7 %
Mayo 2015;1.658 €/m2;+ 1,3 %;+ 2,1 %;+ 2,4 %
Abril 2015;1.637 €/m2;+ 0,8 %;+ 0,3 %;+ 0,7 %
Marzo 2015;1.624 €/m2;0,0 %;+ 1,6 %;- 0,3 %
Febrero 2015;1.624 €/m2;- 0,5 %;+ 3,2 %;- 2,6 %
Enero 2015;1.633 €/m2;+ 2,1 %;+ 3,3 %;- 3,2 %
Diciembre 2014;1.599 €/m2;+ 1,6 %;- 0,2 %;- 4,5 %
Noviembre 2014;1.574 €/m2;- 0,4 %;- 1,8 %;- 7,5 %
Octubre 2014;1.581 €/m2;- 1,3 %;- 1,2 %;- 10,5 %
Septiembre 2014;1.602 €/m2;- 0,1 %;- 1,3 %;- 10,7 %
Agosto 2014;1.603 €/m2;+ 0,2 %;- 1,0 %;- 9,5 %
Julio 2014;1.600 €/m2;- 1,4 %;- 1,6 %;- 11,8 %
Junio 2014;1.622 €/m2;+ 0,2 %;- 0,4 %;- 10,7 %
Mayo 2014;1.619 €/m2;- 0,4 %;- 2,9 %;- 12,8 %
Abril 2014;1.625 €/m2;- 0,3 %;- 3,6 %;- 13,4 %
Marzo 2014;1.630 €/m2;- 2,2 %;- 2,7 %;- 13,9 %
Febrero 2014;1.667 €/m2;- 1,2 %;- 2,0 %;- 11,0 %
Enero 2014;1.687 €/m2;+ 0,7 %;- 4,5 %;- 9,2 %
Diciembre 2013;1.675 €/m2;- 1,5 %;- 6,6 %;- 10,7 %
Noviembre 2013;1.701 €/m2;- 3,7 %;- 4,0 %;- 12,6 %
Octubre 2013;1.766 €/m2;- 1,5 %;- 2,6 %;- 11,2 %
Septiembre 2013;1.793 €/m2;+ 1,3 %;- 1,3 %;- 10,4 %
Agosto 2013;1.771 €/m2;- 2,4 %;- 4,6 %;- 11,5 %
Julio 2013;1.814 €/m2;- 0,2 %;- 3,3 %;- 10,9 %
Junio 2013;1.817 €/m2;- 2,1 %;- 4,0 %;- 9,3 %
Mayo 2013;1.857 €/m2;- 1,0 %;- 0,9 %;- 9,0 %
Abril 2013;1.876 €/m2;- 0,9 %;+ 1,0 %;- 10,2 %
Marzo 2013;1.893 €/m2;+ 1,1 %;+ 0,9 %;- 11,0 %
Febrero 2013;1.873 €/m2;+ 0,8 %;- 3,8 %;- 13,9 %
Enero 2013;1.858 €/m2;- 1,0 %;- 6,6 %;- 15,7 %
Diciembre 2012;1.877 €/m2;- 3,6 %;- 6,2 %;- 13,8 %
Noviembre 2012;1.946 €/m2;- 2,2 %;- 2,7 %;- 11,9 %
Octubre 2012;1.989 €/m2;- 0,6 %;- 2,3 %;- 11,0 %
Septiembre 2012;2.001 €/m2;0,0 %;- 0,1 %;- 11,6 %
Agosto 2012;2.000 €/m2;- 1,7 %;- 1,9 %;- 12,8 %
Julio 2012;2.035 €/m2;+ 1,6 %;- 2,6 %;- 12,9 %
Junio 2012;2.003 €/m2;- 1,8 %;- 5,9 %;- 15,6 %
Mayo 2012;2.040 €/m2;- 2,4 %;- 6,3 %;- 14,8 %
Abril 2012;2.089 €/m2;- 1,8 %;- 5,2 %;- 14,0 %
Marzo 2012;2.127 €/m2;- 2,2 %;- 2,3 %;- 13,6 %
Febrero 2012;2.176 €/m2;- 1,3 %;- 1,5 %;- 12,5 %
Enero 2012;2.204 €/m2;+ 1,2 %;- 1,3 %;- 12,0 %
Diciembre 2011;2.178 €/m2;- 1,4 %;- 3,7 %;- 13,3 %
Noviembre 2011;2.209 €/m2;- 1,1 %;- 3,7 %;- 12,7 %
Octubre 2011;2.234 €/m2;- 1,2 %;- 4,4 %;- 11,1 %
Septiembre 2011;2.262 €/m2;- 1,3 %;- 4,7 %;- 10,8 %
Agosto 2011;2.293 €/m2;- 1,9 %;- 4,3 %;- 9,1 %
Julio 2011;2.337 €/m2;- 1,5 %;- 3,8 %;- 7,5 %
Junio 2011;2.373 €/m2;- 0,9 %;- 3,7 %;- 5,8 %
Mayo 2011;2.395 €/m2;- 1,5 %;- 3,7 %;- 7,1 %
Abril 2011;2.430 €/m2;- 1,4 %;- 3,0 %;- 7,2 %
Marzo 2011;2.463 €/m2;- 0,9 %;- 2,0 %;- 7,5 %
Febrero 2011;2.486 €/m2;- 0,7 %;- 1,8 %;- 6,0 %
Enero 2011;2.504 €/m2;- 0,3 %;- 0,4 %;- 6,2 %
Diciembre 2010;2.513 €/m2;- 0,8 %;- 1,0 %;- 6,6 %
Noviembre 2010;2.532 €/m2;+ 0,7 %;+ 0,4 %;- 6,9 %
Octubre 2010;2.514 €/m2;- 0,9 %;- 0,5 %;- 7,4 %
Septiembre 2010;2.537 €/m2;+ 0,6 %;+ 0,6 %;- 5,5 %
Agosto 2010;2.522 €/m2;- 0,1 %;- 2,2 %;- 7,0 %
Julio 2010;2.526 €/m2;+ 0,2 %;- 3,6 %;- 6,6 %
Junio 2010;2.521 €/m2;- 2,2 %;- 5,4 %;- 6,1 %
Mayo 2010;2.579 €/m2;- 1,6 %;- 2,5 %;- 4,7 %
Abril 2010;2.619 €/m2;- 1,6 %;- 1,9 %;- 5,5 %
Marzo 2010;2.663 €/m2;+ 0,7 %;- 1,0 %;- 6,0 %
Febrero 2010;2.644 €/m2;- 1,0 %;- 2,7 %;- 5,2 %
Enero 2010;2.671 €/m2;- 0,7 %;- 1,6 %;- 4,2 %
Diciembre 2009;2.690 €/m2;- 1,0 %;+ 0,2 %;- 1,4 %
Noviembre 2009;2.718 €/m2;+ 0,1 %;+ 0,2 %;- 6,8 %
Octubre 2009;2.716 €/m2;+ 1,2 %;+ 0,5 %;- 7,0 %
Septiembre 2009;2.684 €/m2;- 1,1 %;0,0 %;- 8,1 %
Agosto 2009;2.713 €/m2;+ 0,4 %;+ 0,2 %;- 4,5 %
Julio 2009;2.703 €/m2;+ 0,7 %;- 2,5 %;- 6,1 %
Junio 2009;2.683 €/m2;- 0,9 %;- 5,3 %;- 8,0 %
Mayo 2009;2.707 €/m2;- 2,3 %;- 2,9 %;- 9,6 %
Abril 2009;2.771 €/m2;- 2,2 %;- 0,6 %;- 7,5 %
Marzo 2009;2.833 €/m2;+ 1,6 %;+ 3,9 %;- 5,1 %
Febrero 2009;2.789 €/m2;0,0 %;- 4,4 %;- 4,0 %
Enero 2009;2.788 €/m2;+ 2,2 %;- 4,5 %;- 2,0 %
Diciembre 2008;2.727 €/m2;- 6,5 %;- 6,6 %;- 6,9 %
Noviembre 2008;2.916 €/m2;- 0,2 %;+ 2,6 %;- 3,4 %
Octubre 2008;2.920 €/m2;0,0 %;+ 1,4 %;n.d.
Septiembre 2008;2.921 €/m2;+ 2,8 %;+ 0,2 %;n.d.
Agosto 2008;2.841 €/m2;- 1,4 %;- 5,1 %;n.d.
Julio 2008;2.880 €/m2;- 1,2 %;- 3,8 %;n.d.
Junio 2008;2.915 €/m2;- 2,7 %;- 2,4 %;n.d.
Mayo 2008;2.996 €/m2;0,0 %;+ 3,1 %;n.d.
Abril 2008;2.995 €/m2;+ 0,3 %;+ 5,3 %;n.d.
Marzo 2008;2.985 €/m2;+ 2,8 %;+ 2,0 %;n.d.
Febrero 2008;2.904 €/m2;+ 2,1 %;- 3,8 %;n.d.
Enero 2008;2.844 €/m2;- 2,9 %;n.d.;n.d.
Diciembre 2007;2.928 €/m2;- 3,0 %;n.d.;n.d.
Noviembre 2007;3.019 €/m2;n.d.;n.d.;n.d.
