Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2020;3.894 €/m2;- 2,2 %;- 3,7 %;- 3,7 %
Enero 2020;3.983 €/m2;- 0,9 %;- 1,2 %;- 0,8 %
Diciembre 2019;4.019 €/m2;- 0,6 %;- 1,0 %;- 0,2 %
Noviembre 2019;4.043 €/m2;+ 0,3 %;- 0,7 %;+ 0,9 %
Octubre 2019;4.030 €/m2;- 0,7 %;- 1,6 %;+ 0,4 %
Septiembre 2019;4.059 €/m2;- 0,3 %;- 0,6 %;+ 1,6 %
Agosto 2019;4.073 €/m2;- 0,6 %;- 0,2 %;+ 1,5 %
Julio 2019;4.096 €/m2;+ 0,3 %;0,0 %;+ 1,8 %
Junio 2019;4.085 €/m2;+ 0,1 %;+ 0,3 %;+ 5,1 %
Mayo 2019;4.080 €/m2;- 0,4 %;+ 0,9 %;+ 9,0 %
Abril 2019;4.095 €/m2;+ 0,6 %;+ 1,9 %;+ 11,3 %
Marzo 2019;4.071 €/m2;+ 0,7 %;+ 1,1 %;+ 12,0 %
Febrero 2019;4.042 €/m2;+ 0,6 %;+ 0,9 %;+ 12,7 %
Enero 2019;4.017 €/m2;- 0,2 %;+ 0,1 %;+ 13,7 %
Diciembre 2018;4.027 €/m2;+ 0,5 %;+ 0,8 %;+ 16,9 %
Noviembre 2018;4.006 €/m2;- 0,2 %;- 0,2 %;+ 19,0 %
Octubre 2018;4.013 €/m2;+ 0,4 %;- 0,2 %;+ 21,9 %
Septiembre 2018;3.997 €/m2;- 0,4 %;+ 2,8 %;+ 22,3 %
Agosto 2018;4.013 €/m2;- 0,2 %;+ 7,3 %;+ 22,7 %
Julio 2018;4.022 €/m2;+ 3,5 %;+ 9,3 %;+ 23,8 %
Junio 2018;3.887 €/m2;+ 3,9 %;+ 7,0 %;+ 21,2 %
Mayo 2018;3.742 €/m2;+ 1,7 %;+ 4,4 %;+ 19,2 %
Abril 2018;3.680 €/m2;+ 1,3 %;+ 4,2 %;+ 20,0 %
Marzo 2018;3.634 €/m2;+ 1,4 %;+ 5,5 %;+ 19,9 %
Febrero 2018;3.585 €/m2;+ 1,5 %;+ 6,5 %;+ 20,5 %
Enero 2018;3.532 €/m2;+ 2,5 %;+ 7,2 %;+ 20,7 %
Diciembre 2017;3.445 €/m2;+ 2,3 %;+ 5,4 %;+ 17,8 %
Noviembre 2017;3.366 €/m2;+ 2,2 %;+ 2,9 %;+ 16,1 %
Octubre 2017;3.293 €/m2;+ 0,8 %;+ 1,4 %;+ 14,1 %
Septiembre 2017;3.268 €/m2;- 0,1 %;+ 1,9 %;+ 12,5 %
Agosto 2017;3.272 €/m2;+ 0,7 %;+ 4,2 %;+ 12,0 %
Julio 2017;3.248 €/m2;+ 1,3 %;+ 5,9 %;+ 12,0 %
Junio 2017;3.206 €/m2;+ 2,2 %;+ 5,8 %;+ 13,1 %
Mayo 2017;3.138 €/m2;+ 2,4 %;+ 5,5 %;+ 12,1 %
Abril 2017;3.066 €/m2;+ 1,2 %;+ 4,8 %;+ 10,5 %
Marzo 2017;3.030 €/m2;+ 1,9 %;+ 3,6 %;+ 11,1 %
Febrero 2017;2.975 €/m2;+ 1,7 %;+ 2,6 %;+ 9,1 %
Enero 2017;2.925 €/m2;0,0 %;+ 1,4 %;+ 7,4 %
Diciembre 2016;2.925 €/m2;+ 0,9 %;+ 0,7 %;+ 6,2 %
Noviembre 2016;2.900 €/m2;+ 0,5 %;- 0,7 %;+ 5,5 %
Octubre 2016;2.886 €/m2;- 0,7 %;- 0,5 %;+ 4,0 %
Septiembre 2016;2.906 €/m2;- 0,5 %;+ 2,5 %;+ 4,9 %
Agosto 2016;2.920 €/m2;+ 0,7 %;+ 4,3 %;+ 6,8 %
Julio 2016;2.900 €/m2;+ 2,4 %;+ 4,6 %;+ 7,3 %
Junio 2016;2.833 €/m2;+ 1,2 %;+ 3,9 %;+ 4,7 %
Mayo 2016;2.799 €/m2;+ 0,9 %;+ 2,6 %;+ 4,3 %
Abril 2016;2.774 €/m2;+ 1,7 %;+ 1,9 %;+ 3,2 %
Marzo 2016;2.727 €/m2;0,0 %;- 1,0 %;+ 1,6 %
Febrero 2016;2.727 €/m2;+ 0,1 %;- 0,8 %;+ 3,2 %
Enero 2016;2.723 €/m2;- 1,1 %;- 1,9 %;+ 3,5 %
Diciembre 2015;2.755 €/m2;+ 0,2 %;- 0,5 %;+ 4,2 %
Noviembre 2015;2.748 €/m2;- 0,9 %;+ 0,5 %;+ 3,9 %
Octubre 2015;2.775 €/m2;+ 0,2 %;+ 2,6 %;+ 4,6 %
Septiembre 2015;2.769 €/m2;+ 1,2 %;+ 2,3 %;+ 4,4 %
Agosto 2015;2.735 €/m2;+ 1,2 %;+ 1,9 %;+ 2,3 %
Julio 2015;2.703 €/m2;- 0,1 %;+ 0,6 %;0,0 %
Junio 2015;2.705 €/m2;+ 0,8 %;+ 0,8 %;- 0,4 %
Mayo 2015;2.685 €/m2;- 0,1 %;+ 1,6 %;- 1,1 %
Abril 2015;2.687 €/m2;+ 0,2 %;+ 2,2 %;- 1,3 %
Marzo 2015;2.683 €/m2;+ 1,6 %;+ 1,5 %;- 1,7 %
Febrero 2015;2.642 €/m2;+ 0,4 %;- 0,1 %;- 2,1 %
Enero 2015;2.630 €/m2;- 0,5 %;- 0,9 %;- 1,0 %
Diciembre 2014;2.644 €/m2;0,0 %;- 0,3 %;- 1,4 %
Noviembre 2014;2.644 €/m2;- 0,3 %;- 1,1 %;- 2,3 %
Octubre 2014;2.653 €/m2;0,0 %;- 1,8 %;- 3,0 %
Septiembre 2014;2.652 €/m2;- 0,8 %;- 2,4 %;- 3,6 %
Agosto 2014;2.675 €/m2;- 1,0 %;- 1,5 %;- 1,9 %
Julio 2014;2.703 €/m2;- 0,5 %;- 0,8 %;- 1,8 %
Junio 2014;2.716 €/m2;0,0 %;- 0,5 %;- 1,9 %
Mayo 2014;2.716 €/m2;- 0,3 %;+ 0,6 %;- 3,0 %
Abril 2014;2.724 €/m2;- 0,3 %;+ 2,6 %;- 2,7 %
Marzo 2014;2.731 €/m2;+ 1,2 %;+ 1,8 %;- 3,5 %
Febrero 2014;2.698 €/m2;+ 1,6 %;- 0,3 %;- 6,1 %
Enero 2014;2.656 €/m2;- 1,0 %;- 2,9 %;- 8,7 %
Diciembre 2013;2.682 €/m2;- 0,9 %;- 2,5 %;- 7,7 %
Noviembre 2013;2.706 €/m2;- 1,1 %;- 0,8 %;- 8,2 %
Octubre 2013;2.736 €/m2;- 0,5 %;- 0,6 %;- 8,8 %
Septiembre 2013;2.750 €/m2;+ 0,8 %;- 0,7 %;- 8,3 %
Agosto 2013;2.727 €/m2;- 0,9 %;- 2,5 %;- 9,1 %
Julio 2013;2.752 €/m2;- 0,6 %;- 1,7 %;- 9,7 %
Junio 2013;2.769 €/m2;- 1,0 %;- 2,1 %;- 10,4 %
Mayo 2013;2.798 €/m2;0,0 %;- 2,7 %;- 10,8 %
Abril 2013;2.799 €/m2;- 1,1 %;- 3,8 %;- 11,6 %
Marzo 2013;2.829 €/m2;- 1,6 %;- 2,7 %;- 12,7 %
Febrero 2013;2.875 €/m2;- 1,1 %;- 2,5 %;- 10,8 %
Enero 2013;2.908 €/m2;+ 0,1 %;- 3,1 %;- 11,1 %
Diciembre 2012;2.906 €/m2;- 1,4 %;- 3,1 %;- 12,2 %
Noviembre 2012;2.949 €/m2;- 1,7 %;- 1,7 %;- 11,3 %
Octubre 2012;3.000 €/m2;0,0 %;- 1,6 %;- 10,0 %
Septiembre 2012;2.999 €/m2;0,0 %;- 2,9 %;- 10,0 %
Agosto 2012;2.999 €/m2;- 1,6 %;- 4,4 %;- 9,9 %
Julio 2012;3.048 €/m2;- 1,3 %;- 3,7 %;- 10,0 %
Junio 2012;3.089 €/m2;- 1,6 %;- 4,6 %;- 9,8 %
Mayo 2012;3.138 €/m2;- 0,9 %;- 2,6 %;- 8,8 %
Abril 2012;3.165 €/m2;- 2,3 %;- 3,3 %;- 8,6 %
Marzo 2012;3.239 €/m2;+ 0,5 %;- 2,1 %;- 6,8 %
Febrero 2012;3.223 €/m2;- 1,5 %;- 3,0 %;- 8,5 %
Enero 2012;3.271 €/m2;- 1,1 %;- 1,8 %;- 7,7 %
Diciembre 2011;3.309 €/m2;- 0,4 %;- 0,7 %;- 7,0 %
Noviembre 2011;3.323 €/m2;- 0,3 %;- 0,2 %;- 7,1 %
Octubre 2011;3.332 €/m2;0,0 %;- 1,6 %;- 6,5 %
Septiembre 2011;3.332 €/m2;+ 0,1 %;- 2,7 %;- 6,0 %
Agosto 2011;3.328 €/m2;- 1,7 %;- 3,3 %;- 5,9 %
Julio 2011;3.386 €/m2;- 1,1 %;- 2,2 %;- 4,5 %
Junio 2011;3.426 €/m2;- 0,4 %;- 1,4 %;- 3,7 %
Mayo 2011;3.440 €/m2;- 0,6 %;- 2,3 %;- 2,8 %
Abril 2011;3.462 €/m2;- 0,4 %;- 2,3 %;- 1,6 %
Marzo 2011;3.475 €/m2;- 1,4 %;- 2,4 %;- 0,7 %
Febrero 2011;3.523 €/m2;- 0,6 %;- 1,5 %;+ 0,5 %
Enero 2011;3.543 €/m2;- 0,5 %;- 0,6 %;+ 1,4 %
Diciembre 2010;3.560 €/m2;- 0,4 %;+ 0,4 %;+ 1,9 %
Noviembre 2010;3.575 €/m2;+ 0,3 %;+ 1,1 %;+ 0,5 %
Octubre 2010;3.564 €/m2;+ 0,5 %;+ 0,5 %;+ 0,1 %
Septiembre 2010;3.545 €/m2;+ 0,2 %;- 0,3 %;- 1,2 %
Agosto 2010;3.538 €/m2;- 0,2 %;0,0 %;- 1,4 %
Julio 2010;3.545 €/m2;- 0,3 %;+ 0,8 %;- 0,7 %
Junio 2010;3.556 €/m2;+ 0,5 %;+ 1,6 %;- 2,4 %
Mayo 2010;3.539 €/m2;+ 0,6 %;+ 0,9 %;- 4,2 %
Abril 2010;3.518 €/m2;+ 0,5 %;+ 0,7 %;- 5,5 %
Marzo 2010;3.500 €/m2;- 0,2 %;+ 0,2 %;- 5,9 %
Febrero 2010;3.506 €/m2;+ 0,4 %;- 1,4 %;- 5,7 %
Enero 2010;3.494 €/m2;0,0 %;- 1,9 %;- 7,6 %
Diciembre 2009;3.494 €/m2;- 1,8 %;- 2,7 %;- 4,7 %
Noviembre 2009;3.556 €/m2;- 0,1 %;- 0,9 %;- 4,2 %
Octubre 2009;3.561 €/m2;- 0,8 %;- 0,3 %;- 3,6 %
Septiembre 2009;3.589 €/m2;0,0 %;- 1,5 %;- 3,9 %
Agosto 2009;3.589 €/m2;+ 0,5 %;- 2,9 %;- 3,4 %
Julio 2009;3.571 €/m2;- 2,0 %;- 4,0 %;- 5,3 %
Junio 2009;3.643 €/m2;- 1,4 %;- 2,1 %;- 3,7 %
Mayo 2009;3.696 €/m2;- 0,7 %;- 0,6 %;- 7,6 %
Abril 2009;3.721 €/m2;+ 0,1 %;- 1,6 %;- 4,4 %
Marzo 2009;3.719 €/m2;0,0 %;+ 1,4 %;- 7,0 %
Febrero 2009;3.719 €/m2;- 1,7 %;+ 0,1 %;- 2,7 %
Enero 2009;3.782 €/m2;+ 3,1 %;+ 2,3 %;- 5,5 %
Diciembre 2008;3.667 €/m2;- 1,3 %;- 1,9 %;- 8,3 %
Noviembre 2008;3.714 €/m2;+ 0,5 %;0,0 %;- 7,1 %
Octubre 2008;3.696 €/m2;- 1,1 %;- 2,0 %;n.d.
Septiembre 2008;3.736 €/m2;+ 0,6 %;- 1,3 %;n.d.
Agosto 2008;3.714 €/m2;- 1,5 %;- 7,1 %;n.d.
Julio 2008;3.770 €/m2;- 0,4 %;- 3,2 %;n.d.
Junio 2008;3.784 €/m2;- 5,4 %;- 5,4 %;n.d.
Mayo 2008;4.000 €/m2;+ 2,7 %;+ 4,6 %;n.d.
Abril 2008;3.894 €/m2;- 2,7 %;- 2,7 %;n.d.
Marzo 2008;4.000 €/m2;+ 4,6 %;0,0 %;n.d.
Febrero 2008;3.824 €/m2;- 4,4 %;- 4,4 %;n.d.
Enero 2008;4.000 €/m2;0,0 %;n.d.;n.d.
Diciembre 2007;4.000 €/m2;0,0 %;n.d.;n.d.
Noviembre 2007;4.000 €/m2;n.d.;n.d.;n.d.
