Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Abril 2017;3.339 €/m2;+ 1,4 %;+ 3,4 %;+ 6,3 %
Marzo 2017;3.293 €/m2;+ 1,0 %;+ 3,6 %;+ 5,2 %
Febrero 2017;3.261 €/m2;+ 1,0 %;+ 3,0 %;+ 5,4 %
Enero 2017;3.230 €/m2;+ 1,6 %;+ 1,4 %;+ 4,6 %
Diciembre 2016;3.178 €/m2;+ 0,4 %;- 0,4 %;+ 3,5 %
Noviembre 2016;3.167 €/m2;- 0,6 %;- 0,1 %;+ 2,6 %
Octubre 2016;3.185 €/m2;- 0,2 %;+ 0,7 %;+ 3,2 %
Septiembre 2016;3.192 €/m2;+ 0,7 %;+ 1,4 %;+ 4,1 %
Agosto 2016;3.170 €/m2;+ 0,3 %;+ 0,7 %;+ 3,4 %
Julio 2016;3.161 €/m2;+ 0,4 %;+ 0,7 %;+ 3,4 %
Junio 2016;3.149 €/m2;0,0 %;+ 0,6 %;+ 3,0 %
Mayo 2016;3.149 €/m2;+ 0,3 %;+ 1,8 %;+ 3,3 %
Abril 2016;3.141 €/m2;+ 0,3 %;+ 1,7 %;+ 4,4 %
Marzo 2016;3.131 €/m2;+ 1,2 %;+ 2,0 %;+ 4,3 %
Febrero 2016;3.094 €/m2;+ 0,2 %;+ 0,2 %;+ 3,8 %
Enero 2016;3.087 €/m2;+ 0,5 %;0,0 %;+ 3,3 %
Diciembre 2015;3.071 €/m2;- 0,6 %;+ 0,1 %;+ 1,8 %
Noviembre 2015;3.088 €/m2;0,0 %;+ 0,7 %;+ 1,7 %
Octubre 2015;3.087 €/m2;+ 0,6 %;+ 0,9 %;+ 2,0 %
Septiembre 2015;3.067 €/m2;0,0 %;+ 0,3 %;+ 2,7 %
Agosto 2015;3.067 €/m2;+ 0,3 %;+ 0,6 %;+ 2,8 %
Julio 2015;3.058 €/m2;0,0 %;+ 1,6 %;+ 1,4 %
Junio 2015;3.057 €/m2;+ 0,3 %;+ 1,8 %;+ 1,4 %
Mayo 2015;3.048 €/m2;+ 1,3 %;+ 2,2 %;+ 0,9 %
Abril 2015;3.009 €/m2;+ 0,2 %;+ 0,7 %;- 0,3 %
Marzo 2015;3.003 €/m2;+ 0,7 %;- 0,5 %;- 0,8 %
Febrero 2015;2.981 €/m2;- 0,2 %;- 1,9 %;- 1,7 %
Enero 2015;2.988 €/m2;- 1,0 %;- 1,2 %;- 1,7 %
Diciembre 2014;3.017 €/m2;- 0,7 %;+ 1,0 %;- 1,1 %
Noviembre 2014;3.038 €/m2;+ 0,4 %;+ 1,9 %;- 1,2 %
Octubre 2014;3.025 €/m2;+ 1,3 %;+ 0,3 %;- 0,6 %
Septiembre 2014;2.986 €/m2;+ 0,1 %;- 1,0 %;- 1,0 %
Agosto 2014;2.982 €/m2;- 1,1 %;- 1,2 %;- 1,1 %
Julio 2014;3.015 €/m2;0,0 %;- 0,1 %;- 1,4 %
Junio 2014;3.015 €/m2;- 0,1 %;- 0,4 %;- 1,7 %
Mayo 2014;3.019 €/m2;0,0 %;- 0,4 %;- 1,7 %
Abril 2014;3.019 €/m2;- 0,3 %;- 0,7 %;- 2,6 %
Marzo 2014;3.026 €/m2;- 0,2 %;- 0,7 %;- 3,8 %
Febrero 2014;3.032 €/m2;- 0,3 %;- 1,3 %;- 4,7 %
Enero 2014;3.041 €/m2;- 0,3 %;- 0,1 %;- 4,0 %
Diciembre 2013;3.049 €/m2;- 0,8 %;+ 1,1 %;- 4,2 %
Noviembre 2013;3.074 €/m2;+ 1,0 %;+ 1,9 %;- 5,0 %
Octubre 2013;3.043 €/m2;+ 0,9 %;- 0,5 %;- 7,4 %
Septiembre 2013;3.015 €/m2;0,0 %;- 1,7 %;- 8,3 %
Agosto 2013;3.015 €/m2;- 1,4 %;- 1,9 %;- 8,5 %
Julio 2013;3.059 €/m2;- 0,2 %;- 1,3 %;- 7,9 %
Junio 2013;3.067 €/m2;- 0,2 %;- 2,6 %;- 7,2 %
Mayo 2013;3.072 €/m2;- 0,8 %;- 3,4 %;- 7,5 %
Abril 2013;3.098 €/m2;- 1,6 %;- 2,1 %;- 9,2 %
Marzo 2013;3.147 €/m2;- 1,1 %;- 1,2 %;- 8,2 %
Febrero 2013;3.182 €/m2;+ 0,5 %;- 1,7 %;- 7,5 %
Enero 2013;3.166 €/m2;- 0,6 %;- 3,7 %;- 8,9 %
Diciembre 2012;3.184 €/m2;- 1,6 %;- 3,1 %;- 8,6 %
Noviembre 2012;3.236 €/m2;- 1,5 %;- 1,8 %;- 8,5 %
Octubre 2012;3.287 €/m2;0,0 %;- 1,1 %;- 7,0 %
Septiembre 2012;3.287 €/m2;- 0,3 %;- 0,5 %;- 7,0 %
Agosto 2012;3.296 €/m2;- 0,8 %;- 0,7 %;- 6,6 %
Julio 2012;3.323 €/m2;+ 0,5 %;- 2,6 %;- 6,8 %
Junio 2012;3.305 €/m2;- 0,5 %;- 3,6 %;- 7,7 %
Mayo 2012;3.320 €/m2;- 2,7 %;- 3,5 %;- 8,6 %
Abril 2012;3.412 €/m2;- 0,5 %;- 1,8 %;- 6,5 %
Marzo 2012;3.430 €/m2;- 0,3 %;- 1,6 %;- 6,8 %
Febrero 2012;3.440 €/m2;- 1,0 %;- 2,7 %;- 5,6 %
Enero 2012;3.476 €/m2;- 0,3 %;- 1,7 %;- 5,5 %
Diciembre 2011;3.485 €/m2;- 1,5 %;- 1,4 %;- 5,4 %
Noviembre 2011;3.537 €/m2;+ 0,1 %;+ 0,3 %;- 5,2 %
Octubre 2011;3.535 €/m2;0,0 %;- 0,9 %;- 3,5 %
Septiembre 2011;3.535 €/m2;+ 0,2 %;- 1,3 %;- 4,4 %
Agosto 2011;3.528 €/m2;- 1,1 %;- 2,9 %;- 4,2 %
Julio 2011;3.567 €/m2;- 0,4 %;- 2,3 %;- 6,5 %
Junio 2011;3.580 €/m2;- 1,5 %;- 2,7 %;- 6,1 %
Mayo 2011;3.634 €/m2;- 0,4 %;- 0,3 %;- 6,0 %
Abril 2011;3.650 €/m2;- 0,8 %;- 0,7 %;- 5,7 %
Marzo 2011;3.680 €/m2;+ 1,0 %;- 0,2 %;- 5,5 %
Febrero 2011;3.645 €/m2;- 0,9 %;- 2,3 %;- 4,7 %
Enero 2011;3.677 €/m2;- 0,2 %;+ 0,4 %;- 4,1 %
Diciembre 2010;3.686 €/m2;- 1,2 %;- 0,4 %;- 3,3 %
Noviembre 2010;3.732 €/m2;+ 1,9 %;+ 1,3 %;- 2,4 %
Octubre 2010;3.662 €/m2;- 1,0 %;- 4,0 %;- 3,9 %
Septiembre 2010;3.699 €/m2;+ 0,4 %;- 3,0 %;- 4,9 %
Agosto 2010;3.684 €/m2;- 3,4 %;- 4,7 %;- 5,2 %
Julio 2010;3.814 €/m2;0,0 %;- 1,5 %;- 1,7 %
Junio 2010;3.812 €/m2;- 1,4 %;- 2,1 %;- 2,5 %
Mayo 2010;3.868 €/m2;- 0,1 %;+ 1,1 %;+ 0,2 %
Abril 2010;3.872 €/m2;- 0,5 %;+ 1,0 %;+ 0,6 %
Marzo 2010;3.893 €/m2;+ 1,8 %;+ 2,1 %;- 1,9 %
Febrero 2010;3.825 €/m2;- 0,2 %;+ 0,1 %;- 3,6 %
Enero 2010;3.834 €/m2;+ 0,5 %;+ 0,6 %;- 3,4 %
Diciembre 2009;3.813 €/m2;- 0,2 %;- 1,9 %;- 5,0 %
Noviembre 2009;3.822 €/m2;+ 0,3 %;- 1,6 %;- 4,5 %
Octubre 2009;3.811 €/m2;- 2,0 %;- 1,8 %;- 4,2 %
Septiembre 2009;3.888 €/m2;+ 0,1 %;- 0,6 %;- 0,4 %
Agosto 2009;3.884 €/m2;+ 0,1 %;+ 0,6 %;- 0,5 %
Julio 2009;3.880 €/m2;- 0,8 %;+ 0,9 %;- 1,0 %
Junio 2009;3.911 €/m2;+ 1,3 %;- 1,4 %;- 0,3 %
Mayo 2009;3.859 €/m2;+ 0,3 %;- 2,7 %;- 1,6 %
Abril 2009;3.847 €/m2;- 3,0 %;- 3,0 %;- 2,4 %
Marzo 2009;3.967 €/m2;0,0 %;- 1,1 %;0,0 %
Febrero 2009;3.968 €/m2;0,0 %;- 0,9 %;0,0 %
Enero 2009;3.967 €/m2;- 1,1 %;- 0,3 %;+ 2,8 %
Diciembre 2008;4.012 €/m2;+ 0,2 %;+ 2,8 %;+ 3,4 %
Noviembre 2008;4.003 €/m2;+ 0,6 %;+ 2,5 %;+ 3,5 %
Octubre 2008;3.979 €/m2;+ 1,9 %;+ 1,5 %;+ 0,8 %
Septiembre 2008;3.904 €/m2;0,0 %;- 0,5 %;- 2,2 %
Agosto 2008;3.906 €/m2;- 0,4 %;- 0,4 %;- 2,1 %
Julio 2008;3.921 €/m2;0,0 %;- 0,5 %;n.d.
Junio 2008;3.923 €/m2;+ 0,1 %;- 1,1 %;n.d.
Mayo 2008;3.920 €/m2;- 0,5 %;- 1,2 %;n.d.
Abril 2008;3.940 €/m2;- 0,6 %;+ 2,1 %;n.d.
Marzo 2008;3.966 €/m2;0,0 %;+ 2,2 %;n.d.
Febrero 2008;3.966 €/m2;+ 2,8 %;+ 2,6 %;n.d.
Enero 2008;3.858 €/m2;- 0,6 %;- 2,3 %;n.d.
Diciembre 2007;3.880 €/m2;+ 0,3 %;- 2,8 %;n.d.
Noviembre 2007;3.866 €/m2;- 2,1 %;- 3,0 %;n.d.
Octubre 2007;3.947 €/m2;- 1,1 %;n.d.;n.d.
Septiembre 2007;3.993 €/m2;+ 0,1 %;n.d.;n.d.
Agosto 2007;3.988 €/m2;n.d.;n.d.;n.d.
