Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Agosto 2013;2.871 €/m2;- 1,5 %;- 3,8 %;- 6,1 %
Julio 2013;2.916 €/m2;- 0,3 %;- 2,2 %;- 7,7 %
Junio 2013;2.925 €/m2;- 2,0 %;- 3,1 %;- 9,6 %
Mayo 2013;2.985 €/m2;+ 0,1 %;+ 0,8 %;- 9,9 %
Abril 2013;2.982 €/m2;- 1,2 %;+ 0,8 %;- 9,6 %
Marzo 2013;3.019 €/m2;+ 2,0 %;+ 1,4 %;- 9,5 %
Febrero 2013;2.960 €/m2;+ 0,1 %;- 1,7 %;- 11,7 %
Enero 2013;2.957 €/m2;- 0,7 %;- 2,4 %;- 12,8 %
Diciembre 2012;2.977 €/m2;- 1,1 %;- 3,1 %;- 13,0 %
Noviembre 2012;3.011 €/m2;- 0,6 %;- 1,5 %;- 12,9 %
Octubre 2012;3.030 €/m2;- 1,4 %;- 4,1 %;- 11,8 %
Septiembre 2012;3.073 €/m2;+ 0,5 %;- 5,1 %;- 8,6 %
Agosto 2012;3.057 €/m2;- 3,3 %;- 7,7 %;- 9,2 %
Julio 2012;3.161 €/m2;- 2,3 %;- 4,1 %;- 6,5 %
Junio 2012;3.237 €/m2;- 2,2 %;- 3,0 %;- 6,1 %
Mayo 2012;3.311 €/m2;+ 0,4 %;- 1,2 %;- 4,2 %
Abril 2012;3.298 €/m2;- 1,2 %;- 2,8 %;- 5,7 %
Marzo 2012;3.337 €/m2;- 0,5 %;- 2,5 %;- 4,5 %
Febrero 2012;3.353 €/m2;- 1,1 %;- 3,0 %;- 3,3 %
Enero 2012;3.391 €/m2;- 0,9 %;- 1,3 %;- 2,0 %
Diciembre 2011;3.423 €/m2;- 1,0 %;+ 1,8 %;- 0,8 %
Noviembre 2011;3.457 €/m2;+ 0,7 %;+ 2,7 %;- 0,2 %
Octubre 2011;3.434 €/m2;+ 2,2 %;+ 1,6 %;- 1,0 %
Septiembre 2011;3.361 €/m2;- 0,1 %;- 2,5 %;- 3,2 %
Agosto 2011;3.365 €/m2;- 0,4 %;- 2,7 %;- 4,1 %
Julio 2011;3.379 €/m2;- 2,0 %;- 3,3 %;- 5,2 %
Junio 2011;3.447 €/m2;- 0,3 %;- 1,3 %;- 2,7 %
Mayo 2011;3.458 €/m2;- 1,1 %;- 0,2 %;- 4,5 %
Abril 2011;3.496 €/m2;+ 0,1 %;+ 1,0 %;- 1,1 %
Marzo 2011;3.494 €/m2;+ 0,8 %;+ 1,3 %;- 1,0 %
Febrero 2011;3.466 €/m2;+ 0,1 %;+ 0,1 %;- 2,4 %
Enero 2011;3.461 €/m2;+ 0,3 %;- 0,2 %;- 2,0 %
Diciembre 2010;3.449 €/m2;- 0,4 %;- 0,7 %;- 3,4 %
Noviembre 2010;3.463 €/m2;- 0,2 %;- 1,3 %;- 2,4 %
Octubre 2010;3.468 €/m2;- 0,1 %;- 2,7 %;- 4,5 %
Septiembre 2010;3.473 €/m2;- 1,0 %;- 2,0 %;- 3,1 %
Agosto 2010;3.508 €/m2;- 1,6 %;- 3,1 %;- 2,0 %
Julio 2010;3.565 €/m2;+ 0,6 %;+ 0,8 %;- 2,6 %
Junio 2010;3.544 €/m2;- 2,1 %;+ 0,4 %;- 0,8 %
Mayo 2010;3.620 €/m2;+ 2,4 %;+ 2,0 %;- 1,8 %
Abril 2010;3.535 €/m2;+ 0,2 %;+ 0,1 %;- 2,6 %
Marzo 2010;3.530 €/m2;- 0,6 %;- 1,1 %;- 1,3 %
Febrero 2010;3.550 €/m2;+ 0,5 %;0,0 %;+ 1,1 %
Enero 2010;3.532 €/m2;- 1,0 %;- 2,8 %;+ 2,3 %
Diciembre 2009;3.569 €/m2;+ 0,6 %;- 0,4 %;+ 2,1 %
Noviembre 2009;3.549 €/m2;- 2,3 %;- 0,9 %;- 1,7 %
Octubre 2009;3.633 €/m2;+ 1,4 %;- 0,7 %;+ 1,6 %
Septiembre 2009;3.584 €/m2;+ 0,1 %;+ 0,3 %;+ 0,7 %
Agosto 2009;3.582 €/m2;- 2,1 %;- 2,8 %;+ 2,0 %
Julio 2009;3.659 €/m2;+ 2,4 %;+ 0,8 %;+ 4,7 %
Junio 2009;3.574 €/m2;- 3,0 %;0,0 %;+ 1,2 %
Mayo 2009;3.685 €/m2;+ 1,5 %;+ 5,0 %;+ 4,9 %
Abril 2009;3.630 €/m2;+ 1,5 %;+ 5,2 %;+ 2,1 %
Marzo 2009;3.575 €/m2;+ 1,9 %;+ 2,3 %;+ 0,6 %
Febrero 2009;3.510 €/m2;+ 1,7 %;- 2,8 %;- 1,8 %
Enero 2009;3.452 €/m2;- 1,2 %;- 3,5 %;- 0,6 %
Diciembre 2008;3.495 €/m2;- 3,2 %;- 1,8 %;- 8,2 %
Noviembre 2008;3.611 €/m2;+ 1,0 %;+ 2,8 %;- 0,2 %
Octubre 2008;3.576 €/m2;+ 0,5 %;+ 2,3 %;+ 1,8 %
Septiembre 2008;3.558 €/m2;+ 1,3 %;+ 0,8 %;n.d.
Agosto 2008;3.512 €/m2;+ 0,5 %;0,0 %;n.d.
Julio 2008;3.494 €/m2;- 1,0 %;- 1,7 %;n.d.
Junio 2008;3.531 €/m2;+ 0,5 %;- 0,7 %;n.d.
Mayo 2008;3.512 €/m2;- 1,2 %;- 1,7 %;n.d.
Abril 2008;3.556 €/m2;0,0 %;+ 2,4 %;n.d.
Marzo 2008;3.555 €/m2;- 0,5 %;- 6,6 %;n.d.
Febrero 2008;3.573 €/m2;+ 2,9 %;- 1,2 %;n.d.
Enero 2008;3.472 €/m2;- 8,8 %;- 1,2 %;n.d.
Diciembre 2007;3.806 €/m2;+ 5,2 %;n.d.;n.d.
Noviembre 2007;3.617 €/m2;+ 2,9 %;n.d.;n.d.
Octubre 2007;3.514 €/m2;n.d.;n.d.;n.d.
