Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Marzo 2021;2.573 €/m2;+ 1,8 %;+ 0,6 %;+ 2,9 %
Febrero 2021;2.528 €/m2;+ 1,1 %;- 1,6 %;+ 1,5 %
Enero 2021;2.501 €/m2;- 2,2 %;- 1,4 %;+ 0,5 %
Diciembre 2020;2.558 €/m2;- 0,5 %;+ 0,8 %;+ 3,7 %
Noviembre 2020;2.570 €/m2;+ 1,3 %;+ 2,4 %;+ 2,6 %
Octubre 2020;2.538 €/m2;0,0 %;+ 2,2 %;+ 0,2 %
Septiembre 2020;2.538 €/m2;+ 1,1 %;+ 3,7 %;+ 0,2 %
Agosto 2020;2.511 €/m2;+ 1,2 %;+ 0,6 %;- 0,8 %
Julio 2020;2.482 €/m2;+ 1,5 %;- 1,4 %;- 2,5 %
Junio 2020;2.446 €/m2;- 2,0 %;- 2,1 %;- 4,1 %
Mayo 2020;2.497 €/m2;- 0,8 %;+ 0,3 %;- 1,8 %
Abril 2020;2.517 €/m2;+ 0,7 %;+ 1,2 %;- 1,3 %
Marzo 2020;2.499 €/m2;+ 0,3 %;+ 1,3 %;- 0,6 %
Febrero 2020;2.491 €/m2;+ 0,1 %;- 0,6 %;- 0,5 %
Enero 2020;2.488 €/m2;+ 0,8 %;- 1,8 %;- 1,0 %
Diciembre 2019;2.468 €/m2;- 1,5 %;- 2,6 %;- 0,7 %
Noviembre 2019;2.505 €/m2;- 1,1 %;- 1,1 %;0,0 %
Octubre 2019;2.533 €/m2;0,0 %;- 0,5 %;+ 0,5 %
Septiembre 2019;2.533 €/m2;0,0 %;- 0,7 %;- 1,6 %
Agosto 2019;2.532 €/m2;- 0,5 %;- 0,4 %;+ 0,6 %
Julio 2019;2.545 €/m2;- 0,2 %;- 0,2 %;+ 2,5 %
Junio 2019;2.550 €/m2;+ 0,3 %;+ 1,4 %;+ 4,9 %
Mayo 2019;2.542 €/m2;- 0,3 %;+ 1,6 %;+ 2,5 %
Abril 2019;2.551 €/m2;+ 1,4 %;+ 1,5 %;+ 0,9 %
Marzo 2019;2.516 €/m2;+ 0,5 %;+ 1,2 %;+ 2,0 %
Febrero 2019;2.503 €/m2;- 0,4 %;- 0,1 %;+ 2,1 %
Enero 2019;2.514 €/m2;+ 1,1 %;- 0,3 %;+ 3,4 %
Diciembre 2018;2.485 €/m2;- 0,8 %;- 3,5 %;+ 2,5 %
Noviembre 2018;2.506 €/m2;- 0,6 %;- 0,4 %;+ 2,8 %
Octubre 2018;2.522 €/m2;- 2,1 %;+ 1,6 %;+ 3,6 %
Septiembre 2018;2.575 €/m2;+ 2,3 %;+ 5,9 %;+ 7,6 %
Agosto 2018;2.516 €/m2;+ 1,3 %;+ 1,5 %;+ 7,4 %
Julio 2018;2.483 €/m2;+ 2,2 %;- 1,8 %;+ 7,4 %
Junio 2018;2.431 €/m2;- 2,0 %;- 1,5 %;+ 9,5 %
Mayo 2018;2.479 €/m2;- 1,9 %;+ 1,1 %;+ 13,0 %
Abril 2018;2.528 €/m2;+ 2,5 %;+ 3,9 %;+ 17,9 %
Marzo 2018;2.466 €/m2;+ 0,6 %;+ 1,7 %;+ 15,4 %
Febrero 2018;2.452 €/m2;+ 0,8 %;+ 0,6 %;+ 16,4 %
Enero 2018;2.432 €/m2;+ 0,3 %;- 0,1 %;+ 15,8 %
Diciembre 2017;2.425 €/m2;- 0,5 %;+ 1,3 %;+ 15,6 %
Noviembre 2017;2.437 €/m2;+ 0,1 %;+ 4,0 %;+ 14,6 %
Octubre 2017;2.435 €/m2;+ 1,7 %;+ 5,3 %;+ 13,2 %
Septiembre 2017;2.393 €/m2;+ 2,1 %;+ 7,8 %;+ 11,7 %
Agosto 2017;2.344 €/m2;+ 1,3 %;+ 6,8 %;+ 9,3 %
Julio 2017;2.313 €/m2;+ 4,2 %;+ 7,9 %;+ 8,2 %
Junio 2017;2.219 €/m2;+ 1,1 %;+ 3,8 %;+ 3,9 %
Mayo 2017;2.195 €/m2;+ 2,4 %;+ 4,2 %;+ 3,2 %
Abril 2017;2.144 €/m2;+ 0,3 %;+ 2,1 %;+ 1,9 %
Marzo 2017;2.138 €/m2;+ 1,5 %;+ 1,9 %;+ 1,7 %
Febrero 2017;2.107 €/m2;+ 0,3 %;- 0,9 %;+ 1,0 %
Enero 2017;2.100 €/m2;+ 0,1 %;- 2,4 %;+ 1,9 %
Diciembre 2016;2.098 €/m2;- 1,3 %;- 2,1 %;+ 2,7 %
Noviembre 2016;2.126 €/m2;- 1,2 %;- 0,9 %;+ 3,5 %
Octubre 2016;2.152 €/m2;+ 0,4 %;+ 0,7 %;+ 2,2 %
Septiembre 2016;2.142 €/m2;- 0,1 %;+ 0,3 %;+ 3,2 %
Agosto 2016;2.144 €/m2;+ 0,3 %;+ 0,9 %;+ 3,3 %
Julio 2016;2.137 €/m2;+ 0,1 %;+ 1,5 %;+ 2,6 %
Junio 2016;2.135 €/m2;+ 0,5 %;+ 1,5 %;+ 0,4 %
Mayo 2016;2.126 €/m2;+ 1,0 %;+ 1,9 %;- 1,1 %
Abril 2016;2.105 €/m2;+ 0,1 %;+ 2,1 %;- 2,4 %
Marzo 2016;2.103 €/m2;+ 0,8 %;+ 2,9 %;- 1,4 %
Febrero 2016;2.086 €/m2;+ 1,2 %;+ 1,5 %;- 1,1 %
Enero 2016;2.062 €/m2;+ 0,9 %;- 2,0 %;- 1,8 %
Diciembre 2015;2.043 €/m2;- 0,5 %;- 1,6 %;- 2,9 %
Noviembre 2015;2.054 €/m2;- 2,4 %;- 1,0 %;- 1,5 %
Octubre 2015;2.105 €/m2;+ 1,4 %;+ 1,0 %;+ 1,5 %
Septiembre 2015;2.077 €/m2;+ 0,1 %;- 2,4 %;0,0 %
Agosto 2015;2.076 €/m2;- 0,3 %;- 3,4 %;+ 0,2 %
Julio 2015;2.083 €/m2;- 2,1 %;- 3,4 %;+ 0,4 %
Junio 2015;2.127 €/m2;- 1,0 %;- 0,3 %;+ 2,3 %
Mayo 2015;2.148 €/m2;- 0,4 %;+ 1,8 %;+ 3,7 %
Abril 2015;2.156 €/m2;+ 1,1 %;+ 2,7 %;+ 5,3 %
Marzo 2015;2.133 €/m2;+ 1,1 %;+ 1,4 %;+ 1,5 %
Febrero 2015;2.110 €/m2;+ 0,5 %;+ 1,2 %;- 2,9 %
Enero 2015;2.100 €/m2;- 0,2 %;+ 1,2 %;- 3,8 %
Diciembre 2014;2.104 €/m2;+ 0,9 %;+ 1,4 %;- 2,1 %
Noviembre 2014;2.086 €/m2;+ 0,5 %;+ 0,7 %;+ 0,9 %
Octubre 2014;2.075 €/m2;- 0,1 %;0,0 %;- 1,3 %
Septiembre 2014;2.076 €/m2;+ 0,3 %;- 0,2 %;- 1,3 %
Agosto 2014;2.071 €/m2;- 0,2 %;- 0,1 %;- 0,8 %
Julio 2014;2.075 €/m2;- 0,3 %;+ 1,3 %;- 1,8 %
Junio 2014;2.080 €/m2;+ 0,4 %;- 1,0 %;- 3,4 %
Mayo 2014;2.072 €/m2;+ 1,2 %;- 4,6 %;- 5,2 %
Abril 2014;2.048 €/m2;- 2,5 %;- 6,1 %;- 4,7 %
Marzo 2014;2.101 €/m2;- 3,3 %;- 2,2 %;- 2,4 %
Febrero 2014;2.173 €/m2;- 0,4 %;+ 5,1 %;+ 1,0 %
Enero 2014;2.182 €/m2;+ 1,5 %;+ 3,8 %;- 0,3 %
Diciembre 2013;2.150 €/m2;+ 4,0 %;+ 2,2 %;- 2,1 %
Noviembre 2013;2.068 €/m2;- 1,6 %;- 1,0 %;- 7,3 %
Octubre 2013;2.102 €/m2;- 0,1 %;- 0,5 %;- 8,7 %
Septiembre 2013;2.104 €/m2;+ 0,7 %;- 2,3 %;- 11,3 %
Agosto 2013;2.088 €/m2;- 1,2 %;- 4,5 %;- 13,3 %
Julio 2013;2.113 €/m2;- 1,8 %;- 1,7 %;- 12,4 %
Junio 2013;2.153 €/m2;- 1,5 %;- 0,1 %;- 13,5 %
Mayo 2013;2.186 €/m2;+ 1,8 %;+ 1,7 %;- 12,8 %
Abril 2013;2.149 €/m2;- 0,3 %;- 1,8 %;- 14,2 %
Marzo 2013;2.154 €/m2;+ 0,2 %;- 1,9 %;- 15,6 %
Febrero 2013;2.151 €/m2;- 1,7 %;- 3,5 %;- 16,7 %
Enero 2013;2.189 €/m2;- 0,3 %;- 5,0 %;- 15,9 %
Diciembre 2012;2.196 €/m2;- 1,5 %;- 7,4 %;- 15,5 %
Noviembre 2012;2.230 €/m2;- 3,2 %;- 7,4 %;- 15,0 %
Octubre 2012;2.303 €/m2;- 2,9 %;- 4,5 %;- 13,7 %
Septiembre 2012;2.372 €/m2;- 1,5 %;- 4,7 %;- 11,3 %
Agosto 2012;2.408 €/m2;- 0,2 %;- 3,9 %;- 10,4 %
Julio 2012;2.412 €/m2;- 3,1 %;- 3,7 %;- 11,5 %
Junio 2012;2.488 €/m2;- 0,7 %;- 2,5 %;- 9,8 %
Mayo 2012;2.506 €/m2;+ 0,1 %;- 2,9 %;- 9,7 %
Abril 2012;2.505 €/m2;- 1,9 %;- 3,8 %;- 10,9 %
Marzo 2012;2.552 €/m2;- 1,1 %;- 1,8 %;- 9,3 %
Febrero 2012;2.581 €/m2;- 0,9 %;- 1,7 %;- 9,3 %
Enero 2012;2.603 €/m2;+ 0,2 %;- 2,4 %;- 9,3 %
Diciembre 2011;2.598 €/m2;- 1,0 %;- 2,8 %;- 10,0 %
Noviembre 2011;2.624 €/m2;- 1,6 %;- 2,3 %;- 9,4 %
Octubre 2011;2.667 €/m2;- 0,3 %;- 2,1 %;- 7,4 %
Septiembre 2011;2.675 €/m2;- 0,5 %;- 3,0 %;- 6,4 %
Agosto 2011;2.687 €/m2;- 1,4 %;- 3,2 %;- 6,3 %
Julio 2011;2.724 €/m2;- 1,3 %;- 3,1 %;- 6,0 %
Junio 2011;2.758 €/m2;- 0,6 %;- 1,9 %;- 5,1 %
Mayo 2011;2.776 €/m2;- 1,2 %;- 2,5 %;- 5,1 %
Abril 2011;2.811 €/m2;- 0,1 %;- 2,0 %;- 4,6 %
Marzo 2011;2.813 €/m2;- 1,2 %;- 2,6 %;- 4,5 %
Febrero 2011;2.846 €/m2;- 0,8 %;- 1,7 %;- 2,3 %
Enero 2011;2.870 €/m2;- 0,6 %;- 0,3 %;- 0,9 %
Diciembre 2010;2.887 €/m2;- 0,3 %;+ 1,1 %;- 1,0 %
Noviembre 2010;2.895 €/m2;+ 0,6 %;+ 1,0 %;- 4,0 %
Octubre 2010;2.880 €/m2;+ 0,8 %;- 0,6 %;- 6,5 %
Septiembre 2010;2.857 €/m2;- 0,3 %;- 1,7 %;- 6,8 %
Agosto 2010;2.866 €/m2;- 1,0 %;- 2,0 %;- 6,6 %
Julio 2010;2.896 €/m2;- 0,3 %;- 1,8 %;- 7,2 %
Junio 2010;2.906 €/m2;- 0,6 %;- 1,3 %;- 7,3 %
Mayo 2010;2.925 €/m2;- 0,8 %;+ 0,4 %;- 7,4 %
Abril 2010;2.948 €/m2;+ 0,1 %;+ 1,8 %;- 5,9 %
Marzo 2010;2.945 €/m2;+ 1,1 %;+ 1,0 %;- 6,1 %
Febrero 2010;2.914 €/m2;+ 0,6 %;- 3,4 %;- 8,1 %
Enero 2010;2.896 €/m2;- 0,6 %;- 6,0 %;- 6,4 %
Diciembre 2009;2.915 €/m2;- 3,4 %;- 4,9 %;- 5,5 %
Noviembre 2009;3.017 €/m2;- 2,0 %;- 1,6 %;- 3,0 %
Octubre 2009;3.080 €/m2;+ 0,5 %;- 1,3 %;- 2,5 %
Septiembre 2009;3.066 €/m2;0,0 %;- 2,1 %;- 4,4 %
Agosto 2009;3.067 €/m2;- 1,7 %;- 2,9 %;- 2,9 %
Julio 2009;3.120 €/m2;- 0,4 %;- 0,4 %;- 2,7 %
Junio 2009;3.133 €/m2;- 0,8 %;- 0,1 %;- 2,2 %
Mayo 2009;3.158 €/m2;+ 0,8 %;- 0,4 %;- 1,3 %
Abril 2009;3.134 €/m2;- 0,1 %;+ 1,2 %;- 5,1 %
Marzo 2009;3.136 €/m2;- 1,1 %;+ 1,6 %;- 3,3 %
Febrero 2009;3.171 €/m2;+ 2,4 %;+ 1,9 %;- 4,6 %
Enero 2009;3.095 €/m2;+ 0,3 %;- 2,0 %;- 6,5 %
Diciembre 2008;3.086 €/m2;- 0,8 %;- 3,8 %;- 11,1 %
Noviembre 2008;3.111 €/m2;- 1,5 %;- 1,5 %;- 13,6 %
Octubre 2008;3.157 €/m2;- 1,6 %;- 1,6 %;- 10,3 %
Septiembre 2008;3.208 €/m2;+ 1,5 %;+ 0,2 %;- 3,3 %
Agosto 2008;3.160 €/m2;- 1,5 %;- 1,2 %;- 5,2 %
Julio 2008;3.208 €/m2;+ 0,2 %;- 2,8 %;n.d.
Junio 2008;3.202 €/m2;+ 0,1 %;- 1,3 %;n.d.
Mayo 2008;3.199 €/m2;- 3,1 %;- 3,7 %;n.d.
Abril 2008;3.302 €/m2;+ 1,8 %;- 0,3 %;n.d.
Marzo 2008;3.243 €/m2;- 2,4 %;- 6,5 %;n.d.
Febrero 2008;3.323 €/m2;+ 0,4 %;- 7,8 %;n.d.
Enero 2008;3.310 €/m2;- 4,6 %;- 6,0 %;n.d.
Diciembre 2007;3.470 €/m2;- 3,7 %;+ 4,6 %;n.d.
Noviembre 2007;3.603 €/m2;+ 2,3 %;+ 8,1 %;n.d.
Octubre 2007;3.521 €/m2;+ 6,2 %;n.d.;n.d.
Septiembre 2007;3.317 €/m2;- 0,5 %;n.d.;n.d.
Agosto 2007;3.333 €/m2;n.d.;n.d.;n.d.
