Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Junio 2019;5.271 €/m2;- 0,3 %;+ 0,4 %;+ 2,0 %
Mayo 2019;5.287 €/m2;+ 0,2 %;+ 0,6 %;+ 3,6 %
Abril 2019;5.276 €/m2;+ 0,5 %;- 0,2 %;+ 5,5 %
Marzo 2019;5.249 €/m2;- 0,1 %;- 1,2 %;+ 6,2 %
Febrero 2019;5.253 €/m2;- 0,6 %;- 1,2 %;+ 7,9 %
Enero 2019;5.285 €/m2;- 0,5 %;- 0,9 %;+ 9,1 %
Diciembre 2018;5.311 €/m2;- 0,1 %;- 0,4 %;+ 11,3 %
Noviembre 2018;5.317 €/m2;- 0,3 %;+ 0,6 %;+ 12,5 %
Octubre 2018;5.333 €/m2;0,0 %;+ 2,4 %;+ 14,3 %
Septiembre 2018;5.331 €/m2;+ 0,9 %;+ 3,2 %;+ 16,9 %
Agosto 2018;5.284 €/m2;+ 1,5 %;+ 3,5 %;+ 16,9 %
Julio 2018;5.206 €/m2;+ 0,8 %;+ 4,1 %;+ 15,4 %
Junio 2018;5.165 €/m2;+ 1,2 %;+ 4,5 %;+ 16,0 %
Mayo 2018;5.105 €/m2;+ 2,1 %;+ 4,9 %;+ 18,4 %
Abril 2018;5.000 €/m2;+ 1,2 %;+ 3,2 %;+ 18,3 %
Marzo 2018;4.941 €/m2;+ 1,5 %;+ 3,6 %;+ 18,8 %
Febrero 2018;4.868 €/m2;+ 0,5 %;+ 3,0 %;+ 19,1 %
Enero 2018;4.843 €/m2;+ 1,5 %;+ 3,8 %;+ 20,6 %
Diciembre 2017;4.771 €/m2;+ 1,0 %;+ 4,6 %;+ 18,8 %
Noviembre 2017;4.725 €/m2;+ 1,3 %;+ 4,6 %;+ 17,7 %
Octubre 2017;4.664 €/m2;+ 2,3 %;+ 3,4 %;+ 17,0 %
Septiembre 2017;4.561 €/m2;+ 0,9 %;+ 2,4 %;+ 15,7 %
Agosto 2017;4.519 €/m2;+ 0,2 %;+ 4,8 %;+ 14,7 %
Julio 2017;4.510 €/m2;+ 1,3 %;+ 6,7 %;+ 14,3 %
Junio 2017;4.452 €/m2;+ 3,3 %;+ 7,0 %;+ 12,6 %
Mayo 2017;4.311 €/m2;+ 2,0 %;+ 5,4 %;+ 9,1 %
Abril 2017;4.226 €/m2;+ 1,6 %;+ 5,2 %;+ 8,5 %
Marzo 2017;4.160 €/m2;+ 1,7 %;+ 3,6 %;+ 7,6 %
Febrero 2017;4.088 €/m2;+ 1,8 %;+ 1,8 %;+ 7,7 %
Enero 2017;4.015 €/m2;0,0 %;+ 0,7 %;+ 5,3 %
Diciembre 2016;4.015 €/m2;0,0 %;+ 1,8 %;+ 5,7 %
Noviembre 2016;4.015 €/m2;+ 0,7 %;+ 1,9 %;+ 7,0 %
Octubre 2016;3.988 €/m2;+ 1,1 %;+ 1,1 %;+ 6,3 %
Septiembre 2016;3.943 €/m2;+ 0,1 %;- 0,3 %;+ 5,7 %
Agosto 2016;3.940 €/m2;- 0,1 %;- 0,2 %;+ 6,0 %
Julio 2016;3.946 €/m2;- 0,2 %;+ 1,3 %;+ 5,8 %
Junio 2016;3.953 €/m2;+ 0,1 %;+ 2,3 %;+ 5,8 %
Mayo 2016;3.950 €/m2;+ 1,4 %;+ 4,1 %;+ 6,9 %
Abril 2016;3.894 €/m2;+ 0,8 %;+ 2,1 %;+ 6,3 %
Marzo 2016;3.864 €/m2;+ 1,8 %;+ 1,7 %;+ 6,6 %
Febrero 2016;3.795 €/m2;- 0,4 %;+ 1,2 %;+ 4,8 %
Enero 2016;3.812 €/m2;+ 0,3 %;+ 1,6 %;+ 6,2 %
Diciembre 2015;3.801 €/m2;+ 1,3 %;+ 1,9 %;+ 6,4 %
Noviembre 2015;3.751 €/m2;0,0 %;+ 0,9 %;+ 4,7 %
Octubre 2015;3.752 €/m2;+ 0,6 %;+ 0,6 %;+ 4,1 %
Septiembre 2015;3.729 €/m2;+ 0,3 %;- 0,1 %;+ 3,9 %
Agosto 2015;3.718 €/m2;- 0,3 %;+ 0,6 %;+ 4,5 %
Julio 2015;3.728 €/m2;- 0,2 %;+ 1,8 %;+ 3,9 %
Junio 2015;3.735 €/m2;+ 1,1 %;+ 3,0 %;+ 3,3 %
Mayo 2015;3.695 €/m2;+ 0,9 %;+ 2,0 %;+ 2,5 %
Abril 2015;3.663 €/m2;+ 1,0 %;+ 2,0 %;+ 2,8 %
Marzo 2015;3.626 €/m2;+ 0,1 %;+ 1,5 %;+ 1,0 %
Febrero 2015;3.621 €/m2;+ 0,9 %;+ 1,1 %;+ 1,3 %
Enero 2015;3.591 €/m2;+ 0,5 %;- 0,3 %;0,0 %
Diciembre 2014;3.572 €/m2;- 0,3 %;- 0,4 %;- 1,2 %
Noviembre 2014;3.583 €/m2;- 0,5 %;+ 0,7 %;- 2,3 %
Octubre 2014;3.603 €/m2;+ 0,4 %;+ 0,4 %;- 1,5 %
Septiembre 2014;3.588 €/m2;+ 0,8 %;- 0,8 %;- 2,3 %
Agosto 2014;3.559 €/m2;- 0,8 %;- 1,2 %;- 2,5 %
Julio 2014;3.587 €/m2;- 0,8 %;+ 0,6 %;- 2,2 %
Junio 2014;3.616 €/m2;+ 0,4 %;+ 0,8 %;- 1,4 %
Mayo 2014;3.603 €/m2;+ 1,1 %;+ 0,8 %;- 2,5 %
Abril 2014;3.565 €/m2;- 0,7 %;- 0,7 %;- 4,7 %
Marzo 2014;3.589 €/m2;+ 0,4 %;- 0,7 %;- 4,4 %
Febrero 2014;3.574 €/m2;- 0,4 %;- 2,5 %;- 7,1 %
Enero 2014;3.590 €/m2;- 0,7 %;- 1,9 %;- 6,9 %
Diciembre 2013;3.616 €/m2;- 1,4 %;- 1,5 %;- 6,3 %
Noviembre 2013;3.666 €/m2;+ 0,2 %;+ 0,5 %;- 5,6 %
Octubre 2013;3.658 €/m2;- 0,4 %;- 0,2 %;- 6,8 %
Septiembre 2013;3.673 €/m2;+ 0,7 %;+ 0,1 %;- 6,1 %
Agosto 2013;3.648 €/m2;- 0,5 %;- 1,3 %;- 6,9 %
Julio 2013;3.667 €/m2;- 0,1 %;- 2,0 %;- 7,1 %
Junio 2013;3.669 €/m2;- 0,7 %;- 2,3 %;- 8,4 %
Mayo 2013;3.696 €/m2;- 1,2 %;- 3,9 %;- 8,7 %
Abril 2013;3.741 €/m2;- 0,4 %;- 2,9 %;- 8,5 %
Marzo 2013;3.754 €/m2;- 2,4 %;- 2,8 %;- 9,0 %
Febrero 2013;3.846 €/m2;- 0,2 %;- 1,0 %;- 6,9 %
Enero 2013;3.854 €/m2;- 0,2 %;- 1,8 %;- 7,3 %
Diciembre 2012;3.860 €/m2;- 0,6 %;- 1,3 %;- 7,4 %
Noviembre 2012;3.885 €/m2;- 1,0 %;- 0,8 %;- 8,2 %
Octubre 2012;3.923 €/m2;+ 0,3 %;- 0,6 %;- 7,1 %
Septiembre 2012;3.911 €/m2;- 0,2 %;- 2,3 %;- 8,1 %
Agosto 2012;3.918 €/m2;- 0,7 %;- 3,2 %;- 7,9 %
Julio 2012;3.946 €/m2;- 1,4 %;- 3,5 %;- 8,6 %
Junio 2012;4.004 €/m2;- 1,1 %;- 3,0 %;- 7,9 %
Mayo 2012;4.049 €/m2;- 0,9 %;- 2,0 %;- 8,0 %
Abril 2012;4.087 €/m2;- 1,0 %;- 1,7 %;- 7,0 %
Marzo 2012;4.128 €/m2;- 0,1 %;- 1,0 %;- 6,5 %
Febrero 2012;4.131 €/m2;- 0,6 %;- 2,4 %;- 7,0 %
Enero 2012;4.158 €/m2;- 0,3 %;- 1,6 %;- 8,1 %
Diciembre 2011;4.169 €/m2;- 1,5 %;- 2,0 %;- 7,5 %
Noviembre 2011;4.231 €/m2;+ 0,2 %;- 0,5 %;- 6,8 %
Octubre 2011;4.224 €/m2;- 0,7 %;- 2,2 %;- 5,7 %
Septiembre 2011;4.254 €/m2;+ 0,1 %;- 2,2 %;- 4,7 %
Agosto 2011;4.252 €/m2;- 1,6 %;- 3,5 %;- 4,6 %
Julio 2011;4.319 €/m2;- 0,7 %;- 1,7 %;- 4,0 %
Junio 2011;4.349 €/m2;- 1,3 %;- 1,5 %;- 4,4 %
Mayo 2011;4.404 €/m2;+ 0,2 %;- 0,9 %;- 3,4 %
Abril 2011;4.394 €/m2;- 0,5 %;- 2,8 %;- 3,2 %
Marzo 2011;4.416 €/m2;- 0,6 %;- 2,0 %;- 2,8 %
Febrero 2011;4.443 €/m2;- 1,8 %;- 2,1 %;- 2,7 %
Enero 2011;4.523 €/m2;+ 0,4 %;+ 1,0 %;- 1,1 %
Diciembre 2010;4.506 €/m2;- 0,7 %;+ 1,0 %;- 1,8 %
Noviembre 2010;4.537 €/m2;+ 1,3 %;+ 1,8 %;- 1,3 %
Octubre 2010;4.479 €/m2;+ 0,4 %;- 0,5 %;- 3,4 %
Septiembre 2010;4.462 €/m2;+ 0,2 %;- 1,9 %;- 2,6 %
Agosto 2010;4.455 €/m2;- 1,0 %;- 2,3 %;- 3,0 %
Julio 2010;4.500 €/m2;- 1,0 %;- 0,9 %;- 2,3 %
Junio 2010;4.546 €/m2;- 0,2 %;+ 0,1 %;- 1,8 %
Mayo 2010;4.558 €/m2;+ 0,4 %;- 0,2 %;- 3,1 %
Abril 2010;4.540 €/m2;- 0,1 %;- 0,7 %;- 2,9 %
Marzo 2010;4.543 €/m2;- 0,5 %;- 0,9 %;- 6,5 %
Febrero 2010;4.565 €/m2;- 0,2 %;- 0,7 %;- 6,1 %
Enero 2010;4.573 €/m2;- 0,3 %;- 1,4 %;- 6,1 %
Diciembre 2009;4.587 €/m2;- 0,2 %;+ 0,1 %;- 2,1 %
Noviembre 2009;4.598 €/m2;- 0,8 %;+ 0,1 %;- 5,8 %
Octubre 2009;4.636 €/m2;+ 1,2 %;+ 0,7 %;- 5,1 %
Septiembre 2009;4.583 €/m2;- 0,2 %;- 1,0 %;- 6,2 %
Agosto 2009;4.594 €/m2;- 0,2 %;- 2,3 %;- 6,3 %
Julio 2009;4.604 €/m2;- 0,6 %;- 1,5 %;- 3,8 %
Junio 2009;4.631 €/m2;- 1,5 %;- 4,7 %;- 5,4 %
Mayo 2009;4.703 €/m2;+ 0,6 %;- 3,2 %;- 2,9 %
Abril 2009;4.675 €/m2;- 3,7 %;- 4,0 %;- 3,6 %
Marzo 2009;4.857 €/m2;- 0,1 %;+ 3,7 %;+ 1,2 %
Febrero 2009;4.861 €/m2;- 0,2 %;- 0,4 %;+ 5,8 %
Enero 2009;4.870 €/m2;+ 4,0 %;- 0,3 %;+ 4,6 %
Diciembre 2008;4.684 €/m2;- 4,0 %;- 4,2 %;n.d.
Noviembre 2008;4.879 €/m2;- 0,1 %;- 0,5 %;n.d.
Octubre 2008;4.885 €/m2;0,0 %;+ 2,1 %;n.d.
Septiembre 2008;4.887 €/m2;- 0,3 %;- 0,2 %;n.d.
Agosto 2008;4.902 €/m2;+ 2,5 %;+ 1,2 %;n.d.
Julio 2008;4.784 €/m2;- 2,3 %;- 1,4 %;n.d.
Junio 2008;4.895 €/m2;+ 1,1 %;+ 2,0 %;n.d.
Mayo 2008;4.843 €/m2;- 0,2 %;+ 5,4 %;n.d.
Abril 2008;4.852 €/m2;+ 1,1 %;+ 4,2 %;n.d.
Marzo 2008;4.799 €/m2;+ 4,4 %;n.d.;n.d.
Febrero 2008;4.596 €/m2;- 1,3 %;n.d.;n.d.
