Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Septiembre 2013;4.016 €/m2;+ 0,6 %;- 1,2 %;- 3,5 %
Agosto 2013;3.994 €/m2;- 1,2 %;- 2,4 %;- 4,5 %
Julio 2013;4.042 €/m2;- 0,6 %;- 2,1 %;- 3,7 %
Junio 2013;4.065 €/m2;- 0,7 %;- 2,2 %;- 3,1 %
Mayo 2013;4.092 €/m2;- 0,9 %;- 2,3 %;- 3,4 %
Abril 2013;4.130 €/m2;- 0,7 %;- 0,9 %;- 3,6 %
Marzo 2013;4.159 €/m2;- 0,8 %;- 0,7 %;- 4,0 %
Febrero 2013;4.190 €/m2;+ 0,5 %;+ 0,6 %;- 5,3 %
Enero 2013;4.168 €/m2;- 0,5 %;+ 0,2 %;- 6,2 %
Diciembre 2012;4.187 €/m2;+ 0,5 %;+ 0,6 %;- 6,0 %
Noviembre 2012;4.165 €/m2;+ 0,1 %;- 0,4 %;- 7,4 %
Octubre 2012;4.161 €/m2;0,0 %;- 0,9 %;- 7,1 %
Septiembre 2012;4.160 €/m2;- 0,5 %;- 0,8 %;- 6,7 %
Agosto 2012;4.182 €/m2;- 0,4 %;- 1,3 %;- 7,0 %
Julio 2012;4.198 €/m2;0,0 %;- 2,0 %;- 8,8 %
Junio 2012;4.196 €/m2;- 1,0 %;- 3,2 %;- 8,9 %
Mayo 2012;4.237 €/m2;- 1,1 %;- 4,2 %;- 8,1 %
Abril 2012;4.285 €/m2;- 1,1 %;- 3,5 %;- 7,3 %
Marzo 2012;4.334 €/m2;- 2,0 %;- 2,7 %;- 6,6 %
Febrero 2012;4.423 €/m2;- 0,4 %;- 1,7 %;- 4,6 %
Enero 2012;4.442 €/m2;- 0,3 %;- 0,8 %;- 4,5 %
Diciembre 2011;4.454 €/m2;- 1,0 %;- 0,1 %;- 4,3 %
Noviembre 2011;4.498 €/m2;+ 0,5 %;+ 0,1 %;- 4,8 %
Octubre 2011;4.476 €/m2;+ 0,4 %;- 2,7 %;- 4,1 %
Septiembre 2011;4.461 €/m2;- 0,8 %;- 3,2 %;- 5,2 %
Agosto 2011;4.496 €/m2;- 2,3 %;- 2,5 %;- 4,9 %
Julio 2011;4.602 €/m2;- 0,1 %;- 0,4 %;- 3,1 %
Junio 2011;4.607 €/m2;0,0 %;- 0,7 %;- 2,7 %
Mayo 2011;4.609 €/m2;- 0,3 %;- 0,5 %;- 2,3 %
Abril 2011;4.622 €/m2;- 0,4 %;- 0,7 %;- 1,1 %
Marzo 2011;4.641 €/m2;+ 0,2 %;- 0,3 %;- 1,3 %
Febrero 2011;4.634 €/m2;- 0,4 %;- 1,9 %;- 1,5 %
Enero 2011;4.652 €/m2;0,0 %;- 0,3 %;- 1,2 %
Diciembre 2010;4.654 €/m2;- 1,5 %;- 1,1 %;- 1,4 %
Noviembre 2010;4.723 €/m2;+ 1,2 %;- 0,1 %;- 1,2 %
Octubre 2010;4.666 €/m2;- 0,9 %;- 1,8 %;- 2,4 %
Septiembre 2010;4.706 €/m2;- 0,5 %;- 0,6 %;- 0,7 %
Agosto 2010;4.729 €/m2;- 0,5 %;+ 0,2 %;+ 0,6 %
Julio 2010;4.751 €/m2;+ 0,3 %;+ 1,7 %;+ 0,8 %
Junio 2010;4.734 €/m2;+ 0,3 %;+ 0,6 %;- 2,9 %
Mayo 2010;4.720 €/m2;+ 1,0 %;+ 0,4 %;- 3,9 %
Abril 2010;4.673 €/m2;- 0,7 %;- 0,7 %;- 6,9 %
Marzo 2010;4.704 €/m2;0,0 %;- 0,3 %;- 5,1 %
Febrero 2010;4.703 €/m2;- 0,1 %;- 1,6 %;- 4,0 %
Enero 2010;4.707 €/m2;- 0,2 %;- 1,6 %;- 3,0 %
Diciembre 2009;4.718 €/m2;- 1,3 %;- 0,4 %;- 1,2 %
Noviembre 2009;4.781 €/m2;0,0 %;+ 1,7 %;- 0,5 %
Octubre 2009;4.783 €/m2;+ 0,9 %;+ 1,4 %;- 2,3 %
Septiembre 2009;4.738 €/m2;+ 0,8 %;- 2,9 %;- 0,8 %
Agosto 2009;4.702 €/m2;- 0,3 %;- 4,3 %;- 4,2 %
Julio 2009;4.715 €/m2;- 3,3 %;- 6,0 %;- 2,7 %
Junio 2009;4.878 €/m2;- 0,7 %;- 1,6 %;+ 0,7 %
Mayo 2009;4.911 €/m2;- 2,1 %;+ 0,3 %;+ 5,8 %
Abril 2009;5.018 €/m2;+ 1,2 %;+ 3,4 %;+ 6,6 %
Marzo 2009;4.957 €/m2;+ 1,2 %;+ 3,8 %;+ 1,0 %
Febrero 2009;4.897 €/m2;+ 0,9 %;+ 1,9 %;+ 4,2 %
Enero 2009;4.853 €/m2;+ 1,6 %;- 0,8 %;+ 2,2 %
Diciembre 2008;4.776 €/m2;- 0,6 %;0,0 %;+ 3,0 %
Noviembre 2008;4.806 €/m2;- 1,8 %;- 2,1 %;- 2,1 %
Octubre 2008;4.894 €/m2;+ 2,4 %;+ 1,0 %;n.d.
Septiembre 2008;4.778 €/m2;- 2,6 %;- 1,4 %;n.d.
Agosto 2008;4.907 €/m2;+ 1,3 %;+ 5,7 %;n.d.
Julio 2008;4.845 €/m2;0,0 %;+ 3,0 %;n.d.
Junio 2008;4.845 €/m2;+ 4,4 %;- 1,2 %;n.d.
Mayo 2008;4.643 €/m2;- 1,3 %;- 1,2 %;n.d.
Abril 2008;4.706 €/m2;- 4,1 %;- 0,9 %;n.d.
Marzo 2008;4.906 €/m2;+ 4,4 %;+ 5,8 %;n.d.
Febrero 2008;4.701 €/m2;- 1,0 %;- 4,2 %;n.d.
Enero 2008;4.749 €/m2;+ 2,4 %;n.d.;n.d.
Diciembre 2007;4.636 €/m2;- 5,5 %;n.d.;n.d.
Noviembre 2007;4.906 €/m2;n.d.;n.d.;n.d.
