Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Abril 2021;5.097 €/m2;+ 0,2 %;+ 1,5 %;- 0,9 %
Marzo 2021;5.084 €/m2;+ 0,6 %;+ 1,7 %;- 0,7 %
Febrero 2021;5.056 €/m2;+ 0,7 %;+ 0,8 %;- 1,0 %
Enero 2021;5.020 €/m2;+ 0,4 %;- 0,4 %;- 1,0 %
Diciembre 2020;4.999 €/m2;- 0,4 %;- 1,1 %;- 1,1 %
Noviembre 2020;5.018 €/m2;- 0,4 %;- 1,0 %;- 0,1 %
Octubre 2020;5.040 €/m2;- 0,3 %;- 1,4 %;0,0 %
Septiembre 2020;5.056 €/m2;- 0,3 %;- 2,4 %;+ 1,5 %
Agosto 2020;5.068 €/m2;- 0,8 %;- 2,1 %;+ 2,8 %
Julio 2020;5.109 €/m2;- 1,4 %;- 0,6 %;+ 3,4 %
Junio 2020;5.180 €/m2;0,0 %;+ 1,2 %;+ 5,0 %
Mayo 2020;5.179 €/m2;+ 0,7 %;+ 1,4 %;+ 2,5 %
Abril 2020;5.143 €/m2;+ 0,5 %;+ 1,4 %;+ 0,8 %
Marzo 2020;5.118 €/m2;+ 0,3 %;+ 1,2 %;- 1,1 %
Febrero 2020;5.105 €/m2;+ 0,7 %;+ 1,7 %;- 1,8 %
Enero 2020;5.070 €/m2;+ 0,3 %;+ 0,5 %;- 2,3 %
Diciembre 2019;5.056 €/m2;+ 0,7 %;+ 1,5 %;- 2,7 %
Noviembre 2019;5.022 €/m2;- 0,4 %;+ 1,9 %;- 3,7 %
Octubre 2019;5.043 €/m2;+ 1,3 %;+ 2,0 %;- 2,5 %
Septiembre 2019;4.980 €/m2;+ 1,0 %;+ 0,9 %;- 2,7 %
Agosto 2019;4.931 €/m2;- 0,2 %;- 2,4 %;- 2,1 %
Julio 2019;4.941 €/m2;+ 0,2 %;- 3,1 %;- 0,4 %
Junio 2019;4.934 €/m2;- 2,3 %;- 4,6 %;+ 0,4 %
Mayo 2019;5.051 €/m2;- 1,0 %;- 2,8 %;+ 2,7 %
Abril 2019;5.102 €/m2;- 1,4 %;- 1,6 %;+ 4,3 %
Marzo 2019;5.174 €/m2;- 0,4 %;- 0,5 %;+ 7,4 %
Febrero 2019;5.196 €/m2;+ 0,2 %;- 0,4 %;+ 9,1 %
Enero 2019;5.187 €/m2;- 0,2 %;+ 0,3 %;+ 10,3 %
Diciembre 2018;5.198 €/m2;- 0,3 %;+ 1,5 %;+ 12,2 %
Noviembre 2018;5.216 €/m2;+ 0,9 %;+ 3,6 %;+ 13,8 %
Octubre 2018;5.170 €/m2;+ 1,0 %;+ 4,2 %;+ 13,4 %
Septiembre 2018;5.121 €/m2;+ 1,7 %;+ 4,2 %;+ 13,4 %
Agosto 2018;5.037 €/m2;+ 1,5 %;+ 2,4 %;+ 12,2 %
Julio 2018;4.961 €/m2;+ 0,9 %;+ 1,5 %;+ 11,7 %
Junio 2018;4.916 €/m2;- 0,1 %;+ 2,1 %;+ 11,4 %
Mayo 2018;4.919 €/m2;+ 0,6 %;+ 3,3 %;+ 11,7 %
Abril 2018;4.889 €/m2;+ 1,5 %;+ 4,0 %;+ 11,5 %
Marzo 2018;4.816 €/m2;+ 1,1 %;+ 3,9 %;+ 11,0 %
Febrero 2018;4.763 €/m2;+ 1,3 %;+ 3,9 %;+ 10,9 %
Enero 2018;4.702 €/m2;+ 1,4 %;+ 3,1 %;+ 10,4 %
Diciembre 2017;4.635 €/m2;+ 1,1 %;+ 2,6 %;+ 9,2 %
Noviembre 2017;4.584 €/m2;+ 0,6 %;+ 2,1 %;+ 7,5 %
Octubre 2017;4.559 €/m2;+ 1,0 %;+ 2,7 %;+ 6,7 %
Septiembre 2017;4.516 €/m2;+ 0,6 %;+ 2,3 %;+ 5,6 %
Agosto 2017;4.488 €/m2;+ 1,1 %;+ 1,9 %;+ 5,6 %
Julio 2017;4.439 €/m2;+ 0,6 %;+ 1,2 %;+ 5,8 %
Junio 2017;4.414 €/m2;+ 0,2 %;+ 1,8 %;+ 6,0 %
Mayo 2017;4.404 €/m2;+ 0,4 %;+ 2,5 %;+ 5,2 %
Abril 2017;4.385 €/m2;+ 1,1 %;+ 2,9 %;+ 5,6 %
Marzo 2017;4.338 €/m2;+ 1,0 %;+ 2,2 %;+ 5,2 %
Febrero 2017;4.295 €/m2;+ 0,8 %;+ 0,7 %;+ 5,4 %
Enero 2017;4.259 €/m2;+ 0,3 %;- 0,3 %;+ 4,9 %
Diciembre 2016;4.245 €/m2;- 0,4 %;- 0,7 %;+ 5,5 %
Noviembre 2016;4.264 €/m2;- 0,2 %;+ 0,4 %;+ 5,8 %
Octubre 2016;4.273 €/m2;0,0 %;+ 1,8 %;+ 6,8 %
Septiembre 2016;4.275 €/m2;+ 0,6 %;+ 2,6 %;+ 6,5 %
Agosto 2016;4.249 €/m2;+ 1,2 %;+ 1,5 %;+ 6,1 %
Julio 2016;4.197 €/m2;+ 0,7 %;+ 1,1 %;+ 4,3 %
Junio 2016;4.165 €/m2;- 0,5 %;+ 1,0 %;+ 3,7 %
Mayo 2016;4.187 €/m2;+ 0,9 %;+ 2,7 %;+ 5,1 %
Abril 2016;4.151 €/m2;+ 0,6 %;+ 2,2 %;+ 4,7 %
Marzo 2016;4.125 €/m2;+ 1,2 %;+ 2,5 %;+ 4,0 %
Febrero 2016;4.076 €/m2;+ 0,4 %;+ 1,1 %;+ 3,2 %
Enero 2016;4.061 €/m2;+ 0,9 %;+ 1,5 %;+ 3,3 %
Diciembre 2015;4.023 €/m2;- 0,2 %;+ 0,2 %;+ 3,1 %
Noviembre 2015;4.031 €/m2;+ 0,8 %;+ 0,7 %;+ 3,0 %
Octubre 2015;4.001 €/m2;- 0,3 %;- 0,5 %;+ 2,5 %
Septiembre 2015;4.014 €/m2;+ 0,2 %;- 0,1 %;+ 3,1 %
Agosto 2015;4.004 €/m2;- 0,5 %;+ 0,5 %;+ 3,1 %
Julio 2015;4.023 €/m2;+ 0,1 %;+ 1,4 %;+ 3,0 %
Junio 2015;4.017 €/m2;+ 0,8 %;+ 1,3 %;+ 3,2 %
Mayo 2015;3.985 €/m2;+ 0,5 %;+ 0,9 %;+ 3,3 %
Abril 2015;3.966 €/m2;0,0 %;+ 0,9 %;+ 2,6 %
Marzo 2015;3.966 €/m2;+ 0,4 %;+ 1,6 %;+ 2,9 %
Febrero 2015;3.950 €/m2;+ 0,5 %;+ 0,9 %;+ 2,7 %
Enero 2015;3.930 €/m2;+ 0,7 %;+ 0,7 %;+ 1,9 %
Diciembre 2014;3.903 €/m2;- 0,3 %;+ 0,2 %;+ 0,8 %
Noviembre 2014;3.915 €/m2;+ 0,3 %;+ 0,8 %;+ 0,2 %
Octubre 2014;3.904 €/m2;+ 0,2 %;- 0,1 %;+ 0,2 %
Septiembre 2014;3.895 €/m2;+ 0,3 %;0,0 %;- 0,8 %
Agosto 2014;3.883 €/m2;- 0,6 %;+ 0,7 %;- 1,0 %
Julio 2014;3.907 €/m2;+ 0,4 %;+ 1,0 %;- 0,9 %
Junio 2014;3.893 €/m2;+ 0,9 %;+ 1,0 %;- 1,6 %
Mayo 2014;3.858 €/m2;- 0,2 %;+ 0,3 %;- 2,6 %
Abril 2014;3.867 €/m2;+ 0,4 %;+ 0,3 %;- 3,1 %
Marzo 2014;3.853 €/m2;+ 0,2 %;- 0,5 %;- 3,6 %
Febrero 2014;3.846 €/m2;- 0,2 %;- 1,5 %;- 4,7 %
Enero 2014;3.856 €/m2;- 0,5 %;- 1,0 %;- 4,9 %
Diciembre 2013;3.873 €/m2;- 0,8 %;- 1,3 %;- 4,4 %
Noviembre 2013;3.906 €/m2;+ 0,2 %;- 0,4 %;- 4,4 %
Octubre 2013;3.896 €/m2;- 0,8 %;- 1,2 %;- 5,7 %
Septiembre 2013;3.926 €/m2;+ 0,1 %;- 0,8 %;- 4,7 %
Agosto 2013;3.922 €/m2;- 0,5 %;- 1,0 %;- 5,9 %
Julio 2013;3.943 €/m2;- 0,3 %;- 1,2 %;- 6,5 %
Junio 2013;3.957 €/m2;- 0,1 %;- 1,0 %;- 6,9 %
Mayo 2013;3.961 €/m2;- 0,7 %;- 1,8 %;- 7,3 %
Abril 2013;3.990 €/m2;- 0,1 %;- 1,6 %;- 7,3 %
Marzo 2013;3.995 €/m2;- 1,0 %;- 1,4 %;- 6,9 %
Febrero 2013;4.035 €/m2;- 0,5 %;- 1,3 %;- 6,9 %
Enero 2013;4.055 €/m2;+ 0,1 %;- 1,9 %;- 7,3 %
Diciembre 2012;4.051 €/m2;- 0,9 %;- 1,6 %;- 7,3 %
Noviembre 2012;4.087 €/m2;- 1,1 %;- 2,0 %;- 7,5 %
Octubre 2012;4.134 €/m2;+ 0,4 %;- 1,9 %;- 7,0 %
Septiembre 2012;4.119 €/m2;- 1,2 %;- 3,1 %;- 7,8 %
Agosto 2012;4.169 €/m2;- 1,1 %;- 2,4 %;- 6,8 %
Julio 2012;4.215 €/m2;- 0,8 %;- 2,0 %;- 7,2 %
Junio 2012;4.251 €/m2;- 0,5 %;- 1,0 %;- 7,8 %
Mayo 2012;4.273 €/m2;- 0,7 %;- 1,5 %;- 7,0 %
Abril 2012;4.302 €/m2;+ 0,2 %;- 1,6 %;- 6,0 %
Marzo 2012;4.293 €/m2;- 1,0 %;- 1,7 %;- 6,2 %
Febrero 2012;4.336 €/m2;- 0,9 %;- 1,9 %;- 6,1 %
Enero 2012;4.374 €/m2;+ 0,1 %;- 1,6 %;- 6,1 %
Diciembre 2011;4.368 €/m2;- 1,2 %;- 2,2 %;- 7,0 %
Noviembre 2011;4.420 €/m2;- 0,6 %;- 1,2 %;- 5,4 %
Octubre 2011;4.446 €/m2;- 0,4 %;- 2,1 %;- 6,1 %
Septiembre 2011;4.465 €/m2;- 0,2 %;- 3,1 %;- 4,5 %
Agosto 2011;4.473 €/m2;- 1,5 %;- 2,7 %;- 3,9 %
Julio 2011;4.540 €/m2;- 1,5 %;- 0,8 %;- 2,8 %
Junio 2011;4.609 €/m2;+ 0,3 %;+ 0,7 %;- 1,8 %
Mayo 2011;4.596 €/m2;+ 0,5 %;- 0,5 %;- 2,7 %
Abril 2011;4.576 €/m2;0,0 %;- 1,7 %;- 0,4 %
Marzo 2011;4.577 €/m2;- 0,9 %;- 2,6 %;+ 0,7 %
Febrero 2011;4.619 €/m2;- 0,8 %;- 1,2 %;+ 1,3 %
Enero 2011;4.655 €/m2;- 0,9 %;- 1,7 %;+ 0,7 %
Diciembre 2010;4.699 €/m2;+ 0,5 %;+ 0,5 %;+ 2,4 %
Noviembre 2010;4.674 €/m2;- 1,3 %;+ 0,4 %;+ 1,1 %
Octubre 2010;4.737 €/m2;+ 1,3 %;+ 1,4 %;+ 4,0 %
Septiembre 2010;4.675 €/m2;+ 0,5 %;- 0,4 %;+ 3,0 %
Agosto 2010;4.654 €/m2;- 0,3 %;- 1,5 %;+ 5,6 %
Julio 2010;4.669 €/m2;- 0,5 %;+ 1,7 %;+ 4,7 %
Junio 2010;4.694 €/m2;- 0,7 %;+ 3,3 %;+ 1,8 %
Mayo 2010;4.726 €/m2;+ 2,9 %;+ 3,7 %;+ 1,5 %
Abril 2010;4.593 €/m2;+ 1,1 %;- 0,7 %;- 4,2 %
Marzo 2010;4.545 €/m2;- 0,3 %;- 0,9 %;- 5,5 %
Febrero 2010;4.559 €/m2;- 1,4 %;- 1,4 %;- 3,1 %
Enero 2010;4.624 €/m2;+ 0,8 %;+ 1,5 %;- 2,5 %
Diciembre 2009;4.588 €/m2;- 0,8 %;+ 1,1 %;+ 1,5 %
Noviembre 2009;4.624 €/m2;+ 1,5 %;+ 4,9 %;- 0,6 %
Octubre 2009;4.556 €/m2;+ 0,4 %;+ 2,2 %;- 1,8 %
Septiembre 2009;4.537 €/m2;+ 2,9 %;- 1,6 %;- 4,3 %
Agosto 2009;4.409 €/m2;- 1,1 %;- 5,3 %;- 5,7 %
Julio 2009;4.458 €/m2;- 3,3 %;- 7,0 %;- 4,7 %
Junio 2009;4.609 €/m2;- 1,0 %;- 4,1 %;- 0,6 %
Mayo 2009;4.655 €/m2;- 2,9 %;- 1,1 %;+ 0,9 %
Abril 2009;4.793 €/m2;- 0,3 %;+ 1,1 %;+ 0,7 %
Marzo 2009;4.808 €/m2;+ 2,2 %;+ 6,3 %;- 1,9 %
Febrero 2009;4.706 €/m2;- 0,7 %;+ 1,2 %;- 1,1 %
Enero 2009;4.740 €/m2;+ 4,8 %;+ 2,2 %;+ 1,6 %
Diciembre 2008;4.522 €/m2;- 2,8 %;- 4,6 %;- 0,6 %
Noviembre 2008;4.651 €/m2;+ 0,3 %;- 0,5 %;+ 0,9 %
Octubre 2008;4.639 €/m2;- 2,2 %;- 0,8 %;+ 2,6 %
Septiembre 2008;4.742 €/m2;+ 1,5 %;+ 2,3 %;n.d.
Agosto 2008;4.674 €/m2;0,0 %;+ 1,3 %;n.d.
Julio 2008;4.676 €/m2;+ 0,9 %;- 1,8 %;n.d.
Junio 2008;4.637 €/m2;+ 0,5 %;- 5,4 %;n.d.
Mayo 2008;4.615 €/m2;- 3,0 %;- 3,0 %;n.d.
Abril 2008;4.760 €/m2;- 2,9 %;+ 2,1 %;n.d.
Marzo 2008;4.901 €/m2;+ 3,0 %;+ 7,7 %;n.d.
Febrero 2008;4.756 €/m2;+ 2,0 %;+ 3,1 %;n.d.
Enero 2008;4.664 €/m2;+ 2,5 %;+ 3,2 %;n.d.
Diciembre 2007;4.549 €/m2;- 1,4 %;n.d.;n.d.
Noviembre 2007;4.611 €/m2;+ 2,0 %;n.d.;n.d.
Octubre 2007;4.521 €/m2;n.d.;n.d.;n.d.
