Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Enero 2014;2.588 €/m2;- 0,2 %;- 0,5 %;- 8,3 %
Diciembre 2013;2.594 €/m2;+ 0,4 %;- 0,4 %;- 7,8 %
Noviembre 2013;2.585 €/m2;- 0,6 %;+ 0,6 %;- 8,8 %
Octubre 2013;2.600 €/m2;- 0,2 %;- 0,8 %;- 10,7 %
Septiembre 2013;2.605 €/m2;+ 1,4 %;- 1,7 %;- 11,7 %
Agosto 2013;2.570 €/m2;- 2,0 %;- 6,4 %;- 12,1 %
Julio 2013;2.622 €/m2;- 1,1 %;- 4,4 %;- 10,9 %
Junio 2013;2.651 €/m2;- 3,4 %;- 2,9 %;- 10,3 %
Mayo 2013;2.745 €/m2;0,0 %;- 1,9 %;- 8,6 %
Abril 2013;2.744 €/m2;+ 0,5 %;- 2,8 %;- 10,0 %
Marzo 2013;2.730 €/m2;- 2,5 %;- 3,0 %;- 10,5 %
Febrero 2013;2.799 €/m2;- 0,9 %;- 1,2 %;- 7,5 %
Enero 2013;2.824 €/m2;+ 0,4 %;- 3,0 %;- 6,7 %
Diciembre 2012;2.813 €/m2;- 0,7 %;- 4,6 %;- 7,1 %
Noviembre 2012;2.834 €/m2;- 2,7 %;- 3,0 %;- 8,5 %
Octubre 2012;2.911 €/m2;- 1,3 %;- 1,1 %;- 6,4 %
Septiembre 2012;2.949 €/m2;+ 0,9 %;- 0,2 %;- 5,0 %
Agosto 2012;2.923 €/m2;- 0,7 %;- 2,7 %;- 6,4 %
Julio 2012;2.944 €/m2;- 0,4 %;- 3,5 %;- 7,2 %
Junio 2012;2.956 €/m2;- 1,6 %;- 3,1 %;- 9,0 %
Mayo 2012;3.002 €/m2;- 1,5 %;- 0,8 %;- 7,5 %
Abril 2012;3.049 €/m2;0,0 %;+ 0,7 %;- 6,5 %
Marzo 2012;3.049 €/m2;+ 0,8 %;+ 0,7 %;- 3,8 %
Febrero 2012;3.027 €/m2;0,0 %;- 2,3 %;- 5,1 %
Enero 2012;3.028 €/m2;0,0 %;- 2,6 %;- 4,1 %
Diciembre 2011;3.029 €/m2;- 2,2 %;- 2,4 %;- 5,9 %
Noviembre 2011;3.098 €/m2;- 0,4 %;- 0,8 %;- 4,4 %
Octubre 2011;3.109 €/m2;+ 0,2 %;- 1,9 %;- 3,5 %
Septiembre 2011;3.103 €/m2;- 0,6 %;- 4,5 %;- 1,3 %
Agosto 2011;3.121 €/m2;- 1,6 %;- 3,9 %;- 1,7 %
Julio 2011;3.171 €/m2;- 2,4 %;- 2,7 %;- 2,2 %
Junio 2011;3.249 €/m2;+ 0,1 %;+ 2,5 %;- 0,3 %
Mayo 2011;3.246 €/m2;- 0,4 %;+ 1,8 %;- 1,7 %
Abril 2011;3.260 €/m2;+ 2,9 %;+ 3,3 %;- 2,4 %
Marzo 2011;3.169 €/m2;- 0,7 %;- 1,6 %;- 3,3 %
Febrero 2011;3.190 €/m2;+ 1,1 %;- 1,5 %;- 0,3 %
Enero 2011;3.156 €/m2;- 2,0 %;- 2,1 %;- 1,9 %
Diciembre 2010;3.221 €/m2;- 0,6 %;+ 2,4 %;- 2,1 %
Noviembre 2010;3.240 €/m2;+ 0,5 %;+ 2,0 %;- 1,2 %
Octubre 2010;3.223 €/m2;+ 2,5 %;- 0,6 %;- 1,4 %
Septiembre 2010;3.144 €/m2;- 1,0 %;- 3,5 %;- 2,1 %
Agosto 2010;3.175 €/m2;- 2,1 %;- 3,9 %;- 1,7 %
Julio 2010;3.243 €/m2;- 0,4 %;- 2,9 %;- 1,0 %
Junio 2010;3.257 €/m2;- 1,4 %;- 0,6 %;- 0,7 %
Mayo 2010;3.303 €/m2;- 1,1 %;+ 3,2 %;- 2,4 %
Abril 2010;3.339 €/m2;+ 1,9 %;+ 3,8 %;- 3,4 %
Marzo 2010;3.277 €/m2;+ 2,4 %;- 0,4 %;- 10,5 %
Febrero 2010;3.200 €/m2;- 0,5 %;- 2,4 %;- 4,4 %
Enero 2010;3.216 €/m2;- 2,3 %;- 1,6 %;- 4,9 %
Diciembre 2009;3.291 €/m2;+ 0,4 %;+ 2,5 %;- 6,7 %
Noviembre 2009;3.278 €/m2;+ 0,2 %;+ 1,5 %;- 6,3 %
Octubre 2009;3.269 €/m2;+ 1,8 %;- 0,2 %;- 7,0 %
Septiembre 2009;3.212 €/m2;- 0,5 %;- 2,1 %;- 7,7 %
Agosto 2009;3.228 €/m2;- 1,4 %;- 4,7 %;- 8,8 %
Julio 2009;3.275 €/m2;- 0,1 %;- 5,3 %;- 5,5 %
Junio 2009;3.280 €/m2;- 3,1 %;- 10,5 %;+ 2,2 %
Mayo 2009;3.386 €/m2;- 2,1 %;+ 1,1 %;+ 4,5 %
Abril 2009;3.458 €/m2;- 5,6 %;+ 2,2 %;n.d.
Marzo 2009;3.663 €/m2;+ 9,4 %;+ 3,8 %;n.d.
Febrero 2009;3.349 €/m2;- 1,0 %;- 4,3 %;n.d.
Enero 2009;3.384 €/m2;- 4,1 %;- 3,8 %;n.d.
Diciembre 2008;3.528 €/m2;+ 0,8 %;+ 1,3 %;n.d.
Noviembre 2008;3.499 €/m2;- 0,5 %;- 1,2 %;n.d.
Octubre 2008;3.517 €/m2;+ 1,0 %;+ 1,5 %;n.d.
Septiembre 2008;3.482 €/m2;- 1,7 %;+ 8,5 %;n.d.
Agosto 2008;3.542 €/m2;+ 2,2 %;+ 9,3 %;n.d.
Julio 2008;3.465 €/m2;+ 8,0 %;n.d.;n.d.
Junio 2008;3.209 €/m2;- 1,0 %;n.d.;n.d.
Mayo 2008;3.240 €/m2;n.d.;n.d.;n.d.
