Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2021;3.673 €/m2;+ 0,3 %;+ 0,3 %;- 0,4 %
Enero 2021;3.663 €/m2;+ 0,4 %;+ 0,1 %;+ 0,8 %
Diciembre 2020;3.649 €/m2;- 0,3 %;- 0,3 %;- 0,2 %
Noviembre 2020;3.661 €/m2;0,0 %;- 0,2 %;- 0,9 %
Octubre 2020;3.661 €/m2;0,0 %;- 0,6 %;- 1,4 %
Septiembre 2020;3.660 €/m2;- 0,2 %;- 1,0 %;- 1,5 %
Agosto 2020;3.669 €/m2;- 0,3 %;- 0,3 %;- 1,3 %
Julio 2020;3.682 €/m2;- 0,4 %;- 0,9 %;- 0,5 %
Junio 2020;3.696 €/m2;+ 0,5 %;- 0,8 %;- 0,6 %
Mayo 2020;3.679 €/m2;- 0,9 %;- 0,3 %;- 1,2 %
Abril 2020;3.714 €/m2;- 0,3 %;+ 2,2 %;- 0,5 %
Marzo 2020;3.725 €/m2;+ 1,0 %;+ 1,9 %;0,0 %
Febrero 2020;3.689 €/m2;+ 1,5 %;- 0,1 %;- 0,1 %
Enero 2020;3.635 €/m2;- 0,6 %;- 2,1 %;- 0,3 %
Diciembre 2019;3.656 €/m2;- 1,0 %;- 1,6 %;+ 0,7 %
Noviembre 2019;3.694 €/m2;- 0,6 %;- 0,7 %;+ 2,0 %
Octubre 2019;3.715 €/m2;0,0 %;+ 0,3 %;+ 3,5 %
Septiembre 2019;3.716 €/m2;- 0,1 %;- 0,1 %;+ 4,8 %
Agosto 2019;3.719 €/m2;+ 0,4 %;- 0,1 %;+ 6,1 %
Julio 2019;3.702 €/m2;- 0,5 %;- 0,8 %;+ 6,9 %
Junio 2019;3.719 €/m2;- 0,1 %;- 0,2 %;+ 7,4 %
Mayo 2019;3.722 €/m2;- 0,2 %;+ 0,8 %;+ 8,4 %
Abril 2019;3.731 €/m2;+ 0,2 %;+ 2,4 %;+ 11,3 %
Marzo 2019;3.725 €/m2;+ 0,9 %;+ 2,6 %;+ 13,2 %
Febrero 2019;3.693 €/m2;+ 1,3 %;+ 1,9 %;+ 15,6 %
Enero 2019;3.644 €/m2;+ 0,4 %;+ 1,6 %;+ 17,2 %
Diciembre 2018;3.629 €/m2;+ 0,2 %;+ 2,3 %;+ 17,6 %
Noviembre 2018;3.623 €/m2;+ 1,0 %;+ 3,4 %;+ 16,8 %
Octubre 2018;3.588 €/m2;+ 1,2 %;+ 3,6 %;+ 14,9 %
Septiembre 2018;3.546 €/m2;+ 1,2 %;+ 2,4 %;+ 16,1 %
Agosto 2018;3.503 €/m2;+ 1,2 %;+ 2,1 %;+ 16,9 %
Julio 2018;3.463 €/m2;0,0 %;+ 3,3 %;+ 17,9 %
Junio 2018;3.463 €/m2;+ 0,9 %;+ 5,2 %;+ 19,0 %
Mayo 2018;3.433 €/m2;+ 2,4 %;+ 7,4 %;+ 18,9 %
Abril 2018;3.354 €/m2;+ 1,9 %;+ 7,9 %;+ 18,3 %
Marzo 2018;3.291 €/m2;+ 3,0 %;+ 6,6 %;+ 17,0 %
Febrero 2018;3.195 €/m2;+ 2,8 %;+ 3,0 %;+ 14,4 %
Enero 2018;3.109 €/m2;+ 0,7 %;- 0,5 %;+ 11,4 %
Diciembre 2017;3.086 €/m2;- 0,5 %;+ 1,0 %;+ 11,4 %
Noviembre 2017;3.101 €/m2;- 0,7 %;+ 3,5 %;+ 12,8 %
Octubre 2017;3.123 €/m2;+ 2,2 %;+ 6,3 %;+ 13,7 %
Septiembre 2017;3.055 €/m2;+ 1,9 %;+ 4,9 %;+ 11,2 %
Agosto 2017;2.997 €/m2;+ 2,0 %;+ 3,8 %;+ 9,8 %
Julio 2017;2.937 €/m2;+ 0,9 %;+ 3,6 %;+ 8,3 %
Junio 2017;2.911 €/m2;+ 0,8 %;+ 3,5 %;+ 8,0 %
Mayo 2017;2.887 €/m2;+ 1,8 %;+ 3,4 %;+ 8,6 %
Abril 2017;2.836 €/m2;+ 0,8 %;+ 1,6 %;+ 7,7 %
Marzo 2017;2.813 €/m2;+ 0,8 %;+ 1,6 %;+ 7,5 %
Febrero 2017;2.792 €/m2;0,0 %;+ 1,6 %;+ 7,1 %
Enero 2017;2.792 €/m2;+ 0,8 %;+ 1,7 %;+ 6,5 %
Diciembre 2016;2.769 €/m2;+ 0,8 %;+ 0,8 %;+ 6,3 %
Noviembre 2016;2.749 €/m2;+ 0,1 %;+ 0,7 %;+ 5,5 %
Octubre 2016;2.746 €/m2;0,0 %;+ 1,3 %;+ 5,3 %
Septiembre 2016;2.747 €/m2;+ 0,6 %;+ 1,9 %;+ 5,3 %
Agosto 2016;2.730 €/m2;+ 0,7 %;+ 2,7 %;+ 5,3 %
Julio 2016;2.712 €/m2;+ 0,6 %;+ 3,0 %;+ 4,2 %
Junio 2016;2.697 €/m2;+ 1,5 %;+ 3,1 %;+ 4,6 %
Mayo 2016;2.657 €/m2;+ 0,9 %;+ 1,9 %;+ 3,8 %
Abril 2016;2.634 €/m2;+ 0,7 %;+ 0,5 %;+ 3,1 %
Marzo 2016;2.616 €/m2;+ 0,3 %;+ 0,4 %;+ 2,5 %
Febrero 2016;2.608 €/m2;- 0,5 %;+ 0,1 %;+ 1,6 %
Enero 2016;2.620 €/m2;+ 0,6 %;+ 0,5 %;+ 1,7 %
Diciembre 2015;2.605 €/m2;0,0 %;- 0,1 %;+ 1,2 %
Noviembre 2015;2.606 €/m2;0,0 %;+ 0,5 %;+ 1,1 %
Octubre 2015;2.607 €/m2;- 0,1 %;+ 0,2 %;+ 1,2 %
Septiembre 2015;2.608 €/m2;+ 0,6 %;+ 1,2 %;+ 0,6 %
Agosto 2015;2.593 €/m2;- 0,4 %;+ 1,3 %;+ 0,6 %
Julio 2015;2.603 €/m2;+ 1,0 %;+ 1,8 %;+ 0,4 %
Junio 2015;2.577 €/m2;+ 0,7 %;+ 1,0 %;- 1,0 %
Mayo 2015;2.560 €/m2;+ 0,2 %;- 0,3 %;- 1,3 %
Abril 2015;2.556 €/m2;+ 0,2 %;- 0,8 %;- 0,5 %
Marzo 2015;2.552 €/m2;- 0,6 %;- 0,9 %;- 1,5 %
Febrero 2015;2.567 €/m2;- 0,4 %;- 0,4 %;- 0,6 %
Enero 2015;2.577 €/m2;+ 0,1 %;+ 0,1 %;- 0,8 %
Diciembre 2014;2.575 €/m2;- 0,1 %;- 0,6 %;- 2,2 %
Noviembre 2014;2.578 €/m2;+ 0,1 %;+ 0,1 %;- 3,1 %
Octubre 2014;2.575 €/m2;- 0,6 %;- 0,7 %;- 4,1 %
Septiembre 2014;2.592 €/m2;+ 0,6 %;- 0,4 %;- 4,1 %
Agosto 2014;2.576 €/m2;- 0,6 %;- 0,7 %;- 2,9 %
Julio 2014;2.593 €/m2;- 0,4 %;+ 1,0 %;- 3,0 %
Junio 2014;2.602 €/m2;+ 0,3 %;+ 0,5 %;- 2,7 %
Mayo 2014;2.594 €/m2;+ 1,0 %;+ 0,5 %;- 4,3 %
Abril 2014;2.568 €/m2;- 0,8 %;- 1,2 %;- 6,5 %
Marzo 2014;2.589 €/m2;+ 0,3 %;- 1,7 %;- 6,5 %
Febrero 2014;2.582 €/m2;- 0,6 %;- 3,0 %;- 6,9 %
Enero 2014;2.598 €/m2;- 1,4 %;- 3,2 %;- 6,8 %
Diciembre 2013;2.634 €/m2;- 1,0 %;- 2,5 %;- 6,3 %
Noviembre 2013;2.661 €/m2;- 0,9 %;+ 0,3 %;- 6,7 %
Octubre 2013;2.684 €/m2;- 0,7 %;+ 0,4 %;- 8,1 %
Septiembre 2013;2.703 €/m2;+ 1,9 %;+ 1,0 %;- 7,8 %
Agosto 2013;2.653 €/m2;- 0,8 %;- 2,1 %;- 8,7 %
Julio 2013;2.674 €/m2;0,0 %;- 2,7 %;- 9,0 %
Junio 2013;2.675 €/m2;- 1,3 %;- 3,5 %;- 10,7 %
Mayo 2013;2.710 €/m2;- 1,3 %;- 2,3 %;- 10,4 %
Abril 2013;2.747 €/m2;- 0,9 %;- 1,4 %;- 10,3 %
Marzo 2013;2.771 €/m2;- 0,1 %;- 1,5 %;- 10,3 %
Febrero 2013;2.774 €/m2;- 0,5 %;- 2,8 %;- 11,4 %
Enero 2013;2.787 €/m2;- 0,9 %;- 4,6 %;- 11,7 %
Diciembre 2012;2.812 €/m2;- 1,4 %;- 4,1 %;- 10,9 %
Noviembre 2012;2.853 €/m2;- 2,4 %;- 1,8 %;- 11,1 %
Octubre 2012;2.922 €/m2;- 0,4 %;- 0,6 %;- 9,4 %
Septiembre 2012;2.932 €/m2;+ 1,0 %;- 2,1 %;- 9,4 %
Agosto 2012;2.904 €/m2;- 1,1 %;- 4,0 %;- 10,5 %
Julio 2012;2.938 €/m2;- 1,9 %;- 4,0 %;- 10,7 %
Junio 2012;2.995 €/m2;- 1,0 %;- 3,0 %;- 10,1 %
Mayo 2012;3.024 €/m2;- 1,2 %;- 3,4 %;- 9,9 %
Abril 2012;3.062 €/m2;- 0,8 %;- 3,0 %;- 8,6 %
Marzo 2012;3.088 €/m2;- 1,3 %;- 2,2 %;- 9,1 %
Febrero 2012;3.130 €/m2;- 0,9 %;- 2,4 %;- 7,7 %
Enero 2012;3.157 €/m2;0,0 %;- 2,1 %;- 6,9 %
Diciembre 2011;3.157 €/m2;- 1,6 %;- 2,5 %;- 7,1 %
Noviembre 2011;3.208 €/m2;- 0,5 %;- 1,1 %;- 6,3 %
Octubre 2011;3.225 €/m2;- 0,4 %;- 2,0 %;- 5,7 %
Septiembre 2011;3.238 €/m2;- 0,2 %;- 2,8 %;- 6,0 %
Agosto 2011;3.245 €/m2;- 1,4 %;- 3,3 %;- 6,1 %
Julio 2011;3.290 €/m2;- 1,2 %;- 1,8 %;- 5,1 %
Junio 2011;3.330 €/m2;- 0,8 %;- 2,0 %;- 4,9 %
Mayo 2011;3.355 €/m2;+ 0,1 %;- 1,1 %;- 3,4 %
Abril 2011;3.352 €/m2;- 1,3 %;- 1,2 %;- 3,3 %
Marzo 2011;3.397 €/m2;+ 0,1 %;0,0 %;- 2,1 %
Febrero 2011;3.393 €/m2;+ 0,1 %;- 0,9 %;- 3,0 %
Enero 2011;3.391 €/m2;- 0,2 %;- 0,9 %;- 3,0 %
Diciembre 2010;3.399 €/m2;- 0,7 %;- 1,3 %;- 2,2 %
Noviembre 2010;3.422 €/m2;0,0 %;- 1,0 %;- 2,1 %
Octubre 2010;3.421 €/m2;- 0,7 %;- 1,3 %;- 2,3 %
Septiembre 2010;3.444 €/m2;- 0,3 %;- 1,7 %;- 2,5 %
Agosto 2010;3.456 €/m2;- 0,3 %;- 0,5 %;- 2,0 %
Julio 2010;3.467 €/m2;- 1,0 %;0,0 %;- 2,7 %
Junio 2010;3.503 €/m2;+ 0,9 %;+ 1,0 %;- 1,3 %
Mayo 2010;3.472 €/m2;+ 0,1 %;- 0,7 %;+ 0,2 %
Abril 2010;3.467 €/m2;0,0 %;- 0,9 %;- 1,0 %
Marzo 2010;3.468 €/m2;- 0,8 %;- 0,2 %;- 1,7 %
Febrero 2010;3.497 €/m2;0,0 %;0,0 %;- 1,2 %
Enero 2010;3.497 €/m2;+ 0,6 %;- 0,1 %;+ 1,0 %
Diciembre 2009;3.476 €/m2;- 0,6 %;- 1,6 %;- 1,8 %
Noviembre 2009;3.497 €/m2;- 0,1 %;- 0,8 %;- 2,8 %
Octubre 2009;3.500 €/m2;- 0,9 %;- 1,8 %;- 3,0 %
Septiembre 2009;3.531 €/m2;+ 0,2 %;- 0,5 %;- 1,3 %
Agosto 2009;3.525 €/m2;- 1,1 %;+ 1,7 %;- 2,5 %
Julio 2009;3.564 €/m2;+ 0,4 %;+ 1,8 %;- 3,1 %
Junio 2009;3.550 €/m2;+ 2,4 %;+ 0,6 %;- 4,2 %
Mayo 2009;3.467 €/m2;- 1,0 %;- 2,1 %;- 6,4 %
Abril 2009;3.502 €/m2;- 0,8 %;+ 1,2 %;- 6,9 %
Marzo 2009;3.529 €/m2;- 0,3 %;- 0,3 %;- 7,9 %
Febrero 2009;3.541 €/m2;+ 2,3 %;- 1,6 %;- 7,1 %
Enero 2009;3.461 €/m2;- 2,2 %;- 4,1 %;- 8,5 %
Diciembre 2008;3.539 €/m2;- 1,7 %;- 1,1 %;- 8,3 %
Noviembre 2008;3.599 €/m2;- 0,3 %;- 0,5 %;- 4,6 %
Octubre 2008;3.608 €/m2;+ 0,9 %;- 1,9 %;- 0,8 %
Septiembre 2008;3.577 €/m2;- 1,1 %;- 3,5 %;+ 1,4 %
Agosto 2008;3.617 €/m2;- 1,7 %;- 2,3 %;- 2,1 %
Julio 2008;3.679 €/m2;- 0,7 %;- 2,2 %;- 2,8 %
Junio 2008;3.707 €/m2;+ 0,1 %;- 3,3 %;- 3,9 %
Mayo 2008;3.702 €/m2;- 1,5 %;- 2,9 %;- 1,5 %
Abril 2008;3.760 €/m2;- 1,9 %;- 0,6 %;n.d.
Marzo 2008;3.833 €/m2;+ 0,5 %;- 0,6 %;n.d.
Febrero 2008;3.813 €/m2;+ 0,8 %;+ 1,0 %;n.d.
Enero 2008;3.783 €/m2;- 1,9 %;+ 4,0 %;n.d.
Diciembre 2007;3.857 €/m2;+ 2,2 %;+ 9,3 %;n.d.
Noviembre 2007;3.774 €/m2;+ 3,7 %;+ 2,1 %;n.d.
Octubre 2007;3.639 €/m2;+ 3,2 %;- 3,9 %;n.d.
Septiembre 2007;3.527 €/m2;- 4,6 %;- 8,5 %;n.d.
Agosto 2007;3.696 €/m2;- 2,3 %;- 1,7 %;n.d.
Julio 2007;3.785 €/m2;- 1,9 %;n.d.;n.d.
Junio 2007;3.857 €/m2;+ 2,6 %;n.d.;n.d.
Mayo 2007;3.760 €/m2;n.d.;n.d.;n.d.
