Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2017;2.890 €/m2;+ 0,1 %;+ 0,4 %;+ 4,5 %
Enero 2017;2.888 €/m2;+ 0,1 %;+ 1,2 %;+ 4,9 %
Diciembre 2016;2.884 €/m2;+ 0,2 %;+ 1,9 %;+ 4,2 %
Noviembre 2016;2.879 €/m2;+ 0,9 %;+ 3,5 %;+ 4,5 %
Octubre 2016;2.855 €/m2;+ 0,8 %;+ 3,2 %;+ 3,9 %
Septiembre 2016;2.831 €/m2;+ 1,7 %;+ 2,3 %;+ 3,7 %
Agosto 2016;2.783 €/m2;+ 0,5 %;- 0,2 %;+ 2,2 %
Julio 2016;2.768 €/m2;0,0 %;+ 0,6 %;+ 0,5 %
Junio 2016;2.768 €/m2;- 0,8 %;+ 0,6 %;- 0,9 %
Mayo 2016;2.789 €/m2;+ 1,4 %;+ 0,8 %;+ 0,2 %
Abril 2016;2.751 €/m2;0,0 %;0,0 %;- 1,0 %
Marzo 2016;2.750 €/m2;- 0,6 %;- 0,6 %;- 1,7 %
Febrero 2016;2.766 €/m2;+ 0,5 %;+ 0,3 %;- 1,2 %
Enero 2016;2.752 €/m2;- 0,6 %;+ 0,2 %;- 0,7 %
Diciembre 2015;2.768 €/m2;+ 0,4 %;+ 1,4 %;+ 0,4 %
Noviembre 2015;2.757 €/m2;+ 0,3 %;+ 1,2 %;+ 0,3 %
Octubre 2015;2.747 €/m2;+ 0,6 %;- 0,3 %;+ 0,5 %
Septiembre 2015;2.730 €/m2;+ 0,2 %;- 2,3 %;- 0,2 %
Agosto 2015;2.723 €/m2;- 1,1 %;- 2,1 %;+ 0,3 %
Julio 2015;2.755 €/m2;- 1,4 %;- 0,9 %;+ 0,9 %
Junio 2015;2.793 €/m2;+ 0,4 %;- 0,2 %;+ 1,7 %
Mayo 2015;2.783 €/m2;+ 0,1 %;- 0,6 %;+ 0,7 %
Abril 2015;2.779 €/m2;- 0,7 %;+ 0,3 %;+ 1,2 %
Marzo 2015;2.798 €/m2;0,0 %;+ 1,5 %;+ 1,5 %
Febrero 2015;2.799 €/m2;+ 1,0 %;+ 1,8 %;+ 0,7 %
Enero 2015;2.770 €/m2;+ 0,5 %;+ 1,3 %;- 0,7 %
Diciembre 2014;2.757 €/m2;+ 0,3 %;+ 0,8 %;- 1,8 %
Noviembre 2014;2.750 €/m2;+ 0,6 %;+ 1,2 %;- 4,2 %
Octubre 2014;2.734 €/m2;- 0,1 %;+ 0,1 %;- 4,0 %
Septiembre 2014;2.736 €/m2;+ 0,7 %;- 0,4 %;- 4,3 %
Agosto 2014;2.716 €/m2;- 0,5 %;- 1,7 %;- 2,5 %
Julio 2014;2.731 €/m2;- 0,6 %;- 0,6 %;- 2,8 %
Junio 2014;2.747 €/m2;- 0,6 %;- 0,4 %;- 3,3 %
Mayo 2014;2.763 €/m2;+ 0,6 %;- 0,6 %;- 3,1 %
Abril 2014;2.746 €/m2;- 0,4 %;- 1,6 %;- 4,3 %
Marzo 2014;2.757 €/m2;- 0,8 %;- 1,9 %;- 5,1 %
Febrero 2014;2.780 €/m2;- 0,4 %;- 3,1 %;- 4,1 %
Enero 2014;2.790 €/m2;- 0,7 %;- 2,0 %;- 4,2 %
Diciembre 2013;2.809 €/m2;- 2,1 %;- 1,7 %;- 4,8 %
Noviembre 2013;2.869 €/m2;+ 0,7 %;+ 2,9 %;- 4,3 %
Octubre 2013;2.848 €/m2;- 0,3 %;+ 1,4 %;- 5,5 %
Septiembre 2013;2.858 €/m2;+ 2,5 %;+ 0,6 %;- 4,8 %
Agosto 2013;2.787 €/m2;- 0,8 %;- 2,2 %;- 7,1 %
Julio 2013;2.809 €/m2;- 1,1 %;- 2,2 %;- 6,9 %
Junio 2013;2.841 €/m2;- 0,4 %;- 2,2 %;- 6,7 %
Mayo 2013;2.851 €/m2;- 0,7 %;- 1,6 %;- 8,5 %
Abril 2013;2.871 €/m2;- 1,2 %;- 1,5 %;- 8,8 %
Marzo 2013;2.904 €/m2;+ 0,2 %;- 1,5 %;- 9,6 %
Febrero 2013;2.897 €/m2;- 0,5 %;- 3,3 %;- 10,9 %
Enero 2013;2.913 €/m2;- 1,2 %;- 3,3 %;- 10,9 %
Diciembre 2012;2.950 €/m2;- 1,6 %;- 1,7 %;- 10,1 %
Noviembre 2012;2.997 €/m2;- 0,6 %;- 0,1 %;- 9,4 %
Octubre 2012;3.014 €/m2;+ 0,4 %;- 0,1 %;- 9,4 %
Septiembre 2012;3.002 €/m2;+ 0,1 %;- 1,4 %;- 10,0 %
Agosto 2012;2.999 €/m2;- 0,6 %;- 3,7 %;- 10,0 %
Julio 2012;3.018 €/m2;- 0,9 %;- 4,1 %;- 10,0 %
Junio 2012;3.045 €/m2;- 2,2 %;- 5,2 %;- 9,8 %
Mayo 2012;3.114 €/m2;- 1,0 %;- 4,2 %;- 7,9 %
Abril 2012;3.146 €/m2;- 2,1 %;- 3,8 %;- 7,2 %
Marzo 2012;3.213 €/m2;- 1,1 %;- 2,1 %;- 5,3 %
Febrero 2012;3.250 €/m2;- 0,6 %;- 1,8 %;- 3,4 %
Enero 2012;3.270 €/m2;- 0,3 %;- 1,8 %;- 4,6 %
Diciembre 2011;3.281 €/m2;- 0,8 %;- 1,6 %;- 4,2 %
Noviembre 2011;3.309 €/m2;- 0,6 %;- 0,7 %;- 2,4 %
Octubre 2011;3.328 €/m2;- 0,2 %;- 0,8 %;- 0,1 %
Septiembre 2011;3.335 €/m2;+ 0,1 %;- 1,2 %;+ 1,1 %
Agosto 2011;3.332 €/m2;- 0,6 %;- 1,4 %;+ 1,3 %
Julio 2011;3.354 €/m2;- 0,7 %;- 1,1 %;+ 2,5 %
Junio 2011;3.376 €/m2;- 0,1 %;- 0,5 %;+ 3,0 %
Mayo 2011;3.380 €/m2;- 0,3 %;+ 0,5 %;+ 1,2 %
Abril 2011;3.390 €/m2;- 0,1 %;- 1,0 %;- 0,5 %
Marzo 2011;3.393 €/m2;+ 0,9 %;- 0,9 %;+ 1,8 %
Febrero 2011;3.364 €/m2;- 1,8 %;- 0,8 %;+ 1,2 %
Enero 2011;3.426 €/m2;0,0 %;+ 2,9 %;+ 4,5 %
Diciembre 2010;3.425 €/m2;+ 1,0 %;+ 3,9 %;+ 3,5 %
Noviembre 2010;3.392 €/m2;+ 1,8 %;+ 3,1 %;+ 2,9 %
Octubre 2010;3.331 €/m2;+ 1,0 %;+ 1,8 %;+ 0,3 %
Septiembre 2010;3.298 €/m2;+ 0,2 %;+ 0,6 %;+ 0,6 %
Agosto 2010;3.290 €/m2;+ 0,5 %;- 1,5 %;+ 0,2 %
Julio 2010;3.273 €/m2;- 0,2 %;- 3,9 %;- 1,2 %
Junio 2010;3.279 €/m2;- 1,8 %;- 1,6 %;- 1,2 %
Mayo 2010;3.341 €/m2;- 1,9 %;+ 0,5 %;- 2,1 %
Abril 2010;3.406 €/m2;+ 2,2 %;+ 3,9 %;- 0,5 %
Marzo 2010;3.333 €/m2;+ 0,3 %;+ 0,7 %;- 2,6 %
Febrero 2010;3.324 €/m2;+ 1,4 %;+ 0,8 %;- 3,9 %
Enero 2010;3.278 €/m2;- 1,0 %;- 1,3 %;- 5,3 %
Diciembre 2009;3.311 €/m2;+ 0,4 %;+ 1,0 %;- 3,6 %
Noviembre 2009;3.298 €/m2;- 0,7 %;+ 0,5 %;- 4,6 %
Octubre 2009;3.322 €/m2;+ 1,3 %;+ 0,3 %;- 2,8 %
Septiembre 2009;3.278 €/m2;- 0,1 %;- 1,3 %;- 7,1 %
Agosto 2009;3.283 €/m2;- 0,9 %;- 3,8 %;- 7,0 %
Julio 2009;3.313 €/m2;- 0,2 %;- 3,2 %;- 7,8 %
Junio 2009;3.320 €/m2;- 2,7 %;- 3,0 %;- 9,8 %
Mayo 2009;3.413 €/m2;- 0,3 %;- 1,4 %;- 8,4 %
Abril 2009;3.423 €/m2;0,0 %;- 1,2 %;- 8,1 %
Marzo 2009;3.423 €/m2;- 1,1 %;- 0,4 %;- 3,9 %
Febrero 2009;3.460 €/m2;- 0,1 %;+ 0,1 %;+ 0,9 %
Enero 2009;3.463 €/m2;+ 0,8 %;+ 1,4 %;+ 2,3 %
Diciembre 2008;3.436 €/m2;- 0,6 %;- 2,7 %;- 2,1 %
Noviembre 2008;3.455 €/m2;+ 1,1 %;- 2,1 %;+ 1,9 %
Octubre 2008;3.417 €/m2;- 3,2 %;- 4,9 %;- 1,9 %
Septiembre 2008;3.530 €/m2;0,0 %;- 4,1 %;+ 4,7 %
Agosto 2008;3.528 €/m2;- 1,8 %;- 5,3 %;+ 3,6 %
Julio 2008;3.594 €/m2;- 2,4 %;- 3,5 %;n.d.
Junio 2008;3.682 €/m2;- 1,2 %;+ 3,4 %;n.d.
Mayo 2008;3.726 €/m2;+ 0,1 %;+ 8,6 %;n.d.
Abril 2008;3.724 €/m2;+ 4,5 %;+ 10,0 %;n.d.
Marzo 2008;3.562 €/m2;+ 3,9 %;+ 1,5 %;n.d.
Febrero 2008;3.430 €/m2;+ 1,3 %;+ 1,2 %;n.d.
Enero 2008;3.387 €/m2;- 3,5 %;- 2,7 %;n.d.
Diciembre 2007;3.510 €/m2;+ 3,5 %;+ 4,1 %;n.d.
Noviembre 2007;3.391 €/m2;- 2,6 %;- 0,5 %;n.d.
Octubre 2007;3.482 €/m2;+ 3,3 %;n.d.;n.d.
Septiembre 2007;3.372 €/m2;- 1,0 %;n.d.;n.d.
Agosto 2007;3.407 €/m2;n.d.;n.d.;n.d.
