Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2018;1.922 €/m2;+ 4,0 %;+ 9,2 %;+ 14,4 %
Enero 2018;1.848 €/m2;+ 2,2 %;+ 5,3 %;+ 10,0 %
Diciembre 2017;1.809 €/m2;+ 2,8 %;+ 5,9 %;+ 8,1 %
Noviembre 2017;1.759 €/m2;+ 0,2 %;+ 5,0 %;+ 4,3 %
Octubre 2017;1.755 €/m2;+ 2,7 %;+ 6,9 %;+ 4,1 %
Septiembre 2017;1.709 €/m2;+ 2,0 %;+ 6,3 %;- 0,8 %
Agosto 2017;1.676 €/m2;+ 2,0 %;+ 0,8 %;- 1,0 %
Julio 2017;1.643 €/m2;+ 2,2 %;- 2,3 %;- 2,7 %
Junio 2017;1.607 €/m2;- 3,3 %;- 4,4 %;- 4,3 %
Mayo 2017;1.662 €/m2;- 1,1 %;- 1,0 %;- 1,8 %
Abril 2017;1.681 €/m2;0,0 %;0,0 %;- 1,7 %
Marzo 2017;1.681 €/m2;+ 0,1 %;+ 0,4 %;- 2,0 %
Febrero 2017;1.680 €/m2;- 0,1 %;- 0,4 %;- 2,0 %
Enero 2017;1.681 €/m2;+ 0,5 %;- 0,3 %;- 1,3 %
Diciembre 2016;1.674 €/m2;- 0,7 %;- 2,8 %;+ 2,0 %
Noviembre 2016;1.686 €/m2;0,0 %;- 0,4 %;+ 2,3 %
Octubre 2016;1.686 €/m2;- 2,1 %;- 0,1 %;+ 1,6 %
Septiembre 2016;1.722 €/m2;+ 1,7 %;+ 2,5 %;+ 3,5 %
Agosto 2016;1.694 €/m2;+ 0,4 %;+ 0,1 %;+ 1,7 %
Julio 2016;1.687 €/m2;+ 0,5 %;- 1,3 %;+ 2,9 %
Junio 2016;1.680 €/m2;- 0,7 %;- 2,0 %;+ 3,0 %
Mayo 2016;1.692 €/m2;- 1,0 %;- 1,2 %;+ 4,0 %
Abril 2016;1.710 €/m2;- 0,3 %;+ 0,4 %;+ 1,0 %
Marzo 2016;1.714 €/m2;+ 0,1 %;+ 4,5 %;+ 4,5 %
Febrero 2016;1.713 €/m2;+ 0,6 %;+ 4,0 %;+ 4,4 %
Enero 2016;1.703 €/m2;+ 3,8 %;+ 2,6 %;+ 5,3 %
Diciembre 2015;1.641 €/m2;- 0,4 %;- 1,4 %;+ 1,0 %
Noviembre 2015;1.648 €/m2;- 0,7 %;- 1,0 %;+ 1,1 %
Octubre 2015;1.660 €/m2;- 0,2 %;+ 1,2 %;+ 1,2 %
Septiembre 2015;1.663 €/m2;- 0,1 %;+ 2,0 %;+ 1,1 %
Agosto 2015;1.665 €/m2;+ 1,5 %;+ 2,3 %;- 2,4 %
Julio 2015;1.640 €/m2;+ 0,6 %;- 3,1 %;- 5,3 %
Junio 2015;1.630 €/m2;+ 0,2 %;- 0,6 %;- 6,7 %
Mayo 2015;1.628 €/m2;- 3,9 %;- 0,9 %;- 4,3 %
Abril 2015;1.693 €/m2;+ 3,2 %;+ 4,7 %;- 2,8 %
Marzo 2015;1.641 €/m2;- 0,1 %;+ 1,0 %;- 6,7 %
Febrero 2015;1.642 €/m2;+ 1,5 %;+ 0,7 %;- 8,8 %
Enero 2015;1.617 €/m2;- 0,4 %;- 1,4 %;- 10,7 %
Diciembre 2014;1.624 €/m2;- 0,4 %;- 1,3 %;- 10,4 %
Noviembre 2014;1.631 €/m2;- 0,6 %;- 4,4 %;- 9,4 %
Octubre 2014;1.640 €/m2;- 0,4 %;- 5,3 %;- 9,4 %
Septiembre 2014;1.646 €/m2;- 3,5 %;- 5,8 %;- 9,1 %
Agosto 2014;1.706 €/m2;- 1,5 %;+ 0,3 %;- 6,8 %
Julio 2014;1.732 €/m2;- 0,9 %;- 0,6 %;- 9,6 %
Junio 2014;1.748 €/m2;+ 2,7 %;- 0,6 %;- 8,9 %
Mayo 2014;1.701 €/m2;- 2,4 %;- 5,5 %;- 12,8 %
Abril 2014;1.742 €/m2;- 0,9 %;- 3,8 %;- 10,3 %
Marzo 2014;1.758 €/m2;- 2,3 %;- 3,0 %;- 8,7 %
Febrero 2014;1.800 €/m2;- 0,6 %;+ 0,1 %;- 5,4 %
Enero 2014;1.810 €/m2;- 0,1 %;0,0 %;- 5,5 %
Diciembre 2013;1.813 €/m2;+ 0,8 %;+ 0,1 %;- 4,5 %
Noviembre 2013;1.799 €/m2;- 0,6 %;- 1,7 %;- 7,0 %
Octubre 2013;1.810 €/m2;0,0 %;- 5,5 %;- 9,2 %
Septiembre 2013;1.810 €/m2;- 1,1 %;- 5,7 %;- 13,2 %
Agosto 2013;1.829 €/m2;- 4,5 %;- 6,2 %;- 13,3 %
Julio 2013;1.916 €/m2;- 0,1 %;- 1,4 %;- 10,9 %
Junio 2013;1.919 €/m2;- 1,6 %;- 0,4 %;- 12,4 %
Mayo 2013;1.950 €/m2;+ 0,3 %;+ 2,5 %;- 14,5 %
Abril 2013;1.943 €/m2;+ 0,9 %;+ 1,4 %;- 15,6 %
Marzo 2013;1.927 €/m2;+ 1,3 %;+ 1,5 %;- 18,0 %
Febrero 2013;1.902 €/m2;- 0,7 %;- 1,6 %;- 18,9 %
Enero 2013;1.916 €/m2;+ 1,0 %;- 3,8 %;- 18,4 %
Diciembre 2012;1.898 €/m2;- 1,8 %;- 9,0 %;- 19,0 %
Noviembre 2012;1.934 €/m2;- 3,0 %;- 8,3 %;- 18,7 %
Octubre 2012;1.993 €/m2;- 4,5 %;- 7,3 %;- 17,0 %
Septiembre 2012;2.086 €/m2;- 1,1 %;- 4,8 %;- 13,5 %
Agosto 2012;2.110 €/m2;- 1,9 %;- 7,5 %;- 12,7 %
Julio 2012;2.150 €/m2;- 1,8 %;- 6,6 %;- 11,1 %
Junio 2012;2.191 €/m2;- 4,0 %;- 6,8 %;- 10,1 %
Mayo 2012;2.282 €/m2;- 0,9 %;- 2,7 %;- 7,7 %
Abril 2012;2.302 €/m2;- 2,0 %;- 1,9 %;- 7,3 %
Marzo 2012;2.349 €/m2;+ 0,2 %;+ 0,3 %;- 7,4 %
Febrero 2012;2.345 €/m2;- 0,1 %;- 1,4 %;- 7,9 %
Enero 2012;2.348 €/m2;+ 0,2 %;- 2,2 %;- 8,0 %
Diciembre 2011;2.343 €/m2;- 1,5 %;- 2,8 %;- 9,3 %
Noviembre 2011;2.379 €/m2;- 0,9 %;- 1,6 %;- 10,4 %
Octubre 2011;2.401 €/m2;- 0,4 %;- 0,8 %;- 7,6 %
Septiembre 2011;2.411 €/m2;- 0,3 %;- 1,0 %;- 7,9 %
Agosto 2011;2.417 €/m2;- 0,1 %;- 2,2 %;- 3,6 %
Julio 2011;2.420 €/m2;- 0,6 %;- 2,6 %;- 7,0 %
Junio 2011;2.436 €/m2;- 1,5 %;- 4,0 %;- 6,1 %
Mayo 2011;2.473 €/m2;- 0,5 %;- 2,8 %;- 6,2 %
Abril 2011;2.485 €/m2;- 2,0 %;- 2,7 %;- 5,6 %
Marzo 2011;2.536 €/m2;- 0,3 %;- 1,8 %;- 3,9 %
Febrero 2011;2.545 €/m2;- 0,3 %;- 4,2 %;- 3,1 %
Enero 2011;2.553 €/m2;- 1,2 %;- 1,8 %;n.d.
Diciembre 2010;2.583 €/m2;- 2,7 %;- 1,3 %;n.d.
Noviembre 2010;2.656 €/m2;+ 2,2 %;+ 5,9 %;n.d.
Octubre 2010;2.600 €/m2;- 0,6 %;0,0 %;n.d.
Septiembre 2010;2.617 €/m2;+ 4,3 %;+ 0,9 %;n.d.
Agosto 2010;2.509 €/m2;- 3,5 %;- 4,9 %;n.d.
Julio 2010;2.601 €/m2;+ 0,3 %;- 1,2 %;n.d.
Junio 2010;2.593 €/m2;- 1,7 %;- 1,8 %;n.d.
Mayo 2010;2.637 €/m2;+ 0,2 %;+ 0,3 %;n.d.
Abril 2010;2.632 €/m2;- 0,3 %;n.d.;n.d.
Marzo 2010;2.640 €/m2;+ 0,4 %;n.d.;n.d.
Febrero 2010;2.628 €/m2;n.d.;n.d.;n.d.
