Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Septiembre 2018;2.906 €/m2;- 0,2 %;+ 2,4 %;+ 12,3 %
Agosto 2018;2.912 €/m2;+ 1,0 %;+ 4,1 %;+ 13,5 %
Julio 2018;2.883 €/m2;+ 1,6 %;+ 4,0 %;+ 12,4 %
Junio 2018;2.837 €/m2;+ 1,4 %;+ 4,3 %;+ 10,6 %
Mayo 2018;2.798 €/m2;+ 0,9 %;+ 5,5 %;+ 11,3 %
Abril 2018;2.773 €/m2;+ 2,0 %;+ 7,4 %;+ 12,5 %
Marzo 2018;2.720 €/m2;+ 2,5 %;+ 6,1 %;+ 11,8 %
Febrero 2018;2.652 €/m2;+ 2,7 %;+ 2,7 %;+ 10,3 %
Enero 2018;2.583 €/m2;+ 0,7 %;- 0,3 %;+ 7,7 %
Diciembre 2017;2.564 €/m2;- 0,7 %;- 0,9 %;+ 5,2 %
Noviembre 2017;2.582 €/m2;- 0,3 %;+ 0,7 %;+ 3,9 %
Octubre 2017;2.590 €/m2;+ 0,1 %;+ 0,9 %;+ 5,1 %
Septiembre 2017;2.587 €/m2;+ 0,9 %;+ 0,8 %;+ 6,3 %
Agosto 2017;2.565 €/m2;0,0 %;+ 2,0 %;+ 6,6 %
Julio 2017;2.565 €/m2;0,0 %;+ 4,1 %;+ 6,6 %
Junio 2017;2.565 €/m2;+ 2,0 %;+ 5,5 %;+ 6,0 %
Mayo 2017;2.514 €/m2;+ 2,0 %;+ 4,5 %;+ 3,3 %
Abril 2017;2.465 €/m2;+ 1,3 %;+ 2,8 %;+ 0,8 %
Marzo 2017;2.433 €/m2;+ 1,2 %;- 0,2 %;+ 0,6 %
Febrero 2017;2.405 €/m2;+ 0,3 %;- 3,3 %;- 0,1 %
Enero 2017;2.397 €/m2;- 1,7 %;- 2,7 %;0,0 %
Diciembre 2016;2.438 €/m2;- 2,0 %;+ 0,2 %;+ 1,5 %
Noviembre 2016;2.486 €/m2;+ 0,9 %;+ 3,3 %;+ 2,9 %
Octubre 2016;2.464 €/m2;+ 1,2 %;+ 2,3 %;+ 2,0 %
Septiembre 2016;2.434 €/m2;+ 1,1 %;+ 0,6 %;+ 1,6 %
Agosto 2016;2.407 €/m2;0,0 %;- 1,1 %;+ 0,4 %
Julio 2016;2.408 €/m2;- 0,5 %;- 1,5 %;- 0,8 %
Junio 2016;2.420 €/m2;- 0,6 %;0,0 %;- 2,9 %
Mayo 2016;2.434 €/m2;- 0,4 %;+ 1,2 %;- 1,8 %
Abril 2016;2.445 €/m2;+ 1,1 %;+ 2,0 %;- 1,4 %
Marzo 2016;2.419 €/m2;+ 0,5 %;+ 0,7 %;- 2,0 %
Febrero 2016;2.406 €/m2;+ 0,4 %;- 0,4 %;0,0 %
Enero 2016;2.397 €/m2;- 0,3 %;- 0,8 %;- 0,5 %
Diciembre 2015;2.403 €/m2;- 0,6 %;+ 0,3 %;+ 0,7 %
Noviembre 2015;2.417 €/m2;+ 0,1 %;+ 0,8 %;+ 0,2 %
Octubre 2015;2.415 €/m2;+ 0,9 %;- 0,5 %;+ 0,6 %
Septiembre 2015;2.395 €/m2;- 0,1 %;- 3,9 %;- 0,1 %
Agosto 2015;2.397 €/m2;- 1,3 %;- 3,3 %;+ 0,3 %
Julio 2015;2.428 €/m2;- 2,6 %;- 2,1 %;- 0,7 %
Junio 2015;2.492 €/m2;+ 0,5 %;+ 0,9 %;- 0,9 %
Mayo 2015;2.480 €/m2;- 0,1 %;+ 3,1 %;- 1,5 %
Abril 2015;2.481 €/m2;+ 0,5 %;+ 3,0 %;- 0,6 %
Marzo 2015;2.469 €/m2;+ 2,6 %;+ 3,5 %;- 0,5 %
Febrero 2015;2.405 €/m2;- 0,1 %;- 0,3 %;- 3,5 %
Enero 2015;2.408 €/m2;+ 0,9 %;+ 0,3 %;- 4,3 %
Diciembre 2014;2.386 €/m2;- 1,1 %;- 0,4 %;- 4,0 %
Noviembre 2014;2.413 €/m2;+ 0,5 %;+ 0,9 %;- 2,1 %
Octubre 2014;2.400 €/m2;+ 0,2 %;- 1,8 %;- 2,9 %
Septiembre 2014;2.396 €/m2;+ 0,3 %;- 4,7 %;- 3,2 %
Agosto 2014;2.390 €/m2;- 2,2 %;- 5,1 %;- 2,6 %
Julio 2014;2.444 €/m2;- 2,8 %;- 2,1 %;- 1,6 %
Junio 2014;2.514 €/m2;- 0,2 %;+ 1,4 %;+ 1,0 %
Mayo 2014;2.519 €/m2;+ 0,9 %;+ 1,0 %;+ 0,4 %
Abril 2014;2.496 €/m2;+ 0,6 %;- 0,9 %;- 0,1 %
Marzo 2014;2.481 €/m2;- 0,5 %;- 0,1 %;- 1,3 %
Febrero 2014;2.494 €/m2;- 1,0 %;+ 1,2 %;- 0,8 %
Enero 2014;2.518 €/m2;+ 1,4 %;+ 1,9 %;- 2,7 %
Diciembre 2013;2.484 €/m2;+ 0,8 %;+ 0,3 %;- 5,3 %
Noviembre 2013;2.464 €/m2;- 0,3 %;+ 0,4 %;- 7,8 %
Octubre 2013;2.472 €/m2;- 0,2 %;- 0,5 %;- 9,2 %
Septiembre 2013;2.476 €/m2;+ 0,9 %;- 0,5 %;- 10,1 %
Agosto 2013;2.454 €/m2;- 1,3 %;- 2,2 %;- 11,3 %
Julio 2013;2.485 €/m2;- 0,2 %;- 0,5 %;- 11,2 %
Junio 2013;2.490 €/m2;- 0,8 %;- 1,0 %;- 11,6 %
Mayo 2013;2.509 €/m2;+ 0,4 %;- 0,2 %;- 12,5 %
Abril 2013;2.497 €/m2;- 0,7 %;- 3,5 %;- 13,1 %
Marzo 2013;2.514 €/m2;0,0 %;- 4,2 %;- 15,4 %
Febrero 2013;2.515 €/m2;- 2,8 %;- 6,0 %;- 16,4 %
Enero 2013;2.587 €/m2;- 1,4 %;- 5,0 %;- 15,3 %
Diciembre 2012;2.623 €/m2;- 1,9 %;- 4,8 %;- 14,1 %
Noviembre 2012;2.674 €/m2;- 1,8 %;- 3,3 %;- 11,8 %
Octubre 2012;2.723 €/m2;- 1,2 %;- 2,7 %;- 11,7 %
Septiembre 2012;2.755 €/m2;- 0,4 %;- 2,2 %;- 10,3 %
Agosto 2012;2.766 €/m2;- 1,2 %;- 3,6 %;- 10,2 %
Julio 2012;2.800 €/m2;- 0,6 %;- 2,6 %;- 10,5 %
Junio 2012;2.818 €/m2;- 1,7 %;- 5,1 %;- 11,0 %
Mayo 2012;2.868 €/m2;- 0,2 %;- 4,7 %;- 9,9 %
Abril 2012;2.874 €/m2;- 3,2 %;- 5,9 %;- 9,8 %
Marzo 2012;2.970 €/m2;- 1,3 %;- 2,7 %;- 7,1 %
Febrero 2012;3.009 €/m2;- 1,5 %;- 0,8 %;- 5,0 %
Enero 2012;3.056 €/m2;+ 0,1 %;- 0,9 %;- 4,8 %
Diciembre 2011;3.053 €/m2;+ 0,7 %;- 0,6 %;- 5,0 %
Noviembre 2011;3.033 €/m2;- 1,6 %;- 1,5 %;- 6,8 %
Octubre 2011;3.084 €/m2;+ 0,4 %;- 1,4 %;- 3,3 %
Septiembre 2011;3.071 €/m2;- 0,3 %;- 3,0 %;- 2,9 %
Agosto 2011;3.079 €/m2;- 1,6 %;- 3,3 %;- 2,1 %
Julio 2011;3.128 €/m2;- 1,2 %;- 1,8 %;- 0,6 %
Junio 2011;3.166 €/m2;- 0,5 %;- 1,0 %;0,0 %
Mayo 2011;3.183 €/m2;- 0,1 %;+ 0,4 %;+ 0,1 %
Abril 2011;3.185 €/m2;- 0,4 %;- 0,8 %;- 0,7 %
Marzo 2011;3.197 €/m2;+ 0,9 %;- 0,5 %;+ 0,3 %
Febrero 2011;3.169 €/m2;- 1,3 %;- 2,6 %;- 0,7 %
Enero 2011;3.211 €/m2;- 0,1 %;+ 0,7 %;+ 0,9 %
Diciembre 2010;3.213 €/m2;- 1,2 %;+ 1,5 %;+ 0,8 %
Noviembre 2010;3.253 €/m2;+ 2,0 %;+ 3,4 %;+ 1,9 %
Octubre 2010;3.188 €/m2;+ 0,8 %;+ 1,3 %;+ 0,7 %
Septiembre 2010;3.164 €/m2;+ 0,6 %;0,0 %;+ 0,3 %
Agosto 2010;3.145 €/m2;- 0,1 %;- 1,1 %;+ 0,9 %
Julio 2010;3.147 €/m2;- 0,5 %;- 1,9 %;- 1,7 %
Junio 2010;3.164 €/m2;- 0,4 %;- 0,7 %;- 2,3 %
Mayo 2010;3.178 €/m2;- 0,9 %;- 0,4 %;- 1,5 %
Abril 2010;3.207 €/m2;+ 0,6 %;+ 0,8 %;- 2,6 %
Marzo 2010;3.188 €/m2;- 0,1 %;0,0 %;- 1,8 %
Febrero 2010;3.190 €/m2;+ 0,2 %;- 0,1 %;- 0,5 %
Enero 2010;3.182 €/m2;- 0,2 %;+ 0,5 %;- 0,5 %
Diciembre 2009;3.187 €/m2;- 0,2 %;+ 1,0 %;- 3,6 %
Noviembre 2009;3.193 €/m2;+ 0,9 %;+ 2,4 %;- 6,8 %
Octubre 2009;3.166 €/m2;+ 0,3 %;- 1,1 %;- 7,1 %
Septiembre 2009;3.155 €/m2;+ 1,2 %;- 2,6 %;- 5,4 %
Agosto 2009;3.118 €/m2;- 2,6 %;- 3,4 %;- 6,7 %
Julio 2009;3.201 €/m2;- 1,2 %;- 2,7 %;- 3,3 %
Junio 2009;3.238 €/m2;+ 0,4 %;- 0,2 %;- 3,8 %
Mayo 2009;3.227 €/m2;- 1,9 %;+ 0,6 %;- 7,9 %
Abril 2009;3.291 €/m2;+ 1,4 %;+ 2,8 %;- 6,5 %
Marzo 2009;3.245 €/m2;+ 1,2 %;- 1,8 %;- 8,8 %
Febrero 2009;3.207 €/m2;+ 0,2 %;- 6,4 %;- 7,1 %
Enero 2009;3.200 €/m2;- 3,2 %;- 6,1 %;- 5,5 %
Diciembre 2008;3.306 €/m2;- 3,5 %;- 0,9 %;- 3,4 %
Noviembre 2008;3.427 €/m2;+ 0,5 %;+ 2,6 %;- 3,1 %
Octubre 2008;3.409 €/m2;+ 2,2 %;+ 3,0 %;- 4,7 %
Septiembre 2008;3.335 €/m2;- 0,2 %;- 0,9 %;- 3,1 %
Agosto 2008;3.341 €/m2;+ 0,9 %;- 4,7 %;- 3,2 %
Julio 2008;3.309 €/m2;- 1,7 %;- 6,0 %;- 3,3 %
Junio 2008;3.366 €/m2;- 3,9 %;- 5,4 %;n.d.
Mayo 2008;3.504 €/m2;- 0,5 %;+ 1,5 %;n.d.
Abril 2008;3.521 €/m2;- 1,0 %;+ 4,0 %;n.d.
Marzo 2008;3.557 €/m2;+ 3,0 %;+ 3,9 %;n.d.
Febrero 2008;3.454 €/m2;+ 2,0 %;- 2,4 %;n.d.
Enero 2008;3.386 €/m2;- 1,1 %;- 5,4 %;n.d.
Diciembre 2007;3.422 €/m2;- 3,3 %;- 0,5 %;n.d.
Noviembre 2007;3.538 €/m2;- 1,1 %;+ 2,5 %;n.d.
Octubre 2007;3.578 €/m2;+ 4,0 %;+ 4,6 %;n.d.
Septiembre 2007;3.440 €/m2;- 0,3 %;n.d.;n.d.
Agosto 2007;3.451 €/m2;+ 0,9 %;n.d.;n.d.
Julio 2007;3.421 €/m2;n.d.;n.d.;n.d.
