Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Diciembre 2017;4.582 €/m2;+ 3,0 %;+ 6,0 %;+ 21,1 %
Noviembre 2017;4.450 €/m2;+ 1,3 %;+ 4,1 %;+ 17,6 %
Octubre 2017;4.394 €/m2;+ 1,6 %;+ 4,8 %;+ 17,6 %
Septiembre 2017;4.324 €/m2;+ 1,2 %;+ 5,7 %;+ 16,6 %
Agosto 2017;4.274 €/m2;+ 1,9 %;+ 6,8 %;+ 16,3 %
Julio 2017;4.192 €/m2;+ 2,5 %;+ 7,1 %;+ 14,6 %
Junio 2017;4.089 €/m2;+ 2,2 %;+ 6,2 %;+ 12,9 %
Mayo 2017;4.001 €/m2;+ 2,2 %;+ 5,6 %;+ 10,8 %
Abril 2017;3.915 €/m2;+ 1,7 %;+ 4,0 %;+ 7,6 %
Marzo 2017;3.852 €/m2;+ 1,6 %;+ 1,8 %;+ 6,6 %
Febrero 2017;3.790 €/m2;+ 0,7 %;+ 0,2 %;+ 5,9 %
Enero 2017;3.764 €/m2;- 0,5 %;+ 0,7 %;+ 4,9 %
Diciembre 2016;3.782 €/m2;0,0 %;+ 2,0 %;+ 6,0 %
Noviembre 2016;3.783 €/m2;+ 1,2 %;+ 2,9 %;+ 6,8 %
Octubre 2016;3.736 €/m2;+ 0,8 %;+ 2,2 %;+ 6,7 %
Septiembre 2016;3.708 €/m2;+ 0,9 %;+ 2,4 %;+ 7,3 %
Agosto 2016;3.676 €/m2;+ 0,5 %;+ 1,8 %;+ 6,9 %
Julio 2016;3.657 €/m2;+ 1,0 %;+ 0,6 %;+ 7,0 %
Junio 2016;3.623 €/m2;+ 0,3 %;+ 0,3 %;+ 6,3 %
Mayo 2016;3.613 €/m2;- 0,7 %;+ 1,0 %;+ 6,8 %
Abril 2016;3.637 €/m2;+ 0,7 %;+ 1,3 %;+ 8,6 %
Marzo 2016;3.612 €/m2;+ 0,9 %;+ 1,2 %;+ 7,8 %
Febrero 2016;3.579 €/m2;- 0,3 %;+ 1,0 %;+ 7,3 %
Enero 2016;3.590 €/m2;+ 0,6 %;+ 2,5 %;+ 7,7 %
Diciembre 2015;3.569 €/m2;+ 0,8 %;+ 3,3 %;+ 7,4 %
Noviembre 2015;3.542 €/m2;+ 1,1 %;+ 3,0 %;+ 7,0 %
Octubre 2015;3.502 €/m2;+ 1,4 %;+ 2,4 %;+ 5,8 %
Septiembre 2015;3.455 €/m2;+ 0,5 %;+ 1,4 %;+ 5,3 %
Agosto 2015;3.438 €/m2;+ 0,6 %;+ 1,6 %;+ 5,2 %
Julio 2015;3.418 €/m2;+ 0,3 %;+ 2,0 %;+ 4,6 %
Junio 2015;3.409 €/m2;+ 0,8 %;+ 1,7 %;+ 3,7 %
Mayo 2015;3.383 €/m2;+ 1,0 %;+ 1,5 %;+ 3,3 %
Abril 2015;3.351 €/m2;0,0 %;+ 0,5 %;+ 3,1 %
Marzo 2015;3.351 €/m2;+ 0,5 %;+ 0,8 %;+ 3,1 %
Febrero 2015;3.334 €/m2;0,0 %;+ 0,8 %;+ 2,1 %
Enero 2015;3.334 €/m2;+ 0,3 %;+ 0,7 %;+ 2,5 %
Diciembre 2014;3.324 €/m2;+ 0,5 %;+ 1,3 %;+ 2,6 %
Noviembre 2014;3.309 €/m2;- 0,1 %;+ 1,3 %;+ 2,7 %
Octubre 2014;3.311 €/m2;+ 0,9 %;+ 1,4 %;+ 2,0 %
Septiembre 2014;3.281 €/m2;+ 0,4 %;- 0,1 %;+ 0,9 %
Agosto 2014;3.267 €/m2;0,0 %;- 0,3 %;+ 1,3 %
Julio 2014;3.267 €/m2;- 0,6 %;+ 0,5 %;+ 0,3 %
Junio 2014;3.285 €/m2;+ 0,3 %;+ 1,1 %;+ 0,6 %
Mayo 2014;3.275 €/m2;+ 0,7 %;+ 0,3 %;- 0,9 %
Abril 2014;3.251 €/m2;0,0 %;0,0 %;- 2,5 %
Marzo 2014;3.251 €/m2;- 0,4 %;+ 0,3 %;- 3,2 %
Febrero 2014;3.264 €/m2;+ 0,4 %;+ 1,3 %;- 3,2 %
Enero 2014;3.251 €/m2;+ 0,3 %;+ 0,1 %;- 4,3 %
Diciembre 2013;3.240 €/m2;+ 0,5 %;- 0,3 %;- 4,9 %
Noviembre 2013;3.223 €/m2;- 0,7 %;0,0 %;- 6,8 %
Octubre 2013;3.247 €/m2;- 0,1 %;- 0,3 %;- 7,2 %
Septiembre 2013;3.252 €/m2;+ 0,9 %;- 0,4 %;- 6,9 %
Agosto 2013;3.224 €/m2;- 1,0 %;- 2,5 %;- 7,2 %
Julio 2013;3.257 €/m2;- 0,3 %;- 2,3 %;- 7,4 %
Junio 2013;3.266 €/m2;- 1,2 %;- 2,7 %;- 8,5 %
Mayo 2013;3.306 €/m2;- 0,8 %;- 2,0 %;- 8,0 %
Abril 2013;3.334 €/m2;- 0,7 %;- 1,9 %;- 8,7 %
Marzo 2013;3.358 €/m2;- 0,5 %;- 1,4 %;- 9,4 %
Febrero 2013;3.373 €/m2;- 0,8 %;- 2,5 %;- 9,7 %
Enero 2013;3.398 €/m2;- 0,2 %;- 2,9 %;- 9,2 %
Diciembre 2012;3.407 €/m2;- 1,5 %;- 2,5 %;- 9,7 %
Noviembre 2012;3.460 €/m2;- 1,1 %;- 0,4 %;- 8,9 %
Octubre 2012;3.500 €/m2;+ 0,2 %;- 0,4 %;- 8,0 %
Septiembre 2012;3.494 €/m2;+ 0,6 %;- 2,1 %;- 8,0 %
Agosto 2012;3.473 €/m2;- 1,2 %;- 3,4 %;- 8,7 %
Julio 2012;3.516 €/m2;- 1,5 %;- 3,7 %;- 8,5 %
Junio 2012;3.569 €/m2;- 0,7 %;- 3,7 %;- 8,3 %
Mayo 2012;3.595 €/m2;- 1,5 %;- 3,8 %;- 8,9 %
Abril 2012;3.651 €/m2;- 1,5 %;- 2,5 %;- 7,8 %
Marzo 2012;3.707 €/m2;- 0,8 %;- 1,7 %;- 7,1 %
Febrero 2012;3.737 €/m2;- 0,2 %;- 1,7 %;- 6,3 %
Enero 2012;3.745 €/m2;- 0,7 %;- 1,5 %;- 6,1 %
Diciembre 2011;3.772 €/m2;- 0,7 %;- 0,7 %;- 5,4 %
Noviembre 2011;3.800 €/m2;- 0,1 %;- 0,2 %;- 5,2 %
Octubre 2011;3.803 €/m2;+ 0,1 %;- 1,1 %;- 4,6 %
Septiembre 2011;3.799 €/m2;- 0,2 %;- 2,4 %;- 3,8 %
Agosto 2011;3.806 €/m2;- 1,0 %;- 3,5 %;- 4,3 %
Julio 2011;3.844 €/m2;- 1,2 %;- 2,9 %;- 3,1 %
Junio 2011;3.891 €/m2;- 1,4 %;- 2,4 %;- 2,4 %
Mayo 2011;3.946 €/m2;- 0,3 %;- 1,0 %;- 1,3 %
Abril 2011;3.958 €/m2;- 0,8 %;- 0,7 %;- 1,3 %
Marzo 2011;3.989 €/m2;0,0 %;0,0 %;- 1,0 %
Febrero 2011;3.987 €/m2;0,0 %;- 0,5 %;- 0,9 %
Enero 2011;3.987 €/m2;0,0 %;0,0 %;- 2,1 %
Diciembre 2010;3.987 €/m2;- 0,5 %;+ 1,0 %;- 1,9 %
Noviembre 2010;4.007 €/m2;+ 0,5 %;+ 0,8 %;- 1,0 %
Octubre 2010;3.987 €/m2;+ 1,0 %;+ 0,5 %;- 2,2 %
Septiembre 2010;3.949 €/m2;- 0,7 %;- 0,9 %;- 2,5 %
Agosto 2010;3.977 €/m2;+ 0,2 %;- 0,5 %;- 0,6 %
Julio 2010;3.967 €/m2;- 0,5 %;- 1,1 %;- 0,8 %
Junio 2010;3.986 €/m2;- 0,3 %;- 1,1 %;- 1,0 %
Mayo 2010;3.996 €/m2;- 0,4 %;- 0,7 %;- 4,0 %
Abril 2010;4.012 €/m2;- 0,4 %;- 1,5 %;- 3,2 %
Marzo 2010;4.029 €/m2;+ 0,1 %;- 0,8 %;- 4,0 %
Febrero 2010;4.025 €/m2;- 1,2 %;- 0,5 %;- 3,9 %
Enero 2010;4.074 €/m2;+ 0,3 %;- 0,1 %;- 2,2 %
Diciembre 2009;4.063 €/m2;+ 0,4 %;+ 0,3 %;- 0,9 %
Noviembre 2009;4.047 €/m2;- 0,7 %;+ 1,2 %;- 2,7 %
Octubre 2009;4.077 €/m2;+ 0,7 %;+ 1,9 %;- 2,5 %
Septiembre 2009;4.049 €/m2;+ 1,2 %;+ 0,6 %;- 5,8 %
Agosto 2009;4.000 €/m2;0,0 %;- 3,9 %;- 5,9 %
Julio 2009;4.000 €/m2;- 0,6 %;- 3,5 %;- 8,5 %
Junio 2009;4.025 €/m2;- 3,3 %;- 4,1 %;- 8,3 %
Mayo 2009;4.162 €/m2;+ 0,4 %;- 0,6 %;- 5,3 %
Abril 2009;4.145 €/m2;- 1,3 %;- 0,5 %;- 5,6 %
Marzo 2009;4.198 €/m2;+ 0,2 %;+ 2,4 %;- 1,9 %
Febrero 2009;4.188 €/m2;+ 0,5 %;+ 0,7 %;- 3,3 %
Enero 2009;4.167 €/m2;+ 1,6 %;- 0,3 %;- 4,8 %
Diciembre 2008;4.099 €/m2;- 1,4 %;- 4,7 %;- 6,7 %
Noviembre 2008;4.157 €/m2;- 0,5 %;- 2,2 %;- 5,2 %
Octubre 2008;4.180 €/m2;- 2,8 %;- 4,4 %;- 4,7 %
Septiembre 2008;4.300 €/m2;+ 1,1 %;- 2,0 %;- 3,9 %
Agosto 2008;4.252 €/m2;- 2,7 %;- 3,2 %;- 6,4 %
Julio 2008;4.371 €/m2;- 0,4 %;- 0,5 %;- 5,0 %
Junio 2008;4.388 €/m2;- 0,1 %;+ 2,5 %;- 6,7 %
Mayo 2008;4.392 €/m2;0,0 %;+ 1,4 %;n.d.
Abril 2008;4.392 €/m2;+ 2,6 %;+ 0,4 %;n.d.
Marzo 2008;4.280 €/m2;- 1,2 %;- 2,6 %;n.d.
Febrero 2008;4.332 €/m2;- 1,0 %;- 1,2 %;n.d.
Enero 2008;4.375 €/m2;- 0,4 %;- 0,2 %;n.d.
Diciembre 2007;4.394 €/m2;+ 0,2 %;- 1,8 %;n.d.
Noviembre 2007;4.384 €/m2;0,0 %;- 3,5 %;n.d.
Octubre 2007;4.384 €/m2;- 2,0 %;- 4,8 %;n.d.
Septiembre 2007;4.475 €/m2;- 1,5 %;- 4,8 %;n.d.
Agosto 2007;4.541 €/m2;- 1,3 %;n.d.;n.d.
Julio 2007;4.603 €/m2;- 2,1 %;n.d.;n.d.
Junio 2007;4.702 €/m2;n.d.;n.d.;n.d.
