Anio;Periodo;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera
2007;Anual;13;Puente de Vallecas;135;Portazgo;29836;12.72;66.36;20.92;27.94;23.5;30.8;109.6;13.23
2008;Anual;13;Puente de Vallecas;135;Portazgo;29863;12.88;66.57;20.55;28.97;24.0;32.2;109.3;15.08
2009;Anual;13;Puente de Vallecas;135;Portazgo;29650;13.13;66.19;20.69;29.83;24.4;33.4;110.0;15.76
2010;Anual;13;Puente de Vallecas;135;Portazgo;29527;13.25;65.83;20.92;31.28;26.4;34.5;110.2;16.11
2011;Anual;13;Puente de Vallecas;135;Portazgo;29560;13.75;65.34;20.91;32.37;27.5;35.6;109.9;16.43
2012;Anual;13;Puente de Vallecas;135;Portazgo;29235;13.95;65.03;21.02;33.31;28.8;36.2;110.9;15.18
2013;Anual;13;Puente de Vallecas;135;Portazgo;28467;14.05;64.39;21.56;35.47;31.4;38.1;111.5;13.44
2014;Anual;13;Puente de Vallecas;135;Portazgo;27943;13.96;63.69;22.35;36.93;33.1;39.4;112.6;12.31
2015;Anual;13;Puente de Vallecas;135;Portazgo;27522;14.0;63.39;22.61;37.92;33.8;40.5;112.9;10.87
2016;Anual;13;Puente de Vallecas;135;Portazgo;27647;13.99;63.49;22.52;38.98;35.1;41.4;113.2;11.58
2017;Anual;13;Puente de Vallecas;135;Portazgo;27655;13.74;64.01;22.25;39.83;36.2;42.1;112.8;11.95
2018;Anual;13;Puente de Vallecas;135;Portazgo;27908;13.73;64.24;22.03;39.83;35.4;42.5;114.1;13.02
2019;Anual;13;Puente de Vallecas;135;Portazgo;28350;13.75;64.58;21.66;39.7;34.9;42.7;114.2;14.4
2020;Anual;13;Puente de Vallecas;135;Portazgo;28968;13.8;64.95;21.25;38.8;33.9;41.8;113.6;15.86
2021;Anual;13;Puente de Vallecas;135;Portazgo;28736;13.9;65.0;21.11;38.4;33.5;41.3;112.7;
2022;Anual;13;Puente de Vallecas;135;Portazgo;28249;13.75;64.84;21.41;37.3;32.9;40.1;112.2;
2005;Anual;13;Puente de Vallecas;132;San Diego;41596;14.59;66.97;18.44;25.72;20.7;28.7;105.2;26.03
2006;Anual;13;Puente de Vallecas;132;San Diego;42133;14.37;67.39;18.24;26.82;22.3;29.6;105.3;28.34
2007;Anual;13;Puente de Vallecas;132;San Diego;41674;14.45;67.85;17.7;28.82;24.8;31.3;105.8;29.95
2008;Anual;13;Puente de Vallecas;132;San Diego;42460;14.49;68.74;16.78;30.25;26.2;32.7;105.5;32.22
2009;Anual;13;Puente de Vallecas;132;San Diego;43145;14.88;68.89;16.23;31.86;27.4;34.6;104.9;33.52
2010;Anual;13;Puente de Vallecas;132;San Diego;42674;15.11;68.78;16.12;34.19;29.8;36.8;105.5;33.07
2011;Anual;13;Puente de Vallecas;132;San Diego;42055;15.12;68.78;16.11;36.2;31.8;38.8;107.4;32.39
2012;Anual;13;Puente de Vallecas;132;San Diego;41298;15.33;68.51;16.16;37.18;32.9;39.8;108.6;30.34
2013;Anual;13;Puente de Vallecas;132;San Diego;40040;15.34;68.37;16.29;38.55;35.0;40.7;108.8;28.01
2014;Anual;13;Puente de Vallecas;132;San Diego;38776;15.14;68.35;16.52;39.82;35.5;42.5;109.8;25.8
2015;Anual;13;Puente de Vallecas;132;San Diego;38450;15.21;68.38;16.41;40.36;36.1;43.0;110.7;24.15
2016;Anual;13;Puente de Vallecas;132;San Diego;38953;15.19;68.99;15.83;40.99;36.2;43.9;111.0;24.52
2017;Anual;13;Puente de Vallecas;132;San Diego;39198;15.0;69.52;15.48;41.28;36.2;44.4;111.3;25.03
2018;Anual;13;Puente de Vallecas;132;San Diego;40267;15.04;70.01;14.95;41.3;36.0;44.5;111.5;26.32
2019;Anual;13;Puente de Vallecas;132;San Diego;41664;14.88;70.9;14.22;40.6;35.2;44.0;110.1;28.89
2020;Anual;13;Puente de Vallecas;132;San Diego;43899;14.68;71.82;13.5;39.2;33.2;42.9;109.5;31.85
2021;Anual;13;Puente de Vallecas;132;San Diego;43574;14.5;72.2;13.29;38.9;32.1;43.0;109.6;32.7
2022;Anual;13;Puente de Vallecas;132;San Diego;42910;14.62;72.03;13.35;37.2;30.9;41.1;109.0;31.87
2005;Anual;11;Carabanchel;112;Opañel;33902;12.18;66.85;20.97;25.7;21.9;28.0;114.0;18.47
2006;Anual;11;Carabanchel;112;Opañel;33969;11.93;66.98;21.09;26.69;22.7;29.2;114.0;20.39
2007;Anual;11;Carabanchel;112;Opañel;33486;12.21;66.77;21.02;28.57;24.7;31.0;113.9;21.28
2008;Anual;11;Carabanchel;112;Opañel;33695;12.41;66.98;20.61;29.97;25.6;32.7;113.8;22.9
2009;Anual;11;Carabanchel;112;Opañel;33809;12.47;67.05;20.48;31.17;27.2;33.6;114.5;23.75
2010;Anual;11;Carabanchel;112;Opañel;33854;12.62;66.94;20.44;33.16;29.7;35.3;114.3;24.29
2011;Anual;11;Carabanchel;112;Opañel;33427;12.67;66.58;20.76;34.15;30.8;36.2;116.0;23.84
2012;Anual;11;Carabanchel;112;Opañel;32911;12.74;66.31;20.95;35.17;31.9;37.2;117.0;22.03
2013;Anual;11;Carabanchel;112;Opañel;32239;12.57;66.19;21.24;36.66;33.1;38.9;118.8;20.16
2014;Anual;11;Carabanchel;112;Opañel;31749;12.71;65.8;21.49;37.96;34.6;40.1;119.0;18.99
2015;Anual;11;Carabanchel;112;Opañel;31432;12.61;65.57;21.82;38.92;35.2;41.3;119.3;17.68
2016;Anual;11;Carabanchel;112;Opañel;31538;12.47;65.86;21.67;39.65;35.0;42.6;119.9;17.74
2017;Anual;11;Carabanchel;112;Opañel;32021;12.46;66.23;21.31;40.06;36.1;42.5;119.6;18.44
2018;Anual;11;Carabanchel;112;Opañel;32492;12.35;66.56;21.09;39.95;35.3;42.8;119.6;19.53
2019;Anual;11;Carabanchel;112;Opañel;33051;12.19;66.95;20.86;39.8;35.4;42.6;118.5;20.97
2020;Anual;11;Carabanchel;112;Opañel;33681;11.92;67.5;20.58;38.9;34.3;41.7;118.9;22.35
2021;Anual;11;Carabanchel;112;Opañel;33656;11.83;68.04;20.13;38.6;34.3;41.3;118.8;23.29
2022;Anual;11;Carabanchel;112;Opañel;33300;11.53;68.25;20.23;37.1;33.2;39.5;117.9;23.34
2005;Anual;12;Usera;125;Moscardó;26911;12.41;65.4;22.2;29.73;25.0;32.6;114.3;21.52
2006;Anual;12;Usera;125;Moscardó;27386;12.37;65.87;21.76;30.68;25.8;33.6;113.4;24.56
2007;Anual;12;Usera;125;Moscardó;26941;12.61;66.03;21.37;32.24;27.2;35.3;113.6;25.79
2008;Anual;12;Usera;125;Moscardó;27392;12.78;66.65;20.57;33.71;29.3;36.3;112.7;28.0
2009;Anual;12;Usera;125;Moscardó;27534;13.2;66.63;20.16;34.98;30.6;37.5;110.7;28.98
2010;Anual;12;Usera;125;Moscardó;27554;13.25;67.05;19.71;36.43;32.0;39.0;110.0;29.8
2011;Anual;12;Usera;125;Moscardó;27443;13.31;67.09;19.59;37.73;33.0;40.5;111.1;29.72
2012;Anual;12;Usera;125;Moscardó;26545;13.18;66.8;20.02;39.03;34.7;41.6;113.2;27.38
2013;Anual;12;Usera;125;Moscardó;25853;13.16;66.62;20.22;40.29;35.5;43.1;115.2;25.69
2014;Anual;12;Usera;125;Moscardó;25213;13.35;66.05;20.6;41.28;35.8;44.5;116.2;24.17
2015;Anual;12;Usera;125;Moscardó;24849;12.99;66.28;20.73;41.18;36.1;44.2;116.3;22.95
2016;Anual;12;Usera;125;Moscardó;25273;13.01;66.83;20.16;41.64;36.1;44.9;115.3;23.83
2017;Anual;12;Usera;125;Moscardó;25348;13.22;67.05;19.73;42.01;36.9;45.1;116.1;24.5
2018;Anual;12;Usera;125;Moscardó;25726;13.04;67.52;19.44;42.2;36.5;45.7;114.9;25.74
2019;Anual;12;Usera;125;Moscardó;26353;13.09;67.98;18.93;41.5;36.2;44.8;114.3;27.22
2020;Anual;12;Usera;125;Moscardó;27128;12.86;68.7;18.43;39.9;34.9;43.0;114.1;29.19
2021;Anual;12;Usera;125;Moscardó;26623;12.69;68.99;18.32;39.5;34.3;42.6;114.1;29.7
2022;Anual;12;Usera;125;Moscardó;26139;12.52;68.89;18.6;38.2;32.9;41.4;112.6;28.74
2005;Anual;2;Arganzuela;24;Legazpi;9305;19.89;73.37;6.75;24.2;17.5;28.6;104.5;11.27
2006;Anual;2;Arganzuela;24;Legazpi;10276;19.88;73.58;6.54;25.74;20.3;29.8;103.8;13.29
2007;Anual;2;Arganzuela;24;Legazpi;11778;19.28;74.64;6.08;26.54;20.8;30.6;102.2;13.53
2008;Anual;2;Arganzuela;24;Legazpi;13612;19.09;74.98;5.94;26.36;21.0;30.5;101.4;14.38
2009;Anual;2;Arganzuela;24;Legazpi;14934;19.16;74.94;5.9;26.79;21.5;31.0;102.4;14.1
2010;Anual;2;Arganzuela;24;Legazpi;15951;19.23;74.68;6.09;27.19;20.6;32.6;102.7;13.4
2011;Anual;2;Arganzuela;24;Legazpi;16519;19.41;74.3;6.29;28.49;20.9;34.6;103.0;12.37
2012;Anual;2;Arganzuela;24;Legazpi;17076;19.68;74.0;6.32;28.8;21.8;34.3;103.9;10.87
2013;Anual;2;Arganzuela;24;Legazpi;17444;19.71;73.76;6.53;29.59;22.6;35.0;103.7;9.99
2014;Anual;2;Arganzuela;24;Legazpi;17579;20.18;72.8;7.03;30.28;24.6;34.4;104.6;8.55
2015;Anual;2;Arganzuela;24;Legazpi;17922;20.61;72.12;7.26;29.26;23.6;33.6;104.4;7.26
2016;Anual;2;Arganzuela;24;Legazpi;18399;20.57;71.91;7.53;28.74;22.7;33.3;104.5;7.11
2017;Anual;2;Arganzuela;24;Legazpi;18938;20.58;71.62;7.79;27.24;21.5;31.6;104.6;6.86
2018;Anual;2;Arganzuela;24;Legazpi;19252;20.21;71.47;8.33;26.76;21.2;31.2;103.8;6.85
2019;Anual;2;Arganzuela;24;Legazpi;19652;19.65;71.69;8.66;24.7;18.6;29.5;104.1;7.08
2020;Anual;2;Arganzuela;24;Legazpi;19810;18.95;71.76;9.29;23.5;17.1;28.6;104.8;7.2
2021;Anual;2;Arganzuela;24;Legazpi;19572;18.14;72.11;9.75;22.4;17.0;26.7;104.4;7.52
2022;Anual;2;Arganzuela;24;Legazpi;19469;17.36;72.14;10.5;21.5;16.4;25.5;104.0;7.7
2005;Anual;13;Puente de Vallecas;133;Palomeras Bajas;41415;18.38;66.96;14.66;25.01;21.3;27.3;107.9;11.06
2006;Anual;13;Puente de Vallecas;133;Palomeras Bajas;41909;18.07;67.21;14.72;25.8;21.6;28.4;107.9;12.73
2007;Anual;13;Puente de Vallecas;133;Palomeras Bajas;41894;18.23;67.23;14.54;28.01;23.2;31.0;107.9;13.52
2008;Anual;13;Puente de Vallecas;133;Palomeras Bajas;41967;18.0;67.5;14.5;29.15;23.6;32.6;108.0;14.25
2009;Anual;13;Puente de Vallecas;133;Palomeras Bajas;42052;17.87;67.67;14.47;30.24;25.7;33.1;108.0;15.18
2010;Anual;13;Puente de Vallecas;133;Palomeras Bajas;42187;17.6;67.63;14.77;32.13;27.4;35.0;109.0;15.2
2011;Anual;13;Puente de Vallecas;133;Palomeras Bajas;41588;17.24;67.85;14.91;33.73;28.8;36.7;109.8;14.71
2012;Anual;13;Puente de Vallecas;133;Palomeras Bajas;40955;16.83;67.91;15.26;34.93;29.6;38.2;110.9;13.71
2013;Anual;13;Puente de Vallecas;133;Palomeras Bajas;40491;16.4;68.12;15.48;36.54;31.6;39.6;111.1;12.91
2014;Anual;13;Puente de Vallecas;133;Palomeras Bajas;39735;15.73;68.26;16.01;37.56;33.1;40.3;111.7;11.79
2015;Anual;13;Puente de Vallecas;133;Palomeras Bajas;39300;15.2;68.55;16.25;37.82;33.4;40.6;111.6;11.04
2016;Anual;13;Puente de Vallecas;133;Palomeras Bajas;39245;14.7;69.03;16.27;38.3;33.7;41.3;112.5;11.14
2017;Anual;13;Puente de Vallecas;133;Palomeras Bajas;39329;14.23;69.44;16.33;39.02;34.1;42.2;112.8;11.53
2018;Anual;13;Puente de Vallecas;133;Palomeras Bajas;39669;13.69;69.92;16.39;39.3;34.0;42.8;113.1;12.63
2019;Anual;13;Puente de Vallecas;133;Palomeras Bajas;40166;13.2;70.48;16.32;38.5;32.5;42.5;112.7;14.0
2020;Anual;13;Puente de Vallecas;133;Palomeras Bajas;40910;12.8;70.72;16.47;36.7;30.3;41.0;113.0;15.53
2021;Anual;13;Puente de Vallecas;133;Palomeras Bajas;40468;12.59;70.69;16.72;35.9;29.4;40.3;113.5;16.0
2022;Anual;13;Puente de Vallecas;133;Palomeras Bajas;39935;12.28;70.3;17.42;34.1;27.2;38.8;113.3;15.61
2005;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42249;15.69;66.34;17.97;20.41;16.4;23.3;105.3;9.83
2006;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42690;15.4;66.41;18.19;20.7;16.7;23.6;105.3;11.56
2007;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42983;15.05;66.87;18.08;21.59;17.8;24.3;105.5;12.18
2008;Anual;13;Puente de Vallecas;134;Palomeras Sureste;43616;15.03;67.31;17.66;22.73;19.2;25.2;105.8;13.31
2009;Anual;13;Puente de Vallecas;134;Palomeras Sureste;43894;14.81;67.68;17.51;24.5;20.5;27.3;106.1;14.05
2010;Anual;13;Puente de Vallecas;134;Palomeras Sureste;43822;14.69;67.6;17.71;26.29;22.6;28.8;106.9;13.76
2011;Anual;13;Puente de Vallecas;134;Palomeras Sureste;43495;14.57;67.53;17.9;28.16;24.4;30.7;107.8;13.22
2012;Anual;13;Puente de Vallecas;134;Palomeras Sureste;43207;14.63;67.35;18.02;30.47;26.5;33.2;108.2;12.34
2013;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42907;14.55;67.3;18.16;32.16;28.7;34.5;108.0;11.79
2014;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42296;14.48;66.99;18.53;33.75;30.1;36.3;108.5;10.5
2015;Anual;13;Puente de Vallecas;134;Palomeras Sureste;41743;14.35;66.93;18.72;35.25;32.3;37.3;109.0;9.42
2016;Anual;13;Puente de Vallecas;134;Palomeras Sureste;41888;14.34;67.01;18.65;35.99;33.3;37.9;108.7;9.51
2017;Anual;13;Puente de Vallecas;134;Palomeras Sureste;41992;14.1;67.44;18.46;37.4;34.7;39.3;108.5;9.93
2018;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42120;14.11;67.43;18.46;38.21;36.0;39.7;109.4;10.53
2019;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42594;14.02;67.68;18.3;38.3;35.3;40.3;110.3;11.8
2020;Anual;13;Puente de Vallecas;134;Palomeras Sureste;43164;13.84;67.93;18.23;37.1;33.1;39.9;109.4;13.01
2021;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42924;13.46;68.37;18.17;37.7;33.2;40.7;110.1;13.71
2022;Anual;13;Puente de Vallecas;134;Palomeras Sureste;42540;13.28;68.24;18.48;36.5;31.3;40.0;110.4;13.81
2005;Anual;10;Latina;107;Águilas;57922;11.87;69.23;18.9;19.3;15.2;22.6;107.7;9.65
2006;Anual;10;Latina;107;Águilas;57803;11.87;67.98;20.14;19.01;15.1;22.2;108.0;11.44
2007;Anual;10;Latina;107;Águilas;57139;12.01;67.21;20.78;19.64;15.4;23.0;108.3;12.85
2008;Anual;10;Latina;107;Águilas;57309;12.14;66.37;21.49;19.59;15.5;22.9;108.1;14.41
2009;Anual;10;Latina;107;Águilas;56852;12.19;65.27;22.54;20.33;16.6;23.2;108.5;14.85
2010;Anual;10;Latina;107;Águilas;56090;12.16;64.17;23.67;20.87;17.4;23.6;109.2;14.57
2011;Anual;10;Latina;107;Águilas;55254;12.27;63.07;24.66;21.87;18.4;24.5;110.9;14.31
2012;Anual;10;Latina;107;Águilas;54021;12.32;61.98;25.69;22.78;19.9;25.0;111.3;13.03
2013;Anual;10;Latina;107;Águilas;53222;12.35;61.15;26.5;23.84;21.6;25.5;112.2;12.01
2014;Anual;10;Latina;107;Águilas;52037;12.33;60.29;27.38;24.91;22.7;26.5;113.2;10.68
2015;Anual;10;Latina;107;Águilas;51226;12.23;59.75;28.02;26.67;25.2;27.8;114.0;9.62
2016;Anual;10;Latina;107;Águilas;51033;12.14;59.49;28.37;28.2;27.2;28.9;114.3;9.64
2017;Anual;10;Latina;107;Águilas;50949;12.21;59.44;28.35;30.72;30.4;31.0;114.9;9.85
2018;Anual;10;Latina;107;Águilas;51102;12.13;59.63;28.24;32.18;32.1;32.2;114.8;10.45
2019;Anual;10;Latina;107;Águilas;51557;12.13;59.89;27.98;33.9;34.0;33.8;115.6;11.52
2020;Anual;10;Latina;107;Águilas;52111;11.99;60.42;27.59;34.9;35.1;34.8;115.6;12.41
2021;Anual;10;Latina;107;Águilas;51599;11.78;60.76;27.46;37.5;37.6;37.5;116.0;12.96
2022;Anual;10;Latina;107;Águilas;50906;11.54;60.74;27.72;39.0;38.7;39.1;115.9;12.67
2005;Anual;13;Puente de Vallecas;131;Entrevías;37271;15.36;63.67;20.98;20.54;17.6;22.5;105.5;8.94
2006;Anual;13;Puente de Vallecas;131;Entrevías;37390;15.4;63.74;20.86;21.96;19.1;23.8;105.6;10.82
2007;Anual;13;Puente de Vallecas;131;Entrevías;36999;15.46;63.88;20.66;23.68;21.0;25.4;105.0;12.1
2008;Anual;13;Puente de Vallecas;131;Entrevías;37028;15.28;64.31;20.41;26.06;23.3;27.8;104.8;13.76
2009;Anual;13;Puente de Vallecas;131;Entrevías;37060;15.4;64.24;20.36;28.13;25.3;30.0;105.0;14.6
2010;Anual;13;Puente de Vallecas;131;Entrevías;36435;15.33;63.99;20.68;30.92;27.6;33.1;105.7;14.03
2011;Anual;13;Puente de Vallecas;131;Entrevías;35508;15.1;63.86;21.04;33.12;30.2;35.0;106.4;13.81
2012;Anual;13;Puente de Vallecas;131;Entrevías;34689;14.97;63.92;21.11;35.02;32.0;37.0;107.5;13.15
2013;Anual;13;Puente de Vallecas;131;Entrevías;34146;14.84;63.96;21.2;37.47;34.5;39.3;108.0;12.31
2014;Anual;13;Puente de Vallecas;131;Entrevías;33674;14.89;63.81;21.3;39.67;36.0;41.9;108.0;11.51
2015;Anual;13;Puente de Vallecas;131;Entrevías;33480;14.72;64.09;21.19;40.86;36.2;43.7;108.3;11.2
2016;Anual;13;Puente de Vallecas;131;Entrevías;33521;14.84;64.42;20.73;41.31;36.3;44.4;108.9;11.64
2017;Anual;13;Puente de Vallecas;131;Entrevías;33541;14.82;64.84;20.34;41.69;36.3;45.0;108.5;12.32
2018;Anual;13;Puente de Vallecas;131;Entrevías;33986;14.6;65.42;19.98;41.82;35.9;45.5;108.3;13.89
2019;Anual;13;Puente de Vallecas;131;Entrevías;34698;14.62;65.97;19.41;42.0;36.3;45.5;108.1;15.48
2020;Anual;13;Puente de Vallecas;131;Entrevías;35516;14.48;66.56;18.96;40.9;34.7;44.8;108.0;17.02
2021;Anual;13;Puente de Vallecas;131;Entrevías;35239;14.22;67.2;18.57;39.9;33.6;43.8;108.2;17.86
2022;Anual;13;Puente de Vallecas;131;Entrevías;34690;14.21;67.13;18.66;38.4;31.8;42.5;109.1;17.78
2005;Anual;11;Carabanchel;114;Vista Alegre;48791;11.85;68.03;20.12;25.0;20.0;28.2;111.5;20.07
2006;Anual;11;Carabanchel;114;Vista Alegre;49360;11.81;67.75;20.44;25.44;20.5;28.7;111.3;22.59
2007;Anual;11;Carabanchel;114;Vista Alegre;48499;11.84;67.52;20.65;25.91;21.3;29.0;111.6;23.58
2008;Anual;11;Carabanchel;114;Vista Alegre;48665;11.98;67.43;20.59;26.39;21.5;29.6;111.6;25.33
2009;Anual;11;Carabanchel;114;Vista Alegre;48724;12.07;67.16;20.77;27.63;22.6;30.9;111.5;26.16
2010;Anual;11;Carabanchel;114;Vista Alegre;48567;12.29;66.69;21.02;28.82;24.7;31.5;112.4;26.32
2011;Anual;11;Carabanchel;114;Vista Alegre;47771;12.34;66.03;21.63;29.64;25.7;32.2;114.0;25.83
2012;Anual;11;Carabanchel;114;Vista Alegre;46358;12.55;65.15;22.3;30.7;26.8;33.2;116.1;23.52
2013;Anual;11;Carabanchel;114;Vista Alegre;45366;12.56;64.67;22.77;31.59;28.0;33.9;117.8;21.43
2014;Anual;11;Carabanchel;114;Vista Alegre;44434;12.51;64.04;23.45;32.56;29.1;34.8;118.2;19.64
2015;Anual;11;Carabanchel;114;Vista Alegre;43851;12.58;63.64;23.77;33.93;31.0;35.8;119.7;17.8
2016;Anual;11;Carabanchel;114;Vista Alegre;44161;12.71;63.64;23.65;34.68;31.7;36.5;119.2;18.28
2017;Anual;11;Carabanchel;114;Vista Alegre;44320;12.83;63.73;23.45;35.59;32.4;37.6;119.7;19.01
2018;Anual;11;Carabanchel;114;Vista Alegre;45008;12.64;64.01;23.35;35.95;32.8;37.9;119.8;20.36
2019;Anual;11;Carabanchel;114;Vista Alegre;45975;12.62;64.61;22.77;36.6;33.4;38.7;120.0;22.16
2020;Anual;11;Carabanchel;114;Vista Alegre;47602;12.59;65.28;22.14;35.9;32.7;38.0;119.1;24.38
2021;Anual;11;Carabanchel;114;Vista Alegre;47082;12.37;65.56;22.08;37.1;33.4;39.4;119.6;24.91
2022;Anual;11;Carabanchel;114;Vista Alegre;46474;12.14;65.63;22.22;36.8;33.2;39.1;119.1;24.65
2005;Anual;18;Villa de Vallecas;182;Santa Eugenia;27316;16.32;73.17;10.52;23.03;17.4;26.9;104.2;8.13
2006;Anual;18;Villa de Vallecas;182;Santa Eugenia;27312;15.72;73.27;11.01;23.8;17.6;28.0;104.6;9.45
2007;Anual;18;Villa de Vallecas;182;Santa Eugenia;27185;15.21;73.51;11.27;23.99;17.9;28.1;105.4;10.65
2008;Anual;18;Villa de Vallecas;182;Santa Eugenia;27142;14.5;73.75;11.75;24.67;18.6;28.8;105.8;12.17
2009;Anual;18;Villa de Vallecas;182;Santa Eugenia;26914;14.06;73.66;12.28;24.71;18.6;28.9;105.7;13.04
2010;Anual;18;Villa de Vallecas;182;Santa Eugenia;26544;13.75;73.35;12.9;24.01;19.1;27.5;105.5;13.3
2011;Anual;18;Villa de Vallecas;182;Santa Eugenia;26201;13.27;73.13;13.6;24.52;19.4;28.2;105.6;13.43
2012;Anual;18;Villa de Vallecas;182;Santa Eugenia;25610;13.09;72.39;14.52;24.64;20.4;27.7;106.6;11.9
2013;Anual;18;Villa de Vallecas;182;Santa Eugenia;25269;12.75;71.86;15.39;24.35;20.3;27.4;107.2;11.61
2014;Anual;18;Villa de Vallecas;182;Santa Eugenia;24705;12.65;70.69;16.66;24.68;20.7;27.8;108.0;10.39
2015;Anual;18;Villa de Vallecas;182;Santa Eugenia;24462;12.33;69.98;17.69;24.68;20.3;28.1;107.4;9.91
2016;Anual;18;Villa de Vallecas;182;Santa Eugenia;24388;12.19;69.09;18.72;24.64;20.5;27.8;107.4;9.6
2017;Anual;18;Villa de Vallecas;182;Santa Eugenia;24129;11.76;68.6;19.64;24.56;20.4;27.8;108.6;9.31
2018;Anual;18;Villa de Vallecas;182;Santa Eugenia;24295;11.82;67.77;20.42;24.62;20.6;27.6;108.1;9.85
2019;Anual;18;Villa de Vallecas;182;Santa Eugenia;24328;11.7;67.04;21.26;24.5;20.6;27.4;108.1;10.32
2020;Anual;18;Villa de Vallecas;182;Santa Eugenia;24684;11.67;66.42;21.91;24.1;20.7;26.7;108.6;10.63
2021;Anual;18;Villa de Vallecas;182;Santa Eugenia;24288;11.71;65.47;22.82;23.5;20.1;26.0;108.7;
2022;Anual;18;Villa de Vallecas;182;Santa Eugenia;24110;11.59;64.71;23.7;23.2;20.1;25.4;109.4;
2005;Anual;12;Usera;124;Almendrales;19700;14.28;64.88;20.84;24.62;21.6;26.5;107.4;27.01
2006;Anual;12;Usera;124;Almendrales;20528;14.36;65.64;20.0;25.06;21.8;27.1;107.7;30.26
2007;Anual;12;Usera;124;Almendrales;21039;14.6;66.39;19.01;27.21;24.6;28.9;107.9;31.02
2008;Anual;12;Usera;124;Almendrales;22171;15.25;67.01;17.74;28.68;26.3;30.2;106.7;33.73
2009;Anual;12;Usera;124;Almendrales;22562;15.5;67.12;17.38;30.32;28.0;31.8;105.8;34.18
2010;Anual;12;Usera;124;Almendrales;22607;15.58;67.11;17.31;32.58;29.8;34.3;107.6;34.0
2011;Anual;12;Usera;124;Almendrales;22172;15.81;66.81;17.38;35.12;32.9;36.5;108.6;32.7
2012;Anual;12;Usera;124;Almendrales;21955;16.16;66.53;17.31;37.37;34.5;39.1;111.1;30.61
2013;Anual;12;Usera;124;Almendrales;21371;16.17;66.34;17.49;39.84;37.2;41.4;113.0;28.46
2014;Anual;12;Usera;124;Almendrales;20678;15.89;66.06;18.06;40.97;38.4;42.5;114.5;26.0
2015;Anual;12;Usera;124;Almendrales;20293;15.77;66.07;18.16;42.42;38.9;44.4;115.5;24.26
2016;Anual;12;Usera;124;Almendrales;20421;15.68;66.52;17.8;43.82;39.8;46.2;115.1;24.1
2017;Anual;12;Usera;124;Almendrales;20525;15.16;67.47;17.36;44.81;40.4;47.3;114.1;25.14
2018;Anual;12;Usera;124;Almendrales;20986;15.05;68.12;16.83;45.16;40.1;48.1;113.6;26.19
2019;Anual;12;Usera;124;Almendrales;21439;15.29;68.42;16.29;44.1;38.4;47.5;113.5;27.38
2020;Anual;12;Usera;124;Almendrales;22179;15.01;69.21;15.79;42.6;36.9;45.9;114.0;29.2
2021;Anual;12;Usera;124;Almendrales;22516;14.87;69.67;15.46;41.1;34.8;44.9;113.6;29.18
2022;Anual;12;Usera;124;Almendrales;22499;15.09;69.33;15.57;40.0;31.8;44.8;113.8;28.27
2005;Anual;11;Carabanchel;115;Puerta Bonita;34672;13.94;66.41;19.64;26.3;21.0;29.6;107.9;19.76
2006;Anual;11;Carabanchel;115;Puerta Bonita;35336;14.1;66.23;19.67;26.59;22.0;29.6;106.6;22.63
2007;Anual;11;Carabanchel;115;Puerta Bonita;35350;14.26;66.53;19.21;27.7;23.4;30.6;105.0;24.24
2008;Anual;11;Carabanchel;115;Puerta Bonita;35768;14.49;66.64;18.87;28.31;24.0;31.1;105.1;25.98
2009;Anual;11;Carabanchel;115;Puerta Bonita;35956;14.81;66.35;18.84;29.83;26.0;32.3;105.7;26.61
2010;Anual;11;Carabanchel;115;Puerta Bonita;35587;15.28;66.16;18.56;29.87;27.1;31.7;105.6;26.24
2011;Anual;11;Carabanchel;115;Puerta Bonita;35327;15.54;65.59;18.87;31.1;27.6;33.3;107.4;25.16
2012;Anual;11;Carabanchel;115;Puerta Bonita;34529;15.31;65.19;19.5;33.4;30.1;35.5;108.4;22.51
2013;Anual;11;Carabanchel;115;Puerta Bonita;33844;15.56;64.6;19.85;34.96;31.5;37.2;110.5;20.63
2014;Anual;11;Carabanchel;115;Puerta Bonita;32910;15.3;64.4;20.3;36.49;32.8;38.8;111.8;18.23
2015;Anual;11;Carabanchel;115;Puerta Bonita;32442;15.35;64.25;20.41;37.48;34.1;39.6;113.1;17.12
2016;Anual;11;Carabanchel;115;Puerta Bonita;32800;15.26;64.75;19.99;38.93;36.2;40.6;113.0;17.77
2017;Anual;11;Carabanchel;115;Puerta Bonita;32991;15.0;65.31;19.69;39.43;36.0;41.6;113.4;18.47
2018;Anual;11;Carabanchel;115;Puerta Bonita;33933;15.08;65.8;19.13;40.14;35.8;42.8;112.9;20.36
