Anio;Periodo_x;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer;PrecioVentaEurosM2;PrecioAlquilerEurosM2;PresupuestoGasto;Gasto_Real;NumeroLocales;NumeroAlojamientos;Periodo_y;DatoRentaMedia
2013;Anual;16;Hortaleza;161.0;Palomas;6737.0;23.39;65.49;11.12;16.82;13.9;19.7;104.7;10.27;260.0;100;160;3513.0;1.490;2.023;1760.0;924;836;268.0;152;116;2.811;10.2;21110036.14;3481916.9;;;Anual;75672.5854571293
2014;Anual;16;Hortaleza;166.0;Valdefuentes;41893.0;27.57;66.02;6.41;25.83;18.8;31.4;104.0;8.8;2155.0;902;1.253;41630.0;19.255;22.375;15644.0;7.915;7.729;1124.0;702;422;2.803;10.3;16885713.33;9759178.19;952.0;;Anual;52805.8221451664
2014;Anual;16;Hortaleza;165.0;Apóstol Santiago;15375.0;14.02;65.41;20.57;35.07;31.6;37.3;112.4;7.45;1092.0;537;555;2784.0;1.427;1.357;4756.0;2.199;2.557;417.0;270;147;2.803;10.3;16885713.33;9759178.19;388.0;;Anual;35149.2457802352
2014;Anual;16;Hortaleza;164.0;Pinar del Rey;53175.0;12.87;62.13;25.0;28.46;25.8;30.3;114.7;9.81;3654.0;1.826;1.828;8650.0;4.242;4.408;16943.0;8.113;8.830;1741.0;1.143;598;2.803;10.3;16885713.33;9759178.19;2718.0;;Anual;33645.4263082833
2014;Anual;16;Hortaleza;163.0;Canillas;41268.0;12.43;63.34;24.23;27.12;22.7;30.4;113.8;8.54;2356.0;1.083;1.273;9462.0;4.712;4.750;13438.0;6.556;6.882;1630.0;1.057;573;2.803;10.3;16885713.33;9759178.19;2009.0;;Anual;38580.5386830883
2014;Anual;16;Hortaleza;162.0;Piovera;14317.0;19.75;68.9;11.35;24.06;22.3;25.6;109.7;15.51;451.0;195;256;7848.0;2.939;4.909;4846.0;2.402;2.444;810.0;446;364;2.803;10.3;16885713.33;9759178.19;289.0;;Anual;101620.187618627
2014;Anual;16;Hortaleza;161.0;Palomas;6677.0;23.0;65.1;11.89;17.63;16.7;18.5;104.3;9.2;229.0;89;140;3432.0;1.377;2.055;2156.0;1.129;1.027;305.0;174;131;2.803;10.3;16885713.33;9759178.19;153.0;;Anual;77836.7561129258
2015;Anual;16;Hortaleza;166.0;Valdefuentes;45399.0;27.4;66.07;6.53;25.85;18.6;31.5;104.1;7.94;2025.0;826;1.199;43581.0;20.382;23.199;15659.0;7.925;7.734;1284.0;795;489;2.785;10.6;10259017.95;8384362.0;964.0;3.0;Anual;55975.1455794732
2015;Anual;16;Hortaleza;165.0;Apóstol Santiago;15180.0;13.6;65.43;20.96;35.54;31.7;38.1;112.7;6.65;1031.0;468;563;2811.0;1.471;1.340;4807.0;2.236;2.571;440.0;281;159;2.785;10.6;10259017.95;8384362.0;391.0;;Anual;36691.4783926056
2015;Anual;16;Hortaleza;164.0;Pinar del Rey;52351.0;12.9;61.35;25.76;29.56;27.1;31.2;114.6;8.9;3415.0;1.606;1.809;8882.0;4.257;4.625;17039.0;8.167;8.872;1871.0;1.232;639;2.785;10.6;10259017.95;8384362.0;2749.0;3.0;Anual;33701.4312862047
2015;Anual;16;Hortaleza;163.0;Canillas;40564.0;12.39;62.53;25.08;27.53;23.3;30.6;114.1;7.67;2104.0;931;1.173;8877.0;4.526;4.351;13426.0;6.578;6.848;1725.0;1.115;610;2.785;10.6;10259017.95;8384362.0;2053.0;1.0;Anual;39790.2400918192
2015;Anual;16;Hortaleza;162.0;Piovera;14223.0;19.4;68.64;11.96;25.04;22.7;27.1;109.8;14.55;417.0;178;239;7899.0;3.123;4.776;4834.0;2.374;2.460;808.0;446;362;2.785;10.6;10259017.95;8384362.0;297.0;2.0;Anual;97253.6423164336
2015;Anual;16;Hortaleza;161.0;Palomas;6626.0;22.29;64.9;12.81;17.31;16.3;18.3;104.2;8.75;202.0;76;126;3153.0;1.280;1.873;2175.0;1.129;1.046;317.0;179;138;2.785;10.6;10259017.95;8384362.0;149.0;3.0;Anual;81736.547158496
2016;Anual;16;Hortaleza;166.0;Valdefuentes;48722.0;27.4;65.99;6.62;24.16;17.5;29.4;103.8;8.05;1920.0;781;1.139;44472.0;21.195;23.277;16965.0;8.607;8.358;1406.0;874;532;2.898;11.0;13824315.55;9368558.81;1014.0;3.0;Anual;53810.0
2016;Anual;16;Hortaleza;165.0;Apóstol Santiago;15253.0;13.41;65.71;20.88;37.21;33.4;39.7;112.1;6.92;945.0;445;500;2865.0;1.497;1.368;5375.0;2.546;2.829;444.0;276;168;2.898;11.0;13824315.55;9368558.81;394.0;;Anual;37313.0
2016;Anual;16;Hortaleza;164.0;Pinar del Rey;52180.0;12.74;61.18;26.08;30.89;28.5;32.5;115.2;8.96;3060.0;1.413;1.647;9363.0;4.380;4.983;18914.0;9.126;9.788;1851.0;1.221;630;2.898;11.0;13824315.55;9368558.81;2781.0;3.0;Anual;33780.0
2016;Anual;16;Hortaleza;163.0;Canillas;40580.0;12.43;62.05;25.52;28.49;24.7;31.1;114.2;7.77;1891.0;838;1.053;9360.0;4.787;4.573;14883.0;7.276;7.607;1733.0;1.110;623;2.898;11.0;13824315.55;9368558.81;2098.0;1.0;Anual;40747.0
2016;Anual;16;Hortaleza;162.0;Piovera;14413.0;18.97;68.69;12.34;25.24;21.9;28.2;110.1;14.34;395.0;158;237;7957.0;3.111;4.846;5537.0;2.746;2.791;821.0;448;373;2.898;11.0;13824315.55;9368558.81;329.0;2.0;Anual;81271.0
2016;Anual;16;Hortaleza;161.0;Palomas;6590.0;21.96;64.58;13.46;17.59;16.1;19.0;104.3;8.98;187.0;71;116;3150.0;1.318;1.832;2450.0;1.269;1.181;318.0;185;133;2.898;11.0;13824315.55;9368558.81;159.0;3.0;Anual;81681.0
2017;Anual;16;Hortaleza;166.0;Valdefuentes;51666.0;27.4;65.69;6.92;23.98;18.4;28.5;103.0;8.29;1883.0;748;1.135;44835.0;20.707;24.128;23094.0;11.756;11.338;1599.0;988;611;3.182;12.2;31453316.31;6902840.13;1912.0;3.0;Anual;55523.0
2017;Anual;16;Hortaleza;165.0;Apóstol Santiago;15174.0;12.94;66.09;20.98;37.73;33.4;40.5;111.4;7.25;890.0;426;464;1665.0;722;943;5546.0;2.628;2.918;483.0;307;176;3.182;12.2;31453316.31;6902840.13;743.0;;Anual;37643.0
2017;Anual;16;Hortaleza;164.0;Pinar del Rey;51966.0;12.5;61.2;26.3;32.37;30.1;33.9;116.1;9.15;2824.0;1.279;1.545;9720.0;4.570;5.150;19554.0;9.395;10.159;1932.0;1.278;654;3.182;12.2;31453316.31;6902840.13;5404.0;3.0;Anual;34494.0
2017;Anual;16;Hortaleza;163.0;Canillas;40500.0;12.32;61.76;25.93;29.38;25.7;32.0;114.9;7.91;1839.0;760;1.079;10182.0;5.028;5.154;15203.0;7.426;7.777;1794.0;1.158;636;3.182;12.2;31453316.31;6902840.13;4032.0;1.0;Anual;41118.0
2017;Anual;16;Hortaleza;162.0;Piovera;14474.0;18.65;68.27;13.08;25.3;22.1;28.1;108.9;14.03;374.0;146;228;8379.0;3.362;5.017;5739.0;2.887;2.852;878.0;506;372;3.182;12.2;31453316.31;6902840.13;606.0;2.0;Anual;81938.0
2017;Anual;16;Hortaleza;161.0;Palomas;6682.0;21.89;64.22;13.89;17.78;16.1;19.3;105.1;8.8;173.0;67;106;3039.0;1.258;1.781;2503.0;1.284;1.219;337.0;189;148;3.182;12.2;31453316.31;6902840.13;275.0;3.0;Anual;81073.0
2018;Anual;16;Hortaleza;166.0;Valdefuentes;54297.0;27.39;65.5;7.11;23.0;17.7;27.4;103.3;8.78;1751.0;694;1.057;49268.0;23.173;26.095;23216.0;11.784;11.432;1314.0;809;505;3.687;13.1;41148437.5;8510491.83;1039.0;3.0;Anual;58384.0
2018;Anual;16;Hortaleza;165.0;Apóstol Santiago;15271.0;12.87;66.17;20.95;37.34;32.9;40.2;110.6;7.83;770.0;352;418;1642.0;732;910;5646.0;2.706;2.940;420.0;284;136;3.687;13.1;41148437.5;8510491.83;396.0;;Anual;38900.0
2018;Anual;16;Hortaleza;164.0;Pinar del Rey;52274.0;12.54;61.08;26.38;33.29;30.8;35.0;116.7;9.7;2561.0;1.113;1.448;10972.0;5.118;5.854;19802.0;9.605;10.197;1677.0;1.139;538;3.687;13.1;41148437.5;8510491.83;2801.0;4.0;Anual;35784.0
2018;Anual;16;Hortaleza;163.0;Canillas;40627.0;12.35;61.5;26.15;30.19;27.1;32.4;114.6;8.49;1636.0;651;985;9171.0;4.358;4.813;15242.0;7.431;7.811;1315.0;862;453;3.687;13.1;41148437.5;8510491.83;2146.0;2.0;Anual;42659.0
2018;Anual;16;Hortaleza;162.0;Piovera;14723.0;18.54;68.15;13.32;24.53;21.1;27.6;109.1;13.84;346.0;140;206;8409.0;3.368;5.041;5754.0;2.879;2.875;632.0;374;258;3.687;13.1;41148437.5;8510491.83;336.0;2.0;Anual;85549.0
2018;Anual;16;Hortaleza;161.0;Palomas;6738.0;21.27;64.17;14.56;19.06;18.0;20.0;104.7;8.92;163.0;68;95;3078.0;1.266;1.812;2533.0;1.292;1.241;203.0;118;85;3.687;13.1;41148437.5;8510491.83;166.0;3.0;Anual;85614.0
2019;Anual;16;Hortaleza;166.0;Valdefuentes;57879.0;27.31;65.38;7.31;22.5;17.5;26.6;104.2;9.54;1868.0;744;1.124;52733.0;24.826;27.907;24625.0;12.463;12.162;2100.0;1.271;829;3.615;12.3;51846057.89;19602857.89;1096.0;3.0;Anual;61065.0
2019;Anual;16;Hortaleza;165.0;Apóstol Santiago;15418.0;12.69;66.53;20.77;36.6;32.1;39.4;111.5;9.1;806.0;379;427;1760.0;774;986;5885.0;2.831;3.054;517.0;319;198;3.615;12.3;51846057.89;19602857.89;396.0;;Anual;41116.0
2019;Anual;16;Hortaleza;164.0;Pinar del Rey;52691.0;12.51;61.16;26.33;34.2;31.8;35.7;117.0;10.71;2582.0;1.138;1.444;11997.0;5.636;6.361;20327.0;9.823;10.504;2078.0;1.347;731;3.615;12.3;51846057.89;19602857.89;2809.0;4.0;Anual;37114.0
2019;Anual;16;Hortaleza;163.0;Canillas;40578.0;12.24;61.49;26.27;30.5;27.9;32.4;114.5;9.03;1656.0;672;984;9698.0;4.587;5.111;15516.0;7.537;7.979;1893.0;1.215;678;3.615;12.3;51846057.89;19602857.89;2158.0;2.0;Anual;44086.0
2019;Anual;16;Hortaleza;162.0;Piovera;14911.0;18.4;67.75;13.86;24.3;20.6;27.6;108.4;14.67;342.0;137;205;8815.0;3.504;5.311;5970.0;2.959;3.011;967.0;538;429;3.615;12.3;51846057.89;19602857.89;344.0;2.0;Anual;85567.0
2019;Anual;16;Hortaleza;161.0;Palomas;6790.0;20.84;64.43;14.73;19.2;18.7;19.6;104.6;9.91;178.0;64;114;4185.0;1.739;2.446;2599.0;1.329;1.270;380.0;217;163;3.615;12.3;51846057.89;19602857.89;166.0;3.0;Anual;86205.0
2020;Anual;16;Hortaleza;166.0;Valdefuentes;61931.0;26.94;65.61;7.46;22.2;17.2;26.1;104.4;10.23;2400.0;952;1.448;57658.0;26.531;31.127;26294.0;13.402;12.892;2325.0;1.405;920;3.668;12.5;35769829.08;17336163.13;1114.0;3.0;Anual;59987.0
2020;Anual;16;Hortaleza;165.0;Apóstol Santiago;15555.0;12.15;66.94;20.91;36.5;31.9;39.4;111.2;10.25;999.0;461;538;1763.0;787;976;5946.0;2.904;3.042;542.0;340;202;3.668;12.5;35769829.08;17336163.13;396.0;;Anual;40604.0
2020;Anual;16;Hortaleza;164.0;Pinar del Rey;53162.0;12.33;61.48;26.19;33.9;31.3;35.6;116.7;11.84;3364.0;1.479;1.885;11416.0;5.499;5.917;20577.0;9.969;10.608;2130.0;1.378;752;3.668;12.5;35769829.08;17336163.13;2816.0;5.0;Anual;36609.0
2020;Anual;16;Hortaleza;163.0;Canillas;40838.0;12.07;61.44;26.49;30.2;27.6;32.0;114.6;9.69;2059.0;856;1.203;9818.0;4.726;5.092;15531.0;7.635;7.896;1932.0;1.212;720;3.668;12.5;35769829.08;17336163.13;2163.0;3.0;Anual;43396.0
2020;Anual;16;Hortaleza;162.0;Piovera;14939.0;17.93;67.71;14.36;24.1;20.4;27.3;109.8;15.13;476.0;191;285;8728.0;3.472;5.256;5996.0;2.998;2.998;1006.0;543;463;3.668;12.5;35769829.08;17336163.13;356.0;2.0;Anual;84205.0
2020;Anual;16;Hortaleza;161.0;Palomas;6839.0;20.38;64.53;15.09;19.7;19.5;19.8;106.1;10.73;258.0;105;153;4305.0;1.812;2.493;2631.0;1.349;1.282;405.0;222;183;3.668;12.5;35769829.08;17336163.13;168.0;3.0;Anual;83533.0
2013;Anual;21;Barajas;212.0;Aeropuerto;2006.0;17.1;68.89;14.01;37.01;32.4;39.8;94.6;20.04;; - ; - ;4143.0;2.568;1.575;612.0;271;341;54.0;35;19;2.594;9.5;3014684.1;2834128.45;;;Anual;22620.3091935484
2013;Anual;21;Barajas;214.0;Timón;9366.0;18.88;70.72;10.4;29.16;28.2;29.9;105.9;11.33;; - ; - ;1485.0;662;823;3084.0;1.566;1.518;327.0;179;148;2.594;9.5;3014684.1;2834128.45;;;Anual;38646.9129867194
2013;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7638.0;11.6;71.2;17.2;34.47;30.0;37.6;105.2;19.8;; - ; - ;1193.0;559;634;3016.0;1.558;1.458;280.0;180;100;2.594;9.5;3014684.1;2834128.45;;;Anual;33312.1400101729
2013;Anual;21;Barajas;215.0;Corralejos;7131.0;27.74;63.72;8.54;29.06;22.9;33.7;104.9;9.03;; - ; - ;27891.0;13.898;13.993;2894.0;1.458;1.436;273.0;189;84;2.594;9.5;3014684.1;2834128.45;;;Anual;68664.5456642974
2013;Anual;21;Barajas;211.0;Alameda de Osuna;19948.0;16.88;64.5;18.61;15.38;12.0;18.4;107.6;7.33;; - ; - ;5400.0;1.832;3.568;7367.0;3.686;3.681;592.0;390;202;2.594;9.5;3014684.1;2834128.45;;;Anual;52018.801966092
2014;Anual;21;Barajas;212.0;Aeropuerto;1898.0;16.49;68.39;15.12;37.63;33.0;40.4;94.1;20.28;150.0;95;55;4879.0;2.874;2.005;538.0;235;303;61.0;41;20;2.532;9.5;1925009.69;1317820.69;486.0;;Anual;22835.2432880845
2014;Anual;21;Barajas;214.0;Timón;9533.0;18.81;70.72;10.47;30.66;27.7;32.7;107.8;10.48;562.0;271;291;2055.0;920;1.135;3722.0;1.860;1.862;362.0;193;169;2.532;9.5;1925009.69;1317820.69;309.0;;Anual;38994.3607302338
2014;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7379.0;11.87;70.44;17.69;34.87;30.4;38.1;104.1;17.25;582.0;294;288;1231.0;593;638;2548.0;1.320;1.228;310.0;197;113;2.532;9.5;1925009.69;1317820.69;522.0;;Anual;32838.9432610904
2014;Anual;21;Barajas;215.0;Corralejos;7153.0;27.76;63.08;9.16;29.47;22.9;34.6;104.1;7.83;269.0;106;163;26395.0;13.411;12.984;1962.0;980;982;307.0;208;99;2.532;9.5;1925009.69;1317820.69;279.0;;Anual;64548.2690722942
2014;Anual;21;Barajas;211.0;Alameda de Osuna;19623.0;17.09;62.5;20.41;15.48;12.7;17.9;107.6;6.32;952.0;406;546;5472.0;1.882;3.590;6297.0;3.128;3.169;666.0;436;230;2.532;9.5;1925009.69;1317820.69;490.0;;Anual;51559.5687887404
2015;Anual;21;Barajas;212.0;Aeropuerto;1787.0;15.33;68.83;15.84;37.81;31.1;41.8;94.0;16.73;135.0;76;59;4859.0;2.889;1.970;542.0;228;314;67.0;49;18;2.582;9.7;12909420.05;6382012.56;514.0;4.0;Anual;24254.3146616541
2015;Anual;21;Barajas;214.0;Timón;10050.0;19.22;70.43;10.35;31.44;28.6;33.5;105.9;8.95;519.0;231;288;2179.0;962;1.217;3792.0;1.901;1.891;378.0;205;173;2.582;9.7;12909420.05;6382012.56;334.0;5.0;Anual;40271.041996997
2015;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7252.0;11.85;69.76;18.39;35.61;31.1;38.9;105.3;16.33;543.0;271;272;1342.0;675;667;2547.0;1.306;1.241;313.0;202;111;2.582;9.7;12909420.05;6382012.56;527.0;13.0;Anual;29450.04216593
2015;Anual;21;Barajas;215.0;Corralejos;7213.0;27.92;62.6;9.48;29.68;25.0;33.3;105.1;7.11;239.0;95;144;24041.0;12.377;11.664;1962.0;984;978;331.0;219;112;2.582;9.7;12909420.05;6382012.56;286.0;6.0;Anual;65879.1637136929
2015;Anual;21;Barajas;211.0;Alameda de Osuna;19445.0;17.07;60.92;22.01;15.4;13.2;17.3;107.2;5.8;820.0;374;446;7972.0;3.135;4.837;6303.0;3.121;3.182;698.0;454;244;2.582;9.7;12909420.05;6382012.56;487.0;6.0;Anual;52281.1907390498
2016;Anual;21;Barajas;212.0;Aeropuerto;1767.0;15.17;69.72;15.11;42.32;36.4;45.8;95.9;16.92;118.0;57;61;5097.0;3.035;2.062;616.0;278;338;73.0;50;23;2.625;10.1;16123776.97;12978964.17;531.0;4.0;Anual;25366.0
2016;Anual;21;Barajas;214.0;Timón;10592.0;19.87;69.99;10.14;31.28;27.4;34.0;106.0;8.7;487.0;217;270;2485.0;1.125;1.360;4544.0;2.266;2.278;379.0;208;171;2.625;10.1;16123776.97;12978964.17;339.0;6.0;Anual;41636.0
2016;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7280.0;11.72;69.93;18.35;36.98;32.5;40.3;105.8;16.32;520.0;260;260;1440.0;721;719;2897.0;1.470;1.427;310.0;197;113;2.625;10.1;16123776.97;12978964.17;533.0;15.0;Anual;29179.0
2016;Anual;21;Barajas;215.0;Corralejos;7300.0;27.38;62.82;9.79;30.49;24.0;35.3;105.9;6.66;222.0;90;132;23365.0;11.771;11.594;2950.0;1.484;1.466;338.0;220;118;2.625;10.1;16123776.97;12978964.17;294.0;6.0;Anual;67321.0
2016;Anual;21;Barajas;211.0;Alameda de Osuna;19325.0;17.15;59.81;23.04;15.81;13.7;17.6;107.7;5.61;700.0;309;391;15114.0;5.009;10.105;7052.0;3.448;3.604;703.0;443;260;2.625;10.1;16123776.97;12978964.17;491.0;6.0;Anual;53554.0
2017;Anual;21;Barajas;212.0;Aeropuerto;1784.0;15.13;69.79;15.08;44.98;35.6;50.6;94.8;18.05;109.0;51;58;5840.0;3.399;2.441;632.0;304;328;76.0;52;24;2.779;11.3;12064730.11;4501301.82;997.0;4.0;Anual;25585.0
2017;Anual;21;Barajas;214.0;Timón;11023.0;20.33;69.4;10.27;30.83;26.1;34.1;106.6;8.63;484.0;203;281;2751.0;1.289;1.462;5137.0;2.559;2.578;411.0;235;176;2.779;11.3;12064730.11;4501301.82;654.0;4.0;Anual;41505.0
2017;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7313.0;11.72;70.0;18.28;36.28;31.6;39.7;107.1;16.87;448.0;219;229;1437.0;699;738;3029.0;1.548;1.481;331.0;211;120;2.779;11.3;12064730.11;4501301.82;1013.0;15.0;Anual;30335.0
2017;Anual;21;Barajas;215.0;Corralejos;7370.0;26.93;63.01;10.05;31.71;25.4;36.2;106.2;6.55;202.0;86;116;24258.0;12.142;12.116;3106.0;1.568;1.538;384.0;248;136;2.779;11.3;12064730.11;4501301.82;529.0;6.0;Anual;68525.0
2017;Anual;21;Barajas;211.0;Alameda de Osuna;19386.0;17.4;58.7;23.9;16.03;14.6;17.2;107.8;5.36;627.0;277;350;14570.0;4.906;9.664;7113.0;3.521;3.592;739.0;470;269;2.779;11.3;12064730.11;4501301.82;954.0;6.0;Anual;54037.0
2018;Anual;21;Barajas;212.0;Aeropuerto;1794.0;15.11;69.45;15.44;44.4;34.3;50.9;94.6;19.34;100.0;43;57;6500.0;3.841;2.659;655.0;316;339;82.0;55;27;3.088;11.7;16475952.68;6434784.31;555.0;4.0;Anual;27316.0
2018;Anual;21;Barajas;214.0;Timón;11750.0;20.95;68.94;10.11;30.98;27.0;33.8;107.9;9.29;488.0;202;286;3004.0;1.386;1.618;5205.0;2.579;2.626;353.0;206;147;3.088;11.7;16475952.68;6434784.31;354.0;4.0;Anual;42831.0
2018;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7336.0;11.6;69.86;18.54;35.66;31.6;38.7;106.6;17.28;392.0;166;226;1437.0;701;736;3045.0;1.538;1.507;234.0;144;90;3.088;11.7;16475952.68;6434784.31;535.0;15.0;Anual;31626.0
2018;Anual;21;Barajas;215.0;Corralejos;7510.0;25.89;64.1;10.01;29.65;24.7;33.3;105.4;6.48;177.0;69;108;26562.0;13.162;13.400;3143.0;1.573;1.570;200.0;127;73;3.088;11.7;16475952.68;6434784.31;295.0;6.0;Anual;70874.0
2018;Anual;21;Barajas;211.0;Alameda de Osuna;19446.0;16.99;58.05;24.96;17.51;17.4;17.6;107.8;5.37;536.0;214;322;11511.0;4.248;7.263;7106.0;3.548;3.558;521.0;348;173;3.088;11.7;16475952.68;6434784.31;502.0;5.0;Anual;55681.0
2019;Anual;21;Barajas;212.0;Aeropuerto;1851.0;15.78;69.15;15.07;43.4;34.5;49.4;94.4;20.37;95.0;41;54;6708.0;4.090;2.618;672.0;333;339;99.0;65;34;3.264;11.7;21528649.77;8354725.34;566.0;4.0;Anual;28553.0
2019;Anual;21;Barajas;214.0;Timón;12388.0;20.98;68.82;10.2;30.7;27.7;32.9;109.4;9.93;518.0;204;314;3039.0;1.427;1.612;5547.0;2.725;2.822;467.0;271;196;3.264;11.7;21528649.77;8354725.34;367.0;4.0;Anual;44825.0
2019;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7565.0;12.03;69.66;18.31;34.0;30.0;37.0;107.4;18.35;381.0;164;217;1593.0;804;789;3151.0;1.613;1.538;377.0;234;143;3.264;11.7;21528649.77;8354725.34;535.0;16.0;Anual;32746.0
2019;Anual;21;Barajas;215.0;Corralejos;7642.0;25.11;64.84;10.05;31.4;27.9;33.9;104.0;6.65;206.0;89;117;28452.0;14.080;14.372;3299.0;1.646;1.653;433.0;273;160;3.264;11.7;21528649.77;8354725.34;299.0;6.0;Anual;72729.0
2019;Anual;21;Barajas;211.0;Alameda de Osuna;19526.0;16.68;57.69;25.63;18.7;19.4;18.2;107.9;5.65;549.0;237;312;12095.0;4.548;7.547;7181.0;3.580;3.601;831.0;513;318;3.264;11.7;21528649.77;8354725.34;503.0;6.0;Anual;56789.0
2020;Anual;21;Barajas;212.0;Aeropuerto;1900.0;14.63;70.26;15.11;41.8;33.0;47.7;94.9;23.05;134.0;65;69;7298.0;4.492;2.806;681.0;345;336;210.0;162;48;3.147;11.3;10448303.33;7646390.39;570.0;4.0;Anual;28191.0
2020;Anual;21;Barajas;214.0;Timón;12853.0;20.82;68.63;10.55;29.6;26.7;31.6;109.0;10.85;662.0;276;386;3160.0;1.512;1.648;5864.0;2.891;2.973;523.0;303;220;3.147;11.3;10448303.33;7646390.39;371.0;4.0;Anual;45064.0
2020;Anual;21;Barajas;213.0;Casco Histórico de Barajas;7683.0;11.79;69.65;18.56;33.2;28.5;36.8;108.3;19.22;542.0;243;299;1595.0;829;766;3291.0;1.697;1.594;382.0;242;140;3.147;11.3;10448303.33;7646390.39;537.0;16.0;Anual;31566.0
2020;Anual;21;Barajas;215.0;Corralejos;7754.0;24.25;65.81;9.94;30.0;26.2;32.7;103.9;6.49;269.0;118;151;29139.0;14.606;14.533;3345.0;1.669;1.676;427.0;268;159;3.147;11.3;10448303.33;7646390.39;303.0;5.0;Anual;72657.0
2020;Anual;21;Barajas;211.0;Alameda de Osuna;19820.0;16.66;57.53;25.81;19.6;21.0;18.6;107.9;6.26;733.0;325;408;11469.0;4.294;7.175;7309.0;3.625;3.684;862.0;507;355;3.147;11.3;10448303.33;7646390.39;509.0;5.0;Anual;56971.0
2013;Anual;15;Ciudad Lineal;159.0;Costillares;22685.0;18.27;63.88;17.85;23.64;21.4;25.4;111.8;5.55;989.0;450;539;12392.0;6.165;6.227;7877.0;3.762;4.115;806.0;495;311;2.484;10.0;5869227.34;5732880.61;;;Anual;61976.636143655
2013;Anual;15;Ciudad Lineal;158.0;Atalaya;1641.0;18.59;60.88;20.54;28.19;28.3;28.1;130.8;12.61;67.0;25;42;697.0;259;438;551.0;243;308;134.0;63;71;2.484;10.0;5869227.34;5732880.61;;;Anual;64437.9374640288
2013;Anual;15;Ciudad Lineal;157.0;Colina;6235.0;15.62;63.34;21.04;26.22;23.4;28.1;120.8;9.85;307.0;146;161;2895.0;1.316;1.579;2273.0;1.085;1.188;359.0;220;139;2.484;10.0;5869227.34;5732880.61;;;Anual;50733.5909106029
2013;Anual;15;Ciudad Lineal;156.0;San Juan Bautista;12483.0;16.89;63.89;19.21;28.4;24.8;30.9;113.3;8.83;574.0;275;299;12467.0;6.222;6.245;4507.0;2.209;2.298;615.0;386;229;2.484;10.0;5869227.34;5732880.61;;;Anual;53815.4996660959
2013;Anual;15;Ciudad Lineal;155.0;San Pascual;18612.0;12.66;63.92;23.43;29.72;25.7;32.3;123.4;8.89;1223.0;576;647;24719.0;11.670;13.049;6635.0;3.092;3.543;670.0;408;262;2.484;10.0;5869227.34;5732880.61;;;Anual;41145.2389347173
2013;Anual;15;Ciudad Lineal;154.0;La Concepción;21064.0;12.78;62.66;24.57;41.68;38.3;43.5;125.8;14.3;1401.0;673;728;5249.0;2.626;2.623;7329.0;3.391;3.938;904.0;569;335;2.484;10.0;5869227.34;5732880.61;;;Anual;33489.0115740952
2013;Anual;15;Ciudad Lineal;153.0;Quintana;25018.0;12.01;64.78;23.21;42.72;40.3;44.0;127.1;18.78;1890.0;948;942;4681.0;2.186;2.495;8883.0;3.928;4.955;1092.0;700;392;2.484;10.0;5869227.34;5732880.61;;;Anual;29520.0513445879
2013;Anual;15;Ciudad Lineal;152.0;Pueblo Nuevo;62024.0;12.93;65.66;21.41;33.65;29.8;36.2;115.4;17.49;5089.0;2.615;2.474;9333.0;4.583;4.750;22456.0;10.548;11.908;2054.0;1.416;638;2.484;10.0;5869227.34;5732880.61;;;Anual;29101.1919296734
2013;Anual;15;Ciudad Lineal;151.0;Ventas;49251.0;12.0;63.33;24.66;36.38;34.5;37.5;121.6;17.3;3767.0;1.927;1.840;5683.0;3.142;2.541;17093.0;7.792;9.301;1537.0;1.046;491;2.484;10.0;5869227.34;5732880.61;;;Anual;27598.8951478563
2014;Anual;15;Ciudad Lineal;159.0;Costillares;22306.0;17.9;63.4;18.71;24.3;23.0;25.3;112.0;5.07;950.0;413;537;11741.0;5.707;6.034;7018.0;3.344;3.674;886.0;528;358;2.386;10.0;6332260.59;5512291.89;434.0;;Anual;64340.5420207254
2014;Anual;15;Ciudad Lineal;158.0;Atalaya;1595.0;17.74;60.88;21.38;30.21;32.8;28.6;132.5;11.16;67.0;26;41;713.0;257;456;475.0;213;262;146.0;68;78;2.386;10.0;6332260.59;5512291.89;41.0;;Anual;62597.0135335689
