Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Diciembre 2011;11,1 €/m2;0,0 %;+ 0,6 %;- 1,2 %
Noviembre 2011;11,1 €/m2;+ 0,1 %;- 0,2 %;- 2,6 %
Octubre 2011;11,1 €/m2;+ 0,5 %;- 1,2 %;- 1,3 %
Septiembre 2011;11,1 €/m2;- 0,7 %;- 2,1 %;- 2,3 %
Agosto 2011;11,1 €/m2;- 0,9 %;- 1,1 %;- 0,4 %
Julio 2011;11,2 €/m2;- 0,5 %;+ 0,5 %;+ 4,0 %
Junio 2011;11,3 €/m2;+ 0,3 %;+ 1,1 %;+ 3,4 %
Mayo 2011;11,3 €/m2;+ 0,7 %;0,0 %;- 0,5 %
Abril 2011;11,2 €/m2;+ 0,2 %;- 0,6 %;- 3,4 %
Marzo 2011;11,2 €/m2;- 0,9 %;- 0,7 %;- 2,4 %
Febrero 2011;11,3 €/m2;+ 0,1 %;- 1,3 %;- 0,9 %
Enero 2011;11,3 €/m2;0,0 %;- 0,1 %;- 0,4 %
Diciembre 2010;11,3 €/m2;- 1,5 %;- 0,6 %;+ 0,8 %
Noviembre 2010;11,4 €/m2;+ 1,4 %;+ 2,1 %;- 2,0 %
Octubre 2010;11,3 €/m2;- 0,5 %;+ 4,1 %;- 5,5 %
Septiembre 2010;11,3 €/m2;+ 1,2 %;+ 3,6 %;- 5,6 %
Agosto 2010;11,2 €/m2;+ 3,4 %;- 1,3 %;- 9,2 %
Julio 2010;10,8 €/m2;- 1,0 %;- 6,7 %;- 12,9 %
Junio 2010;10,9 €/m2;- 3,5 %;- 4,6 %;- 12,2 %
Mayo 2010;11,3 €/m2;- 2,3 %;- 0,5 %;n.d.
Abril 2010;11,6 €/m2;+ 1,2 %;+ 2,6 %;n.d.
Marzo 2010;11,5 €/m2;+ 0,6 %;+ 2,5 %;n.d.
Febrero 2010;11,4 €/m2;+ 0,7 %;- 2,4 %;n.d.
Enero 2010;11,3 €/m2;+ 1,2 %;- 5,2 %;n.d.
Diciembre 2009;11,2 €/m2;- 4,2 %;- 6,8 %;n.d.
Noviembre 2009;11,7 €/m2;- 2,2 %;- 5,4 %;n.d.
Octubre 2009;11,9 €/m2;- 0,6 %;- 4,1 %;n.d.
Septiembre 2009;12,0 €/m2;- 2,7 %;- 3,7 %;n.d.
Agosto 2009;12,3 €/m2;- 0,8 %;n.d.;n.d.
Julio 2009;12,4 €/m2;- 0,2 %;n.d.;n.d.
Junio 2009;12,5 €/m2;n.d.;n.d.;n.d.
