Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Abril 2019;11,4 €/m2;+ 0,6 %;+ 2,7 %;+ 2,7 %
Marzo 2019;11,3 €/m2;+ 3,0 %;- 0,6 %;+ 4,2 %
Febrero 2019;11,0 €/m2;- 0,9 %;- 1,7 %;+ 1,5 %
Enero 2019;11,1 €/m2;- 2,6 %;+ 0,7 %;+ 3,9 %
Diciembre 2018;11,4 €/m2;+ 1,8 %;+ 2,1 %;+ 8,9 %
Noviembre 2018;11,2 €/m2;+ 1,6 %;- 0,6 %;+ 8,1 %
Octubre 2018;11,0 €/m2;- 1,2 %;- 2,1 %;+ 10,3 %
Septiembre 2018;11,1 €/m2;- 0,9 %;+ 1,4 %;+ 11,6 %
Agosto 2018;11,2 €/m2;0,0 %;+ 2,4 %;+ 12,6 %
Julio 2018;11,2 €/m2;+ 2,3 %;+ 1,4 %;+ 12,7 %
Junio 2018;11,0 €/m2;+ 0,1 %;+ 1,2 %;+ 10,1 %
Mayo 2018;11,0 €/m2;- 0,9 %;+ 1,4 %;+ 10,3 %
Abril 2018;11,1 €/m2;+ 2,1 %;+ 3,9 %;+ 13,6 %
Marzo 2018;10,9 €/m2;+ 0,3 %;+ 3,9 %;+ 13,0 %
Febrero 2018;10,8 €/m2;+ 1,5 %;+ 4,8 %;+ 13,2 %
Enero 2018;10,7 €/m2;+ 2,1 %;+ 6,9 %;+ 10,9 %
Diciembre 2017;10,4 €/m2;+ 1,1 %;+ 4,6 %;+ 10,6 %
Noviembre 2017;10,3 €/m2;+ 3,6 %;+ 3,5 %;+ 11,5 %
Octubre 2017;10,0 €/m2;- 0,1 %;0,0 %;+ 8,2 %
Septiembre 2017;10,0 €/m2;0,0 %;0,0 %;+ 9,0 %
Agosto 2017;10,0 €/m2;0,0 %;+ 0,2 %;+ 9,0 %
Julio 2017;10,0 €/m2;- 0,1 %;+ 2,2 %;+ 8,9 %
Junio 2017;10,0 €/m2;+ 0,3 %;+ 3,9 %;+ 8,9 %
Mayo 2017;10,0 €/m2;+ 2,0 %;+ 4,1 %;+ 11,8 %
Abril 2017;9,8 €/m2;+ 1,6 %;+ 1,4 %;+ 11,3 %
Marzo 2017;9,6 €/m2;+ 0,4 %;+ 1,7 %;+ 10,9 %
Febrero 2017;9,6 €/m2;- 0,6 %;+ 3,2 %;+ 11,7 %
Enero 2017;9,6 €/m2;+ 1,8 %;+ 4,3 %;+ 11,2 %
Diciembre 2016;9,4 €/m2;+ 1,9 %;+ 3,2 %;+ 7,2 %
Noviembre 2016;9,3 €/m2;+ 0,6 %;+ 1,3 %;+ 6,0 %
Octubre 2016;9,2 €/m2;+ 0,7 %;+ 0,6 %;+ 7,6 %
Septiembre 2016;9,2 €/m2;0,0 %;- 0,1 %;+ 8,4 %
Agosto 2016;9,2 €/m2;- 0,1 %;+ 2,8 %;+ 7,0 %
Julio 2016;9,2 €/m2;0,0 %;+ 4,6 %;+ 6,0 %
Junio 2016;9,2 €/m2;+ 2,9 %;+ 5,9 %;+ 7,2 %
Mayo 2016;8,9 €/m2;+ 1,6 %;+ 4,0 %;+ 5,4 %
Abril 2016;8,8 €/m2;+ 1,2 %;+ 1,3 %;+ 5,2 %
Marzo 2016;8,7 €/m2;+ 1,1 %;- 1,7 %;+ 5,1 %
Febrero 2016;8,6 €/m2;- 1,1 %;- 2,1 %;+ 3,6 %
Enero 2016;8,7 €/m2;- 1,8 %;+ 1,0 %;+ 3,9 %
Diciembre 2015;8,8 €/m2;+ 0,8 %;+ 4,3 %;+ 5,9 %
Noviembre 2015;8,7 €/m2;+ 2,1 %;+ 2,2 %;+ 5,1 %
Octubre 2015;8,6 €/m2;+ 1,4 %;- 1,0 %;+ 2,9 %
Septiembre 2015;8,4 €/m2;- 1,3 %;- 1,2 %;+ 2,9 %
Agosto 2015;8,6 €/m2;- 1,1 %;+ 1,2 %;+ 4,2 %
Julio 2015;8,6 €/m2;+ 1,2 %;+ 3,9 %;+ 3,8 %
Junio 2015;8,5 €/m2;+ 1,2 %;+ 3,8 %;+ 2,6 %
Mayo 2015;8,4 €/m2;+ 1,5 %;+ 2,3 %;+ 1,5 %
Abril 2015;8,3 €/m2;+ 1,1 %;0,0 %;0,0 %
Marzo 2015;8,2 €/m2;- 0,3 %;- 1,1 %;- 1,1 %
Febrero 2015;8,3 €/m2;- 0,8 %;- 0,7 %;- 0,8 %
Enero 2015;8,3 €/m2;0,0 %;+ 0,1 %;- 0,4 %
Diciembre 2014;8,3 €/m2;+ 0,1 %;+ 1,4 %;- 0,9 %
Noviembre 2014;8,3 €/m2;0,0 %;+ 1,3 %;- 2,0 %
Octubre 2014;8,3 €/m2;+ 1,4 %;- 0,1 %;- 4,0 %
Septiembre 2014;8,2 €/m2;0,0 %;- 1,4 %;- 5,6 %
Agosto 2014;8,2 €/m2;- 1,4 %;- 1,4 %;- 5,8 %
Julio 2014;8,3 €/m2;0,0 %;0,0 %;- 4,7 %
Junio 2014;8,3 €/m2;0,0 %;+ 0,1 %;- 5,4 %
Mayo 2014;8,3 €/m2;0,0 %;0,0 %;- 5,8 %
Abril 2014;8,3 €/m2;0,0 %;- 0,4 %;- 6,2 %
Marzo 2014;8,3 €/m2;0,0 %;- 0,9 %;- 6,7 %
Febrero 2014;8,3 €/m2;- 0,4 %;- 1,9 %;- 7,4 %
Enero 2014;8,4 €/m2;- 0,5 %;- 3,5 %;- 7,0 %
Diciembre 2013;8,4 €/m2;- 1,0 %;- 3,4 %;- 7,4 %
Noviembre 2013;8,5 €/m2;- 2,1 %;- 2,7 %;- 8,3 %
Octubre 2013;8,7 €/m2;- 0,4 %;- 0,8 %;- 6,9 %
Septiembre 2013;8,7 €/m2;- 0,3 %;- 1,3 %;- 6,9 %
Agosto 2013;8,7 €/m2;- 0,2 %;- 1,3 %;- 7,4 %
Julio 2013;8,7 €/m2;- 0,8 %;- 1,5 %;- 7,3 %
Junio 2013;8,8 €/m2;- 0,3 %;- 1,3 %;- 7,9 %
Mayo 2013;8,8 €/m2;- 0,4 %;- 1,7 %;- 6,9 %
Abril 2013;8,9 €/m2;- 0,6 %;- 1,3 %;- 5,2 %
Marzo 2013;8,9 €/m2;- 0,7 %;- 1,6 %;- 6,1 %
Febrero 2013;9,0 €/m2;0,0 %;- 2,8 %;- 5,8 %
Enero 2013;9,0 €/m2;- 0,9 %;- 3,4 %;- 6,5 %
Diciembre 2012;9,1 €/m2;- 1,9 %;- 2,9 %;- 6,0 %
Noviembre 2012;9,3 €/m2;- 0,6 %;- 1,7 %;- 4,7 %
Octubre 2012;9,3 €/m2;- 0,4 %;- 1,3 %;- 6,1 %
Septiembre 2012;9,3 €/m2;- 0,8 %;- 2,3 %;- 4,9 %
Agosto 2012;9,4 €/m2;- 0,1 %;- 0,8 %;- 3,5 %
Julio 2012;9,4 €/m2;- 1,4 %;+ 0,7 %;- 3,5 %
Junio 2012;9,6 €/m2;+ 0,8 %;+ 0,6 %;- 2,3 %
Mayo 2012;9,5 €/m2;+ 1,4 %;- 0,6 %;- 2,3 %
Abril 2012;9,4 €/m2;- 1,5 %;- 2,6 %;- 6,2 %
Marzo 2012;9,5 €/m2;- 0,5 %;- 1,6 %;- 4,9 %
Febrero 2012;9,5 €/m2;- 0,7 %;- 1,6 %;- 4,4 %
Enero 2012;9,6 €/m2;- 0,4 %;- 2,9 %;- 3,4 %
Diciembre 2011;9,7 €/m2;- 0,5 %;- 1,7 %;- 3,0 %
Noviembre 2011;9,7 €/m2;- 2,0 %;- 0,5 %;- 2,4 %
Octubre 2011;9,9 €/m2;+ 0,8 %;+ 1,4 %;- 0,4 %
Septiembre 2011;9,8 €/m2;+ 0,7 %;+ 0,4 %;- 1,1 %
Agosto 2011;9,8 €/m2;- 0,1 %;+ 0,4 %;- 2,3 %
Julio 2011;9,8 €/m2;- 0,2 %;- 2,1 %;- 2,1 %
Junio 2011;9,8 €/m2;+ 0,7 %;- 2,0 %;- 2,0 %
Mayo 2011;9,7 €/m2;- 2,6 %;- 2,7 %;- 2,8 %
Abril 2011;10,0 €/m2;- 0,1 %;+ 0,3 %;- 3,6 %
Marzo 2011;10,0 €/m2;0,0 %;+ 0,3 %;- 3,1 %
Febrero 2011;10,0 €/m2;+ 0,4 %;+ 0,4 %;- 4,1 %
Enero 2011;10,0 €/m2;- 0,1 %;+ 0,1 %;n.d.
Diciembre 2010;10,0 €/m2;+ 0,1 %;+ 0,2 %;n.d.
Noviembre 2010;10,0 €/m2;+ 0,1 %;- 0,4 %;n.d.
Octubre 2010;9,9 €/m2;+ 0,1 %;- 0,4 %;n.d.
Septiembre 2010;9,9 €/m2;- 0,5 %;- 0,5 %;n.d.
Agosto 2010;10,0 €/m2;0,0 %;- 0,1 %;n.d.
Julio 2010;10,0 €/m2;0,0 %;- 3,6 %;n.d.
Junio 2010;10,0 €/m2;- 0,1 %;- 3,1 %;n.d.
Mayo 2010;10,0 €/m2;- 3,4 %;- 4,0 %;n.d.
Abril 2010;10,4 €/m2;+ 0,5 %;n.d.;n.d.
Marzo 2010;10,3 €/m2;- 1,0 %;n.d.;n.d.
Febrero 2010;10,4 €/m2;n.d.;n.d.;n.d.
