Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Abril 2015;8,3 €/m2;+ 0,3 %;+ 5,2 %;+ 2,3 %
Marzo 2015;8,2 €/m2;+ 0,4 %;+ 9,1 %;+ 3,0 %
Febrero 2015;8,2 €/m2;+ 4,5 %;+ 6,2 %;- 0,2 %
Enero 2015;7,9 €/m2;+ 4,0 %;- 0,5 %;- 2,3 %
Diciembre 2014;7,6 €/m2;- 2,3 %;- 7,8 %;+ 0,1 %
Noviembre 2014;7,7 €/m2;- 2,1 %;- 7,2 %;- 1,7 %
Octubre 2014;7,9 €/m2;- 3,6 %;- 5,2 %;- 0,1 %
Septiembre 2014;8,2 €/m2;- 1,6 %;- 1,6 %;- 0,5 %
Agosto 2014;8,3 €/m2;0,0 %;+ 1,5 %;+ 0,7 %
Julio 2014;8,3 €/m2;0,0 %;+ 3,2 %;+ 0,7 %
Junio 2014;8,3 €/m2;+ 1,5 %;+ 4,2 %;+ 0,3 %
Mayo 2014;8,2 €/m2;+ 1,7 %;- 0,1 %;- 1,4 %
Abril 2014;8,1 €/m2;+ 1,0 %;+ 0,4 %;- 4,8 %
Marzo 2014;8,0 €/m2;- 2,8 %;+ 6,0 %;- 6,5 %
Febrero 2014;8,2 €/m2;+ 2,3 %;+ 4,6 %;- 2,6 %
Enero 2014;8,0 €/m2;+ 6,6 %;+ 1,7 %;- 4,4 %
Diciembre 2013;7,5 €/m2;- 4,0 %;- 8,4 %;- 10,0 %
Noviembre 2013;7,9 €/m2;- 0,6 %;- 5,0 %;- 7,6 %
Octubre 2013;7,9 €/m2;- 4,0 %;- 4,5 %;- 7,7 %
Septiembre 2013;8,2 €/m2;- 0,5 %;- 0,8 %;- 2,0 %
Agosto 2013;8,3 €/m2;0,0 %;- 0,7 %;- 3,1 %
Julio 2013;8,3 €/m2;- 0,4 %;- 2,5 %;- 4,2 %
Junio 2013;8,3 €/m2;- 0,3 %;- 2,9 %;- 1,9 %
Mayo 2013;8,3 €/m2;- 1,8 %;- 1,3 %;- 5,0 %
Abril 2013;8,5 €/m2;- 0,8 %;+ 0,9 %;- 2,5 %
Marzo 2013;8,6 €/m2;+ 1,4 %;+ 2,0 %;- 3,5 %
Febrero 2013;8,4 €/m2;+ 0,4 %;- 0,8 %;- 3,3 %
Enero 2013;8,4 €/m2;+ 0,2 %;- 1,8 %;- 3,3 %
Diciembre 2012;8,4 €/m2;- 1,4 %;- 0,2 %;- 5,6 %
Noviembre 2012;8,5 €/m2;- 0,7 %;- 0,4 %;- 4,8 %
Octubre 2012;8,6 €/m2;+ 1,9 %;- 0,9 %;- 5,2 %
Septiembre 2012;8,4 €/m2;- 1,6 %;- 0,7 %;- 5,5 %
Agosto 2012;8,5 €/m2;- 1,2 %;- 2,6 %;- 6,1 %
Julio 2012;8,6 €/m2;+ 2,0 %;- 0,7 %;- 2,2 %
Junio 2012;8,5 €/m2;- 3,4 %;- 4,5 %;- 0,3 %
Mayo 2012;8,8 €/m2;+ 0,8 %;+ 0,5 %;+ 0,5 %
Abril 2012;8,7 €/m2;- 1,8 %;+ 0,1 %;- 3,7 %
Marzo 2012;8,9 €/m2;+ 1,6 %;- 0,2 %;- 1,8 %
Febrero 2012;8,7 €/m2;+ 0,3 %;- 2,3 %;n.d.
Enero 2012;8,7 €/m2;- 2,1 %;- 3,7 %;n.d.
Diciembre 2011;8,9 €/m2;- 0,6 %;- 0,2 %;n.d.
Noviembre 2011;8,9 €/m2;- 1,1 %;- 1,7 %;n.d.
Octubre 2011;9,0 €/m2;+ 1,5 %;+ 2,3 %;n.d.
Septiembre 2011;8,9 €/m2;- 2,1 %;+ 4,8 %;n.d.
Agosto 2011;9,1 €/m2;+ 2,9 %;+ 4,1 %;n.d.
Julio 2011;8,8 €/m2;+ 4,0 %;- 2,3 %;n.d.
Junio 2011;8,5 €/m2;- 2,7 %;- 5,9 %;n.d.
Mayo 2011;8,7 €/m2;- 3,4 %;n.d.;n.d.
Abril 2011;9,0 €/m2;+ 0,1 %;n.d.;n.d.
Marzo 2011;9,0 €/m2;n.d.;n.d.;n.d.
