Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Marzo 2017;9,8 €/m2;+ 0,4 %;+ 1,8 %;+ 9,0 %
Febrero 2017;9,7 €/m2;+ 0,2 %;+ 3,4 %;+ 9,1 %
Enero 2017;9,7 €/m2;+ 1,2 %;+ 4,6 %;+ 9,3 %
Diciembre 2016;9,6 €/m2;+ 1,9 %;+ 3,9 %;+ 8,7 %
Noviembre 2016;9,4 €/m2;+ 1,4 %;+ 2,0 %;+ 6,4 %
Octubre 2016;9,3 €/m2;+ 0,6 %;+ 0,7 %;+ 5,3 %
Septiembre 2016;9,2 €/m2;0,0 %;+ 1,1 %;+ 4,4 %
Agosto 2016;9,2 €/m2;+ 0,1 %;+ 1,4 %;+ 5,8 %
Julio 2016;9,2 €/m2;+ 1,0 %;+ 2,3 %;+ 6,1 %
Junio 2016;9,1 €/m2;+ 0,3 %;+ 1,9 %;+ 6,5 %
Mayo 2016;9,1 €/m2;+ 1,0 %;+ 2,0 %;+ 6,1 %
Abril 2016;9,0 €/m2;+ 0,6 %;+ 1,4 %;+ 6,3 %
Marzo 2016;8,9 €/m2;+ 0,4 %;+ 1,5 %;+ 5,6 %
Febrero 2016;8,9 €/m2;+ 0,4 %;+ 0,8 %;+ 4,8 %
Enero 2016;8,9 €/m2;+ 0,6 %;+ 0,8 %;+ 4,3 %
Diciembre 2015;8,8 €/m2;- 0,2 %;- 0,1 %;+ 4,4 %
Noviembre 2015;8,8 €/m2;+ 0,4 %;+ 1,4 %;+ 5,9 %
Octubre 2015;8,8 €/m2;- 0,3 %;+ 1,4 %;+ 5,0 %
Septiembre 2015;8,8 €/m2;+ 1,3 %;+ 3,0 %;+ 5,9 %
Agosto 2015;8,7 €/m2;+ 0,4 %;+ 1,7 %;+ 5,2 %
Julio 2015;8,7 €/m2;+ 1,3 %;+ 2,5 %;+ 4,1 %
Junio 2015;8,6 €/m2;0,0 %;+ 1,1 %;+ 2,0 %
Mayo 2015;8,6 €/m2;+ 1,2 %;+ 0,8 %;+ 2,2 %
Abril 2015;8,5 €/m2;- 0,1 %;- 0,5 %;+ 1,8 %
Marzo 2015;8,5 €/m2;- 0,3 %;+ 0,4 %;+ 0,8 %
Febrero 2015;8,5 €/m2;0,0 %;+ 1,9 %;+ 0,6 %
Enero 2015;8,5 €/m2;+ 0,7 %;+ 1,5 %;+ 0,1 %
Diciembre 2014;8,4 €/m2;+ 1,2 %;+ 1,3 %;- 1,7 %
Noviembre 2014;8,3 €/m2;- 0,5 %;+ 0,6 %;- 4,0 %
Octubre 2014;8,4 €/m2;+ 0,5 %;+ 0,5 %;- 5,0 %
Septiembre 2014;8,3 €/m2;+ 0,6 %;- 0,8 %;- 4,7 %
Agosto 2014;8,3 €/m2;- 0,6 %;- 1,2 %;- 5,1 %
Julio 2014;8,3 €/m2;- 0,7 %;+ 0,2 %;- 4,7 %
Junio 2014;8,4 €/m2;+ 0,2 %;- 0,1 %;- 4,8 %
Mayo 2014;8,4 €/m2;+ 0,8 %;- 0,8 %;- 5,2 %
Abril 2014;8,3 €/m2;- 1,1 %;- 2,0 %;- 6,5 %
Marzo 2014;8,4 €/m2;- 0,4 %;- 2,1 %;- 5,6 %
Febrero 2014;8,4 €/m2;- 0,5 %;- 2,7 %;- 6,8 %
Enero 2014;8,5 €/m2;- 1,1 %;- 3,7 %;- 6,5 %
Diciembre 2013;8,6 €/m2;- 1,1 %;- 1,8 %;- 5,5 %
Noviembre 2013;8,7 €/m2;- 1,5 %;- 0,5 %;- 5,7 %
Octubre 2013;8,8 €/m2;+ 0,8 %;+ 0,9 %;- 4,5 %
Septiembre 2013;8,7 €/m2;+ 0,3 %;- 0,8 %;- 5,2 %
Agosto 2013;8,7 €/m2;- 0,2 %;- 1,3 %;- 6,0 %
Julio 2013;8,7 €/m2;- 0,9 %;- 1,7 %;- 6,7 %
Junio 2013;8,8 €/m2;- 0,2 %;- 1,0 %;- 7,7 %
Mayo 2013;8,8 €/m2;- 0,6 %;- 2,4 %;- 8,0 %
Abril 2013;8,9 €/m2;- 0,2 %;- 2,1 %;- 7,6 %
Marzo 2013;8,9 €/m2;- 1,6 %;- 1,9 %;- 6,9 %
Febrero 2013;9,1 €/m2;- 0,3 %;- 1,6 %;- 7,9 %
Enero 2013;9,1 €/m2;0,0 %;- 1,6 %;- 7,6 %
Diciembre 2012;9,1 €/m2;- 1,3 %;- 1,6 %;- 6,8 %
Noviembre 2012;9,2 €/m2;- 0,3 %;- 0,8 %;- 4,4 %
Octubre 2012;9,2 €/m2;0,0 %;- 1,5 %;- 4,8 %
Septiembre 2012;9,2 €/m2;- 0,6 %;- 3,4 %;- 5,7 %
Agosto 2012;9,3 €/m2;- 1,0 %;- 3,4 %;- 4,9 %
Julio 2012;9,4 €/m2;- 2,0 %;- 2,6 %;- 4,9 %
Junio 2012;9,6 €/m2;- 0,5 %;- 0,1 %;- 3,2 %
Mayo 2012;9,6 €/m2;- 0,2 %;- 2,3 %;- 4,3 %
Abril 2012;9,6 €/m2;+ 0,6 %;- 2,1 %;- 4,3 %
Marzo 2012;9,6 €/m2;- 2,7 %;- 1,9 %;- 3,5 %
Febrero 2012;9,8 €/m2;0,0 %;+ 2,1 %;- 1,7 %
Enero 2012;9,8 €/m2;+ 0,9 %;+ 1,4 %;- 4,5 %
Diciembre 2011;9,8 €/m2;+ 1,2 %;- 0,3 %;- 2,5 %
Noviembre 2011;9,6 €/m2;- 0,7 %;- 1,4 %;- 3,7 %
Octubre 2011;9,7 €/m2;- 0,9 %;- 1,6 %;- 3,0 %
Septiembre 2011;9,8 €/m2;+ 0,2 %;- 1,0 %;- 2,2 %
Agosto 2011;9,8 €/m2;- 0,9 %;- 2,7 %;- 2,3 %
Julio 2011;9,9 €/m2;- 0,2 %;- 2,0 %;- 2,7 %
Junio 2011;9,9 €/m2;- 1,6 %;- 0,4 %;- 1,2 %
Mayo 2011;10,0 €/m2;- 0,1 %;+ 0,4 %;+ 0,4 %
Abril 2011;10,1 €/m2;+ 1,4 %;- 2,3 %;- 2,5 %
Marzo 2011;9,9 €/m2;- 0,8 %;- 0,8 %;- 7,9 %
Febrero 2011;10,0 €/m2;- 2,9 %;0,0 %;- 1,8 %
Enero 2011;10,3 €/m2;+ 2,9 %;+ 2,9 %;+ 1,6 %
Diciembre 2010;10,0 €/m2;0,0 %;0,0 %;0,0 %
Noviembre 2010;10,0 €/m2;0,0 %;0,0 %;0,0 %
Octubre 2010;10,0 €/m2;0,0 %;- 1,2 %;+ 0,9 %
Septiembre 2010;10,0 €/m2;0,0 %;0,0 %;+ 4,6 %
Agosto 2010;10,0 €/m2;- 1,2 %;0,0 %;n.d.
Julio 2010;10,1 €/m2;+ 1,3 %;- 1,8 %;n.d.
Junio 2010;10,0 €/m2;0,0 %;- 7,1 %;n.d.
Mayo 2010;10,0 €/m2;- 3,0 %;- 1,8 %;n.d.
Abril 2010;10,3 €/m2;- 4,3 %;+ 1,7 %;n.d.
Marzo 2010;10,8 €/m2;+ 5,8 %;+ 7,7 %;n.d.
Febrero 2010;10,2 €/m2;+ 0,4 %;+ 1,8 %;n.d.
Enero 2010;10,1 €/m2;+ 1,4 %;+ 2,2 %;n.d.
Diciembre 2009;10,0 €/m2;0,0 %;+ 4,6 %;n.d.
Noviembre 2009;10,0 €/m2;+ 0,9 %;n.d.;n.d.
Octubre 2009;9,9 €/m2;+ 3,7 %;n.d.;n.d.
Septiembre 2009;9,6 €/m2;n.d.;n.d.;n.d.
