Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Enero 2021;11,2 €/m2;- 1,2 %;- 4,1 %;- 5,2 %
Diciembre 2020;11,4 €/m2;- 1,3 %;- 4,7 %;- 4,5 %
Noviembre 2020;11,5 €/m2;- 1,7 %;- 3,1 %;- 3,8 %
Octubre 2020;11,7 €/m2;- 1,8 %;- 3,4 %;- 2,2 %
Septiembre 2020;11,9 €/m2;+ 0,4 %;- 4,5 %;+ 0,6 %
Agosto 2020;11,9 €/m2;- 2,0 %;- 4,9 %;+ 0,1 %
Julio 2020;12,1 €/m2;- 2,9 %;- 1,9 %;+ 3,0 %
Junio 2020;12,5 €/m2;0,0 %;+ 1,2 %;+ 9,7 %
Mayo 2020;12,5 €/m2;+ 1,0 %;+ 3,1 %;+ 10,6 %
Abril 2020;12,4 €/m2;+ 0,2 %;+ 4,4 %;+ 8,6 %
Marzo 2020;12,3 €/m2;+ 1,9 %;+ 3,7 %;+ 9,4 %
Febrero 2020;12,1 €/m2;+ 2,2 %;+ 1,2 %;+ 8,6 %
Enero 2020;11,9 €/m2;- 0,4 %;- 1,0 %;+ 6,6 %
Diciembre 2019;11,9 €/m2;- 0,6 %;+ 0,4 %;+ 6,7 %
Noviembre 2019;12,0 €/m2;0,0 %;+ 0,8 %;+ 6,4 %
Octubre 2019;12,0 €/m2;+ 1,0 %;+ 1,7 %;+ 8,9 %
Septiembre 2019;11,9 €/m2;- 0,1 %;+ 4,1 %;+ 11,2 %
Agosto 2019;11,9 €/m2;+ 0,8 %;+ 5,1 %;+ 11,3 %
Julio 2019;11,8 €/m2;+ 3,5 %;+ 3,5 %;+ 9,5 %
Junio 2019;11,4 €/m2;+ 0,8 %;+ 0,9 %;+ 6,5 %
Mayo 2019;11,3 €/m2;- 0,8 %;+ 1,2 %;+ 5,5 %
Abril 2019;11,4 €/m2;+ 0,9 %;+ 2,4 %;+ 6,6 %
Marzo 2019;11,3 €/m2;+ 1,1 %;+ 1,2 %;+ 6,5 %
Febrero 2019;11,2 €/m2;+ 0,3 %;- 0,9 %;+ 5,8 %
Enero 2019;11,1 €/m2;- 0,3 %;+ 1,1 %;+ 7,9 %
Diciembre 2018;11,2 €/m2;- 0,9 %;+ 4,6 %;+ 9,2 %
Noviembre 2018;11,3 €/m2;+ 2,3 %;+ 5,5 %;+ 12,3 %
Octubre 2018;11,0 €/m2;+ 3,1 %;+ 2,3 %;+ 11,7 %
Septiembre 2018;10,7 €/m2;0,0 %;- 0,3 %;+ 10,9 %
Agosto 2018;10,7 €/m2;- 0,9 %;- 0,3 %;+ 9,8 %
Julio 2018;10,8 €/m2;+ 0,6 %;+ 0,7 %;+ 10,3 %
Junio 2018;10,7 €/m2;- 0,1 %;+ 1,0 %;+ 10,4 %
Mayo 2018;10,7 €/m2;+ 0,2 %;+ 1,5 %;+ 9,8 %
Abril 2018;10,7 €/m2;+ 0,8 %;+ 3,7 %;+ 10,3 %
Marzo 2018;10,6 €/m2;+ 0,5 %;+ 3,7 %;+ 7,6 %
Febrero 2018;10,5 €/m2;+ 2,3 %;+ 5,1 %;+ 11,6 %
Enero 2018;10,3 €/m2;+ 0,9 %;+ 4,6 %;+ 12,5 %
Diciembre 2017;10,2 €/m2;+ 1,9 %;+ 6,2 %;+ 11,7 %
Noviembre 2017;10,0 €/m2;+ 1,8 %;+ 3,2 %;+ 11,3 %
Octubre 2017;9,9 €/m2;+ 2,4 %;+ 0,9 %;+ 8,2 %
Septiembre 2017;9,6 €/m2;- 1,0 %;- 0,7 %;+ 6,9 %
Agosto 2017;9,7 €/m2;- 0,4 %;- 0,3 %;+ 9,2 %
Julio 2017;9,8 €/m2;+ 0,8 %;+ 0,7 %;+ 9,3 %
Junio 2017;9,7 €/m2;- 0,7 %;- 1,6 %;+ 6,1 %
Mayo 2017;9,8 €/m2;+ 0,7 %;+ 3,3 %;+ 6,8 %
Abril 2017;9,7 €/m2;- 1,6 %;+ 5,8 %;+ 5,9 %
Marzo 2017;9,8 €/m2;+ 4,2 %;+ 7,6 %;+ 9,5 %
Febrero 2017;9,4 €/m2;+ 3,1 %;+ 4,8 %;+ 3,2 %
Enero 2017;9,2 €/m2;+ 0,1 %;+ 0,6 %;+ 0,9 %
Diciembre 2016;9,2 €/m2;+ 1,5 %;+ 1,7 %;+ 1,7 %
Noviembre 2016;9,0 €/m2;- 1,0 %;+ 1,2 %;+ 1,6 %
Octubre 2016;9,1 €/m2;+ 1,2 %;+ 1,9 %;+ 4,2 %
Septiembre 2016;9,0 €/m2;+ 1,1 %;- 1,4 %;+ 3,9 %
Agosto 2016;8,9 €/m2;- 0,3 %;- 2,5 %;+ 3,6 %
Julio 2016;8,9 €/m2;- 2,2 %;- 2,4 %;+ 5,1 %
Junio 2016;9,1 €/m2;0,0 %;+ 1,5 %;+ 7,5 %
Mayo 2016;9,1 €/m2;- 0,2 %;- 0,2 %;+ 7,5 %
Abril 2016;9,1 €/m2;+ 1,7 %;+ 0,8 %;+ 8,2 %
Marzo 2016;9,0 €/m2;- 1,7 %;0,0 %;+ 7,9 %
Febrero 2016;9,1 €/m2;+ 0,8 %;+ 3,1 %;+ 11,1 %
Enero 2016;9,1 €/m2;+ 0,9 %;+ 3,9 %;+ 9,1 %
Diciembre 2015;9,0 €/m2;+ 1,4 %;+ 3,8 %;+ 7,4 %
Noviembre 2015;8,9 €/m2;+ 1,6 %;+ 3,3 %;+ 5,5 %
Octubre 2015;8,7 €/m2;+ 0,9 %;+ 2,8 %;+ 4,8 %
Septiembre 2015;8,7 €/m2;+ 0,8 %;+ 2,0 %;+ 4,5 %
Agosto 2015;8,6 €/m2;+ 1,1 %;+ 1,1 %;+ 5,0 %
Julio 2015;8,5 €/m2;0,0 %;+ 0,5 %;+ 3,6 %
Junio 2015;8,5 €/m2;0,0 %;+ 2,0 %;+ 3,2 %
Mayo 2015;8,5 €/m2;+ 0,5 %;+ 3,2 %;+ 2,2 %
Abril 2015;8,5 €/m2;+ 1,5 %;+ 1,6 %;+ 3,1 %
Marzo 2015;8,3 €/m2;+ 1,2 %;- 0,5 %;+ 1,0 %
Febrero 2015;8,2 €/m2;- 1,1 %;- 2,1 %;- 0,9 %
Enero 2015;8,3 €/m2;- 0,6 %;- 0,1 %;- 0,1 %
Diciembre 2014;8,4 €/m2;- 0,4 %;+ 1,0 %;+ 1,4 %
Noviembre 2014;8,4 €/m2;+ 0,9 %;+ 2,8 %;+ 0,8 %
Octubre 2014;8,3 €/m2;+ 0,5 %;+ 1,6 %;- 1,3 %
Septiembre 2014;8,3 €/m2;+ 1,4 %;+ 0,7 %;- 1,1 %
Agosto 2014;8,2 €/m2;- 0,3 %;- 1,6 %;- 2,0 %
Julio 2014;8,2 €/m2;- 0,3 %;+ 0,1 %;- 1,6 %
Junio 2014;8,2 €/m2;- 1,0 %;- 0,2 %;- 1,6 %
Mayo 2014;8,3 €/m2;+ 1,4 %;+ 0,1 %;- 1,8 %
Abril 2014;8,2 €/m2;- 0,6 %;- 1,6 %;- 5,1 %
Marzo 2014;8,3 €/m2;- 0,6 %;- 0,1 %;- 5,4 %
Febrero 2014;8,3 €/m2;- 0,3 %;- 0,5 %;- 4,8 %
Enero 2014;8,3 €/m2;+ 0,8 %;- 1,4 %;- 3,8 %
Diciembre 2013;8,3 €/m2;- 1,0 %;- 1,5 %;- 4,6 %
Noviembre 2013;8,3 €/m2;- 1,2 %;0,0 %;- 4,7 %
Octubre 2013;8,4 €/m2;+ 0,7 %;+ 1,3 %;- 3,6 %
Septiembre 2013;8,4 €/m2;+ 0,5 %;+ 0,2 %;- 2,3 %
Agosto 2013;8,3 €/m2;0,0 %;- 1,5 %;- 4,6 %
Julio 2013;8,3 €/m2;- 0,3 %;- 3,4 %;- 7,2 %
Junio 2013;8,4 €/m2;- 1,2 %;- 4,0 %;- 6,5 %
Mayo 2013;8,5 €/m2;- 1,9 %;- 2,9 %;- 6,5 %
Abril 2013;8,6 €/m2;- 1,0 %;- 0,3 %;- 6,0 %
Marzo 2013;8,7 €/m2;0,0 %;+ 0,7 %;- 3,5 %
Febrero 2013;8,7 €/m2;+ 0,7 %;- 0,4 %;- 4,0 %
Enero 2013;8,7 €/m2;0,0 %;- 1,2 %;- 6,7 %
Diciembre 2012;8,7 €/m2;- 1,1 %;+ 0,9 %;- 6,9 %
Noviembre 2012;8,8 €/m2;- 0,1 %;+ 0,2 %;- 5,1 %
Octubre 2012;8,8 €/m2;+ 2,1 %;- 2,5 %;- 5,5 %
Septiembre 2012;8,6 €/m2;- 1,8 %;- 4,1 %;- 9,5 %
Agosto 2012;8,7 €/m2;- 2,7 %;- 3,5 %;- 9,2 %
Julio 2012;9,0 €/m2;+ 0,4 %;- 2,2 %;- 9,4 %
Junio 2012;9,0 €/m2;- 1,2 %;- 0,9 %;- 9,8 %
Mayo 2012;9,1 €/m2;- 1,4 %;- 0,3 %;- 12,4 %
Abril 2012;9,2 €/m2;+ 1,7 %;- 1,0 %;- 13,8 %
Marzo 2012;9,0 €/m2;- 0,5 %;- 2,9 %;- 21,4 %
Febrero 2012;9,1 €/m2;- 2,2 %;- 1,6 %;- 23,1 %
Enero 2012;9,3 €/m2;- 0,2 %;+ 0,1 %;- 21,4 %
Diciembre 2011;9,3 €/m2;+ 0,8 %;- 1,9 %;- 15,1 %
Noviembre 2011;9,2 €/m2;- 0,5 %;- 4,2 %;- 15,2 %
Octubre 2011;9,3 €/m2;- 2,2 %;- 6,6 %;- 5,1 %
Septiembre 2011;9,5 €/m2;- 1,5 %;- 4,4 %;- 9,4 %
Agosto 2011;9,6 €/m2;- 3,0 %;- 6,9 %;- 2,4 %
Julio 2011;9,9 €/m2;0,0 %;- 6,9 %;n.d.
Junio 2011;9,9 €/m2;- 4,0 %;- 13,7 %;n.d.
Mayo 2011;10,3 €/m2;- 3,0 %;- 12,5 %;n.d.
Abril 2011;10,7 €/m2;- 7,2 %;- 9,7 %;n.d.
Marzo 2011;11,5 €/m2;- 2,7 %;+ 4,9 %;n.d.
Febrero 2011;11,8 €/m2;0,0 %;+ 8,6 %;n.d.
Enero 2011;11,8 €/m2;+ 7,8 %;+ 20,9 %;n.d.
Diciembre 2010;11,0 €/m2;+ 0,7 %;+ 4,7 %;n.d.
Noviembre 2010;10,9 €/m2;+ 11,4 %;+ 10,2 %;n.d.
Octubre 2010;9,8 €/m2;- 6,6 %;n.d.;n.d.
Septiembre 2010;10,5 €/m2;+ 6,0 %;n.d.;n.d.
Agosto 2010;9,9 €/m2;n.d.;n.d.;n.d.
