Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Noviembre 2020;11,6 €/m2;- 0,7 %;- 2,0 %;+ 1,8 %
Octubre 2020;11,7 €/m2;+ 1,1 %;0,0 %;+ 2,1 %
Septiembre 2020;11,5 €/m2;- 2,4 %;+ 1,1 %;+ 1,1 %
Agosto 2020;11,8 €/m2;+ 1,3 %;+ 4,5 %;+ 4,5 %
Julio 2020;11,7 €/m2;+ 2,3 %;+ 0,9 %;+ 2,1 %
Junio 2020;11,4 €/m2;+ 0,9 %;- 0,8 %;+ 1,6 %
Mayo 2020;11,3 €/m2;- 2,1 %;+ 0,8 %;+ 3,9 %
Abril 2020;11,6 €/m2;+ 0,5 %;+ 3,8 %;+ 6,2 %
Marzo 2020;11,5 €/m2;+ 2,6 %;+ 1,7 %;+ 5,3 %
Febrero 2020;11,2 €/m2;+ 0,8 %;- 1,4 %;+ 2,1 %
Enero 2020;11,1 €/m2;- 1,6 %;- 2,6 %;+ 1,2 %
Diciembre 2019;11,3 €/m2;- 0,5 %;- 0,8 %;+ 3,9 %
Noviembre 2019;11,4 €/m2;- 0,5 %;+ 0,6 %;+ 5,1 %
Octubre 2019;11,4 €/m2;+ 0,2 %;+ 0,1 %;+ 5,5 %
Septiembre 2019;11,4 €/m2;+ 0,8 %;+ 1,6 %;+ 4,5 %
Agosto 2019;11,3 €/m2;- 1,0 %;+ 3,9 %;+ 2,9 %
Julio 2019;11,4 €/m2;+ 1,7 %;+ 5,0 %;+ 4,6 %
Junio 2019;11,2 €/m2;+ 3,1 %;+ 2,8 %;+ 4,8 %
Mayo 2019;10,9 €/m2;+ 0,1 %;- 0,9 %;+ 5,0 %
Abril 2019;10,9 €/m2;- 0,4 %;- 1,1 %;+ 3,3 %
Marzo 2019;10,9 €/m2;- 0,6 %;+ 0,2 %;+ 3,5 %
Febrero 2019;11,0 €/m2;- 0,1 %;+ 1,5 %;+ 6,0 %
Enero 2019;11,0 €/m2;+ 1,0 %;+ 1,5 %;+ 8,5 %
Diciembre 2018;10,9 €/m2;+ 0,6 %;- 0,1 %;+ 7,3 %
Noviembre 2018;10,8 €/m2;- 0,1 %;- 1,5 %;+ 5,8 %
Octubre 2018;10,8 €/m2;- 0,7 %;- 0,8 %;+ 8,3 %
Septiembre 2018;10,9 €/m2;- 0,8 %;+ 1,8 %;+ 7,1 %
Agosto 2018;11,0 €/m2;+ 0,7 %;+ 6,0 %;+ 9,9 %
Julio 2018;10,9 €/m2;+ 1,9 %;+ 3,6 %;+ 9,2 %
Junio 2018;10,7 €/m2;+ 3,3 %;+ 1,6 %;+ 10,7 %
Mayo 2018;10,4 €/m2;- 1,6 %;0,0 %;+ 8,4 %
Abril 2018;10,5 €/m2;- 0,1 %;+ 4,0 %;+ 10,4 %
Marzo 2018;10,5 €/m2;+ 1,7 %;+ 3,9 %;+ 9,7 %
Febrero 2018;10,4 €/m2;+ 2,3 %;+ 1,3 %;+ 5,9 %
Enero 2018;10,1 €/m2;- 0,2 %;+ 1,3 %;+ 5,6 %
Diciembre 2017;10,2 €/m2;- 0,8 %;- 0,3 %;+ 8,2 %
Noviembre 2017;10,2 €/m2;+ 2,3 %;+ 2,4 %;+ 9,4 %
Octubre 2017;10,0 €/m2;- 1,8 %;+ 0,1 %;+ 8,2 %
Septiembre 2017;10,2 €/m2;+ 1,9 %;+ 5,2 %;+ 12,3 %
Agosto 2017;10,0 €/m2;0,0 %;+ 4,6 %;+ 12,3 %
Julio 2017;10,0 €/m2;+ 3,2 %;+ 4,7 %;+ 12,1 %
Junio 2017;9,7 €/m2;+ 1,2 %;+ 0,7 %;+ 7,8 %
Mayo 2017;9,6 €/m2;+ 0,2 %;- 2,3 %;+ 4,3 %
Abril 2017;9,5 €/m2;- 0,7 %;- 0,5 %;+ 5,1 %
Marzo 2017;9,6 €/m2;- 1,8 %;+ 2,5 %;+ 5,1 %
Febrero 2017;9,8 €/m2;+ 2,0 %;+ 4,6 %;+ 5,1 %
Enero 2017;9,6 €/m2;+ 2,3 %;+ 3,8 %;+ 3,3 %
Diciembre 2016;9,4 €/m2;+ 0,3 %;+ 3,4 %;+ 2,4 %
Noviembre 2016;9,4 €/m2;+ 1,2 %;+ 5,1 %;+ 3,4 %
Octubre 2016;9,2 €/m2;+ 1,9 %;+ 3,7 %;+ 2,7 %
Septiembre 2016;9,1 €/m2;+ 1,9 %;+ 1,0 %;+ 0,7 %
Agosto 2016;8,9 €/m2;- 0,1 %;- 2,9 %;- 0,9 %
Julio 2016;8,9 €/m2;- 0,7 %;- 1,8 %;- 0,2 %
Junio 2016;9,0 €/m2;- 2,0 %;- 1,8 %;+ 1,9 %
Mayo 2016;9,2 €/m2;+ 1,0 %;- 1,5 %;+ 5,3 %
Abril 2016;9,1 €/m2;- 0,8 %;- 2,3 %;+ 6,3 %
Marzo 2016;9,1 €/m2;- 1,8 %;- 0,1 %;+ 8,2 %
Febrero 2016;9,3 €/m2;+ 0,2 %;+ 3,0 %;+ 10,6 %
Enero 2016;9,3 €/m2;+ 1,4 %;+ 3,3 %;+ 10,3 %
Diciembre 2015;9,2 €/m2;+ 1,3 %;+ 1,6 %;+ 8,1 %
Noviembre 2015;9,0 €/m2;+ 0,5 %;+ 0,6 %;+ 4,5 %
Octubre 2015;9,0 €/m2;- 0,2 %;+ 0,8 %;+ 2,4 %
Septiembre 2015;9,0 €/m2;+ 0,3 %;+ 2,3 %;+ 0,5 %
Agosto 2015;9,0 €/m2;+ 0,7 %;+ 3,3 %;+ 1,5 %
Julio 2015;8,9 €/m2;+ 1,3 %;+ 4,5 %;- 0,3 %
Junio 2015;8,8 €/m2;+ 1,2 %;+ 4,2 %;- 1,6 %
Mayo 2015;8,7 €/m2;+ 1,9 %;+ 3,4 %;- 2,7 %
Abril 2015;8,5 €/m2;+ 1,1 %;+ 1,4 %;- 4,6 %
Marzo 2015;8,5 €/m2;+ 0,4 %;- 0,3 %;- 5,6 %
Febrero 2015;8,4 €/m2;0,0 %;- 2,8 %;- 6,4 %
Enero 2015;8,4 €/m2;- 0,6 %;- 4,2 %;- 4,7 %
Diciembre 2014;8,5 €/m2;- 2,1 %;- 5,5 %;- 1,8 %
Noviembre 2014;8,7 €/m2;- 1,5 %;- 2,3 %;- 0,2 %
Octubre 2014;8,8 €/m2;- 2,0 %;- 1,9 %;+ 1,1 %
Septiembre 2014;9,0 €/m2;+ 1,2 %;+ 0,2 %;+ 2,2 %
Agosto 2014;8,9 €/m2;- 1,1 %;- 1,0 %;+ 0,5 %
Julio 2014;9,0 €/m2;0,0 %;0,0 %;+ 1,3 %
Junio 2014;9,0 €/m2;+ 0,1 %;- 0,1 %;+ 0,5 %
Mayo 2014;8,9 €/m2;- 0,1 %;- 0,6 %;+ 0,3 %
Abril 2014;9,0 €/m2;0,0 %;+ 1,3 %;+ 0,3 %
Marzo 2014;9,0 €/m2;- 0,4 %;+ 3,8 %;- 0,9 %
Febrero 2014;9,0 €/m2;+ 1,7 %;+ 3,7 %;- 0,1 %
Enero 2014;8,8 €/m2;+ 2,4 %;+ 1,7 %;- 1,7 %
Diciembre 2013;8,6 €/m2;- 0,5 %;- 1,6 %;- 6,1 %
Noviembre 2013;8,7 €/m2;- 0,2 %;- 1,5 %;- 5,9 %
Octubre 2013;8,7 €/m2;- 0,9 %;- 1,6 %;- 5,1 %
Septiembre 2013;8,8 €/m2;- 0,4 %;- 1,5 %;- 4,6 %
Agosto 2013;8,8 €/m2;- 0,4 %;- 1,3 %;- 2,1 %
Julio 2013;8,8 €/m2;- 0,7 %;- 1,0 %;- 3,5 %
Junio 2013;8,9 €/m2;- 0,2 %;- 1,5 %;- 1,6 %
Mayo 2013;8,9 €/m2;- 0,1 %;- 0,9 %;- 4,7 %
Abril 2013;8,9 €/m2;- 1,2 %;- 0,8 %;- 5,4 %
Marzo 2013;9,0 €/m2;+ 0,4 %;- 1,7 %;- 6,0 %
Febrero 2013;9,0 €/m2;0,0 %;- 2,3 %;- 6,4 %
Enero 2013;9,0 €/m2;- 2,1 %;- 1,8 %;- 7,6 %
Diciembre 2012;9,2 €/m2;- 0,3 %;0,0 %;- 6,2 %
Noviembre 2012;9,2 €/m2;+ 0,6 %;+ 2,4 %;- 7,8 %
Octubre 2012;9,2 €/m2;- 0,3 %;0,0 %;- 8,3 %
Septiembre 2012;9,2 €/m2;+ 2,1 %;+ 1,6 %;- 7,6 %
Agosto 2012;9,0 €/m2;- 1,8 %;- 3,9 %;- 9,5 %
Julio 2012;9,2 €/m2;+ 1,3 %;- 2,9 %;- 8,2 %
Junio 2012;9,0 €/m2;- 3,4 %;- 5,9 %;- 9,5 %
Mayo 2012;9,4 €/m2;- 0,8 %;- 2,6 %;- 6,4 %
Abril 2012;9,4 €/m2;- 1,8 %;- 3,0 %;- 5,6 %
Marzo 2012;9,6 €/m2;0,0 %;- 1,8 %;- 3,1 %
Febrero 2012;9,6 €/m2;- 1,2 %;- 3,9 %;- 3,9 %
Enero 2012;9,7 €/m2;- 0,6 %;- 2,5 %;- 2,2 %
Diciembre 2011;9,8 €/m2;- 2,1 %;- 1,5 %;+ 1,5 %
Noviembre 2011;10,0 €/m2;+ 0,1 %;+ 0,6 %;+ 7,1 %
Octubre 2011;10,0 €/m2;+ 0,4 %;0,0 %;+ 2,0 %
Septiembre 2011;9,9 €/m2;0,0 %;- 0,6 %;+ 1,5 %
Agosto 2011;9,9 €/m2;- 0,4 %;- 0,6 %;+ 0,1 %
Julio 2011;10,0 €/m2;- 0,1 %;- 0,1 %;- 3,2 %
Junio 2011;10,0 €/m2;0,0 %;+ 0,7 %;+ 0,3 %
Mayo 2011;10,0 €/m2;0,0 %;0,0 %;0,0 %
Abril 2011;10,0 €/m2;+ 0,7 %;+ 0,4 %;n.d.
Marzo 2011;9,9 €/m2;- 0,7 %;+ 2,9 %;n.d.
Febrero 2011;10,0 €/m2;+ 0,4 %;+ 7,1 %;n.d.
Enero 2011;10,0 €/m2;+ 3,2 %;+ 1,7 %;n.d.
Diciembre 2010;9,6 €/m2;+ 3,3 %;- 1,5 %;n.d.
Noviembre 2010;9,3 €/m2;- 4,6 %;- 6,0 %;n.d.
Octubre 2010;9,8 €/m2;0,0 %;- 5,1 %;n.d.
Septiembre 2010;9,8 €/m2;- 1,4 %;- 1,7 %;n.d.
Agosto 2010;9,9 €/m2;- 3,7 %;- 0,7 %;n.d.
Julio 2010;10,3 €/m2;+ 3,5 %;n.d.;n.d.
Junio 2010;10,0 €/m2;- 0,3 %;n.d.;n.d.
Mayo 2010;10,0 €/m2;n.d.;n.d.;n.d.
