Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Junio 2016;15,5 €/m2;- 1,1 %;+ 1,3 %;+ 11,9 %
Mayo 2016;15,7 €/m2;+ 1,4 %;+ 3,2 %;+ 13,1 %
Abril 2016;15,5 €/m2;+ 1,0 %;+ 3,4 %;+ 11,6 %
Marzo 2016;15,4 €/m2;+ 0,8 %;+ 5,1 %;+ 11,0 %
Febrero 2016;15,2 €/m2;+ 1,5 %;+ 5,0 %;+ 10,2 %
Enero 2016;15,0 €/m2;+ 2,7 %;+ 5,0 %;+ 8,3 %
Diciembre 2015;14,6 €/m2;+ 0,8 %;+ 3,1 %;+ 6,3 %
Noviembre 2015;14,5 €/m2;+ 1,5 %;+ 3,6 %;+ 5,4 %
Octubre 2015;14,3 €/m2;+ 0,8 %;+ 2,9 %;+ 3,9 %
Septiembre 2015;14,2 €/m2;+ 1,2 %;+ 2,0 %;+ 3,8 %
Agosto 2015;14,0 €/m2;+ 0,8 %;+ 0,8 %;+ 3,5 %
Julio 2015;13,9 €/m2;0,0 %;0,0 %;+ 3,2 %
Junio 2015;13,9 €/m2;0,0 %;+ 0,4 %;+ 3,6 %
Mayo 2015;13,9 €/m2;0,0 %;+ 0,6 %;+ 3,7 %
Abril 2015;13,9 €/m2;+ 0,4 %;+ 0,3 %;+ 4,2 %
Marzo 2015;13,8 €/m2;+ 0,2 %;+ 0,6 %;+ 3,8 %
Febrero 2015;13,8 €/m2;- 0,2 %;+ 0,5 %;+ 3,6 %
Enero 2015;13,8 €/m2;+ 0,7 %;+ 0,7 %;+ 4,4 %
Diciembre 2014;13,7 €/m2;0,0 %;+ 0,7 %;+ 4,2 %
Noviembre 2014;13,7 €/m2;0,0 %;+ 1,7 %;+ 3,1 %
Octubre 2014;13,8 €/m2;+ 0,7 %;+ 2,2 %;+ 3,1 %
Septiembre 2014;13,7 €/m2;+ 0,9 %;+ 1,8 %;+ 2,4 %
Agosto 2014;13,5 €/m2;+ 0,5 %;+ 1,0 %;+ 1,4 %
Julio 2014;13,5 €/m2;+ 0,4 %;+ 1,0 %;+ 1,0 %
Junio 2014;13,4 €/m2;+ 0,1 %;+ 0,6 %;+ 0,6 %
Mayo 2014;13,4 €/m2;+ 0,4 %;+ 0,4 %;- 0,6 %
Abril 2014;13,3 €/m2;0,0 %;+ 0,6 %;- 1,8 %
Marzo 2014;13,3 €/m2;0,0 %;+ 1,0 %;- 2,1 %
Febrero 2014;13,3 €/m2;+ 0,6 %;0,0 %;- 2,2 %
Enero 2014;13,3 €/m2;+ 0,5 %;- 0,6 %;- 2,8 %
Diciembre 2013;13,2 €/m2;- 1,0 %;- 1,0 %;- 4,0 %
Noviembre 2013;13,3 €/m2;0,0 %;0,0 %;- 4,0 %
Octubre 2013;13,3 €/m2;0,0 %;0,0 %;- 4,8 %
Septiembre 2013;13,3 €/m2;0,0 %;0,0 %;- 5,0 %
Agosto 2013;13,3 €/m2;0,0 %;- 1,0 %;- 5,1 %
Julio 2013;13,3 €/m2;0,0 %;- 1,7 %;- 5,3 %
Junio 2013;13,3 €/m2;- 1,0 %;- 2,0 %;- 5,9 %
Mayo 2013;13,5 €/m2;- 0,8 %;- 1,2 %;- 5,7 %
Abril 2013;13,6 €/m2;- 0,3 %;- 0,5 %;- 6,1 %
Marzo 2013;13,6 €/m2;- 0,1 %;- 1,0 %;- 6,7 %
Febrero 2013;13,6 €/m2;- 0,1 %;- 1,9 %;- 7,3 %
Enero 2013;13,6 €/m2;- 0,8 %;- 2,6 %;- 9,1 %
Diciembre 2012;13,8 €/m2;- 1,0 %;- 2,1 %;- 8,3 %
Noviembre 2012;13,9 €/m2;- 0,8 %;- 1,2 %;- 7,4 %
Octubre 2012;14,0 €/m2;- 0,3 %;- 0,6 %;- 5,9 %
Septiembre 2012;14,0 €/m2;- 0,1 %;- 0,9 %;- 5,8 %
Agosto 2012;14,1 €/m2;- 0,2 %;- 1,6 %;- 6,3 %
Julio 2012;14,1 €/m2;- 0,6 %;- 2,5 %;- 6,1 %
Junio 2012;14,2 €/m2;- 0,8 %;- 2,9 %;- 5,6 %
Mayo 2012;14,3 €/m2;- 1,1 %;- 2,9 %;- 4,8 %
Abril 2012;14,4 €/m2;- 1,0 %;- 3,7 %;- 3,7 %
Marzo 2012;14,6 €/m2;- 0,8 %;- 2,8 %;- 4,8 %
Febrero 2012;14,7 €/m2;- 2,0 %;- 2,0 %;- 4,6 %
Enero 2012;15,0 €/m2;0,0 %;+ 0,8 %;- 3,6 %
Diciembre 2011;15,0 €/m2;0,0 %;+ 0,7 %;- 2,7 %
Noviembre 2011;15,0 €/m2;+ 0,8 %;0,0 %;- 2,7 %
Octubre 2011;14,9 €/m2;- 0,1 %;- 0,7 %;- 3,4 %
Septiembre 2011;14,9 €/m2;- 0,7 %;- 0,7 %;- 1,9 %
Agosto 2011;15,0 €/m2;0,0 %;0,0 %;- 1,7 %
Julio 2011;15,0 €/m2;0,0 %;0,0 %;- 1,5 %
Junio 2011;15,0 €/m2;0,0 %;- 2,0 %;- 3,4 %
Mayo 2011;15,0 €/m2;0,0 %;- 2,6 %;- 3,4 %
Abril 2011;15,0 €/m2;- 2,0 %;- 3,6 %;- 3,2 %
Marzo 2011;15,3 €/m2;- 0,6 %;- 0,6 %;- 2,6 %
Febrero 2011;15,4 €/m2;- 0,9 %;- 0,1 %;- 3,7 %
Enero 2011;15,6 €/m2;+ 1,0 %;+ 0,9 %;- 4,3 %
Diciembre 2010;15,4 €/m2;- 0,1 %;+ 1,5 %;- 2,9 %
Noviembre 2010;15,4 €/m2;0,0 %;+ 1,1 %;- 3,5 %
Octubre 2010;15,4 €/m2;+ 1,6 %;+ 1,3 %;- 3,4 %
Septiembre 2010;15,2 €/m2;- 0,5 %;- 2,2 %;- 5,1 %
Agosto 2010;15,3 €/m2;+ 0,2 %;- 1,8 %;- 2,4 %
Julio 2010;15,2 €/m2;- 2,0 %;- 1,8 %;- 3,9 %
Junio 2010;15,5 €/m2;0,0 %;- 1,2 %;- 3,2 %
Mayo 2010;15,5 €/m2;+ 0,2 %;- 3,0 %;- 3,0 %
Abril 2010;15,5 €/m2;- 1,4 %;- 4,6 %;- 11,4 %
Marzo 2010;15,7 €/m2;- 1,8 %;- 1,0 %;- 10,2 %
Febrero 2010;16,0 €/m2;- 1,5 %;+ 0,1 %;- 12,5 %
Enero 2010;16,3 €/m2;+ 2,4 %;+ 1,8 %;- 7,8 %
Diciembre 2009;15,9 €/m2;- 0,7 %;- 0,8 %;- 15,6 %
Noviembre 2009;16,0 €/m2;+ 0,1 %;+ 2,3 %;- 9,7 %
Octubre 2009;16,0 €/m2;- 0,3 %;+ 0,8 %;- 11,4 %
Septiembre 2009;16,0 €/m2;+ 2,4 %;- 0,2 %;n.d.
Agosto 2009;15,6 €/m2;- 1,3 %;- 2,3 %;n.d.
Julio 2009;15,8 €/m2;- 1,3 %;- 9,5 %;n.d.
Junio 2009;16,0 €/m2;+ 0,2 %;- 8,4 %;n.d.
Mayo 2009;16,0 €/m2;- 8,6 %;- 12,5 %;n.d.
Abril 2009;17,5 €/m2;0,0 %;- 0,7 %;n.d.
Marzo 2009;17,5 €/m2;- 4,2 %;- 6,9 %;n.d.
Febrero 2009;18,3 €/m2;+ 3,7 %;+ 3,3 %;n.d.
Enero 2009;17,6 €/m2;- 6,3 %;- 2,2 %;n.d.
Diciembre 2008;18,8 €/m2;+ 6,2 %;n.d.;n.d.
Noviembre 2008;17,7 €/m2;- 1,8 %;n.d.;n.d.
Octubre 2008;18,0 €/m2;n.d.;n.d.;n.d.
