Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Diciembre 2020;14,4 €/m2;- 3,0 %;- 6,6 %;- 9,0 %
Noviembre 2020;14,8 €/m2;- 2,0 %;- 4,2 %;- 6,7 %
Octubre 2020;15,1 €/m2;- 1,8 %;- 3,6 %;- 5,5 %
Septiembre 2020;15,4 €/m2;- 0,5 %;- 3,8 %;- 2,1 %
Agosto 2020;15,5 €/m2;- 1,4 %;- 5,9 %;0,0 %
Julio 2020;15,7 €/m2;- 2,0 %;- 2,9 %;+ 1,2 %
Junio 2020;16,0 €/m2;- 2,6 %;0,0 %;+ 2,1 %
Mayo 2020;16,4 €/m2;+ 1,7 %;+ 2,6 %;+ 4,5 %
Abril 2020;16,1 €/m2;+ 0,9 %;+ 2,9 %;+ 3,4 %
Marzo 2020;16,0 €/m2;0,0 %;+ 1,3 %;+ 4,1 %
Febrero 2020;16,0 €/m2;+ 2,0 %;+ 0,8 %;+ 4,2 %
Enero 2020;15,7 €/m2;- 0,6 %;- 1,8 %;+ 2,1 %
Diciembre 2019;15,8 €/m2;- 0,5 %;+ 0,5 %;+ 3,8 %
Noviembre 2019;15,9 €/m2;- 0,7 %;+ 2,7 %;+ 5,8 %
Octubre 2019;16,0 €/m2;+ 1,8 %;+ 3,1 %;+ 6,6 %
Septiembre 2019;15,7 €/m2;+ 1,7 %;+ 0,3 %;+ 5,6 %
Agosto 2019;15,5 €/m2;- 0,3 %;- 1,7 %;+ 5,4 %
Julio 2019;15,5 €/m2;- 1,1 %;- 0,8 %;+ 6,6 %
Junio 2019;15,7 €/m2;- 0,3 %;+ 1,9 %;+ 6,5 %
Mayo 2019;15,7 €/m2;+ 0,6 %;+ 2,3 %;+ 8,0 %
Abril 2019;15,6 €/m2;+ 1,7 %;+ 1,6 %;+ 7,5 %
Marzo 2019;15,4 €/m2;+ 0,1 %;+ 1,0 %;+ 6,3 %
Febrero 2019;15,4 €/m2;- 0,1 %;+ 2,4 %;+ 6,3 %
Enero 2019;15,4 €/m2;+ 1,1 %;+ 2,5 %;+ 8,8 %
Diciembre 2018;15,2 €/m2;+ 1,4 %;+ 2,3 %;+ 9,2 %
Noviembre 2018;15,0 €/m2;0,0 %;+ 2,3 %;+ 6,0 %
Octubre 2018;15,0 €/m2;+ 0,8 %;+ 3,2 %;+ 6,1 %
Septiembre 2018;14,9 €/m2;+ 1,5 %;+ 1,2 %;+ 6,6 %
Agosto 2018;14,7 €/m2;+ 0,8 %;+ 0,8 %;+ 6,3 %
Julio 2018;14,5 €/m2;- 1,1 %;0,0 %;+ 6,1 %
Junio 2018;14,7 €/m2;+ 1,1 %;+ 1,7 %;+ 8,6 %
Mayo 2018;14,5 €/m2;+ 0,1 %;+ 0,7 %;+ 5,3 %
Abril 2018;14,5 €/m2;+ 0,5 %;+ 2,9 %;+ 6,0 %
Marzo 2018;14,5 €/m2;+ 0,1 %;+ 3,9 %;+ 8,6 %
Febrero 2018;14,4 €/m2;+ 2,2 %;+ 2,1 %;+ 9,3 %
Enero 2018;14,1 €/m2;+ 1,5 %;- 0,1 %;+ 9,4 %
Diciembre 2017;13,9 €/m2;- 1,6 %;- 0,2 %;+ 9,0 %
Noviembre 2017;14,1 €/m2;+ 0,1 %;+ 2,6 %;+ 11,7 %
Octubre 2017;14,1 €/m2;+ 1,3 %;+ 3,2 %;+ 12,1 %
Septiembre 2017;14,0 €/m2;+ 1,2 %;+ 3,1 %;+ 13,3 %
Agosto 2017;13,8 €/m2;+ 0,6 %;- 0,2 %;+ 13,6 %
Julio 2017;13,7 €/m2;+ 1,3 %;- 0,1 %;+ 14,2 %
Junio 2017;13,5 €/m2;- 2,0 %;+ 1,6 %;+ 11,5 %
Mayo 2017;13,8 €/m2;+ 0,7 %;+ 4,5 %;+ 13,0 %
Abril 2017;13,7 €/m2;+ 3,0 %;+ 6,2 %;+ 12,2 %
Marzo 2017;13,3 €/m2;+ 0,8 %;+ 4,3 %;+ 9,3 %
Febrero 2017;13,2 €/m2;+ 2,4 %;+ 4,3 %;+ 8,2 %
Enero 2017;12,9 €/m2;+ 1,1 %;+ 2,4 %;+ 5,7 %
Diciembre 2016;12,8 €/m2;+ 0,8 %;+ 3,8 %;+ 5,4 %
Noviembre 2016;12,7 €/m2;+ 0,4 %;+ 4,4 %;+ 5,9 %
Octubre 2016;12,6 €/m2;+ 2,4 %;+ 5,1 %;+ 8,1 %
Septiembre 2016;12,3 €/m2;+ 1,5 %;+ 1,4 %;+ 6,7 %
Agosto 2016;12,1 €/m2;+ 1,1 %;- 0,7 %;+ 5,2 %
Julio 2016;12,0 €/m2;- 1,2 %;- 1,8 %;+ 4,0 %
Junio 2016;12,1 €/m2;- 0,6 %;- 0,4 %;+ 5,2 %
Mayo 2016;12,2 €/m2;0,0 %;0,0 %;+ 5,9 %
Abril 2016;12,2 €/m2;+ 0,3 %;0,0 %;+ 5,9 %
Marzo 2016;12,2 €/m2;- 0,3 %;+ 0,6 %;+ 6,5 %
Febrero 2016;12,2 €/m2;0,0 %;+ 2,1 %;+ 6,9 %
Enero 2016;12,2 €/m2;+ 0,8 %;+ 4,8 %;+ 8,1 %
Diciembre 2015;12,1 €/m2;+ 1,3 %;+ 5,1 %;+ 7,7 %
Noviembre 2015;12,0 €/m2;+ 2,6 %;+ 3,7 %;+ 7,7 %
Octubre 2015;11,7 €/m2;+ 1,1 %;+ 1,1 %;+ 5,2 %
Septiembre 2015;11,5 €/m2;0,0 %;0,0 %;+ 4,3 %
Agosto 2015;11,5 €/m2;0,0 %;0,0 %;+ 4,9 %
Julio 2015;11,5 €/m2;0,0 %;0,0 %;+ 5,0 %
Junio 2015;11,5 €/m2;0,0 %;+ 0,8 %;+ 5,3 %
Mayo 2015;11,5 €/m2;0,0 %;+ 1,0 %;+ 3,9 %
Abril 2015;11,5 €/m2;+ 0,8 %;+ 2,1 %;+ 3,8 %
Marzo 2015;11,4 €/m2;+ 0,2 %;+ 1,7 %;+ 4,1 %
Febrero 2015;11,4 €/m2;+ 1,1 %;+ 2,9 %;+ 4,2 %
Enero 2015;11,3 €/m2;+ 0,5 %;+ 1,9 %;+ 3,8 %
Diciembre 2014;11,3 €/m2;+ 1,3 %;+ 1,7 %;+ 3,2 %
Noviembre 2014;11,1 €/m2;+ 0,2 %;+ 1,0 %;+ 0,6 %
Octubre 2014;11,1 €/m2;+ 0,3 %;+ 0,9 %;+ 0,8 %
Septiembre 2014;11,1 €/m2;+ 0,6 %;+ 0,9 %;+ 0,6 %
Agosto 2014;11,0 €/m2;+ 0,1 %;- 1,0 %;- 1,0 %
Julio 2014;11,0 €/m2;+ 0,3 %;- 1,1 %;- 1,8 %
Junio 2014;11,0 €/m2;- 1,3 %;- 0,4 %;- 2,2 %
Mayo 2014;11,1 €/m2;0,0 %;+ 1,3 %;- 1,2 %
Abril 2014;11,1 €/m2;+ 1,0 %;+ 2,0 %;- 1,8 %
Marzo 2014;11,0 €/m2;+ 0,3 %;+ 0,9 %;- 3,6 %
Febrero 2014;11,0 €/m2;+ 0,7 %;- 0,6 %;- 3,8 %
Enero 2014;10,9 €/m2;- 0,1 %;- 1,0 %;- 3,2 %
Diciembre 2013;10,9 €/m2;- 1,3 %;- 0,9 %;- 2,5 %
Noviembre 2013;11,0 €/m2;+ 0,4 %;- 0,6 %;- 3,0 %
Octubre 2013;11,0 €/m2;0,0 %;- 1,7 %;- 4,3 %
Septiembre 2013;11,0 €/m2;- 1,0 %;- 1,8 %;- 4,7 %
Agosto 2013;11,1 €/m2;- 0,7 %;- 1,2 %;- 3,4 %
Julio 2013;11,2 €/m2;- 0,1 %;- 1,0 %;- 3,0 %
Junio 2013;11,2 €/m2;- 0,4 %;- 1,8 %;- 3,9 %
Mayo 2013;11,3 €/m2;- 0,5 %;- 1,3 %;- 3,2 %
Abril 2013;11,3 €/m2;- 0,9 %;+ 0,5 %;- 3,5 %
Marzo 2013;11,4 €/m2;+ 0,1 %;+ 2,1 %;- 3,0 %
Febrero 2013;11,4 €/m2;+ 1,3 %;+ 0,2 %;- 3,4 %
Enero 2013;11,3 €/m2;+ 0,6 %;- 2,2 %;- 5,2 %
Diciembre 2012;11,2 €/m2;- 1,8 %;- 3,1 %;- 8,4 %
Noviembre 2012;11,4 €/m2;- 1,0 %;- 1,0 %;- 5,7 %
Octubre 2012;11,5 €/m2;- 0,3 %;- 0,3 %;- 3,2 %
Septiembre 2012;11,5 €/m2;+ 0,3 %;- 1,1 %;- 3,1 %
Agosto 2012;11,5 €/m2;- 0,3 %;- 1,1 %;- 4,3 %
Julio 2012;11,5 €/m2;- 1,1 %;- 1,5 %;- 3,8 %
Junio 2012;11,7 €/m2;+ 0,3 %;- 0,8 %;- 3,3 %
Mayo 2012;11,6 €/m2;- 0,8 %;- 1,5 %;- 3,7 %
Abril 2012;11,7 €/m2;- 0,4 %;- 1,3 %;- 1,6 %
Marzo 2012;11,8 €/m2;- 0,3 %;- 3,6 %;+ 0,8 %
Febrero 2012;11,8 €/m2;- 0,6 %;- 2,2 %;- 1,0 %
Enero 2012;11,9 €/m2;- 2,7 %;0,0 %;- 3,3 %
Diciembre 2011;12,2 €/m2;+ 1,1 %;+ 2,5 %;- 2,1 %
Noviembre 2011;12,1 €/m2;+ 1,6 %;+ 0,5 %;- 2,4 %
Octubre 2011;11,9 €/m2;- 0,3 %;- 1,0 %;0,0 %
Septiembre 2011;11,9 €/m2;- 0,9 %;- 1,4 %;+ 0,8 %
Agosto 2011;12,0 €/m2;+ 0,1 %;- 0,5 %;+ 2,5 %
Julio 2011;12,0 €/m2;- 0,6 %;+ 0,7 %;+ 1,2 %
Junio 2011;12,1 €/m2;0,0 %;+ 3,4 %;+ 0,5 %
Mayo 2011;12,1 €/m2;+ 1,3 %;+ 1,3 %;+ 0,9 %
Abril 2011;11,9 €/m2;+ 2,0 %;- 3,0 %;- 1,3 %
Marzo 2011;11,7 €/m2;- 2,1 %;- 6,4 %;- 3,3 %
Febrero 2011;11,9 €/m2;- 2,9 %;- 3,6 %;- 3,6 %
Enero 2011;12,3 €/m2;- 1,5 %;+ 3,4 %;- 1,8 %
Diciembre 2010;12,5 €/m2;+ 0,8 %;+ 5,5 %;+ 2,6 %
Noviembre 2010;12,4 €/m2;+ 4,1 %;+ 5,5 %;+ 1,2 %
Octubre 2010;11,9 €/m2;+ 0,5 %;+ 0,1 %;n.d.
Septiembre 2010;11,8 €/m2;+ 0,9 %;- 1,6 %;n.d.
Agosto 2010;11,7 €/m2;- 1,2 %;- 2,0 %;n.d.
Julio 2010;11,9 €/m2;- 1,3 %;- 1,7 %;n.d.
Junio 2010;12,0 €/m2;+ 0,5 %;- 0,5 %;n.d.
Mayo 2010;12,0 €/m2;- 0,9 %;- 3,3 %;n.d.
Abril 2010;12,1 €/m2;0,0 %;- 3,4 %;n.d.
Marzo 2010;12,1 €/m2;- 2,4 %;- 0,6 %;n.d.
Febrero 2010;12,4 €/m2;- 1,1 %;+ 1,1 %;n.d.
Enero 2010;12,5 €/m2;+ 2,9 %;n.d.;n.d.
Diciembre 2009;12,1 €/m2;- 0,6 %;n.d.;n.d.
Noviembre 2009;12,2 €/m2;n.d.;n.d.;n.d.
