Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Diciembre 2013;10,2 €/m2;- 0,3 %;- 0,9 %;- 4,7 %
Noviembre 2013;10,2 €/m2;- 0,4 %;- 0,3 %;- 4,6 %
Octubre 2013;10,3 €/m2;- 0,3 %;- 1,2 %;- 4,5 %
Septiembre 2013;10,3 €/m2;+ 0,3 %;- 2,3 %;- 3,6 %
Agosto 2013;10,3 €/m2;- 1,2 %;- 4,6 %;- 5,1 %
Julio 2013;10,4 €/m2;- 1,4 %;- 4,3 %;- 4,4 %
Junio 2013;10,5 €/m2;- 2,0 %;- 0,8 %;- 4,6 %
Mayo 2013;10,7 €/m2;- 1,0 %;+ 1,2 %;- 4,3 %
Abril 2013;10,9 €/m2;+ 2,3 %;+ 2,2 %;- 5,1 %
Marzo 2013;10,6 €/m2;- 0,1 %;- 0,7 %;- 7,5 %
Febrero 2013;10,6 €/m2;0,0 %;- 0,8 %;- 5,9 %
Enero 2013;10,6 €/m2;- 0,6 %;- 1,1 %;- 6,0 %
Diciembre 2012;10,7 €/m2;- 0,2 %;+ 0,2 %;- 6,5 %
Noviembre 2012;10,7 €/m2;- 0,3 %;- 0,8 %;- 6,5 %
Octubre 2012;10,7 €/m2;+ 0,7 %;- 1,1 %;- 6,4 %
Septiembre 2012;10,7 €/m2;- 1,3 %;- 3,4 %;- 8,0 %
Agosto 2012;10,8 €/m2;- 0,6 %;- 3,8 %;- 6,6 %
Julio 2012;10,9 €/m2;- 1,6 %;- 5,0 %;- 7,0 %
Junio 2012;11,0 €/m2;- 1,7 %;- 3,8 %;- 4,3 %
Mayo 2012;11,2 €/m2;- 1,8 %;- 0,6 %;- 2,0 %
Abril 2012;11,4 €/m2;- 0,4 %;+ 1,2 %;- 0,9 %
Marzo 2012;11,5 €/m2;+ 1,6 %;+ 0,4 %;- 0,8 %
Febrero 2012;11,3 €/m2;0,0 %;- 1,4 %;- 1,9 %
Enero 2012;11,3 €/m2;- 1,2 %;- 1,6 %;- 1,9 %
Diciembre 2011;11,4 €/m2;- 0,2 %;- 1,4 %;- 1,0 %
Noviembre 2011;11,5 €/m2;- 0,2 %;- 1,0 %;- 0,7 %
Octubre 2011;11,5 €/m2;- 1,0 %;- 1,8 %;- 1,4 %
Septiembre 2011;11,6 €/m2;+ 0,2 %;+ 0,5 %;- 1,0 %
Agosto 2011;11,6 €/m2;- 1,0 %;+ 1,0 %;- 2,8 %
Julio 2011;11,7 €/m2;+ 1,3 %;+ 1,3 %;- 0,4 %
Junio 2011;11,5 €/m2;+ 0,7 %;- 0,3 %;+ 1,4 %
Mayo 2011;11,5 €/m2;- 0,7 %;- 0,5 %;- 2,8 %
Abril 2011;11,5 €/m2;- 0,2 %;+ 0,3 %;+ 0,7 %
Marzo 2011;11,6 €/m2;+ 0,4 %;+ 0,2 %;+ 2,2 %
Febrero 2011;11,5 €/m2;0,0 %;- 0,2 %;+ 6,8 %
Enero 2011;11,5 €/m2;- 0,3 %;- 1,1 %;+ 5,9 %
Diciembre 2010;11,5 €/m2;+ 0,1 %;- 1,4 %;+ 5,0 %
Noviembre 2010;11,5 €/m2;- 0,9 %;- 3,1 %;+ 6,6 %
Octubre 2010;11,6 €/m2;- 0,6 %;- 0,8 %;+ 8,7 %
Septiembre 2010;11,7 €/m2;- 1,7 %;+ 2,9 %;+ 7,8 %
Agosto 2010;11,9 €/m2;+ 1,5 %;+ 1,0 %;+ 10,0 %
Julio 2010;11,7 €/m2;+ 3,1 %;+ 2,4 %;- 0,7 %
Junio 2010;11,4 €/m2;- 3,5 %;+ 0,5 %;- 7,3 %
Mayo 2010;11,8 €/m2;+ 2,9 %;+ 9,3 %;n.d.
Abril 2010;11,5 €/m2;+ 1,3 %;+ 5,5 %;n.d.
Marzo 2010;11,3 €/m2;+ 4,9 %;+ 2,9 %;n.d.
Febrero 2010;10,8 €/m2;- 0,7 %;- 0,3 %;n.d.
Enero 2010;10,9 €/m2;- 1,2 %;+ 1,5 %;n.d.
Diciembre 2009;11,0 €/m2;+ 1,7 %;+ 1,3 %;n.d.
Noviembre 2009;10,8 €/m2;+ 1,0 %;0,0 %;n.d.
Octubre 2009;10,7 €/m2;- 1,4 %;- 9,4 %;n.d.
Septiembre 2009;10,9 €/m2;+ 0,3 %;- 11,5 %;n.d.
Agosto 2009;10,8 €/m2;- 8,4 %;n.d.;n.d.
Julio 2009;11,8 €/m2;- 3,8 %;n.d.;n.d.
Junio 2009;12,3 €/m2;n.d.;n.d.;n.d.
