Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Junio 2012;14,0 €/m2;- 0,8 %;- 2,6 %;- 6,3 %
Mayo 2012;14,2 €/m2;- 0,3 %;- 2,2 %;- 6,1 %
Abril 2012;14,2 €/m2;- 1,6 %;- 2,3 %;- 5,2 %
Marzo 2012;14,4 €/m2;- 0,3 %;- 1,2 %;- 3,8 %
Febrero 2012;14,5 €/m2;- 0,4 %;- 1,3 %;- 3,5 %
Enero 2012;14,5 €/m2;- 0,5 %;- 0,5 %;- 4,2 %
Diciembre 2011;14,6 €/m2;- 0,4 %;- 0,7 %;- 2,6 %
Noviembre 2011;14,7 €/m2;+ 0,3 %;+ 0,3 %;- 4,2 %
Octubre 2011;14,6 €/m2;- 0,6 %;- 0,6 %;- 2,5 %
Septiembre 2011;14,7 €/m2;+ 0,6 %;- 1,9 %;- 1,9 %
Agosto 2011;14,6 €/m2;- 0,6 %;- 3,1 %;- 2,6 %
Julio 2011;14,7 €/m2;- 2,0 %;- 1,9 %;- 1,9 %
Junio 2011;15,0 €/m2;- 0,6 %;0,0 %;- 0,8 %
Mayo 2011;15,1 €/m2;+ 0,6 %;+ 0,6 %;- 3,9 %
Abril 2011;15,0 €/m2;- 0,1 %;- 1,2 %;- 4,3 %
Marzo 2011;15,0 €/m2;0,0 %;0,0 %;- 2,2 %
Febrero 2011;15,0 €/m2;- 1,2 %;- 2,0 %;0,0 %
Enero 2011;15,2 €/m2;+ 1,2 %;+ 1,2 %;- 0,4 %
Diciembre 2010;15,0 €/m2;- 2,0 %;0,0 %;- 3,1 %
Noviembre 2010;15,3 €/m2;+ 2,1 %;+ 2,1 %;- 1,6 %
Octubre 2010;15,0 €/m2;0,0 %;0,0 %;- 2,8 %
Septiembre 2010;15,0 €/m2;0,0 %;- 0,9 %;- 1,1 %
Agosto 2010;15,0 €/m2;0,0 %;- 4,5 %;- 2,9 %
Julio 2010;15,0 €/m2;- 0,9 %;- 4,3 %;- 3,0 %
Junio 2010;15,1 €/m2;- 3,7 %;- 1,3 %;- 5,2 %
Mayo 2010;15,7 €/m2;+ 0,2 %;+ 4,7 %;- 7,2 %
Abril 2010;15,7 €/m2;+ 2,2 %;+ 2,8 %;n.d.
Marzo 2010;15,3 €/m2;+ 2,2 %;- 0,9 %;n.d.
Febrero 2010;15,0 €/m2;- 1,6 %;- 3,6 %;n.d.
Enero 2010;15,2 €/m2;- 1,5 %;- 1,2 %;n.d.
Diciembre 2009;15,5 €/m2;- 0,6 %;+ 2,0 %;n.d.
Noviembre 2009;15,6 €/m2;+ 0,9 %;+ 0,7 %;n.d.
Octubre 2009;15,4 €/m2;+ 1,8 %;- 0,3 %;n.d.
Septiembre 2009;15,2 €/m2;- 1,9 %;- 5,0 %;n.d.
Agosto 2009;15,4 €/m2;- 0,1 %;- 8,7 %;n.d.
Julio 2009;15,5 €/m2;- 3,1 %;n.d.;n.d.
Junio 2009;16,0 €/m2;- 5,8 %;n.d.;n.d.
Mayo 2009;16,9 €/m2;n.d.;n.d.;n.d.
