Anio;Periodo;DatoPoblacionEntre16y64;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2005;Anual;;194;19;El Cañaveral;Vicálvaro
2006;Anual;;194;19;El Cañaveral;Vicálvaro
2007;Anual;;194;19;El Cañaveral;Vicálvaro
2008;Anual;;194;19;El Cañaveral;Vicálvaro
2009;Anual;;194;19;El Cañaveral;Vicálvaro
2010;Anual;;194;19;El Cañaveral;Vicálvaro
2011;Anual;;194;19;El Cañaveral;Vicálvaro
2012;Anual;;194;19;El Cañaveral;Vicálvaro
2013;Anual;;194;19;El Cañaveral;Vicálvaro
2014;Anual;;194;19;El Cañaveral;Vicálvaro
2015;Anual;;194;19;El Cañaveral;Vicálvaro
2016;Anual;;194;19;El Cañaveral;Vicálvaro
2017;Anual;0.0;194;19;El Cañaveral;Vicálvaro
2018;Anual;75.45;194;19;El Cañaveral;Vicálvaro
2019;Anual;72.09;194;19;El Cañaveral;Vicálvaro
2020;Anual;72.39;194;19;El Cañaveral;Vicálvaro
2021;Anual;73.93;194;19;El Cañaveral;Vicálvaro
2022;Anual;74.65;194;19;El Cañaveral;Vicálvaro
2005;Anual;71.66;191;19;Casco histórico de Vicálvaro;Vicálvaro
2006;Anual;71.21;191;19;Casco histórico de Vicálvaro;Vicálvaro
2007;Anual;70.52;191;19;Casco histórico de Vicálvaro;Vicálvaro
2008;Anual;69.99;191;19;Casco histórico de Vicálvaro;Vicálvaro
2009;Anual;69.32;191;19;Casco histórico de Vicálvaro;Vicálvaro
2010;Anual;68.86;191;19;Casco histórico de Vicálvaro;Vicálvaro
2011;Anual;68.31;191;19;Casco histórico de Vicálvaro;Vicálvaro
2012;Anual;67.67;191;19;Casco histórico de Vicálvaro;Vicálvaro
2013;Anual;67.27;191;19;Casco histórico de Vicálvaro;Vicálvaro
2014;Anual;66.93;191;19;Casco histórico de Vicálvaro;Vicálvaro
2015;Anual;66.85;191;19;Casco histórico de Vicálvaro;Vicálvaro
2016;Anual;66.98;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Anual;67.42;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Anual;62.94;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Anual;63.6;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Anual;64.31;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Anual;64.79;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Anual;65.13;191;19;Casco histórico de Vicálvaro;Vicálvaro
2005;Anual;61.26;81;8;El Pardo;Fuencarral - El Pardo
2006;Anual;61.0;81;8;El Pardo;Fuencarral - El Pardo
2007;Anual;60.19;81;8;El Pardo;Fuencarral - El Pardo
2008;Anual;59.67;81;8;El Pardo;Fuencarral - El Pardo
2009;Anual;60.28;81;8;El Pardo;Fuencarral - El Pardo
2010;Anual;60.67;81;8;El Pardo;Fuencarral - El Pardo
2011;Anual;59.86;81;8;El Pardo;Fuencarral - El Pardo
2012;Anual;60.33;81;8;El Pardo;Fuencarral - El Pardo
2013;Anual;60.71;81;8;El Pardo;Fuencarral - El Pardo
2014;Anual;61.32;81;8;El Pardo;Fuencarral - El Pardo
2015;Anual;61.54;81;8;El Pardo;Fuencarral - El Pardo
2016;Anual;62.01;81;8;El Pardo;Fuencarral - El Pardo
2017;Anual;61.96;81;8;El Pardo;Fuencarral - El Pardo
2018;Anual;61.98;81;8;El Pardo;Fuencarral - El Pardo
2019;Anual;62.51;81;8;El Pardo;Fuencarral - El Pardo
2020;Anual;62.7;81;8;El Pardo;Fuencarral - El Pardo
2021;Anual;63.26;81;8;El Pardo;Fuencarral - El Pardo
2022;Anual;63.04;81;8;El Pardo;Fuencarral - El Pardo
2005;Anual;34.16;88;8;El Goloso;Fuencarral - El Pardo
2006;Anual;48.54;88;8;El Goloso;Fuencarral - El Pardo
2007;Anual;57.01;88;8;El Goloso;Fuencarral - El Pardo
2008;Anual;60.46;88;8;El Goloso;Fuencarral - El Pardo
2009;Anual;60.88;88;8;El Goloso;Fuencarral - El Pardo
2010;Anual;60.93;88;8;El Goloso;Fuencarral - El Pardo
2011;Anual;60.76;88;8;El Goloso;Fuencarral - El Pardo
2012;Anual;60.06;88;8;El Goloso;Fuencarral - El Pardo
2013;Anual;59.52;88;8;El Goloso;Fuencarral - El Pardo
2014;Anual;58.88;88;8;El Goloso;Fuencarral - El Pardo
2015;Anual;58.39;88;8;El Goloso;Fuencarral - El Pardo
2016;Anual;58.14;88;8;El Goloso;Fuencarral - El Pardo
2017;Anual;58.21;88;8;El Goloso;Fuencarral - El Pardo
2018;Anual;58.53;88;8;El Goloso;Fuencarral - El Pardo
2019;Anual;58.8;88;8;El Goloso;Fuencarral - El Pardo
2020;Anual;60.06;88;8;El Goloso;Fuencarral - El Pardo
2021;Anual;61.39;88;8;El Goloso;Fuencarral - El Pardo
2022;Anual;61.82;88;8;El Goloso;Fuencarral - El Pardo
2005;Anual;64.78;86;8;Valverde;Fuencarral - El Pardo
2006;Anual;65.46;86;8;Valverde;Fuencarral - El Pardo
2007;Anual;65.92;86;8;Valverde;Fuencarral - El Pardo
2008;Anual;66.43;86;8;Valverde;Fuencarral - El Pardo
2009;Anual;66.55;86;8;Valverde;Fuencarral - El Pardo
2010;Anual;66.21;86;8;Valverde;Fuencarral - El Pardo
2011;Anual;65.99;86;8;Valverde;Fuencarral - El Pardo
2012;Anual;65.4;86;8;Valverde;Fuencarral - El Pardo
2013;Anual;64.64;86;8;Valverde;Fuencarral - El Pardo
2014;Anual;64.24;86;8;Valverde;Fuencarral - El Pardo
2015;Anual;63.86;86;8;Valverde;Fuencarral - El Pardo
2016;Anual;63.73;86;8;Valverde;Fuencarral - El Pardo
2017;Anual;63.62;86;8;Valverde;Fuencarral - El Pardo
2018;Anual;63.86;86;8;Valverde;Fuencarral - El Pardo
2019;Anual;64.15;86;8;Valverde;Fuencarral - El Pardo
2020;Anual;64.6;86;8;Valverde;Fuencarral - El Pardo
2021;Anual;64.92;86;8;Valverde;Fuencarral - El Pardo
2022;Anual;65.35;86;8;Valverde;Fuencarral - El Pardo
2005;Anual;69.98;87;8;Mirasierra;Fuencarral - El Pardo
2006;Anual;69.7;87;8;Mirasierra;Fuencarral - El Pardo
2007;Anual;68.74;87;8;Mirasierra;Fuencarral - El Pardo
2008;Anual;68.39;87;8;Mirasierra;Fuencarral - El Pardo
2009;Anual;67.86;87;8;Mirasierra;Fuencarral - El Pardo
2010;Anual;67.22;87;8;Mirasierra;Fuencarral - El Pardo
2011;Anual;66.66;87;8;Mirasierra;Fuencarral - El Pardo
2012;Anual;66.22;87;8;Mirasierra;Fuencarral - El Pardo
2013;Anual;65.83;87;8;Mirasierra;Fuencarral - El Pardo
2014;Anual;65.18;87;8;Mirasierra;Fuencarral - El Pardo
2015;Anual;64.7;87;8;Mirasierra;Fuencarral - El Pardo
2016;Anual;64.23;87;8;Mirasierra;Fuencarral - El Pardo
2017;Anual;64.05;87;8;Mirasierra;Fuencarral - El Pardo
2018;Anual;64.02;87;8;Mirasierra;Fuencarral - El Pardo
2019;Anual;63.76;87;8;Mirasierra;Fuencarral - El Pardo
2020;Anual;63.39;87;8;Mirasierra;Fuencarral - El Pardo
2021;Anual;62.91;87;8;Mirasierra;Fuencarral - El Pardo
2022;Anual;62.45;87;8;Mirasierra;Fuencarral - El Pardo
2005;Anual;70.54;166;16;Valdefuentes;Hortaleza
2006;Anual;70.8;166;16;Valdefuentes;Hortaleza
2007;Anual;70.25;166;16;Valdefuentes;Hortaleza
2008;Anual;69.96;166;16;Valdefuentes;Hortaleza
2009;Anual;69.51;166;16;Valdefuentes;Hortaleza
2010;Anual;69.04;166;16;Valdefuentes;Hortaleza
2011;Anual;67.88;166;16;Valdefuentes;Hortaleza
2012;Anual;67.17;166;16;Valdefuentes;Hortaleza
2013;Anual;66.5;166;16;Valdefuentes;Hortaleza
2014;Anual;66.02;166;16;Valdefuentes;Hortaleza
2015;Anual;66.07;166;16;Valdefuentes;Hortaleza
2016;Anual;65.99;166;16;Valdefuentes;Hortaleza
2017;Anual;65.69;166;16;Valdefuentes;Hortaleza
2018;Anual;65.5;166;16;Valdefuentes;Hortaleza
2019;Anual;65.38;166;16;Valdefuentes;Hortaleza
2020;Anual;65.61;166;16;Valdefuentes;Hortaleza
2021;Anual;65.64;166;16;Valdefuentes;Hortaleza
2022;Anual;65.8;166;16;Valdefuentes;Hortaleza
2005;Anual;69.68;212;21;Aeropuerto;Barajas
2006;Anual;69.48;212;21;Aeropuerto;Barajas
2007;Anual;68.92;212;21;Aeropuerto;Barajas
2008;Anual;70.0;212;21;Aeropuerto;Barajas
2009;Anual;71.24;212;21;Aeropuerto;Barajas
2010;Anual;71.18;212;21;Aeropuerto;Barajas
2011;Anual;70.39;212;21;Aeropuerto;Barajas
2012;Anual;69.73;212;21;Aeropuerto;Barajas
2013;Anual;68.89;212;21;Aeropuerto;Barajas
2014;Anual;68.39;212;21;Aeropuerto;Barajas
2015;Anual;68.83;212;21;Aeropuerto;Barajas
2016;Anual;69.72;212;21;Aeropuerto;Barajas
2017;Anual;69.79;212;21;Aeropuerto;Barajas
2018;Anual;69.45;212;21;Aeropuerto;Barajas
2019;Anual;69.15;212;21;Aeropuerto;Barajas
2020;Anual;70.26;212;21;Aeropuerto;Barajas
2021;Anual;69.81;212;21;Aeropuerto;Barajas
2022;Anual;69.34;212;21;Aeropuerto;Barajas
2005;Anual;70.02;214;21;Timón;Barajas
2006;Anual;69.49;214;21;Timón;Barajas
2007;Anual;69.17;214;21;Timón;Barajas
2008;Anual;69.25;214;21;Timón;Barajas
2009;Anual;69.27;214;21;Timón;Barajas
2010;Anual;69.82;214;21;Timón;Barajas
2011;Anual;69.95;214;21;Timón;Barajas
2012;Anual;70.3;214;21;Timón;Barajas
2013;Anual;70.72;214;21;Timón;Barajas
2014;Anual;70.72;214;21;Timón;Barajas
2015;Anual;70.43;214;21;Timón;Barajas
2016;Anual;69.99;214;21;Timón;Barajas
2017;Anual;69.4;214;21;Timón;Barajas
2018;Anual;68.94;214;21;Timón;Barajas
2019;Anual;68.82;214;21;Timón;Barajas
2020;Anual;68.63;214;21;Timón;Barajas
2021;Anual;68.82;214;21;Timón;Barajas
2022;Anual;69.26;214;21;Timón;Barajas
2005;Anual;67.24;82;8;Fuentelarreina;Fuencarral - El Pardo
2006;Anual;66.65;82;8;Fuentelarreina;Fuencarral - El Pardo
2007;Anual;65.02;82;8;Fuentelarreina;Fuencarral - El Pardo
2008;Anual;64.2;82;8;Fuentelarreina;Fuencarral - El Pardo
2009;Anual;63.14;82;8;Fuentelarreina;Fuencarral - El Pardo
2010;Anual;61.43;82;8;Fuentelarreina;Fuencarral - El Pardo
2011;Anual;60.37;82;8;Fuentelarreina;Fuencarral - El Pardo
2012;Anual;59.1;82;8;Fuentelarreina;Fuencarral - El Pardo
2013;Anual;58.47;82;8;Fuentelarreina;Fuencarral - El Pardo
2014;Anual;57.83;82;8;Fuentelarreina;Fuencarral - El Pardo
2015;Anual;57.91;82;8;Fuentelarreina;Fuencarral - El Pardo
2016;Anual;57.82;82;8;Fuentelarreina;Fuencarral - El Pardo
2017;Anual;57.95;82;8;Fuentelarreina;Fuencarral - El Pardo
2018;Anual;57.2;82;8;Fuentelarreina;Fuencarral - El Pardo
2019;Anual;56.6;82;8;Fuentelarreina;Fuencarral - El Pardo
2020;Anual;56.74;82;8;Fuentelarreina;Fuencarral - El Pardo
2021;Anual;56.97;82;8;Fuentelarreina;Fuencarral - El Pardo
2022;Anual;56.37;82;8;Fuentelarreina;Fuencarral - El Pardo
2005;Anual;75.78;85;8;La Paz;Fuencarral - El Pardo
2006;Anual;75.04;85;8;La Paz;Fuencarral - El Pardo
2007;Anual;74.67;85;8;La Paz;Fuencarral - El Pardo
2008;Anual;74.06;85;8;La Paz;Fuencarral - El Pardo
2009;Anual;73.21;85;8;La Paz;Fuencarral - El Pardo
2010;Anual;71.87;85;8;La Paz;Fuencarral - El Pardo
2011;Anual;70.3;85;8;La Paz;Fuencarral - El Pardo
2012;Anual;68.64;85;8;La Paz;Fuencarral - El Pardo
2013;Anual;66.76;85;8;La Paz;Fuencarral - El Pardo
2014;Anual;64.91;85;8;La Paz;Fuencarral - El Pardo
2015;Anual;63.04;85;8;La Paz;Fuencarral - El Pardo
2016;Anual;61.29;85;8;La Paz;Fuencarral - El Pardo
2017;Anual;59.7;85;8;La Paz;Fuencarral - El Pardo
2018;Anual;58.37;85;8;La Paz;Fuencarral - El Pardo
2019;Anual;57.0;85;8;La Paz;Fuencarral - El Pardo
2020;Anual;55.68;85;8;La Paz;Fuencarral - El Pardo
2021;Anual;54.4;85;8;La Paz;Fuencarral - El Pardo
2022;Anual;53.03;85;8;La Paz;Fuencarral - El Pardo
2005;Anual;71.86;83;8;Peñagrande;Fuencarral - El Pardo
2006;Anual;71.26;83;8;Peñagrande;Fuencarral - El Pardo
2007;Anual;70.86;83;8;Peñagrande;Fuencarral - El Pardo
2008;Anual;70.59;83;8;Peñagrande;Fuencarral - El Pardo
2009;Anual;70.11;83;8;Peñagrande;Fuencarral - El Pardo
2010;Anual;69.25;83;8;Peñagrande;Fuencarral - El Pardo
2011;Anual;68.32;83;8;Peñagrande;Fuencarral - El Pardo
2012;Anual;67.4;83;8;Peñagrande;Fuencarral - El Pardo
2013;Anual;66.36;83;8;Peñagrande;Fuencarral - El Pardo
2014;Anual;65.2;83;8;Peñagrande;Fuencarral - El Pardo
2015;Anual;63.95;83;8;Peñagrande;Fuencarral - El Pardo
2016;Anual;63.04;83;8;Peñagrande;Fuencarral - El Pardo
2017;Anual;62.32;83;8;Peñagrande;Fuencarral - El Pardo
2018;Anual;61.81;83;8;Peñagrande;Fuencarral - El Pardo
2019;Anual;61.15;83;8;Peñagrande;Fuencarral - El Pardo
2020;Anual;60.76;83;8;Peñagrande;Fuencarral - El Pardo
2021;Anual;60.54;83;8;Peñagrande;Fuencarral - El Pardo
2022;Anual;59.87;83;8;Peñagrande;Fuencarral - El Pardo
2005;Anual;69.05;84;8;Pilar;Fuencarral - El Pardo
2006;Anual;67.93;84;8;Pilar;Fuencarral - El Pardo
2007;Anual;67.63;84;8;Pilar;Fuencarral - El Pardo
2008;Anual;67.06;84;8;Pilar;Fuencarral - El Pardo
2009;Anual;65.99;84;8;Pilar;Fuencarral - El Pardo
2010;Anual;64.9;84;8;Pilar;Fuencarral - El Pardo
2011;Anual;63.86;84;8;Pilar;Fuencarral - El Pardo
2012;Anual;62.81;84;8;Pilar;Fuencarral - El Pardo
2013;Anual;62.0;84;8;Pilar;Fuencarral - El Pardo
2014;Anual;60.67;84;8;Pilar;Fuencarral - El Pardo
2015;Anual;59.9;84;8;Pilar;Fuencarral - El Pardo
2016;Anual;59.5;84;8;Pilar;Fuencarral - El Pardo
2017;Anual;59.38;84;8;Pilar;Fuencarral - El Pardo
2018;Anual;59.65;84;8;Pilar;Fuencarral - El Pardo
2019;Anual;59.83;84;8;Pilar;Fuencarral - El Pardo
2020;Anual;60.23;84;8;Pilar;Fuencarral - El Pardo
2021;Anual;60.35;84;8;Pilar;Fuencarral - El Pardo
2022;Anual;60.33;84;8;Pilar;Fuencarral - El Pardo
2005;Anual;69.03;159;15;Costillares;Ciudad Lineal
2006;Anual;68.16;159;15;Costillares;Ciudad Lineal
2007;Anual;67.44;159;15;Costillares;Ciudad Lineal
2008;Anual;66.87;159;15;Costillares;Ciudad Lineal
2009;Anual;66.26;159;15;Costillares;Ciudad Lineal
2010;Anual;65.36;159;15;Costillares;Ciudad Lineal
2011;Anual;64.84;159;15;Costillares;Ciudad Lineal
2012;Anual;64.28;159;15;Costillares;Ciudad Lineal
2013;Anual;63.88;159;15;Costillares;Ciudad Lineal
2014;Anual;63.4;159;15;Costillares;Ciudad Lineal
2015;Anual;63.01;159;15;Costillares;Ciudad Lineal
2016;Anual;62.75;159;15;Costillares;Ciudad Lineal
2017;Anual;62.54;159;15;Costillares;Ciudad Lineal
2018;Anual;62.37;159;15;Costillares;Ciudad Lineal
2019;Anual;62.49;159;15;Costillares;Ciudad Lineal
2020;Anual;62.67;159;15;Costillares;Ciudad Lineal
2021;Anual;62.65;159;15;Costillares;Ciudad Lineal
2022;Anual;62.62;159;15;Costillares;Ciudad Lineal
2005;Anual;63.88;56;5;Castilla;Chamartín
2006;Anual;64.06;56;5;Castilla;Chamartín
2007;Anual;64.46;56;5;Castilla;Chamartín
2008;Anual;65.11;56;5;Castilla;Chamartín
2009;Anual;65.16;56;5;Castilla;Chamartín
2010;Anual;65.18;56;5;Castilla;Chamartín
2011;Anual;65.1;56;5;Castilla;Chamartín
2012;Anual;65.06;56;5;Castilla;Chamartín
2013;Anual;65.0;56;5;Castilla;Chamartín
2014;Anual;64.8;56;5;Castilla;Chamartín
2015;Anual;64.48;56;5;Castilla;Chamartín
2016;Anual;64.37;56;5;Castilla;Chamartín
2017;Anual;64.51;56;5;Castilla;Chamartín
2018;Anual;64.48;56;5;Castilla;Chamartín
2019;Anual;63.89;56;5;Castilla;Chamartín
2020;Anual;63.61;56;5;Castilla;Chamartín
2021;Anual;63.85;56;5;Castilla;Chamartín
2022;Anual;63.88;56;5;Castilla;Chamartín
2005;Anual;65.94;165;16;Apóstol Santiago;Hortaleza
2006;Anual;65.87;165;16;Apóstol Santiago;Hortaleza
2007;Anual;65.81;165;16;Apóstol Santiago;Hortaleza
2008;Anual;66.01;165;16;Apóstol Santiago;Hortaleza
2009;Anual;66.07;165;16;Apóstol Santiago;Hortaleza
2010;Anual;65.77;165;16;Apóstol Santiago;Hortaleza
2011;Anual;65.7;165;16;Apóstol Santiago;Hortaleza
2012;Anual;65.68;165;16;Apóstol Santiago;Hortaleza
2013;Anual;65.46;165;16;Apóstol Santiago;Hortaleza
2014;Anual;65.41;165;16;Apóstol Santiago;Hortaleza
2015;Anual;65.43;165;16;Apóstol Santiago;Hortaleza
2016;Anual;65.71;165;16;Apóstol Santiago;Hortaleza
2017;Anual;66.09;165;16;Apóstol Santiago;Hortaleza
2018;Anual;66.17;165;16;Apóstol Santiago;Hortaleza
2019;Anual;66.53;165;16;Apóstol Santiago;Hortaleza
2020;Anual;66.94;165;16;Apóstol Santiago;Hortaleza
2021;Anual;66.85;165;16;Apóstol Santiago;Hortaleza
2022;Anual;66.61;165;16;Apóstol Santiago;Hortaleza
2005;Anual;69.52;164;16;Pinar del Rey;Hortaleza
2006;Anual;68.71;164;16;Pinar del Rey;Hortaleza
2007;Anual;68.12;164;16;Pinar del Rey;Hortaleza
2008;Anual;67.51;164;16;Pinar del Rey;Hortaleza
2009;Anual;66.74;164;16;Pinar del Rey;Hortaleza
2010;Anual;65.86;164;16;Pinar del Rey;Hortaleza
2011;Anual;64.84;164;16;Pinar del Rey;Hortaleza
2012;Anual;64.12;164;16;Pinar del Rey;Hortaleza
2013;Anual;63.08;164;16;Pinar del Rey;Hortaleza
2014;Anual;62.13;164;16;Pinar del Rey;Hortaleza
2015;Anual;61.35;164;16;Pinar del Rey;Hortaleza
2016;Anual;61.18;164;16;Pinar del Rey;Hortaleza
2017;Anual;61.2;164;16;Pinar del Rey;Hortaleza
2018;Anual;61.08;164;16;Pinar del Rey;Hortaleza
2019;Anual;61.16;164;16;Pinar del Rey;Hortaleza
2020;Anual;61.48;164;16;Pinar del Rey;Hortaleza
2021;Anual;61.69;164;16;Pinar del Rey;Hortaleza
2022;Anual;61.61;164;16;Pinar del Rey;Hortaleza
2005;Anual;72.59;96;9;El Plantío;Moncloa - Aravaca
2006;Anual;71.57;96;9;El Plantío;Moncloa - Aravaca
2007;Anual;70.52;96;9;El Plantío;Moncloa - Aravaca
2008;Anual;71.11;96;9;El Plantío;Moncloa - Aravaca
2009;Anual;69.59;96;9;El Plantío;Moncloa - Aravaca
2010;Anual;68.04;96;9;El Plantío;Moncloa - Aravaca
2011;Anual;66.65;96;9;El Plantío;Moncloa - Aravaca
2012;Anual;66.37;96;9;El Plantío;Moncloa - Aravaca
2013;Anual;64.96;96;9;El Plantío;Moncloa - Aravaca
2014;Anual;64.19;96;9;El Plantío;Moncloa - Aravaca
2015;Anual;63.89;96;9;El Plantío;Moncloa - Aravaca
2016;Anual;63.07;96;9;El Plantío;Moncloa - Aravaca
2017;Anual;60.48;96;9;El Plantío;Moncloa - Aravaca
2018;Anual;60.4;96;9;El Plantío;Moncloa - Aravaca
2019;Anual;60.9;96;9;El Plantío;Moncloa - Aravaca
2020;Anual;61.59;96;9;El Plantío;Moncloa - Aravaca
2021;Anual;62.41;96;9;El Plantío;Moncloa - Aravaca
2022;Anual;61.94;96;9;El Plantío;Moncloa - Aravaca
2005;Anual;69.9;93;9;Ciudad Universitaria;Moncloa - Aravaca
2006;Anual;69.14;93;9;Ciudad Universitaria;Moncloa - Aravaca
2007;Anual;67.62;93;9;Ciudad Universitaria;Moncloa - Aravaca
2008;Anual;66.91;93;9;Ciudad Universitaria;Moncloa - Aravaca
2009;Anual;66.38;93;9;Ciudad Universitaria;Moncloa - Aravaca
2010;Anual;65.67;93;9;Ciudad Universitaria;Moncloa - Aravaca
2011;Anual;64.7;93;9;Ciudad Universitaria;Moncloa - Aravaca
2012;Anual;63.59;93;9;Ciudad Universitaria;Moncloa - Aravaca
2013;Anual;62.97;93;9;Ciudad Universitaria;Moncloa - Aravaca
2014;Anual;62.42;93;9;Ciudad Universitaria;Moncloa - Aravaca
2015;Anual;62.2;93;9;Ciudad Universitaria;Moncloa - Aravaca
2016;Anual;61.99;93;9;Ciudad Universitaria;Moncloa - Aravaca
2017;Anual;61.79;93;9;Ciudad Universitaria;Moncloa - Aravaca
2018;Anual;61.76;93;9;Ciudad Universitaria;Moncloa - Aravaca
2019;Anual;61.67;93;9;Ciudad Universitaria;Moncloa - Aravaca
2020;Anual;62.31;93;9;Ciudad Universitaria;Moncloa - Aravaca
2021;Anual;62.05;93;9;Ciudad Universitaria;Moncloa - Aravaca
2022;Anual;61.49;93;9;Ciudad Universitaria;Moncloa - Aravaca
2005;Anual;71.42;213;21;Casco Histórico de Barajas;Barajas
2006;Anual;71.8;213;21;Casco Histórico de Barajas;Barajas
2007;Anual;72.17;213;21;Casco Histórico de Barajas;Barajas
2008;Anual;72.65;213;21;Casco Histórico de Barajas;Barajas
2009;Anual;73.06;213;21;Casco Histórico de Barajas;Barajas
2010;Anual;72.97;213;21;Casco Histórico de Barajas;Barajas
2011;Anual;72.89;213;21;Casco Histórico de Barajas;Barajas
2012;Anual;72.11;213;21;Casco Histórico de Barajas;Barajas
2013;Anual;71.2;213;21;Casco Histórico de Barajas;Barajas
2014;Anual;70.44;213;21;Casco Histórico de Barajas;Barajas
2015;Anual;69.76;213;21;Casco Histórico de Barajas;Barajas
2016;Anual;69.93;213;21;Casco Histórico de Barajas;Barajas
2017;Anual;70.0;213;21;Casco Histórico de Barajas;Barajas
2018;Anual;69.86;213;21;Casco Histórico de Barajas;Barajas
2019;Anual;69.66;213;21;Casco Histórico de Barajas;Barajas
2020;Anual;69.65;213;21;Casco Histórico de Barajas;Barajas
2021;Anual;69.63;213;21;Casco Histórico de Barajas;Barajas
2022;Anual;68.87;213;21;Casco Histórico de Barajas;Barajas
2005;Anual;64.81;95;9;Valdemarín;Moncloa - Aravaca
2006;Anual;63.65;95;9;Valdemarín;Moncloa - Aravaca
2007;Anual;63.33;95;9;Valdemarín;Moncloa - Aravaca
2008;Anual;63.27;95;9;Valdemarín;Moncloa - Aravaca
2009;Anual;62.91;95;9;Valdemarín;Moncloa - Aravaca
2010;Anual;62.88;95;9;Valdemarín;Moncloa - Aravaca
2011;Anual;62.42;95;9;Valdemarín;Moncloa - Aravaca
2012;Anual;61.58;95;9;Valdemarín;Moncloa - Aravaca
2013;Anual;61.03;95;9;Valdemarín;Moncloa - Aravaca
2014;Anual;60.79;95;9;Valdemarín;Moncloa - Aravaca
2015;Anual;60.46;95;9;Valdemarín;Moncloa - Aravaca
2016;Anual;60.35;95;9;Valdemarín;Moncloa - Aravaca
2017;Anual;60.69;95;9;Valdemarín;Moncloa - Aravaca
2018;Anual;60.91;95;9;Valdemarín;Moncloa - Aravaca
2019;Anual;61.31;95;9;Valdemarín;Moncloa - Aravaca
2020;Anual;62.28;95;9;Valdemarín;Moncloa - Aravaca
2021;Anual;63.4;95;9;Valdemarín;Moncloa - Aravaca
2022;Anual;63.65;95;9;Valdemarín;Moncloa - Aravaca
2005;Anual;62.78;64;6;Almenara;Tetuán
2006;Anual;62.78;64;6;Almenara;Tetuán
2007;Anual;63.69;64;6;Almenara;Tetuán
2008;Anual;64.29;64;6;Almenara;Tetuán
2009;Anual;64.67;64;6;Almenara;Tetuán
2010;Anual;64.94;64;6;Almenara;Tetuán
2011;Anual;65.24;64;6;Almenara;Tetuán
2012;Anual;65.39;64;6;Almenara;Tetuán
2013;Anual;65.58;64;6;Almenara;Tetuán
2014;Anual;65.41;64;6;Almenara;Tetuán
2015;Anual;65.39;64;6;Almenara;Tetuán
2016;Anual;65.84;64;6;Almenara;Tetuán
2017;Anual;66.75;64;6;Almenara;Tetuán
2018;Anual;67.44;64;6;Almenara;Tetuán
2019;Anual;68.02;64;6;Almenara;Tetuán
2020;Anual;68.65;64;6;Almenara;Tetuán
2021;Anual;69.22;64;6;Almenara;Tetuán
2022;Anual;69.17;64;6;Almenara;Tetuán
2005;Anual;68.88;65;6;Valdeacederas;Tetuán
2006;Anual;69.2;65;6;Valdeacederas;Tetuán
2007;Anual;70.22;65;6;Valdeacederas;Tetuán
2008;Anual;70.83;65;6;Valdeacederas;Tetuán
2009;Anual;71.39;65;6;Valdeacederas;Tetuán
2010;Anual;71.24;65;6;Valdeacederas;Tetuán
2011;Anual;70.96;65;6;Valdeacederas;Tetuán
2012;Anual;70.91;65;6;Valdeacederas;Tetuán
2013;Anual;70.92;65;6;Valdeacederas;Tetuán
2014;Anual;70.72;65;6;Valdeacederas;Tetuán
2015;Anual;70.8;65;6;Valdeacederas;Tetuán
2016;Anual;70.82;65;6;Valdeacederas;Tetuán
2017;Anual;71.25;65;6;Valdeacederas;Tetuán
2018;Anual;71.74;65;6;Valdeacederas;Tetuán
2019;Anual;72.34;65;6;Valdeacederas;Tetuán
2020;Anual;72.84;65;6;Valdeacederas;Tetuán
2021;Anual;73.1;65;6;Valdeacederas;Tetuán
2022;Anual;73.01;65;6;Valdeacederas;Tetuán
2005;Anual;67.9;94;9;Valdezarza;Moncloa - Aravaca
2006;Anual;67.54;94;9;Valdezarza;Moncloa - Aravaca
2007;Anual;67.13;94;9;Valdezarza;Moncloa - Aravaca
2008;Anual;66.96;94;9;Valdezarza;Moncloa - Aravaca
2009;Anual;66.62;94;9;Valdezarza;Moncloa - Aravaca
2010;Anual;66.28;94;9;Valdezarza;Moncloa - Aravaca
2011;Anual;65.99;94;9;Valdezarza;Moncloa - Aravaca
2012;Anual;65.13;94;9;Valdezarza;Moncloa - Aravaca
2013;Anual;64.61;94;9;Valdezarza;Moncloa - Aravaca
2014;Anual;63.62;94;9;Valdezarza;Moncloa - Aravaca
2015;Anual;63.03;94;9;Valdezarza;Moncloa - Aravaca
2016;Anual;62.67;94;9;Valdezarza;Moncloa - Aravaca
2017;Anual;62.45;94;9;Valdezarza;Moncloa - Aravaca
2018;Anual;62.39;94;9;Valdezarza;Moncloa - Aravaca
2019;Anual;62.56;94;9;Valdezarza;Moncloa - Aravaca
2020;Anual;62.62;94;9;Valdezarza;Moncloa - Aravaca
2021;Anual;62.51;94;9;Valdezarza;Moncloa - Aravaca
2022;Anual;62.15;94;9;Valdezarza;Moncloa - Aravaca
2005;Anual;69.61;215;21;Corralejos;Barajas
2006;Anual;68.45;215;21;Corralejos;Barajas
2007;Anual;67.32;215;21;Corralejos;Barajas
