Anio;Periodo;DatoPoblacionEntre16y64;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2007;Anual;67.21;113;11;San Isidro;Carabanchel
2008;Anual;67.48;113;11;San Isidro;Carabanchel
2009;Anual;67.54;113;11;San Isidro;Carabanchel
2010;Anual;67.31;113;11;San Isidro;Carabanchel
2011;Anual;67.02;113;11;San Isidro;Carabanchel
2012;Anual;66.69;113;11;San Isidro;Carabanchel
2013;Anual;66.42;113;11;San Isidro;Carabanchel
2014;Anual;66.2;113;11;San Isidro;Carabanchel
2015;Anual;65.92;113;11;San Isidro;Carabanchel
2016;Anual;66.05;113;11;San Isidro;Carabanchel
2017;Anual;66.4;113;11;San Isidro;Carabanchel
2018;Anual;66.93;113;11;San Isidro;Carabanchel
2019;Anual;67.41;113;11;San Isidro;Carabanchel
2020;Anual;67.94;113;11;San Isidro;Carabanchel
2021;Anual;68.32;113;11;San Isidro;Carabanchel
2022;Anual;68.29;113;11;San Isidro;Carabanchel
2005;Anual;;193;19;Valderrivas;Vicálvaro
2006;Anual;;193;19;Valderrivas;Vicálvaro
2007;Anual;;193;19;Valderrivas;Vicálvaro
2008;Anual;;193;19;Valderrivas;Vicálvaro
2009;Anual;;193;19;Valderrivas;Vicálvaro
2010;Anual;;193;19;Valderrivas;Vicálvaro
2011;Anual;;193;19;Valderrivas;Vicálvaro
2012;Anual;;193;19;Valderrivas;Vicálvaro
2013;Anual;;193;19;Valderrivas;Vicálvaro
2014;Anual;;193;19;Valderrivas;Vicálvaro
2015;Anual;;193;19;Valderrivas;Vicálvaro
2016;Anual;;193;19;Valderrivas;Vicálvaro
2017;Anual;0.0;193;19;Valderrivas;Vicálvaro
2018;Anual;64.43;193;19;Valderrivas;Vicálvaro
2019;Anual;65.14;193;19;Valderrivas;Vicálvaro
2020;Anual;66.09;193;19;Valderrivas;Vicálvaro
2021;Anual;67.51;193;19;Valderrivas;Vicálvaro
2022;Anual;68.85;193;19;Valderrivas;Vicálvaro
2005;Anual;68.24;141;14;Pavones;Moratalaz
2006;Anual;68.03;141;14;Pavones;Moratalaz
2007;Anual;68.33;141;14;Pavones;Moratalaz
2008;Anual;67.96;141;14;Pavones;Moratalaz
2009;Anual;67.45;141;14;Pavones;Moratalaz
2010;Anual;66.35;141;14;Pavones;Moratalaz
2011;Anual;65.55;141;14;Pavones;Moratalaz
2012;Anual;64.66;141;14;Pavones;Moratalaz
2013;Anual;64.5;141;14;Pavones;Moratalaz
2014;Anual;63.88;141;14;Pavones;Moratalaz
2015;Anual;63.38;141;14;Pavones;Moratalaz
2016;Anual;64.0;141;14;Pavones;Moratalaz
2017;Anual;63.49;141;14;Pavones;Moratalaz
2018;Anual;63.16;141;14;Pavones;Moratalaz
2019;Anual;62.83;141;14;Pavones;Moratalaz
2020;Anual;63.28;141;14;Pavones;Moratalaz
2021;Anual;62.58;141;14;Pavones;Moratalaz
2022;Anual;61.99;141;14;Pavones;Moratalaz
2005;Anual;70.24;104;10;Aluche;Latina
2006;Anual;69.06;104;10;Aluche;Latina
2007;Anual;68.03;104;10;Aluche;Latina
2008;Anual;67.04;104;10;Aluche;Latina
2009;Anual;65.61;104;10;Aluche;Latina
2010;Anual;64.2;104;10;Aluche;Latina
2011;Anual;62.86;104;10;Aluche;Latina
2012;Anual;61.68;104;10;Aluche;Latina
2013;Anual;60.65;104;10;Aluche;Latina
2014;Anual;59.44;104;10;Aluche;Latina
2015;Anual;58.7;104;10;Aluche;Latina
2016;Anual;58.35;104;10;Aluche;Latina
2017;Anual;58.11;104;10;Aluche;Latina
2018;Anual;58.38;104;10;Aluche;Latina
2019;Anual;58.69;104;10;Aluche;Latina
2020;Anual;59.32;104;10;Aluche;Latina
2021;Anual;59.7;104;10;Aluche;Latina
2022;Anual;59.6;104;10;Aluche;Latina
2005;Anual;70.2;25;2;Delicias;Arganzuela
2006;Anual;70.29;25;2;Delicias;Arganzuela
2007;Anual;70.64;25;2;Delicias;Arganzuela
2008;Anual;70.98;25;2;Delicias;Arganzuela
2009;Anual;70.93;25;2;Delicias;Arganzuela
2010;Anual;70.85;25;2;Delicias;Arganzuela
2011;Anual;70.75;25;2;Delicias;Arganzuela
2012;Anual;70.35;25;2;Delicias;Arganzuela
2013;Anual;69.82;25;2;Delicias;Arganzuela
2014;Anual;69.12;25;2;Delicias;Arganzuela
2015;Anual;68.66;25;2;Delicias;Arganzuela
2016;Anual;68.46;25;2;Delicias;Arganzuela
2017;Anual;68.36;25;2;Delicias;Arganzuela
2018;Anual;68.51;25;2;Delicias;Arganzuela
2019;Anual;68.75;25;2;Delicias;Arganzuela
2020;Anual;69.12;25;2;Delicias;Arganzuela
2021;Anual;69.23;25;2;Delicias;Arganzuela
2022;Anual;69.01;25;2;Delicias;Arganzuela
2005;Anual;66.64;23;2;Chopera;Arganzuela
2006;Anual;66.9;23;2;Chopera;Arganzuela
2007;Anual;67.25;23;2;Chopera;Arganzuela
2008;Anual;67.68;23;2;Chopera;Arganzuela
2009;Anual;67.57;23;2;Chopera;Arganzuela
2010;Anual;67.6;23;2;Chopera;Arganzuela
2011;Anual;67.33;23;2;Chopera;Arganzuela
2012;Anual;66.89;23;2;Chopera;Arganzuela
2013;Anual;66.93;23;2;Chopera;Arganzuela
2014;Anual;66.61;23;2;Chopera;Arganzuela
2015;Anual;66.19;23;2;Chopera;Arganzuela
2016;Anual;65.88;23;2;Chopera;Arganzuela
2017;Anual;65.77;23;2;Chopera;Arganzuela
2018;Anual;66.03;23;2;Chopera;Arganzuela
2019;Anual;66.4;23;2;Chopera;Arganzuela
2020;Anual;66.83;23;2;Chopera;Arganzuela
2021;Anual;66.88;23;2;Chopera;Arganzuela
2022;Anual;66.39;23;2;Chopera;Arganzuela
2005;Anual;69.61;105;10;Campamento;Latina
2006;Anual;68.7;105;10;Campamento;Latina
2007;Anual;68.37;105;10;Campamento;Latina
2008;Anual;67.83;105;10;Campamento;Latina
2009;Anual;66.77;105;10;Campamento;Latina
2010;Anual;66.08;105;10;Campamento;Latina
2011;Anual;65.72;105;10;Campamento;Latina
2012;Anual;64.56;105;10;Campamento;Latina
2013;Anual;64.21;105;10;Campamento;Latina
2014;Anual;63.63;105;10;Campamento;Latina
2015;Anual;63.35;105;10;Campamento;Latina
2016;Anual;63.28;105;10;Campamento;Latina
2017;Anual;63.25;105;10;Campamento;Latina
2018;Anual;63.04;105;10;Campamento;Latina
2019;Anual;62.94;105;10;Campamento;Latina
2020;Anual;63.69;105;10;Campamento;Latina
2021;Anual;64.14;105;10;Campamento;Latina
2022;Anual;64.03;105;10;Campamento;Latina
2005;Anual;65.91;111;11;Comillas;Carabanchel
2006;Anual;65.85;111;11;Comillas;Carabanchel
2007;Anual;65.57;111;11;Comillas;Carabanchel
2008;Anual;65.53;111;11;Comillas;Carabanchel
2009;Anual;65.83;111;11;Comillas;Carabanchel
2010;Anual;65.43;111;11;Comillas;Carabanchel
2011;Anual;65.21;111;11;Comillas;Carabanchel
2012;Anual;65.02;111;11;Comillas;Carabanchel
2013;Anual;64.67;111;11;Comillas;Carabanchel
2014;Anual;64.42;111;11;Comillas;Carabanchel
2015;Anual;64.17;111;11;Comillas;Carabanchel
2016;Anual;64.16;111;11;Comillas;Carabanchel
2017;Anual;63.95;111;11;Comillas;Carabanchel
2018;Anual;64.42;111;11;Comillas;Carabanchel
2019;Anual;64.92;111;11;Comillas;Carabanchel
2020;Anual;65.53;111;11;Comillas;Carabanchel
2021;Anual;65.93;111;11;Comillas;Carabanchel
2022;Anual;65.5;111;11;Comillas;Carabanchel
2005;Anual;66.28;135;13;Portazgo;Puente de Vallecas
2006;Anual;66.24;135;13;Portazgo;Puente de Vallecas
2007;Anual;66.36;135;13;Portazgo;Puente de Vallecas
2008;Anual;66.57;135;13;Portazgo;Puente de Vallecas
2009;Anual;66.19;135;13;Portazgo;Puente de Vallecas
2010;Anual;65.83;135;13;Portazgo;Puente de Vallecas
2011;Anual;65.34;135;13;Portazgo;Puente de Vallecas
2012;Anual;65.03;135;13;Portazgo;Puente de Vallecas
2013;Anual;64.39;135;13;Portazgo;Puente de Vallecas
2014;Anual;63.69;135;13;Portazgo;Puente de Vallecas
2015;Anual;63.39;135;13;Portazgo;Puente de Vallecas
2016;Anual;63.49;135;13;Portazgo;Puente de Vallecas
2017;Anual;64.01;135;13;Portazgo;Puente de Vallecas
2018;Anual;64.24;135;13;Portazgo;Puente de Vallecas
2019;Anual;64.58;135;13;Portazgo;Puente de Vallecas
2020;Anual;64.95;135;13;Portazgo;Puente de Vallecas
2021;Anual;65.0;135;13;Portazgo;Puente de Vallecas
2022;Anual;64.84;135;13;Portazgo;Puente de Vallecas
2005;Anual;66.97;132;13;San Diego;Puente de Vallecas
2006;Anual;67.39;132;13;San Diego;Puente de Vallecas
2007;Anual;67.85;132;13;San Diego;Puente de Vallecas
2008;Anual;68.74;132;13;San Diego;Puente de Vallecas
2009;Anual;68.89;132;13;San Diego;Puente de Vallecas
2010;Anual;68.78;132;13;San Diego;Puente de Vallecas
2011;Anual;68.78;132;13;San Diego;Puente de Vallecas
2012;Anual;68.51;132;13;San Diego;Puente de Vallecas
2013;Anual;68.37;132;13;San Diego;Puente de Vallecas
2014;Anual;68.35;132;13;San Diego;Puente de Vallecas
2015;Anual;68.38;132;13;San Diego;Puente de Vallecas
2016;Anual;68.99;132;13;San Diego;Puente de Vallecas
2017;Anual;69.52;132;13;San Diego;Puente de Vallecas
2018;Anual;70.01;132;13;San Diego;Puente de Vallecas
2019;Anual;70.9;132;13;San Diego;Puente de Vallecas
2020;Anual;71.82;132;13;San Diego;Puente de Vallecas
2021;Anual;72.2;132;13;San Diego;Puente de Vallecas
2022;Anual;72.03;132;13;San Diego;Puente de Vallecas
2005;Anual;66.85;112;11;Opañel;Carabanchel
2006;Anual;66.98;112;11;Opañel;Carabanchel
2007;Anual;66.77;112;11;Opañel;Carabanchel
2008;Anual;66.98;112;11;Opañel;Carabanchel
2009;Anual;67.05;112;11;Opañel;Carabanchel
2010;Anual;66.94;112;11;Opañel;Carabanchel
2011;Anual;66.58;112;11;Opañel;Carabanchel
2012;Anual;66.31;112;11;Opañel;Carabanchel
2013;Anual;66.19;112;11;Opañel;Carabanchel
2014;Anual;65.8;112;11;Opañel;Carabanchel
2015;Anual;65.57;112;11;Opañel;Carabanchel
2016;Anual;65.86;112;11;Opañel;Carabanchel
2017;Anual;66.23;112;11;Opañel;Carabanchel
2018;Anual;66.56;112;11;Opañel;Carabanchel
2019;Anual;66.95;112;11;Opañel;Carabanchel
2020;Anual;67.5;112;11;Opañel;Carabanchel
2021;Anual;68.04;112;11;Opañel;Carabanchel
2022;Anual;68.25;112;11;Opañel;Carabanchel
2005;Anual;65.4;125;12;Moscardó;Usera
2006;Anual;65.87;125;12;Moscardó;Usera
2007;Anual;66.03;125;12;Moscardó;Usera
2008;Anual;66.65;125;12;Moscardó;Usera
2009;Anual;66.63;125;12;Moscardó;Usera
2010;Anual;67.05;125;12;Moscardó;Usera
2011;Anual;67.09;125;12;Moscardó;Usera
2012;Anual;66.8;125;12;Moscardó;Usera
2013;Anual;66.62;125;12;Moscardó;Usera
2014;Anual;66.05;125;12;Moscardó;Usera
2015;Anual;66.28;125;12;Moscardó;Usera
2016;Anual;66.83;125;12;Moscardó;Usera
2017;Anual;67.05;125;12;Moscardó;Usera
2018;Anual;67.52;125;12;Moscardó;Usera
2019;Anual;67.98;125;12;Moscardó;Usera
2020;Anual;68.7;125;12;Moscardó;Usera
2021;Anual;68.99;125;12;Moscardó;Usera
2022;Anual;68.89;125;12;Moscardó;Usera
2005;Anual;73.37;24;2;Legazpi;Arganzuela
2006;Anual;73.58;24;2;Legazpi;Arganzuela
2007;Anual;74.64;24;2;Legazpi;Arganzuela
2008;Anual;74.98;24;2;Legazpi;Arganzuela
2009;Anual;74.94;24;2;Legazpi;Arganzuela
2010;Anual;74.68;24;2;Legazpi;Arganzuela
2011;Anual;74.3;24;2;Legazpi;Arganzuela
2012;Anual;74.0;24;2;Legazpi;Arganzuela
2013;Anual;73.76;24;2;Legazpi;Arganzuela
2014;Anual;72.8;24;2;Legazpi;Arganzuela
2015;Anual;72.12;24;2;Legazpi;Arganzuela
2016;Anual;71.91;24;2;Legazpi;Arganzuela
2017;Anual;71.62;24;2;Legazpi;Arganzuela
2018;Anual;71.47;24;2;Legazpi;Arganzuela
2019;Anual;71.69;24;2;Legazpi;Arganzuela
2020;Anual;71.76;24;2;Legazpi;Arganzuela
2021;Anual;72.11;24;2;Legazpi;Arganzuela
2022;Anual;72.14;24;2;Legazpi;Arganzuela
2005;Anual;66.96;133;13;Palomeras Bajas;Puente de Vallecas
2006;Anual;67.21;133;13;Palomeras Bajas;Puente de Vallecas
2007;Anual;67.23;133;13;Palomeras Bajas;Puente de Vallecas
2008;Anual;67.5;133;13;Palomeras Bajas;Puente de Vallecas
2009;Anual;67.67;133;13;Palomeras Bajas;Puente de Vallecas
2010;Anual;67.63;133;13;Palomeras Bajas;Puente de Vallecas
2011;Anual;67.85;133;13;Palomeras Bajas;Puente de Vallecas
2012;Anual;67.91;133;13;Palomeras Bajas;Puente de Vallecas
2013;Anual;68.12;133;13;Palomeras Bajas;Puente de Vallecas
2014;Anual;68.26;133;13;Palomeras Bajas;Puente de Vallecas
2015;Anual;68.55;133;13;Palomeras Bajas;Puente de Vallecas
2016;Anual;69.03;133;13;Palomeras Bajas;Puente de Vallecas
2017;Anual;69.44;133;13;Palomeras Bajas;Puente de Vallecas
2018;Anual;69.92;133;13;Palomeras Bajas;Puente de Vallecas
2019;Anual;70.48;133;13;Palomeras Bajas;Puente de Vallecas
2020;Anual;70.72;133;13;Palomeras Bajas;Puente de Vallecas
2021;Anual;70.69;133;13;Palomeras Bajas;Puente de Vallecas
2022;Anual;70.3;133;13;Palomeras Bajas;Puente de Vallecas
2005;Anual;66.34;134;13;Palomeras Sureste;Puente de Vallecas
2006;Anual;66.41;134;13;Palomeras Sureste;Puente de Vallecas
2007;Anual;66.87;134;13;Palomeras Sureste;Puente de Vallecas
2008;Anual;67.31;134;13;Palomeras Sureste;Puente de Vallecas
2009;Anual;67.68;134;13;Palomeras Sureste;Puente de Vallecas
2010;Anual;67.6;134;13;Palomeras Sureste;Puente de Vallecas
2011;Anual;67.53;134;13;Palomeras Sureste;Puente de Vallecas
2012;Anual;67.35;134;13;Palomeras Sureste;Puente de Vallecas
2013;Anual;67.3;134;13;Palomeras Sureste;Puente de Vallecas
2014;Anual;66.99;134;13;Palomeras Sureste;Puente de Vallecas
2015;Anual;66.93;134;13;Palomeras Sureste;Puente de Vallecas
2016;Anual;67.01;134;13;Palomeras Sureste;Puente de Vallecas
2017;Anual;67.44;134;13;Palomeras Sureste;Puente de Vallecas
2018;Anual;67.43;134;13;Palomeras Sureste;Puente de Vallecas
2019;Anual;67.68;134;13;Palomeras Sureste;Puente de Vallecas
2020;Anual;67.93;134;13;Palomeras Sureste;Puente de Vallecas
2021;Anual;68.37;134;13;Palomeras Sureste;Puente de Vallecas
2022;Anual;68.24;134;13;Palomeras Sureste;Puente de Vallecas
2005;Anual;69.23;107;10;Águilas;Latina
2006;Anual;67.98;107;10;Águilas;Latina
2007;Anual;67.21;107;10;Águilas;Latina
2008;Anual;66.37;107;10;Águilas;Latina
2009;Anual;65.27;107;10;Águilas;Latina
2010;Anual;64.17;107;10;Águilas;Latina
2011;Anual;63.07;107;10;Águilas;Latina
2012;Anual;61.98;107;10;Águilas;Latina
2013;Anual;61.15;107;10;Águilas;Latina
2014;Anual;60.29;107;10;Águilas;Latina
2015;Anual;59.75;107;10;Águilas;Latina
2016;Anual;59.49;107;10;Águilas;Latina
2017;Anual;59.44;107;10;Águilas;Latina
2018;Anual;59.63;107;10;Águilas;Latina
2019;Anual;59.89;107;10;Águilas;Latina
2020;Anual;60.42;107;10;Águilas;Latina
2021;Anual;60.76;107;10;Águilas;Latina
2022;Anual;60.74;107;10;Águilas;Latina
2005;Anual;63.67;131;13;Entrevías;Puente de Vallecas
2006;Anual;63.74;131;13;Entrevías;Puente de Vallecas
2007;Anual;63.88;131;13;Entrevías;Puente de Vallecas
2008;Anual;64.31;131;13;Entrevías;Puente de Vallecas
2009;Anual;64.24;131;13;Entrevías;Puente de Vallecas
2010;Anual;63.99;131;13;Entrevías;Puente de Vallecas
2011;Anual;63.86;131;13;Entrevías;Puente de Vallecas
2012;Anual;63.92;131;13;Entrevías;Puente de Vallecas
2013;Anual;63.96;131;13;Entrevías;Puente de Vallecas
2014;Anual;63.81;131;13;Entrevías;Puente de Vallecas
2015;Anual;64.09;131;13;Entrevías;Puente de Vallecas
2016;Anual;64.42;131;13;Entrevías;Puente de Vallecas
2017;Anual;64.84;131;13;Entrevías;Puente de Vallecas
2018;Anual;65.42;131;13;Entrevías;Puente de Vallecas
2019;Anual;65.97;131;13;Entrevías;Puente de Vallecas
2020;Anual;66.56;131;13;Entrevías;Puente de Vallecas
2021;Anual;67.2;131;13;Entrevías;Puente de Vallecas
2022;Anual;67.13;131;13;Entrevías;Puente de Vallecas
2005;Anual;68.03;114;11;Vista Alegre;Carabanchel
2006;Anual;67.75;114;11;Vista Alegre;Carabanchel
2007;Anual;67.52;114;11;Vista Alegre;Carabanchel
2008;Anual;67.43;114;11;Vista Alegre;Carabanchel
2009;Anual;67.16;114;11;Vista Alegre;Carabanchel
2010;Anual;66.69;114;11;Vista Alegre;Carabanchel
2011;Anual;66.03;114;11;Vista Alegre;Carabanchel
2012;Anual;65.15;114;11;Vista Alegre;Carabanchel
2013;Anual;64.67;114;11;Vista Alegre;Carabanchel
2014;Anual;64.04;114;11;Vista Alegre;Carabanchel
2015;Anual;63.64;114;11;Vista Alegre;Carabanchel
2016;Anual;63.64;114;11;Vista Alegre;Carabanchel
2017;Anual;63.73;114;11;Vista Alegre;Carabanchel
2018;Anual;64.01;114;11;Vista Alegre;Carabanchel
2019;Anual;64.61;114;11;Vista Alegre;Carabanchel
2020;Anual;65.28;114;11;Vista Alegre;Carabanchel
2021;Anual;65.56;114;11;Vista Alegre;Carabanchel
2022;Anual;65.63;114;11;Vista Alegre;Carabanchel
2005;Anual;73.17;182;18;Santa Eugenia;Villa de Vallecas
2006;Anual;73.27;182;18;Santa Eugenia;Villa de Vallecas
2007;Anual;73.51;182;18;Santa Eugenia;Villa de Vallecas
2008;Anual;73.75;182;18;Santa Eugenia;Villa de Vallecas
2009;Anual;73.66;182;18;Santa Eugenia;Villa de Vallecas
2010;Anual;73.35;182;18;Santa Eugenia;Villa de Vallecas
2011;Anual;73.13;182;18;Santa Eugenia;Villa de Vallecas
2012;Anual;72.39;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;71.86;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;70.69;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;69.98;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;69.09;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;68.6;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;67.77;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;67.04;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;66.42;182;18;Santa Eugenia;Villa de Vallecas
2021;Anual;65.47;182;18;Santa Eugenia;Villa de Vallecas
2022;Anual;64.71;182;18;Santa Eugenia;Villa de Vallecas
2005;Anual;64.88;124;12;Almendrales;Usera
2006;Anual;65.64;124;12;Almendrales;Usera
2007;Anual;66.39;124;12;Almendrales;Usera
2008;Anual;67.01;124;12;Almendrales;Usera
2009;Anual;67.12;124;12;Almendrales;Usera
2010;Anual;67.11;124;12;Almendrales;Usera
2011;Anual;66.81;124;12;Almendrales;Usera
2012;Anual;66.53;124;12;Almendrales;Usera
2013;Anual;66.34;124;12;Almendrales;Usera
2014;Anual;66.06;124;12;Almendrales;Usera
2015;Anual;66.07;124;12;Almendrales;Usera
2016;Anual;66.52;124;12;Almendrales;Usera
2017;Anual;67.47;124;12;Almendrales;Usera
2018;Anual;68.12;124;12;Almendrales;Usera
2019;Anual;68.42;124;12;Almendrales;Usera
2020;Anual;69.21;124;12;Almendrales;Usera
2021;Anual;69.67;124;12;Almendrales;Usera
2022;Anual;69.33;124;12;Almendrales;Usera
2005;Anual;66.41;115;11;Puerta Bonita;Carabanchel
2006;Anual;66.23;115;11;Puerta Bonita;Carabanchel
2007;Anual;66.53;115;11;Puerta Bonita;Carabanchel
2008;Anual;66.64;115;11;Puerta Bonita;Carabanchel
2009;Anual;66.35;115;11;Puerta Bonita;Carabanchel
2010;Anual;66.16;115;11;Puerta Bonita;Carabanchel
2011;Anual;65.59;115;11;Puerta Bonita;Carabanchel
2012;Anual;65.19;115;11;Puerta Bonita;Carabanchel
2013;Anual;64.6;115;11;Puerta Bonita;Carabanchel
2014;Anual;64.4;115;11;Puerta Bonita;Carabanchel
2015;Anual;64.25;115;11;Puerta Bonita;Carabanchel
2016;Anual;64.75;115;11;Puerta Bonita;Carabanchel
2017;Anual;65.31;115;11;Puerta Bonita;Carabanchel
2018;Anual;65.8;115;11;Puerta Bonita;Carabanchel
2019;Anual;66.65;115;11;Puerta Bonita;Carabanchel
2020;Anual;67.45;115;11;Puerta Bonita;Carabanchel
2021;Anual;68.27;115;11;Puerta Bonita;Carabanchel
2022;Anual;68.49;115;11;Puerta Bonita;Carabanchel
2005;Anual;68.03;117;11;Abrantes;Carabanchel
2006;Anual;67.94;117;11;Abrantes;Carabanchel
2007;Anual;68.08;117;11;Abrantes;Carabanchel
2008;Anual;67.89;117;11;Abrantes;Carabanchel
2009;Anual;67.43;117;11;Abrantes;Carabanchel
2010;Anual;67.0;117;11;Abrantes;Carabanchel
2011;Anual;66.36;117;11;Abrantes;Carabanchel
2012;Anual;65.55;117;11;Abrantes;Carabanchel
2013;Anual;64.87;117;11;Abrantes;Carabanchel
2014;Anual;64.43;117;11;Abrantes;Carabanchel
2015;Anual;64.08;117;11;Abrantes;Carabanchel
2016;Anual;64.0;117;11;Abrantes;Carabanchel
2017;Anual;64.18;117;11;Abrantes;Carabanchel
2018;Anual;64.88;117;11;Abrantes;Carabanchel
2019;Anual;65.69;117;11;Abrantes;Carabanchel
2020;Anual;66.5;117;11;Abrantes;Carabanchel
2021;Anual;67.08;117;11;Abrantes;Carabanchel
2022;Anual;67.33;117;11;Abrantes;Carabanchel
2005;Anual;67.81;127;12;Pradolongo;Usera
2006;Anual;67.32;127;12;Pradolongo;Usera
2007;Anual;67.62;127;12;Pradolongo;Usera
2008;Anual;68.2;127;12;Pradolongo;Usera
2009;Anual;68.0;127;12;Pradolongo;Usera
2010;Anual;67.77;127;12;Pradolongo;Usera
2011;Anual;67.41;127;12;Pradolongo;Usera
2012;Anual;66.91;127;12;Pradolongo;Usera
2013;Anual;66.21;127;12;Pradolongo;Usera
2014;Anual;66.3;127;12;Pradolongo;Usera
2015;Anual;66.12;127;12;Pradolongo;Usera
2016;Anual;66.67;127;12;Pradolongo;Usera
2017;Anual;67.24;127;12;Pradolongo;Usera
2018;Anual;67.86;127;12;Pradolongo;Usera
2019;Anual;68.35;127;12;Pradolongo;Usera
2020;Anual;69.4;127;12;Pradolongo;Usera
2021;Anual;69.77;127;12;Pradolongo;Usera
2022;Anual;69.81;127;12;Pradolongo;Usera
2005;Anual;66.28;126;12;Zofío;Usera
2006;Anual;66.57;126;12;Zofío;Usera
2007;Anual;66.63;126;12;Zofío;Usera
2008;Anual;67.26;126;12;Zofío;Usera
2009;Anual;67.18;126;12;Zofío;Usera
2010;Anual;67.03;126;12;Zofío;Usera
2011;Anual;66.62;126;12;Zofío;Usera
2012;Anual;66.35;126;12;Zofío;Usera
2013;Anual;65.96;126;12;Zofío;Usera
2014;Anual;66.14;126;12;Zofío;Usera
2015;Anual;66.01;126;12;Zofío;Usera
2016;Anual;66.45;126;12;Zofío;Usera
2017;Anual;66.83;126;12;Zofío;Usera
2018;Anual;67.77;126;12;Zofío;Usera
2019;Anual;68.21;126;12;Zofío;Usera
2020;Anual;69.06;126;12;Zofío;Usera
2021;Anual;69.72;126;12;Zofío;Usera
2022;Anual;69.21;126;12;Zofío;Usera
2005;Anual;66.68;122;12;Orcasur;Usera
2006;Anual;67.03;122;12;Orcasur;Usera
2007;Anual;67.05;122;12;Orcasur;Usera
2008;Anual;67.11;122;12;Orcasur;Usera
2009;Anual;67.16;122;12;Orcasur;Usera
2010;Anual;67.29;122;12;Orcasur;Usera
2011;Anual;66.68;122;12;Orcasur;Usera
2012;Anual;66.81;122;12;Orcasur;Usera
2013;Anual;66.74;122;12;Orcasur;Usera
2014;Anual;66.79;122;12;Orcasur;Usera
2015;Anual;66.93;122;12;Orcasur;Usera
2016;Anual;67.37;122;12;Orcasur;Usera
2017;Anual;67.77;122;12;Orcasur;Usera
2018;Anual;68.23;122;12;Orcasur;Usera
2019;Anual;68.74;122;12;Orcasur;Usera
2020;Anual;69.27;122;12;Orcasur;Usera
2021;Anual;70.04;122;12;Orcasur;Usera
2022;Anual;69.87;122;12;Orcasur;Usera
2005;Anual;68.95;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2006;Anual;68.87;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2007;Anual;68.91;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2008;Anual;68.9;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2009;Anual;69.85;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;70.41;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;70.39;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;70.34;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;69.76;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;69.19;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;68.69;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;68.62;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;68.24;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;65.64;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;66.17;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;66.85;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;67.35;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;67.34;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2005;Anual;69.18;123;12;San Fermín;Usera
2006;Anual;69.09;123;12;San Fermín;Usera
2007;Anual;68.48;123;12;San Fermín;Usera
2008;Anual;68.13;123;12;San Fermín;Usera
2009;Anual;67.78;123;12;San Fermín;Usera
2010;Anual;67.35;123;12;San Fermín;Usera
2011;Anual;67.09;123;12;San Fermín;Usera
2012;Anual;66.76;123;12;San Fermín;Usera
2013;Anual;66.1;123;12;San Fermín;Usera
2014;Anual;65.75;123;12;San Fermín;Usera
2015;Anual;65.32;123;12;San Fermín;Usera
2016;Anual;65.5;123;12;San Fermín;Usera
2017;Anual;66.0;123;12;San Fermín;Usera
2018;Anual;66.49;123;12;San Fermín;Usera
2019;Anual;67.35;123;12;San Fermín;Usera
2020;Anual;68.18;123;12;San Fermín;Usera
2021;Anual;69.05;123;12;San Fermín;Usera
2022;Anual;69.62;123;12;San Fermín;Usera
2005;Anual;52.08;106;10;Cuatro Vientos;Latina
2006;Anual;59.7;106;10;Cuatro Vientos;Latina
2007;Anual;63.22;106;10;Cuatro Vientos;Latina
2008;Anual;66.02;106;10;Cuatro Vientos;Latina
2009;Anual;68.07;106;10;Cuatro Vientos;Latina
2010;Anual;68.57;106;10;Cuatro Vientos;Latina
2011;Anual;70.19;106;10;Cuatro Vientos;Latina
