Anio;Periodo;DatoParadosRegistrados;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2016;Agosto;3501.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2016;Septiembre;3448.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2016;Octubre;3474.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2016;Noviembre;3447.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2016;Diciembre;3381.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Enero;3481.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Febrero;3526.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Marzo;3531.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Abril;3429.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Mayo;3373.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Junio;3297.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Julio;3300.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Agosto;3384.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Septiembre;3354.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Octubre;3317.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Noviembre;2726.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2017;Diciembre;2611.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Enero;2726.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Febrero;2788.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Marzo;2742.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Abril;2748.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Mayo;2658.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Junio;2594.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Julio;2544.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Agosto;2563.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Septiembre;2567.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Octubre;2515.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Noviembre;2503.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2018;Diciembre;2404.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Enero;2531.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Febrero;2559.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Marzo;2543.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Abril;2470.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Mayo;2429.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Junio;2385.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Julio;2144.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Agosto;2446.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Septiembre;2424.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Octubre;2472.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Noviembre;2430.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2019;Diciembre;2369.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Enero;2418.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Febrero;2457.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Marzo;2497.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Abril;2730.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Mayo;2815.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Junio;2816.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Julio;2847.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Agosto;2885.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Septiembre;2896.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Octubre;2973.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Noviembre;2978.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2020;Diciembre;3030.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Enero;3079.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Febrero;3113.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Marzo;3120.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Abril;3069.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Mayo;2981.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Junio;2913.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Julio;2859.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Agosto;2888.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Septiembre;2845.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Octubre;2805.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Noviembre;2787.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2021;Diciembre;2588.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Enero;2537.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Febrero;2390.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Marzo;2371.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Abril;2314.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Mayo;2204.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Junio;1913.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Julio;2175.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Agosto;2179.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Septiembre;2197.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Octubre;2184.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Noviembre;2118.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2022;Diciembre;2135.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2023;Enero;2221.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2023;Febrero;2274.0;191;19;Casco histórico de Vicálvaro;Vicálvaro
2012;Diciembre;187.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Enero;195.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Febrero;193.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Marzo;201.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Abril;204.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Mayo;193.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Junio;181.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Julio;173.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Agosto;188.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Septiembre;173.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Octubre;166.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Noviembre;169.0;81;8;El Pardo;Fuencarral - El Pardo
2013;Diciembre;174.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Enero;184.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Febrero;181.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Marzo;189.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Abril;185.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Mayo;170.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Junio;164.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Julio;176.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Agosto;177.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Septiembre;176.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Octubre;176.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Noviembre;191.0;81;8;El Pardo;Fuencarral - El Pardo
2014;Diciembre;187.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Enero;184.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Febrero;176.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Marzo;173.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Abril;169.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Mayo;172.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Junio;163.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Julio;162.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Agosto;175.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Septiembre;181.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Octubre;185.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Noviembre;186.0;81;8;El Pardo;Fuencarral - El Pardo
2015;Diciembre;180.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Enero;182.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Febrero;176.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Marzo;167.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Abril;164.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Mayo;161.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Junio;149.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Julio;145.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Agosto;146.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Septiembre;157.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Octubre;167.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Noviembre;175.0;81;8;El Pardo;Fuencarral - El Pardo
2016;Diciembre;166.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Enero;161.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Febrero;161.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Marzo;157.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Abril;157.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Mayo;149.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Junio;149.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Julio;147.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Agosto;143.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Septiembre;145.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Octubre;149.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Noviembre;156.0;81;8;El Pardo;Fuencarral - El Pardo
2017;Diciembre;147.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Enero;154.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Febrero;149.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Marzo;154.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Abril;138.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Mayo;126.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Junio;127.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Julio;127.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Agosto;132.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Septiembre;128.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Octubre;137.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Noviembre;133.0;81;8;El Pardo;Fuencarral - El Pardo
2018;Diciembre;132.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Enero;132.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Febrero;136.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Marzo;140.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Abril;141.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Mayo;137.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Junio;135.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Julio;118.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Agosto;147.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Septiembre;147.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Octubre;147.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Noviembre;141.0;81;8;El Pardo;Fuencarral - El Pardo
2019;Diciembre;133.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Enero;148.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Febrero;140.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Marzo;140.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Abril;147.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Mayo;151.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Junio;158.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Julio;164.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Agosto;163.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Septiembre;159.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Octubre;166.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Noviembre;168.0;81;8;El Pardo;Fuencarral - El Pardo
2020;Diciembre;163.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Enero;165.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Febrero;166.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Marzo;167.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Abril;165.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Mayo;173.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Junio;168.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Julio;161.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Agosto;161.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Septiembre;166.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Octubre;154.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Noviembre;165.0;81;8;El Pardo;Fuencarral - El Pardo
2021;Diciembre;148.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Enero;144.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Febrero;135.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Marzo;134.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Abril;128.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Mayo;125.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Junio;111.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Julio;122.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Agosto;127.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Septiembre;121.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Octubre;123.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Noviembre;125.0;81;8;El Pardo;Fuencarral - El Pardo
2022;Diciembre;119.0;81;8;El Pardo;Fuencarral - El Pardo
2023;Enero;122.0;81;8;El Pardo;Fuencarral - El Pardo
2023;Febrero;125.0;81;8;El Pardo;Fuencarral - El Pardo
2012;Diciembre;496.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Enero;521.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Febrero;532.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Marzo;540.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Abril;564.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Mayo;566.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Junio;561.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Julio;594.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Agosto;596.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Septiembre;579.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Octubre;570.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Noviembre;540.0;88;8;El Goloso;Fuencarral - El Pardo
2013;Diciembre;523.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Enero;536.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Febrero;538.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Marzo;531.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Abril;513.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Mayo;499.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Junio;490.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Julio;529.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Agosto;546.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Septiembre;523.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Octubre;514.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Noviembre;504.0;88;8;El Goloso;Fuencarral - El Pardo
2014;Diciembre;502.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Enero;513.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Febrero;515.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Marzo;486.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Abril;473.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Mayo;471.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Junio;474.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Julio;478.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Agosto;497.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Septiembre;465.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Octubre;456.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Noviembre;439.0;88;8;El Goloso;Fuencarral - El Pardo
2015;Diciembre;442.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Enero;436.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Febrero;452.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Marzo;454.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Abril;452.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Mayo;448.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Junio;462.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Julio;457.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Agosto;474.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Septiembre;442.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Octubre;421.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Noviembre;411.0;88;8;El Goloso;Fuencarral - El Pardo
2016;Diciembre;409.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Enero;424.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Febrero;412.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Marzo;402.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Abril;380.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Mayo;368.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Junio;369.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Julio;405.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Agosto;427.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Septiembre;414.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Octubre;401.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Noviembre;415.0;88;8;El Goloso;Fuencarral - El Pardo
2017;Diciembre;399.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Enero;412.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Febrero;425.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Marzo;393.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Abril;394.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Mayo;388.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Junio;363.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Julio;376.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Agosto;392.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Septiembre;385.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Octubre;374.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Noviembre;376.0;88;8;El Goloso;Fuencarral - El Pardo
2018;Diciembre;375.0;88;8;El Goloso;Fuencarral - El Pardo
2019;Enero;362.0;88;8;El Goloso;Fuencarral - El Pardo
2019;Febrero;375.0;88;8;El Goloso;Fuencarral - El Pardo
