Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Agosto 2019;11,9 €/m2;- 0,5 %;+ 1,6 %;+ 2,6 %
Julio 2019;11,9 €/m2;+ 0,2 %;+ 3,5 %;+ 0,9 %
Junio 2019;11,9 €/m2;+ 1,8 %;+ 2,3 %;- 2,0 %
Mayo 2019;11,7 €/m2;+ 1,4 %;+ 0,1 %;- 2,5 %
Abril 2019;11,5 €/m2;- 1,0 %;- 1,0 %;- 1,0 %
Marzo 2019;11,6 €/m2;- 0,3 %;0,0 %;+ 1,2 %
Febrero 2019;11,7 €/m2;+ 0,3 %;+ 2,3 %;+ 3,2 %
Enero 2019;11,6 €/m2;0,0 %;+ 4,4 %;+ 3,7 %
Diciembre 2018;11,7 €/m2;+ 2,0 %;+ 3,4 %;+ 3,3 %
Noviembre 2018;11,4 €/m2;+ 2,4 %;- 1,3 %;+ 2,1 %
Octubre 2018;11,2 €/m2;- 1,0 %;- 5,7 %;+ 1,5 %
Septiembre 2018;11,3 €/m2;- 2,7 %;- 7,3 %;+ 2,2 %
Agosto 2018;11,6 €/m2;- 2,1 %;- 3,5 %;+ 3,5 %
Julio 2018;11,8 €/m2;- 2,7 %;+ 1,6 %;+ 6,6 %
Junio 2018;12,2 €/m2;+ 1,3 %;+ 5,7 %;+ 11,9 %
Mayo 2018;12,0 €/m2;+ 3,0 %;+ 5,9 %;+ 9,2 %
Abril 2018;11,6 €/m2;+ 1,2 %;+ 3,6 %;+ 4,2 %
Marzo 2018;11,5 €/m2;+ 1,6 %;+ 2,0 %;+ 5,5 %
Febrero 2018;11,3 €/m2;+ 0,8 %;+ 1,2 %;+ 6,7 %
Enero 2018;11,2 €/m2;- 0,3 %;+ 2,3 %;+ 8,7 %
Diciembre 2017;11,3 €/m2;+ 0,8 %;+ 2,3 %;+ 11,1 %
Noviembre 2017;11,2 €/m2;+ 1,8 %;0,0 %;+ 8,4 %
Octubre 2017;11,0 €/m2;- 0,3 %;- 1,0 %;+ 8,1 %
Septiembre 2017;11,0 €/m2;- 1,5 %;+ 1,5 %;+ 11,4 %
Agosto 2017;11,2 €/m2;+ 0,8 %;+ 1,9 %;+ 12,3 %
Julio 2017;11,1 €/m2;+ 2,2 %;- 0,7 %;+ 10,1 %
Junio 2017;10,9 €/m2;- 1,1 %;- 0,4 %;+ 8,4 %
Mayo 2017;11,0 €/m2;- 1,7 %;+ 3,5 %;+ 13,7 %
Abril 2017;11,2 €/m2;+ 2,5 %;+ 8,1 %;+ 15,6 %
Marzo 2017;10,9 €/m2;+ 2,7 %;+ 7,4 %;+ 10,6 %
Febrero 2017;10,6 €/m2;+ 2,7 %;+ 2,9 %;+ 9,0 %
Enero 2017;10,3 €/m2;+ 1,9 %;+ 1,7 %;+ 4,3 %
Diciembre 2016;10,1 €/m2;- 1,6 %;+ 2,6 %;+ 4,4 %
Noviembre 2016;10,3 €/m2;+ 1,5 %;+ 3,5 %;+ 5,9 %
Octubre 2016;10,2 €/m2;+ 2,8 %;+ 0,9 %;+ 4,6 %
Septiembre 2016;9,9 €/m2;- 0,8 %;- 1,3 %;+ 3,9 %
Agosto 2016;10,0 €/m2;- 1,1 %;+ 3,2 %;+ 6,6 %
Julio 2016;10,1 €/m2;+ 0,5 %;+ 4,2 %;+ 6,8 %
Junio 2016;10,0 €/m2;+ 3,7 %;+ 1,7 %;+ 3,8 %
Mayo 2016;9,7 €/m2;- 0,1 %;- 0,8 %;- 0,5 %
Abril 2016;9,7 €/m2;- 1,9 %;- 2,5 %;- 0,7 %
Marzo 2016;9,9 €/m2;+ 1,2 %;+ 1,3 %;+ 0,8 %
Febrero 2016;9,7 €/m2;- 1,8 %;- 0,1 %;+ 1,7 %
Enero 2016;9,9 €/m2;+ 2,0 %;+ 2,0 %;+ 3,6 %
Diciembre 2015;9,7 €/m2;- 0,2 %;+ 2,1 %;+ 2,7 %
Noviembre 2015;9,7 €/m2;+ 0,2 %;+ 4,2 %;+ 2,6 %
Octubre 2015;9,7 €/m2;+ 2,1 %;+ 3,0 %;+ 3,1 %
Septiembre 2015;9,5 €/m2;+ 1,8 %;- 1,4 %;+ 0,5 %
Agosto 2015;9,4 €/m2;- 0,9 %;- 3,7 %;- 3,0 %
Julio 2015;9,4 €/m2;- 2,3 %;- 3,1 %;+ 1,6 %
Junio 2015;9,7 €/m2;- 0,6 %;- 1,2 %;+ 3,9 %
Mayo 2015;9,7 €/m2;- 0,3 %;+ 1,5 %;- 0,3 %
Abril 2015;9,7 €/m2;- 0,4 %;+ 1,8 %;- 0,4 %
Marzo 2015;9,8 €/m2;+ 2,2 %;+ 3,3 %;+ 0,1 %
Febrero 2015;9,6 €/m2;0,0 %;+ 0,8 %;- 1,4 %
Enero 2015;9,6 €/m2;+ 1,0 %;+ 1,5 %;+ 0,8 %
Diciembre 2014;9,5 €/m2;- 0,3 %;- 0,1 %;0,0 %
Noviembre 2014;9,5 €/m2;+ 0,7 %;- 1,5 %;- 2,1 %
Octubre 2014;9,4 €/m2;- 0,5 %;+ 1,5 %;- 3,3 %
Septiembre 2014;9,5 €/m2;- 1,6 %;+ 2,0 %;- 2,8 %
Agosto 2014;9,6 €/m2;+ 3,8 %;- 1,1 %;- 1,1 %
Julio 2014;9,3 €/m2;- 0,1 %;- 5,1 %;- 4,5 %
Junio 2014;9,3 €/m2;- 4,6 %;- 4,8 %;- 4,7 %
Mayo 2014;9,7 €/m2;- 0,4 %;+ 0,3 %;- 0,3 %
Abril 2014;9,8 €/m2;+ 0,2 %;+ 3,0 %;+ 0,2 %
Marzo 2014;9,8 €/m2;+ 0,6 %;+ 3,1 %;- 0,2 %
Febrero 2014;9,7 €/m2;+ 2,2 %;+ 0,2 %;- 2,5 %
Enero 2014;9,5 €/m2;+ 0,3 %;- 2,6 %;- 7,3 %
Diciembre 2013;9,5 €/m2;- 2,3 %;- 2,9 %;- 6,6 %
Noviembre 2013;9,7 €/m2;- 0,6 %;- 0,5 %;- 4,3 %
Octubre 2013;9,7 €/m2;- 0,1 %;+ 0,3 %;- 5,2 %
Septiembre 2013;9,8 €/m2;+ 0,2 %;0,0 %;- 5,1 %
Agosto 2013;9,7 €/m2;+ 0,2 %;- 0,4 %;- 4,1 %
Julio 2013;9,7 €/m2;- 0,3 %;- 0,4 %;- 4,2 %
Junio 2013;9,8 €/m2;- 0,2 %;- 0,3 %;- 5,1 %
Mayo 2013;9,8 €/m2;+ 0,1 %;- 1,8 %;- 6,2 %
Abril 2013;9,8 €/m2;- 0,2 %;- 4,7 %;- 7,5 %
Marzo 2013;9,8 €/m2;- 1,8 %;- 3,6 %;- 8,0 %
Febrero 2013;10,0 €/m2;- 2,8 %;- 1,7 %;- 4,8 %
Enero 2013;10,2 €/m2;+ 1,0 %;- 0,4 %;+ 0,1 %
Diciembre 2012;10,1 €/m2;+ 0,1 %;- 1,3 %;- 0,4 %
Noviembre 2012;10,1 €/m2;- 1,5 %;- 0,2 %;- 3,6 %
Octubre 2012;10,3 €/m2;0,0 %;+ 1,3 %;- 4,8 %
Septiembre 2012;10,3 €/m2;+ 1,3 %;0,0 %;- 2,2 %
Agosto 2012;10,2 €/m2;0,0 %;- 2,6 %;- 3,4 %
Julio 2012;10,2 €/m2;- 1,3 %;- 3,8 %;- 3,8 %
Junio 2012;10,3 €/m2;- 1,3 %;- 3,3 %;- 5,5 %
Mayo 2012;10,4 €/m2;- 1,2 %;- 0,3 %;- 6,5 %
Abril 2012;10,6 €/m2;- 0,7 %;+ 3,2 %;- 7,2 %
Marzo 2012;10,6 €/m2;+ 1,7 %;+ 4,4 %;- 6,6 %
Febrero 2012;10,5 €/m2;+ 2,2 %;- 0,5 %;- 8,1 %
Enero 2012;10,2 €/m2;+ 0,4 %;- 5,3 %;- 12,5 %
Diciembre 2011;10,2 €/m2;- 3,1 %;- 3,2 %;- 10,2 %
Noviembre 2011;10,5 €/m2;- 2,7 %;0,0 %;- 7,4 %
Octubre 2011;10,8 €/m2;+ 2,7 %;+ 2,3 %;- 1,3 %
Septiembre 2011;10,5 €/m2;0,0 %;- 3,3 %;- 4,8 %
Agosto 2011;10,5 €/m2;- 0,4 %;- 5,7 %;n.d.
Julio 2011;10,6 €/m2;- 3,0 %;- 7,2 %;n.d.
Junio 2011;10,9 €/m2;- 2,4 %;- 4,4 %;n.d.
Mayo 2011;11,1 €/m2;- 2,0 %;- 2,0 %;n.d.
Abril 2011;11,4 €/m2;- 0,1 %;- 2,7 %;n.d.
Marzo 2011;11,4 €/m2;0,0 %;+ 0,4 %;n.d.
Febrero 2011;11,4 €/m2;- 2,6 %;+ 0,3 %;n.d.
Enero 2011;11,7 €/m2;+ 3,1 %;+ 6,8 %;n.d.
Diciembre 2010;11,3 €/m2;- 0,1 %;+ 2,6 %;n.d.
Noviembre 2010;11,3 €/m2;+ 3,7 %;n.d.;n.d.
Octubre 2010;10,9 €/m2;- 0,9 %;n.d.;n.d.
Septiembre 2010;11,0 €/m2;n.d.;n.d.;n.d.
