Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2014;9,8 €/m2;+ 0,2 %;- 2,5 %;- 3,1 %
Enero 2014;9,8 €/m2;0,0 %;- 3,2 %;- 4,2 %
Diciembre 2013;9,8 €/m2;- 2,7 %;- 3,4 %;- 3,9 %
Noviembre 2013;10,1 €/m2;- 0,5 %;- 0,4 %;- 1,5 %
Octubre 2013;10,1 €/m2;- 0,3 %;+ 2,9 %;- 1,0 %
Septiembre 2013;10,2 €/m2;+ 0,4 %;+ 2,9 %;- 1,0 %
Agosto 2013;10,1 €/m2;+ 2,8 %;+ 1,9 %;- 1,4 %
Julio 2013;9,9 €/m2;- 0,2 %;- 2,5 %;- 3,8 %
Junio 2013;9,9 €/m2;- 0,7 %;- 2,2 %;- 4,2 %
Mayo 2013;9,9 €/m2;- 1,6 %;- 2,0 %;- 5,0 %
Abril 2013;10,1 €/m2;+ 0,1 %;- 1,4 %;- 3,8 %
Marzo 2013;10,1 €/m2;- 0,5 %;- 1,2 %;- 3,9 %
Febrero 2013;10,1 €/m2;- 1,0 %;- 1,0 %;- 4,0 %
Enero 2013;10,2 €/m2;+ 0,3 %;+ 0,1 %;- 2,8 %
Diciembre 2012;10,2 €/m2;- 0,3 %;- 0,5 %;- 4,5 %
Noviembre 2012;10,2 €/m2;+ 0,1 %;- 0,3 %;- 5,1 %
Octubre 2012;10,2 €/m2;- 0,3 %;0,0 %;- 5,5 %
Septiembre 2012;10,3 €/m2;- 0,1 %;- 0,3 %;- 5,0 %
Agosto 2012;10,3 €/m2;+ 0,4 %;- 1,8 %;- 5,9 %
Julio 2012;10,2 €/m2;- 0,6 %;- 2,5 %;- 6,1 %
Junio 2012;10,3 €/m2;- 1,6 %;- 1,9 %;- 4,9 %
Mayo 2012;10,5 €/m2;- 0,3 %;- 1,0 %;- 3,5 %
Abril 2012;10,5 €/m2;0,0 %;- 0,4 %;- 3,2 %
Marzo 2012;10,5 €/m2;- 0,7 %;- 1,8 %;- 1,4 %
Febrero 2012;10,6 €/m2;+ 0,3 %;- 2,1 %;- 2,0 %
Enero 2012;10,5 €/m2;- 1,5 %;- 2,7 %;- 2,6 %
Diciembre 2011;10,7 €/m2;- 0,9 %;- 1,0 %;+ 1,1 %
Noviembre 2011;10,8 €/m2;- 0,3 %;- 1,1 %;+ 0,4 %
Octubre 2011;10,8 €/m2;+ 0,3 %;- 0,7 %;+ 2,1 %
Septiembre 2011;10,8 €/m2;- 1,0 %;- 0,3 %;+ 1,2 %
Agosto 2011;10,9 €/m2;+ 0,1 %;+ 0,6 %;+ 8,5 %
Julio 2011;10,9 €/m2;+ 0,7 %;+ 0,5 %;+ 9,8 %
Junio 2011;10,8 €/m2;- 0,1 %;+ 1,7 %;+ 8,4 %
Mayo 2011;10,8 €/m2;0,0 %;+ 0,6 %;+ 9,2 %
Abril 2011;10,9 €/m2;+ 1,9 %;+ 0,2 %;+ 13,3 %
Marzo 2011;10,7 €/m2;- 1,2 %;+ 0,7 %;+ 11,3 %
Febrero 2011;10,8 €/m2;- 0,4 %;+ 0,3 %;+ 11,7 %
Enero 2011;10,8 €/m2;+ 2,3 %;+ 2,0 %;+ 9,6 %
Diciembre 2010;10,6 €/m2;- 1,6 %;- 0,9 %;+ 6,8 %
Noviembre 2010;10,8 €/m2;+ 1,3 %;+ 6,9 %;+ 6,1 %
Octubre 2010;10,6 €/m2;- 0,5 %;+ 6,8 %;+ 3,8 %
Septiembre 2010;10,7 €/m2;+ 6,2 %;+ 6,8 %;+ 2,1 %
Agosto 2010;10,1 €/m2;+ 1,2 %;+ 1,2 %;+ 3,4 %
Julio 2010;9,9 €/m2;- 0,5 %;+ 3,8 %;+ 0,4 %
Junio 2010;10,0 €/m2;+ 0,6 %;+ 4,4 %;n.d.
Mayo 2010;9,9 €/m2;+ 3,7 %;+ 2,9 %;n.d.
Abril 2010;9,6 €/m2;+ 0,1 %;- 3,1 %;n.d.
Marzo 2010;9,6 €/m2;- 0,9 %;- 3,4 %;n.d.
Febrero 2010;9,7 €/m2;- 2,3 %;- 4,7 %;n.d.
Enero 2010;9,9 €/m2;- 0,2 %;- 3,4 %;n.d.
Diciembre 2009;9,9 €/m2;- 2,2 %;- 5,3 %;n.d.
Noviembre 2009;10,1 €/m2;- 1,0 %;+ 4,2 %;n.d.
Octubre 2009;10,2 €/m2;- 2,2 %;+ 3,3 %;n.d.
Septiembre 2009;10,5 €/m2;+ 7,6 %;n.d.;n.d.
Agosto 2009;9,7 €/m2;- 1,8 %;n.d.;n.d.
Julio 2009;9,9 €/m2;n.d.;n.d.;n.d.
Junio 2009;12,5 €/m2;n.d.;n.d.;n.d.
