Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Octubre 2019;14,8 €/m2;- 1,6 %;- 1,3 %;0,0 %
Septiembre 2019;15,0 €/m2;- 0,8 %;+ 1,2 %;+ 3,6 %
Agosto 2019;15,2 €/m2;+ 1,3 %;+ 1,7 %;+ 6,2 %
Julio 2019;15,0 €/m2;+ 0,8 %;+ 1,0 %;+ 6,1 %
Junio 2019;14,9 €/m2;- 0,3 %;- 0,1 %;+ 5,4 %
Mayo 2019;14,9 €/m2;+ 0,5 %;- 0,2 %;+ 5,4 %
Abril 2019;14,8 €/m2;- 0,3 %;+ 0,3 %;+ 4,5 %
Marzo 2019;14,9 €/m2;- 0,4 %;+ 1,9 %;+ 6,5 %
Febrero 2019;14,9 €/m2;+ 1,0 %;+ 3,0 %;+ 9,5 %
Enero 2019;14,8 €/m2;+ 1,3 %;0,0 %;+ 11,2 %
Diciembre 2018;14,6 €/m2;+ 0,7 %;+ 0,6 %;+ 9,9 %
Noviembre 2018;14,5 €/m2;- 1,9 %;+ 1,5 %;+ 8,2 %
Octubre 2018;14,8 €/m2;+ 1,9 %;+ 4,7 %;+ 9,6 %
Septiembre 2018;14,5 €/m2;+ 1,6 %;+ 2,9 %;+ 8,8 %
Agosto 2018;14,3 €/m2;+ 1,1 %;+ 0,9 %;+ 8,9 %
Julio 2018;14,1 €/m2;+ 0,1 %;- 0,6 %;+ 10,1 %
Junio 2018;14,1 €/m2;- 0,3 %;+ 1,0 %;+ 9,4 %
Mayo 2018;14,2 €/m2;- 0,3 %;+ 3,7 %;+ 8,1 %
Abril 2018;14,2 €/m2;+ 1,7 %;+ 6,8 %;+ 7,6 %
Marzo 2018;14,0 €/m2;+ 2,3 %;+ 5,1 %;+ 5,3 %
Febrero 2018;13,7 €/m2;+ 2,6 %;+ 1,8 %;+ 3,7 %
Enero 2018;13,3 €/m2;+ 0,1 %;- 1,5 %;+ 2,3 %
Diciembre 2017;13,3 €/m2;- 0,9 %;- 0,4 %;+ 3,4 %
Noviembre 2017;13,4 €/m2;- 0,7 %;+ 2,3 %;+ 5,6 %
Octubre 2017;13,5 €/m2;+ 1,2 %;+ 5,2 %;+ 6,9 %
Septiembre 2017;13,3 €/m2;+ 1,7 %;+ 3,4 %;+ 6,4 %
Agosto 2017;13,1 €/m2;+ 2,2 %;+ 0,2 %;+ 6,3 %
Julio 2017;12,8 €/m2;- 0,5 %;- 2,8 %;+ 3,5 %
Junio 2017;12,9 €/m2;- 1,5 %;- 2,8 %;+ 4,4 %
Mayo 2017;13,1 €/m2;- 0,9 %;- 0,5 %;+ 8,5 %
Abril 2017;13,2 €/m2;- 0,5 %;+ 1,6 %;+ 12,2 %
Marzo 2017;13,3 €/m2;+ 0,8 %;+ 3,2 %;+ 13,1 %
Febrero 2017;13,2 €/m2;+ 1,2 %;+ 3,6 %;+ 13,3 %
Enero 2017;13,0 €/m2;+ 1,1 %;+ 3,0 %;+ 9,8 %
Diciembre 2016;12,9 €/m2;+ 1,2 %;+ 2,5 %;+ 7,3 %
Noviembre 2016;12,7 €/m2;+ 0,6 %;+ 2,9 %;+ 4,4 %
Octubre 2016;12,6 €/m2;+ 0,7 %;+ 1,8 %;+ 3,4 %
Septiembre 2016;12,5 €/m2;+ 1,6 %;+ 1,5 %;+ 3,8 %
Agosto 2016;12,3 €/m2;- 0,5 %;+ 2,3 %;+ 2,5 %
Julio 2016;12,4 €/m2;+ 0,3 %;+ 5,3 %;+ 5,0 %
Junio 2016;12,4 €/m2;+ 2,4 %;+ 5,4 %;+ 5,7 %
Mayo 2016;12,1 €/m2;+ 2,5 %;+ 3,8 %;+ 4,8 %
Abril 2016;11,8 €/m2;+ 0,4 %;- 0,6 %;+ 1,3 %
Marzo 2016;11,7 €/m2;+ 1,0 %;- 2,1 %;+ 2,2 %
Febrero 2016;11,6 €/m2;- 1,9 %;- 4,5 %;+ 2,9 %
Enero 2016;11,8 €/m2;- 1,1 %;- 3,0 %;+ 5,8 %
Diciembre 2015;12,0 €/m2;- 1,6 %;- 0,8 %;+ 6,7 %
Noviembre 2015;12,2 €/m2;- 0,3 %;+ 1,1 %;+ 5,9 %
Octubre 2015;12,2 €/m2;+ 1,1 %;+ 3,4 %;+ 5,5 %
Septiembre 2015;12,1 €/m2;+ 0,3 %;+ 3,3 %;+ 4,7 %
Agosto 2015;12,0 €/m2;+ 2,0 %;+ 4,6 %;+ 6,2 %
Julio 2015;11,8 €/m2;+ 1,0 %;+ 1,5 %;+ 4,8 %
Junio 2015;11,7 €/m2;+ 1,6 %;+ 1,9 %;+ 5,8 %
Mayo 2015;11,5 €/m2;- 1,0 %;+ 1,9 %;+ 4,0 %
Abril 2015;11,6 €/m2;+ 1,3 %;+ 3,9 %;+ 5,2 %
Marzo 2015;11,5 €/m2;+ 1,6 %;+ 2,2 %;+ 5,4 %
Febrero 2015;11,3 €/m2;+ 0,9 %;- 1,8 %;+ 5,3 %
Enero 2015;11,2 €/m2;- 0,3 %;- 3,3 %;+ 4,5 %
Diciembre 2014;11,2 €/m2;- 2,4 %;- 2,7 %;+ 5,1 %
Noviembre 2014;11,5 €/m2;- 0,7 %;+ 1,4 %;+ 5,2 %
Octubre 2014;11,6 €/m2;+ 0,4 %;+ 2,8 %;+ 5,0 %
Septiembre 2014;11,5 €/m2;+ 1,7 %;+ 4,4 %;+ 4,7 %
Agosto 2014;11,3 €/m2;+ 0,6 %;+ 2,5 %;+ 3,2 %
Julio 2014;11,3 €/m2;+ 2,0 %;+ 2,0 %;+ 2,6 %
Junio 2014;11,1 €/m2;- 0,1 %;+ 1,5 %;+ 0,4 %
Mayo 2014;11,1 €/m2;+ 0,1 %;+ 3,1 %;+ 0,8 %
Abril 2014;11,1 €/m2;+ 1,5 %;+ 3,2 %;+ 1,2 %
Marzo 2014;10,9 €/m2;+ 1,5 %;+ 1,9 %;- 1,1 %
Febrero 2014;10,7 €/m2;+ 0,2 %;- 1,9 %;- 3,5 %
Enero 2014;10,7 €/m2;+ 0,2 %;- 2,8 %;- 3,7 %
Diciembre 2013;10,7 €/m2;- 2,2 %;- 3,0 %;- 5,4 %
Noviembre 2013;10,9 €/m2;- 0,8 %;- 0,5 %;- 4,8 %
Octubre 2013;11,0 €/m2;0,0 %;+ 0,3 %;- 4,6 %
Septiembre 2013;11,0 €/m2;+ 0,4 %;+ 0,1 %;- 4,5 %
Agosto 2013;11,0 €/m2;0,0 %;+ 0,1 %;- 5,4 %
Julio 2013;11,0 €/m2;- 0,2 %;+ 0,6 %;- 5,7 %
Junio 2013;11,0 €/m2;+ 0,3 %;0,0 %;- 5,2 %
Mayo 2013;11,0 €/m2;+ 0,5 %;- 1,3 %;- 5,8 %
Abril 2013;10,9 €/m2;- 0,8 %;- 1,8 %;- 5,8 %
Marzo 2013;11,0 €/m2;- 1,0 %;- 2,5 %;- 5,1 %
Febrero 2013;11,1 €/m2;0,0 %;- 3,2 %;- 3,8 %
Enero 2013;11,1 €/m2;- 1,6 %;- 3,8 %;- 3,9 %
Diciembre 2012;11,3 €/m2;- 1,6 %;- 2,2 %;- 3,6 %
Noviembre 2012;11,5 €/m2;- 0,6 %;- 1,1 %;- 4,0 %
Octubre 2012;11,6 €/m2;+ 0,1 %;- 0,8 %;- 5,8 %
Septiembre 2012;11,5 €/m2;- 0,6 %;- 0,5 %;- 5,9 %
Agosto 2012;11,6 €/m2;- 0,2 %;- 0,3 %;- 6,0 %
Julio 2012;11,6 €/m2;+ 0,3 %;+ 0,4 %;- 5,4 %
Junio 2012;11,6 €/m2;- 0,4 %;+ 0,1 %;- 5,6 %
Mayo 2012;11,7 €/m2;+ 0,5 %;+ 0,8 %;- 3,6 %
Abril 2012;11,6 €/m2;- 0,1 %;+ 0,2 %;- 4,4 %
Marzo 2012;11,6 €/m2;+ 0,3 %;- 1,0 %;- 6,7 %
Febrero 2012;11,6 €/m2;0,0 %;- 3,3 %;- 7,0 %
Enero 2012;11,6 €/m2;- 1,3 %;- 5,6 %;- 6,9 %
Diciembre 2011;11,7 €/m2;- 2,1 %;- 4,6 %;- 6,6 %
Noviembre 2011;12,0 €/m2;- 2,4 %;- 3,1 %;- 5,7 %
Octubre 2011;12,3 €/m2;- 0,1 %;- 0,3 %;- 3,7 %
Septiembre 2011;12,3 €/m2;- 0,6 %;- 0,1 %;- 4,7 %
Agosto 2011;12,3 €/m2;+ 0,4 %;+ 2,2 %;- 4,9 %
Julio 2011;12,3 €/m2;+ 0,1 %;+ 1,4 %;- 6,7 %
Junio 2011;12,3 €/m2;+ 1,7 %;- 1,1 %;- 6,8 %
Mayo 2011;12,1 €/m2;- 0,4 %;- 2,8 %;- 7,3 %
Abril 2011;12,1 €/m2;- 2,4 %;- 2,4 %;- 6,9 %
Marzo 2011;12,4 €/m2;0,0 %;- 0,9 %;- 5,8 %
Febrero 2011;12,4 €/m2;0,0 %;- 2,0 %;- 8,3 %
Enero 2011;12,4 €/m2;- 0,9 %;- 2,3 %;- 6,4 %
Diciembre 2010;12,5 €/m2;- 1,1 %;- 2,7 %;- 5,8 %
Noviembre 2010;12,7 €/m2;- 0,4 %;- 2,4 %;- 5,4 %
Octubre 2010;12,7 €/m2;- 1,2 %;- 3,5 %;- 5,9 %
Septiembre 2010;12,9 €/m2;- 0,8 %;- 2,3 %;- 5,4 %
Agosto 2010;13,0 €/m2;- 1,5 %;- 0,4 %;- 2,9 %
Julio 2010;13,2 €/m2;0,0 %;+ 1,2 %;- 1,3 %
Junio 2010;13,2 €/m2;+ 1,2 %;0,0 %;n.d.
Mayo 2010;13,0 €/m2;+ 0,1 %;- 3,8 %;n.d.
Abril 2010;13,0 €/m2;- 1,2 %;- 1,8 %;n.d.
Marzo 2010;13,2 €/m2;- 2,7 %;- 1,0 %;n.d.
Febrero 2010;13,6 €/m2;+ 2,1 %;+ 1,1 %;n.d.
Enero 2010;13,3 €/m2;- 0,3 %;- 1,8 %;n.d.
Diciembre 2009;13,3 €/m2;- 0,7 %;- 2,3 %;n.d.
Noviembre 2009;13,4 €/m2;- 0,9 %;+ 0,2 %;n.d.
Octubre 2009;13,5 €/m2;- 0,8 %;+ 1,2 %;n.d.
Septiembre 2009;13,6 €/m2;+ 1,8 %;n.d.;n.d.
Agosto 2009;13,4 €/m2;+ 0,2 %;n.d.;n.d.
Julio 2009;13,4 €/m2;n.d.;n.d.;n.d.
