Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Agosto 2019;15,9 €/m2;- 0,4 %;- 0,7 %;+ 5,8 %
Julio 2019;15,9 €/m2;- 0,3 %;+ 1,5 %;+ 6,3 %
Junio 2019;16,0 €/m2;+ 0,1 %;+ 3,1 %;+ 6,3 %
Mayo 2019;16,0 €/m2;+ 1,7 %;+ 3,4 %;+ 6,2 %
Abril 2019;15,7 €/m2;+ 1,2 %;+ 1,6 %;+ 3,2 %
Marzo 2019;15,5 €/m2;+ 0,4 %;+ 0,8 %;+ 3,4 %
Febrero 2019;15,5 €/m2;0,0 %;+ 0,9 %;+ 3,2 %
Enero 2019;15,5 €/m2;+ 0,4 %;+ 3,0 %;+ 3,2 %
Diciembre 2018;15,4 €/m2;+ 0,5 %;+ 2,6 %;+ 3,3 %
Noviembre 2018;15,3 €/m2;+ 2,1 %;+ 2,1 %;+ 4,4 %
Octubre 2018;15,0 €/m2;0,0 %;+ 0,1 %;+ 4,1 %
Septiembre 2018;15,0 €/m2;0,0 %;- 0,3 %;+ 4,0 %
Agosto 2018;15,0 €/m2;0,0 %;- 0,4 %;+ 6,0 %
Julio 2018;15,0 €/m2;- 0,4 %;- 1,5 %;+ 7,2 %
Junio 2018;15,0 €/m2;0,0 %;+ 0,3 %;+ 8,7 %
Mayo 2018;15,0 €/m2;- 1,1 %;+ 0,5 %;+ 9,3 %
Abril 2018;15,2 €/m2;+ 1,4 %;+ 1,5 %;+ 10,8 %
Marzo 2018;15,0 €/m2;+ 0,2 %;+ 0,7 %;+ 9,0 %
Febrero 2018;15,0 €/m2;- 0,1 %;+ 2,1 %;+ 8,9 %
Enero 2018;15,0 €/m2;+ 0,6 %;+ 4,0 %;+ 9,9 %
Diciembre 2017;14,9 €/m2;+ 1,6 %;+ 3,3 %;+ 10,4 %
Noviembre 2017;14,7 €/m2;+ 1,8 %;+ 3,7 %;+ 10,3 %
Octubre 2017;14,4 €/m2;- 0,1 %;+ 3,0 %;+ 11,4 %
Septiembre 2017;14,4 €/m2;+ 2,0 %;+ 4,2 %;+ 13,5 %
Agosto 2017;14,1 €/m2;+ 1,1 %;+ 2,7 %;+ 11,9 %
Julio 2017;14,0 €/m2;+ 1,0 %;+ 1,9 %;+ 10,3 %
Junio 2017;13,8 €/m2;+ 0,5 %;+ 0,5 %;+ 8,6 %
Mayo 2017;13,8 €/m2;+ 0,3 %;+ 0,2 %;+ 9,2 %
Abril 2017;13,7 €/m2;- 0,3 %;+ 0,7 %;+ 9,9 %
Marzo 2017;13,8 €/m2;+ 0,2 %;+ 2,0 %;+ 10,9 %
Febrero 2017;13,7 €/m2;+ 0,8 %;+ 3,4 %;+ 11,1 %
Enero 2017;13,6 €/m2;+ 1,0 %;+ 5,4 %;+ 11,6 %
Diciembre 2016;13,5 €/m2;+ 1,5 %;+ 6,2 %;+ 10,5 %
Noviembre 2016;13,3 €/m2;+ 2,8 %;+ 5,2 %;+ 12,0 %
Octubre 2016;12,9 €/m2;+ 1,8 %;+ 2,0 %;+ 9,3 %
Septiembre 2016;12,7 €/m2;+ 0,5 %;- 0,3 %;+ 8,2 %
Agosto 2016;12,6 €/m2;- 0,2 %;+ 0,3 %;+ 8,3 %
Julio 2016;12,7 €/m2;- 0,6 %;+ 1,4 %;+ 8,7 %
Junio 2016;12,8 €/m2;+ 1,1 %;+ 2,7 %;+ 9,4 %
Mayo 2016;12,6 €/m2;+ 0,9 %;+ 1,9 %;+ 8,8 %
Abril 2016;12,5 €/m2;+ 0,6 %;+ 2,2 %;+ 8,4 %
Marzo 2016;12,4 €/m2;+ 0,4 %;+ 1,6 %;+ 7,7 %
Febrero 2016;12,4 €/m2;+ 1,2 %;+ 4,2 %;+ 8,8 %
Enero 2016;12,2 €/m2;0,0 %;+ 3,2 %;+ 7,7 %
Diciembre 2015;12,2 €/m2;+ 2,9 %;+ 4,1 %;+ 7,0 %
Noviembre 2015;11,9 €/m2;+ 0,3 %;+ 1,7 %;+ 4,1 %
Octubre 2015;11,8 €/m2;+ 0,8 %;+ 1,6 %;+ 4,4 %
Septiembre 2015;11,7 €/m2;+ 0,6 %;+ 0,7 %;+ 2,8 %
Agosto 2015;11,7 €/m2;+ 0,1 %;+ 0,7 %;+ 3,1 %
Julio 2015;11,7 €/m2;0,0 %;+ 1,1 %;+ 3,7 %
Junio 2015;11,7 €/m2;+ 0,6 %;+ 1,1 %;+ 3,7 %
Mayo 2015;11,6 €/m2;+ 0,6 %;+ 2,0 %;+ 3,2 %
Abril 2015;11,5 €/m2;0,0 %;+ 1,6 %;+ 2,6 %
Marzo 2015;11,5 €/m2;+ 1,4 %;+ 1,0 %;+ 3,5 %
Febrero 2015;11,4 €/m2;+ 0,2 %;- 0,3 %;+ 2,2 %
Enero 2015;11,3 €/m2;- 0,6 %;0,0 %;+ 0,9 %
Diciembre 2014;11,4 €/m2;+ 0,1 %;0,0 %;+ 1,9 %
Noviembre 2014;11,4 €/m2;+ 0,5 %;+ 0,7 %;+ 1,0 %
Octubre 2014;11,3 €/m2;- 0,7 %;+ 0,9 %;+ 0,7 %
Septiembre 2014;11,4 €/m2;+ 0,8 %;+ 1,6 %;+ 1,0 %
Agosto 2014;11,3 €/m2;+ 0,7 %;+ 0,8 %;+ 0,1 %
Julio 2014;11,2 €/m2;0,0 %;0,0 %;- 1,9 %
Junio 2014;11,2 €/m2;0,0 %;+ 0,9 %;- 2,3 %
Mayo 2014;11,2 €/m2;0,0 %;+ 1,1 %;- 1,9 %
Abril 2014;11,2 €/m2;+ 0,9 %;- 0,1 %;- 2,2 %
Marzo 2014;11,1 €/m2;+ 0,1 %;- 0,6 %;- 4,2 %
Febrero 2014;11,1 €/m2;- 1,1 %;- 1,5 %;- 4,7 %
Enero 2014;11,2 €/m2;+ 0,4 %;- 0,1 %;- 4,2 %
Diciembre 2013;11,2 €/m2;- 0,8 %;- 1,0 %;- 5,0 %
Noviembre 2013;11,3 €/m2;+ 0,2 %;- 0,3 %;- 4,9 %
Octubre 2013;11,3 €/m2;- 0,5 %;- 1,8 %;- 6,1 %
Septiembre 2013;11,3 €/m2;0,0 %;- 1,7 %;- 5,7 %
Agosto 2013;11,3 €/m2;- 1,3 %;- 1,2 %;- 6,7 %
Julio 2013;11,5 €/m2;- 0,3 %;- 0,3 %;- 6,2 %
Junio 2013;11,5 €/m2;+ 0,4 %;- 1,1 %;- 6,4 %
Mayo 2013;11,5 €/m2;- 0,3 %;- 1,8 %;- 6,7 %
Abril 2013;11,5 €/m2;- 1,1 %;- 2,1 %;- 6,3 %
Marzo 2013;11,6 €/m2;- 0,3 %;- 1,4 %;- 5,1 %
Febrero 2013;11,7 €/m2;- 0,6 %;- 1,7 %;- 4,8 %
Enero 2013;11,7 €/m2;- 0,5 %;- 2,1 %;- 4,3 %
Diciembre 2012;11,8 €/m2;- 0,6 %;- 1,6 %;- 4,4 %
Noviembre 2012;11,9 €/m2;- 1,0 %;- 2,2 %;- 5,0 %
Octubre 2012;12,0 €/m2;0,0 %;- 1,9 %;- 4,0 %
Septiembre 2012;12,0 €/m2;- 1,2 %;- 2,4 %;- 4,0 %
Agosto 2012;12,1 €/m2;- 0,7 %;- 1,2 %;- 2,9 %
Julio 2012;12,2 €/m2;- 0,5 %;- 0,3 %;- 2,2 %
Junio 2012;12,3 €/m2;0,0 %;+ 0,3 %;- 0,6 %
Mayo 2012;12,3 €/m2;+ 0,2 %;+ 0,3 %;- 1,8 %
Abril 2012;12,3 €/m2;+ 0,1 %;0,0 %;- 1,9 %
Marzo 2012;12,2 €/m2;0,0 %;- 0,7 %;- 2,6 %
Febrero 2012;12,2 €/m2;- 0,2 %;- 2,0 %;- 3,4 %
Enero 2012;12,3 €/m2;- 0,5 %;- 1,8 %;- 3,8 %
Diciembre 2011;12,3 €/m2;- 1,3 %;- 1,3 %;- 5,5 %
Noviembre 2011;12,5 €/m2;0,0 %;0,0 %;- 4,7 %
Octubre 2011;12,5 €/m2;0,0 %;0,0 %;- 3,5 %
Septiembre 2011;12,5 €/m2;0,0 %;+ 1,1 %;- 3,8 %
Agosto 2011;12,5 €/m2;0,0 %;- 0,1 %;- 3,8 %
Julio 2011;12,5 €/m2;+ 1,1 %;- 0,1 %;- 1,8 %
Junio 2011;12,4 €/m2;- 1,2 %;- 1,8 %;- 5,0 %
Mayo 2011;12,5 €/m2;0,0 %;- 1,4 %;- 6,0 %
Abril 2011;12,5 €/m2;- 0,6 %;- 1,9 %;- 8,1 %
Marzo 2011;12,6 €/m2;- 0,8 %;- 3,7 %;- 9,1 %
Febrero 2011;12,7 €/m2;- 0,5 %;- 3,3 %;- 7,4 %
Enero 2011;12,8 €/m2;- 2,3 %;- 1,6 %;- 7,3 %
Diciembre 2010;13,1 €/m2;- 0,4 %;+ 0,5 %;- 7,3 %
Noviembre 2010;13,1 €/m2;+ 1,2 %;+ 1,0 %;- 6,9 %
Octubre 2010;13,0 €/m2;- 0,2 %;+ 1,8 %;- 5,8 %
Septiembre 2010;13,0 €/m2;0,0 %;- 0,1 %;- 2,5 %
Agosto 2010;13,0 €/m2;+ 2,0 %;- 2,4 %;- 3,4 %
Julio 2010;12,7 €/m2;- 2,1 %;- 6,5 %;- 9,7 %
Junio 2010;13,0 €/m2;- 2,2 %;- 6,0 %;- 9,2 %
Mayo 2010;13,3 €/m2;- 2,3 %;- 3,0 %;- 8,8 %
Abril 2010;13,6 €/m2;- 1,6 %;- 1,0 %;n.d.
Marzo 2010;13,8 €/m2;+ 0,9 %;- 1,8 %;n.d.
Febrero 2010;13,7 €/m2;- 0,3 %;- 2,7 %;n.d.
Enero 2010;13,8 €/m2;- 2,4 %;0,0 %;n.d.
Diciembre 2009;14,1 €/m2;0,0 %;+ 5,8 %;n.d.
Noviembre 2009;14,1 €/m2;+ 2,5 %;+ 4,9 %;n.d.
Octubre 2009;13,8 €/m2;+ 3,2 %;- 2,5 %;n.d.
Septiembre 2009;13,3 €/m2;- 0,9 %;- 7,0 %;n.d.
Agosto 2009;13,4 €/m2;- 4,7 %;- 7,8 %;n.d.
Julio 2009;14,1 €/m2;- 1,6 %;n.d.;n.d.
Junio 2009;14,3 €/m2;- 1,7 %;n.d.;n.d.
Mayo 2009;14,6 €/m2;n.d.;n.d.;n.d.
