Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2023;17,0 €/m2;+ 0,6 %;+ 3,5 %;+ 10,7 %
Enero 2023;16,9 €/m2;+ 1,8 %;+ 3,8 %;+ 10,5 %
Diciembre 2022;16,6 €/m2;+ 1,1 %;+ 2,4 %;+ 10,4 %
Noviembre 2022;16,5 €/m2;+ 0,9 %;+ 2,7 %;+ 9,8 %
Octubre 2022;16,3 €/m2;+ 0,4 %;+ 2,1 %;+ 10,1 %
Septiembre 2022;16,3 €/m2;+ 1,4 %;+ 3,4 %;+ 11,5 %
Agosto 2022;16,0 €/m2;+ 0,4 %;+ 3,5 %;+ 11,0 %
Julio 2022;16,0 €/m2;+ 1,7 %;+ 3,1 %;+ 11,6 %
Junio 2022;15,7 €/m2;+ 1,5 %;+ 1,7 %;+ 10,0 %
Mayo 2022;15,5 €/m2;0,0 %;+ 0,6 %;+ 8,4 %
Abril 2022;15,5 €/m2;+ 0,3 %;+ 1,1 %;+ 8,4 %
Marzo 2022;15,4 €/m2;+ 0,4 %;+ 2,5 %;+ 7,4 %
Febrero 2022;15,4 €/m2;+ 0,4 %;+ 2,7 %;+ 7,0 %
Enero 2022;15,3 €/m2;+ 1,6 %;+ 3,5 %;+ 5,4 %
Diciembre 2021;15,1 €/m2;+ 0,5 %;+ 3,4 %;+ 1,4 %
Noviembre 2021;15,0 €/m2;+ 1,2 %;+ 3,8 %;0,0 %
Octubre 2021;14,8 €/m2;+ 1,6 %;+ 3,5 %;- 4,1 %
Septiembre 2021;14,6 €/m2;+ 1,0 %;+ 2,1 %;- 7,9 %
Agosto 2021;14,4 €/m2;+ 0,9 %;+ 1,1 %;- 10,0 %
Julio 2021;14,3 €/m2;+ 0,2 %;+ 0,2 %;- 11,1 %
Junio 2021;14,3 €/m2;0,0 %;- 0,7 %;- 12,1 %
Mayo 2021;14,3 €/m2;0,0 %;- 0,7 %;- 12,7 %
Abril 2021;14,3 €/m2;- 0,6 %;- 1,7 %;- 12,1 %
Marzo 2021;14,4 €/m2;0,0 %;- 3,3 %;- 10,7 %
Febrero 2021;14,4 €/m2;- 1,1 %;- 4,1 %;- 9,5 %
Enero 2021;14,5 €/m2;- 2,2 %;- 5,9 %;- 8,0 %
Diciembre 2020;14,9 €/m2;- 0,9 %;- 6,1 %;- 7,0 %
Noviembre 2020;15,0 €/m2;- 2,9 %;- 6,5 %;- 6,6 %
Octubre 2020;15,4 €/m2;- 2,4 %;- 4,1 %;- 3,4 %
Septiembre 2020;15,8 €/m2;- 1,3 %;- 2,6 %;- 1,0 %
Agosto 2020;16,0 €/m2;- 0,4 %;- 2,0 %;+ 1,1 %
Julio 2020;16,1 €/m2;- 0,9 %;- 0,9 %;+ 1,0 %
Junio 2020;16,3 €/m2;- 0,7 %;+ 0,9 %;+ 1,6 %
Mayo 2020;16,4 €/m2;+ 0,7 %;+ 3,0 %;+ 2,4 %
Abril 2020;16,3 €/m2;+ 0,9 %;+ 2,8 %;+ 3,5 %
Marzo 2020;16,1 €/m2;+ 1,3 %;+ 0,7 %;+ 3,8 %
Febrero 2020;15,9 €/m2;+ 0,6 %;- 1,0 %;+ 2,9 %
Enero 2020;15,8 €/m2;- 1,1 %;- 1,2 %;+ 2,3 %
Diciembre 2019;16,0 €/m2;- 0,5 %;- 0,1 %;+ 3,9 %
Noviembre 2019;16,1 €/m2;+ 0,4 %;+ 1,2 %;+ 4,9 %
Octubre 2019;16,0 €/m2;0,0 %;+ 0,3 %;+ 6,6 %
Septiembre 2019;16,0 €/m2;+ 0,8 %;0,0 %;+ 6,7 %
