Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Noviembre 2011;9,5 €/m2;- 0,1 %;+ 0,5 %;- 2,3 %
Octubre 2011;9,5 €/m2;+ 0,6 %;+ 0,7 %;- 5,0 %
Septiembre 2011;9,4 €/m2;0,0 %;+ 0,1 %;- 4,6 %
Agosto 2011;9,4 €/m2;+ 0,1 %;+ 0,1 %;- 3,5 %
Julio 2011;9,4 €/m2;0,0 %;- 0,6 %;- 3,4 %
Junio 2011;9,4 €/m2;- 0,1 %;- 3,3 %;- 4,1 %
Mayo 2011;9,4 €/m2;- 0,6 %;- 3,1 %;- 2,8 %
Abril 2011;9,5 €/m2;- 2,6 %;- 3,1 %;n.d.
Marzo 2011;9,8 €/m2;+ 0,1 %;+ 0,3 %;n.d.
Febrero 2011;9,7 €/m2;- 0,5 %;+ 0,2 %;n.d.
Enero 2011;9,8 €/m2;+ 0,7 %;- 2,1 %;n.d.
Diciembre 2010;9,7 €/m2;0,0 %;- 1,8 %;n.d.
Noviembre 2010;9,7 €/m2;- 2,8 %;- 0,6 %;n.d.
Octubre 2010;10,0 €/m2;+ 1,0 %;+ 2,4 %;n.d.
Septiembre 2010;9,9 €/m2;+ 1,2 %;+ 0,7 %;n.d.
Agosto 2010;9,8 €/m2;+ 0,2 %;+ 0,8 %;n.d.
Julio 2010;9,8 €/m2;- 0,7 %;n.d.;n.d.
Junio 2010;9,8 €/m2;+ 1,4 %;n.d.;n.d.
Mayo 2010;9,7 €/m2;n.d.;n.d.;n.d.
Abril 2010;11,5 €/m2;+ 1,3 %;+ 5,5 %;n.d.
Marzo 2010;11,3 €/m2;+ 4,9 %;+ 2,9 %;n.d.
Febrero 2010;10,8 €/m2;- 0,7 %;- 0,3 %;n.d.
Enero 2010;10,9 €/m2;- 1,2 %;+ 1,5 %;n.d.
Diciembre 2009;11,0 €/m2;+ 1,7 %;+ 1,3 %;n.d.
Noviembre 2009;10,8 €/m2;+ 1,0 %;0,0 %;n.d.
Octubre 2009;10,7 €/m2;- 1,4 %;- 9,4 %;n.d.
Septiembre 2009;10,9 €/m2;+ 0,3 %;- 11,5 %;n.d.
Agosto 2009;10,8 €/m2;- 8,4 %;n.d.;n.d.
Julio 2009;11,8 €/m2;- 3,8 %;n.d.;n.d.
Junio 2009;12,3 €/m2;n.d.;n.d.;n.d.
