Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Agosto 2020;12,1 €/m2;- 0,9 %;+ 0,4 %;+ 2,4 %
Julio 2020;12,2 €/m2;+ 0,1 %;- 0,6 %;+ 4,1 %
Junio 2020;12,2 €/m2;+ 1,3 %;- 0,3 %;+ 4,9 %
Mayo 2020;12,1 €/m2;- 1,9 %;- 1,5 %;+ 3,3 %
Abril 2020;12,3 €/m2;+ 0,4 %;+ 1,3 %;+ 6,2 %
Marzo 2020;12,3 €/m2;0,0 %;+ 3,1 %;+ 4,9 %
Febrero 2020;12,3 €/m2;+ 0,9 %;+ 2,9 %;+ 4,2 %
Enero 2020;12,1 €/m2;+ 2,2 %;+ 0,9 %;+ 3,9 %
Diciembre 2019;11,9 €/m2;- 0,2 %;- 1,3 %;+ 2,5 %
Noviembre 2019;11,9 €/m2;- 1,1 %;+ 0,7 %;+ 5,1 %
Octubre 2019;12,0 €/m2;0,0 %;+ 2,5 %;+ 4,8 %
Septiembre 2019;12,0 €/m2;+ 1,7 %;+ 3,3 %;+ 1,5 %
Agosto 2019;11,8 €/m2;+ 0,7 %;+ 1,2 %;+ 1,1 %
Julio 2019;11,8 €/m2;+ 0,8 %;+ 1,4 %;+ 2,7 %
Junio 2019;11,7 €/m2;- 0,3 %;- 0,3 %;+ 2,6 %
Mayo 2019;11,7 €/m2;+ 0,8 %;- 0,6 %;+ 3,0 %
Abril 2019;11,6 €/m2;- 0,8 %;- 0,8 %;+ 3,1 %
Marzo 2019;11,7 €/m2;- 0,6 %;+ 0,8 %;+ 4,7 %
Febrero 2019;11,8 €/m2;+ 0,6 %;+ 3,7 %;+ 5,2 %
Enero 2019;11,7 €/m2;+ 0,8 %;+ 1,8 %;+ 4,7 %
Diciembre 2018;11,6 €/m2;+ 2,3 %;- 2,3 %;+ 3,6 %
Noviembre 2018;11,3 €/m2;- 1,3 %;- 3,2 %;+ 3,4 %
Octubre 2018;11,5 €/m2;- 3,2 %;+ 0,4 %;+ 6,8 %
Septiembre 2018;11,9 €/m2;+ 1,3 %;+ 4,4 %;+ 11,9 %
Agosto 2018;11,7 €/m2;+ 2,4 %;+ 3,1 %;+ 10,4 %
Julio 2018;11,4 €/m2;+ 0,6 %;+ 1,7 %;+ 6,3 %
Junio 2018;11,4 €/m2;+ 0,1 %;+ 1,8 %;+ 7,2 %
Mayo 2018;11,4 €/m2;+ 0,9 %;+ 1,5 %;+ 7,9 %
Abril 2018;11,2 €/m2;+ 0,8 %;+ 0,7 %;+ 8,1 %
Marzo 2018;11,2 €/m2;- 0,2 %;- 0,3 %;+ 7,6 %
Febrero 2018;11,2 €/m2;+ 0,1 %;+ 2,0 %;+ 7,8 %
Enero 2018;11,2 €/m2;- 0,3 %;+ 3,8 %;+ 9,3 %
Diciembre 2017;11,2 €/m2;+ 2,2 %;+ 5,6 %;+ 12,0 %
Noviembre 2017;11,0 €/m2;+ 1,9 %;+ 3,4 %;+ 10,8 %
Octubre 2017;10,8 €/m2;+ 1,4 %;0,0 %;+ 8,2 %
Septiembre 2017;10,6 €/m2;0,0 %;0,0 %;+ 7,2 %
Agosto 2017;10,6 €/m2;- 1,4 %;+ 0,8 %;+ 7,5 %
Julio 2017;10,8 €/m2;+ 1,5 %;+ 3,4 %;+ 9,4 %
Junio 2017;10,6 €/m2;+ 0,8 %;+ 2,2 %;+ 8,2 %
Mayo 2017;10,5 €/m2;+ 1,2 %;+ 1,5 %;+ 7,0 %
Abril 2017;10,4 €/m2;+ 0,3 %;+ 1,8 %;+ 6,6 %
Marzo 2017;10,4 €/m2;0,0 %;+ 3,7 %;+ 7,6 %
Febrero 2017;10,4 €/m2;+ 1,6 %;+ 4,8 %;+ 8,3 %
Enero 2017;10,2 €/m2;+ 2,1 %;+ 2,8 %;+ 9,1 %
Diciembre 2016;10,0 €/m2;+ 1,1 %;+ 1,1 %;+ 7,0 %
Noviembre 2016;9,9 €/m2;- 0,4 %;+ 0,3 %;+ 5,0 %
Octubre 2016;9,9 €/m2;+ 0,4 %;+ 1,1 %;+ 2,7 %
Septiembre 2016;9,9 €/m2;+ 0,3 %;+ 1,0 %;+ 4,7 %
Agosto 2016;9,9 €/m2;+ 0,3 %;+ 0,3 %;- 2,8 %
Julio 2016;9,8 €/m2;+ 0,3 %;+ 0,7 %;- 6,5 %
Junio 2016;9,8 €/m2;- 0,3 %;+ 1,6 %;- 1,9 %
Mayo 2016;9,8 €/m2;+ 0,8 %;+ 2,7 %;- 4,2 %
Abril 2016;9,8 €/m2;+ 1,2 %;+ 4,3 %;- 1,8 %
Marzo 2016;9,6 €/m2;+ 0,7 %;+ 3,1 %;+ 2,3 %
Febrero 2016;9,6 €/m2;+ 2,3 %;+ 1,5 %;+ 9,3 %
Enero 2016;9,4 €/m2;+ 0,1 %;- 3,3 %;+ 7,2 %
Diciembre 2015;9,3 €/m2;- 0,8 %;- 1,1 %;+ 7,1 %
Noviembre 2015;9,4 €/m2;- 2,5 %;- 7,1 %;+ 8,1 %
Octubre 2015;9,7 €/m2;+ 2,4 %;- 8,0 %;+ 10,9 %
Septiembre 2015;9,5 €/m2;- 6,8 %;- 5,4 %;+ 8,3 %
Agosto 2015;10,1 €/m2;- 3,5 %;- 1,2 %;+ 20,4 %
Julio 2015;10,5 €/m2;+ 5,2 %;+ 5,8 %;+ 22,4 %
Junio 2015;10,0 €/m2;- 2,7 %;+ 6,1 %;+ 10,3 %
Mayo 2015;10,3 €/m2;+ 3,3 %;+ 17,2 %;+ 10,7 %
Abril 2015;9,9 €/m2;+ 5,4 %;+ 13,8 %;+ 7,7 %
Marzo 2015;9,4 €/m2;+ 7,5 %;+ 7,9 %;+ 1,3 %
Febrero 2015;8,8 €/m2;+ 0,3 %;+ 0,4 %;- 6,3 %
Enero 2015;8,7 €/m2;0,0 %;0,0 %;- 5,1 %
Diciembre 2014;8,7 €/m2;0,0 %;0,0 %;- 4,4 %
Noviembre 2014;8,7 €/m2;0,0 %;+ 3,6 %;- 4,6 %
Octubre 2014;8,7 €/m2;0,0 %;+ 1,6 %;- 4,4 %
Septiembre 2014;8,7 €/m2;+ 3,6 %;- 3,6 %;- 4,6 %
Agosto 2014;8,4 €/m2;- 1,9 %;- 9,2 %;- 9,0 %
Julio 2014;8,6 €/m2;- 5,2 %;- 6,8 %;- 8,0 %
Junio 2014;9,1 €/m2;- 2,3 %;- 2,6 %;- 3,8 %
Mayo 2014;9,3 €/m2;+ 0,6 %;- 0,8 %;- 2,3 %
Abril 2014;9,2 €/m2;- 0,9 %;+ 0,2 %;- 3,5 %
Marzo 2014;9,3 €/m2;- 0,5 %;+ 1,9 %;- 2,5 %
Febrero 2014;9,4 €/m2;+ 1,6 %;+ 2,2 %;- 1,9 %
Enero 2014;9,2 €/m2;+ 0,8 %;+ 0,8 %;- 2,7 %
Diciembre 2013;9,1 €/m2;- 0,2 %;- 0,2 %;- 4,4 %
Noviembre 2013;9,1 €/m2;+ 0,2 %;- 1,2 %;- 4,6 %
Octubre 2013;9,1 €/m2;- 0,2 %;- 2,3 %;- 5,4 %
Septiembre 2013;9,1 €/m2;- 1,2 %;- 2,8 %;- 7,9 %
Agosto 2013;9,3 €/m2;- 0,9 %;- 2,5 %;- 7,1 %
Julio 2013;9,3 €/m2;- 0,8 %;- 2,3 %;- 6,1 %
Junio 2013;9,4 €/m2;- 0,9 %;- 1,3 %;- 7,7 %
Mayo 2013;9,5 €/m2;- 0,7 %;- 0,4 %;- 4,7 %
Abril 2013;9,6 €/m2;+ 0,2 %;+ 1,1 %;- 4,0 %
Marzo 2013;9,5 €/m2;+ 0,1 %;- 0,1 %;- 5,9 %
Febrero 2013;9,5 €/m2;+ 0,8 %;- 0,6 %;- 6,8 %
Enero 2013;9,5 €/m2;- 1,0 %;- 2,0 %;- 7,9 %
Diciembre 2012;9,6 €/m2;- 0,4 %;- 3,8 %;- 6,2 %
Noviembre 2012;9,6 €/m2;- 0,7 %;- 3,8 %;- 6,1 %
Octubre 2012;9,7 €/m2;- 2,8 %;- 3,0 %;- 6,8 %
Septiembre 2012;9,9 €/m2;- 0,3 %;- 2,6 %;- 5,1 %
Agosto 2012;10,0 €/m2;+ 0,2 %;0,0 %;- 4,0 %
Julio 2012;9,9 €/m2;- 2,5 %;- 0,1 %;- 5,1 %
Junio 2012;10,2 €/m2;+ 2,4 %;+ 0,6 %;- 2,4 %
Mayo 2012;10,0 €/m2;+ 0,1 %;- 2,6 %;- 8,3 %
Abril 2012;10,0 €/m2;- 1,8 %;- 3,1 %;- 9,4 %
Marzo 2012;10,1 €/m2;- 0,9 %;- 0,5 %;- 7,2 %
Febrero 2012;10,2 €/m2;- 0,4 %;+ 0,2 %;- 8,8 %
Enero 2012;10,3 €/m2;+ 0,8 %;- 0,8 %;- 5,9 %
Diciembre 2011;10,2 €/m2;- 0,2 %;- 2,6 %;- 5,8 %
Noviembre 2011;10,2 €/m2;- 1,4 %;- 1,7 %;- 7,3 %
Octubre 2011;10,4 €/m2;- 1,0 %;- 1,2 %;- 5,2 %
Septiembre 2011;10,5 €/m2;+ 0,7 %;+ 0,1 %;- 3,9 %
Agosto 2011;10,4 €/m2;- 0,9 %;- 4,4 %;- 7,3 %
Julio 2011;10,5 €/m2;+ 0,3 %;- 4,7 %;- 6,7 %
Junio 2011;10,4 €/m2;- 3,8 %;- 4,3 %;- 7,5 %
Mayo 2011;10,9 €/m2;- 1,2 %;- 3,2 %;- 6,4 %
Abril 2011;11,0 €/m2;+ 0,6 %;+ 0,6 %;- 5,8 %
Marzo 2011;10,9 €/m2;- 2,6 %;+ 1,0 %;- 6,4 %
Febrero 2011;11,2 €/m2;+ 2,7 %;+ 1,8 %;- 2,3 %
Enero 2011;10,9 €/m2;+ 0,9 %;0,0 %;- 7,3 %
Diciembre 2010;10,8 €/m2;- 1,8 %;- 0,7 %;- 8,8 %
Noviembre 2010;11,0 €/m2;+ 0,9 %;- 1,7 %;- 8,5 %
Octubre 2010;10,9 €/m2;+ 0,3 %;- 2,7 %;n.d.
Septiembre 2010;10,9 €/m2;- 2,8 %;- 3,6 %;n.d.
Agosto 2010;11,2 €/m2;- 0,2 %;- 3,4 %;n.d.
Julio 2010;11,2 €/m2;- 0,6 %;- 3,7 %;n.d.
Junio 2010;11,3 €/m2;- 2,6 %;- 3,2 %;n.d.
Mayo 2010;11,6 €/m2;- 0,6 %;+ 1,0 %;n.d.
Abril 2010;11,7 €/m2;0,0 %;- 1,0 %;n.d.
Marzo 2010;11,7 €/m2;+ 1,6 %;- 1,7 %;n.d.
Febrero 2010;11,5 €/m2;- 2,5 %;- 4,6 %;n.d.
Enero 2010;11,8 €/m2;- 0,6 %;n.d.;n.d.
Diciembre 2009;11,9 €/m2;- 1,5 %;n.d.;n.d.
Noviembre 2009;12,0 €/m2;n.d.;n.d.;n.d.
